S_meliloti|Q.,O_anthropi|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
SMc03160,OANT_RS14345,42.793,444,242,6,12,449,21,458,4.62e-118,351
SMc03161,OANT_RS17645,74.112,394,98,1,1,394,1,390,0.0,602
SMc03162,OANT_RS17640,84.000,350,56,0,1,350,1,350,0.0,630
SMc03163,OANT_RS17650,84.633,436,66,1,1,436,1,435,0.0,775
SMc03164,OANT_RS17655,72.860,479,130,0,1,479,1,479,0.0,715
SMc03165,OANT_RS17660,58.944,341,139,1,1,341,1,340,1.14e-127,367
SMc03167,OANT_RS21805,69.565,529,157,1,1,529,1,525,0.0,760
SMc03168,OANT_RS21800,57.726,343,145,0,33,375,66,408,2.30e-139,400
SMc03169,OANT_RS21795,48.325,209,107,1,23,230,38,246,1.68e-59,186
SMc03170,OANT_RS09700,31.429,105,72,0,2,106,224,328,1.06e-09,55.5
SMc03171,OANT_RS06165,71.193,243,70,0,3,245,6,248,4.36e-108,309
SMc03172,OANT_RS10600,36.214,486,269,9,6,471,5,469,6.33e-93,287
SMc03173,OANT_RS13185,26.866,268,166,12,36,288,2,254,4.05e-11,62.4
SMc03175,OANT_RS22930,35.793,271,157,6,2,264,3,264,1.64e-39,138
SMc03176,OANT_RS20850,72.997,337,90,1,1,336,1,337,0.0,509
SMc03177,OANT_RS20855,63.755,538,190,2,1,533,1,538,0.0,672
SMc03178,OANT_RS16200,33.268,514,312,7,375,870,138,638,1.38e-78,265
SMc03179,OANT_RS18250,69.319,955,292,1,42,996,18,971,0.0,1283
SMc03180,OANT_RS18255,75.893,112,27,0,1,112,1,112,1.18e-56,168
SMc03181,OANT_RS18260,62.894,539,195,2,3,539,2,537,0.0,598
SMc03182,OANT_RS18265,39.877,163,91,4,1,160,1,159,4.90e-26,94.7
SMc03183,OANT_RS18270,62.366,93,35,0,1,93,1,93,1.51e-29,98.6
SMc03184,OANT_RS18275,44.828,116,64,0,1,116,1,116,9.91e-34,111
SMc03186,OANT_RS15580,35.135,296,187,3,7,301,4,295,3.63e-51,168
SMc03187,OANT_RS09800,55.777,251,111,0,1,251,1,251,2.33e-93,272
SMc03188,OANT_RS09875,49.751,402,202,0,12,413,1,402,8.32e-135,390
SMc03189,OANT_RS09805,44.898,245,131,3,14,258,6,246,2.93e-51,165
SMc03190,OANT_RS09855,49.802,253,121,3,3,249,314,566,3.35e-70,223
SMc03191,OANT_RS09860,50.847,236,116,0,7,242,5,240,3.27e-80,238
SMc03192,OANT_RS09865,68.812,202,63,0,5,206,3,204,2.35e-94,271
SMc03193,OANT_RS09870,26.733,404,263,14,19,401,16,407,8.90e-18,82.4
SMc03196,OANT_RS21935,45.175,228,118,1,31,258,24,244,1.79e-56,179
SMc03197,OANT_RS21930,66.190,210,71,0,11,220,7,216,1.81e-81,240
SMc03198,OANT_RS21925,48.588,354,177,2,3,356,4,352,3.00e-93,280
SMc03200,OANT_RS19755,50.801,437,215,0,5,441,2,438,2.33e-146,422
SMc03201,OANT_RS18350,82.673,404,70,0,7,410,7,410,0.0,706
SMc03202,OANT_RS18355,78.571,336,72,0,1,336,1,336,0.0,577
SMc03203,OANT_RS18360,56.733,453,147,4,4,426,4,437,1.84e-174,492
SMc03204,OANT_RS18365,71.398,465,131,2,1,464,1,464,0.0,660
SMc03205,OANT_RS07525,81.633,294,54,0,1,294,1,294,0.0,512
SMc03206,OANT_RS00180,30.457,197,121,8,22,216,69,251,4.11e-08,49.3
SMc03209,OANT_RS20680,31.068,103,69,2,8,110,28,128,3.33e-09,50.1
SMc03210,OANT_RS02635,40.667,150,89,0,4,153,6,155,2.72e-35,118
SMc03211,OANT_RS22840,30.793,328,209,6,26,346,293,609,4.42e-37,138
SMc03220,OANT_RS21510,86.815,493,65,0,429,921,446,938,0.0,754
SMc03221,OANT_RS21505,78.947,38,8,0,2,39,1,38,1.13e-12,52.0
SMc03222,OANT_RS21525,94.253,174,10,0,321,494,321,494,6.76e-98,301
SMc03226,OANT_RS05010,66.505,206,69,0,8,213,12,217,1.79e-96,277
SMc03227,OANT_RS05015,79.137,139,28,1,1,139,1,138,3.26e-83,238
SMc03228,OANT_RS05020,58.947,95,37,1,1,95,1,93,1.46e-31,103
SMc03229,OANT_RS05025,44.713,331,177,4,5,333,2,328,4.16e-79,242
SMc03230,OANT_RS05030,74.167,360,92,1,1,360,1,359,0.0,522
SMc03231,OANT_RS05035,64.935,308,108,0,1,308,6,313,1.39e-141,399
SMc03232,OANT_RS05040,38.136,236,138,4,2,235,12,241,3.29e-34,120
SMc03233,OANT_RS05045,32.104,461,256,14,1,431,1,434,2.14e-31,122
SMc03234,OANT_RS05050,48.301,559,269,5,1,545,1,553,4.66e-145,426
SMc03235,OANT_RS05055,41.549,142,77,1,1,136,1,142,2.18e-36,120
SMc03236,OANT_RS15560,33.690,187,115,3,16,195,3,187,6.05e-27,101
SMc03237,OANT_RS05060,60.199,402,160,0,6,407,9,410,1.93e-170,481
SMc03238,OANT_RS05105,51.042,96,47,0,1,96,1,96,1.54e-31,103
SMc03239,OANT_RS05100,82.955,176,30,0,1,176,1,176,2.80e-111,311
SMc03242,OANT_RS17115,89.309,608,65,0,1,608,1,608,0.0,1115
SMc03245,OANT_RS13935,61.268,426,164,1,9,433,5,430,2.46e-162,462
SMc03246,OANT_RS09580,24.409,381,217,17,49,391,58,405,1.31e-08,53.5
SMc03247,OANT_RS04870,34.940,166,99,4,52,216,154,311,3.27e-15,70.9
SMc03248,OANT_RS23185,89.744,156,16,0,121,276,1,156,3.62e-105,300
SMc03249,OANT_RS25945,91.045,67,6,0,19,85,44,110,9.30e-40,128
SMc03252,OANT_RS05465,46.304,257,137,1,20,276,5,260,1.04e-62,199
SMc03256,OANT_RS03665,68.478,92,29,0,18,109,371,462,5.70e-36,125
SMc03258,OANT_RS06180,35.714,196,113,5,25,215,21,208,3.74e-23,90.9
SMc03259,OANT_RS13700,28.390,236,168,1,6,240,4,239,6.29e-25,99.0
SMc03264,OANT_RS19345,26.573,286,161,3,62,336,99,346,3.96e-25,100
SMc03265,OANT_RS05740,39.433,388,235,0,26,413,31,418,1.17e-105,317
SMc03267,OANT_RS09915,25.081,307,183,4,38,338,85,350,5.37e-27,106
SMc03268,OANT_RS15490,67.780,599,193,0,25,623,13,611,0.0,840
SMc03269,OANT_RS15455,27.652,528,346,11,16,530,3,507,1.20e-56,194
SMc03272,OANT_RS15465,45.418,251,137,0,29,279,40,290,9.07e-66,204
SMc03277,OANT_RS17400,42.694,527,299,2,6,531,2,526,9.32e-135,399
SMc03278,OANT_RS23785,81.457,151,28,0,1,151,1,151,8.60e-85,243
SMc03279,OANT_RS24610,88.136,118,14,0,1,118,1,118,3.36e-76,218
SMc03280,OANT_RS14240,88.479,217,25,0,1,217,1,217,1.10e-138,397
SMc03281,OANT_RS03650,38.220,191,117,1,46,236,17,206,3.14e-43,143
SMc03284,OANT_RS14245,72.414,58,16,0,2,59,130,187,5.62e-24,85.5
SMc03290,OANT_RS14155,65.306,98,33,1,1,97,1,98,4.52e-42,132
SMc03293,OANT_RS03655,70.690,58,17,0,6,63,1,58,1.99e-18,71.2
SMc03295,OANT_RS24385,48.413,126,64,1,1,126,1,125,1.41e-33,118
SMc03298,OANT_RS14150,80.233,516,78,2,1,492,1,516,0.0,846
SMc03300,OANT_RS14145,88.596,114,13,0,1,114,1,114,1.81e-73,211
SMc03301,OANT_RS14140,59.677,124,46,1,9,128,6,129,4.45e-46,143
SMc03313,OANT_RS25915,35.000,120,70,3,1,116,1,116,1.53e-10,54.7
SMc03744,OANT_RS08535,74.390,82,21,0,1,82,1,82,3.70e-38,120
SMc03751,OANT_RS24160,41.489,94,55,0,1,94,1,94,1.12e-18,73.9
SMc03754,OANT_RS15460,42.809,299,171,0,15,313,4,302,2.75e-86,258
SMc03763,OANT_RS07805,31.797,217,100,6,4,204,82,266,6.10e-19,85.5
SMc03770,OANT_RS05440,70.476,105,27,1,1,105,1,101,1.55e-47,146
SMc03772,OANT_RS05445,87.640,89,11,0,1,89,1,89,1.84e-52,156
SMc03773,OANT_RS05450,56.906,181,77,1,26,206,50,229,7.62e-80,235
SMc03774,OANT_RS05450,36.306,157,98,2,20,174,51,207,4.86e-27,100
SMc03775,OANT_RS05460,78.485,330,71,0,41,370,1,330,1.55e-173,484
SMc03776,OANT_RS05465,70.133,375,112,0,6,380,3,377,2.89e-179,501
SMc03777,OANT_RS05470,73.239,426,114,0,1,426,1,426,0.0,610
SMc03778,OANT_RS05475,70.103,194,58,0,1,194,24,217,1.25e-97,279
SMc03779,OANT_RS05435,73.333,30,8,0,1,30,1,30,4.02e-11,47.8
SMc03780,OANT_RS05480,65.957,94,32,0,59,152,15,108,9.46e-44,138
SMc03781,OANT_RS05485,65.625,160,55,0,1,160,1,160,2.49e-73,214
SMc03782,OANT_RS05495,49.144,409,201,1,47,455,38,439,1.09e-129,380
SMc03783,OANT_RS05500,69.841,441,130,1,1,438,1,441,0.0,618
SMc03784,OANT_RS05505,46.283,417,192,9,4,400,3,407,8.71e-102,305
SMc03785,OANT_RS05510,75.460,163,40,0,4,166,11,173,9.46e-92,261
SMc03786,OANT_RS18735,84.472,161,25,0,1,161,1,161,2.05e-99,280
SMc03787,OANT_RS25825,59.223,103,42,0,1,103,1,103,6.66e-44,135
SMc03788,OANT_RS00405,53.099,1081,456,14,5,1062,2,1054,0.0,1096
SMc03789,OANT_RS00410,40.458,524,294,9,24,537,2,517,2.25e-112,341
SMc03790,OANT_RS00415,30.420,286,171,7,30,305,13,280,1.23e-22,92.8
SMc03791,OANT_RS17075,71.429,140,40,0,1,140,1,140,3.28e-72,210
SMc03792,OANT_RS17095,70.149,67,20,0,1,67,1,67,4.03e-34,108
SMc03793,OANT_RS17090,57.544,285,120,1,9,292,5,289,5.33e-102,298
SMc03795,OANT_RS17080,86.070,201,28,0,1,201,1,201,1.71e-130,362
SMc03796,OANT_RS24640,46.610,118,63,0,6,123,5,122,6.37e-32,107
SMc03797,OANT_RS18045,62.829,304,113,0,24,327,1,304,2.31e-150,422
SMc03798,OANT_RS12310,46.884,337,177,1,3,337,1,337,1.97e-109,320
SMc03799,OANT_RS07090,64.545,220,74,1,9,228,24,239,1.08e-100,299
SMc03800,OANT_RS17005,61.963,163,62,0,61,223,2,164,6.32e-73,216
SMc03801,OANT_RS17010,53.636,330,143,3,1,330,1,320,3.24e-122,351
SMc03802,OANT_RS17015,63.636,220,76,1,1,216,1,220,2.27e-89,260
SMc03803,OANT_RS17020,61.017,59,23,0,4,62,6,64,5.05e-22,77.4
SMc03804,OANT_RS04945,67.488,406,127,2,3,408,14,414,0.0,536
SMc03805,OANT_RS04950,72.857,280,75,1,11,289,15,294,1.54e-153,428
SMc03806,OANT_RS10835,66.964,112,37,0,1,112,1,112,1.39e-51,155
SMc03807,OANT_RS04955,53.901,423,176,6,26,446,26,431,1.86e-132,386
SMc03808,OANT_RS04960,65.933,863,264,7,14,874,19,853,0.0,1080
SMc03809,OANT_RS04965,60.377,212,69,3,20,219,21,229,8.28e-85,248
SMc03812,OANT_RS09510,27.698,278,160,8,33,290,38,294,3.31e-17,79.0
SMc03813,OANT_RS17320,27.517,298,195,6,31,327,25,302,8.84e-20,85.5
SMc03814,OANT_RS15105,37.898,314,181,2,36,335,33,346,2.85e-54,178
SMc03815,OANT_RS14580,48.333,240,115,5,18,255,17,249,4.51e-67,206
SMc03816,OANT_RS12900,27.763,371,246,11,22,385,52,407,1.39e-21,92.8
SMc03818,OANT_RS04970,64.552,268,94,1,1,268,1,267,1.04e-130,368
SMc03819,OANT_RS04980,46.000,150,80,1,1,150,1,149,1.33e-39,128
SMc03820,OANT_RS04985,83.260,227,38,0,1,227,1,227,1.07e-139,387
SMc03821,OANT_RS04990,51.176,170,83,0,13,182,11,180,6.85e-57,174
SMc03822,OANT_RS11000,36.145,166,103,3,11,175,3,166,5.42e-22,84.7
SMc03823,OANT_RS04895,87.207,469,60,0,1,469,1,469,0.0,844
SMc03824,OANT_RS05725,38.372,86,51,1,14,99,14,97,2.54e-10,52.8
SMc03825,OANT_RS09215,31.638,354,225,6,9,353,7,352,5.73e-41,147
SMc03826,OANT_RS00440,95.062,405,20,0,1,405,1,405,0.0,786
SMc03827,OANT_RS00450,50.235,213,106,0,1,213,7,219,1.14e-68,207
SMc03828,OANT_RS04465,77.567,263,59,0,1,263,1,263,6.45e-151,419
SMc03829,OANT_RS04470,84.247,292,45,1,2,292,2,293,4.06e-162,450
SMc03830,OANT_RS04475,79.811,317,64,0,1,317,1,317,0.0,506
SMc03831,OANT_RS00460,85.714,385,55,0,26,410,27,411,0.0,710
SMc03832,OANT_RS00465,61.677,167,64,0,1,167,1,167,4.39e-76,222
SMc03833,OANT_RS00470,52.893,121,57,0,1,121,1,121,2.01e-43,136
SMc03834,OANT_RS00480,52.083,96,46,0,1,96,1,96,3.75e-31,103
SMc03835,OANT_RS00490,76.705,176,41,0,1,176,1,176,6.88e-92,264
SMc03836,OANT_RS00495,60.386,207,69,1,13,219,32,225,1.29e-86,254
SMc03837,OANT_RS00500,73.451,226,60,0,1,226,5,230,2.68e-116,329
SMc03838,OANT_RS00505,62.426,841,313,1,26,863,9,849,0.0,992
SMc03839,OANT_RS00510,69.231,260,64,4,1,244,1,260,1.10e-115,329
SMc03840,OANT_RS00515,54.070,172,76,3,4,173,3,173,1.94e-59,181
SMc03841,OANT_RS02510,84.577,201,31,0,1,201,1,201,1.67e-129,360
SMc03842,OANT_RS02515,57.143,119,51,0,1,119,1,119,1.65e-43,135
SMc03843,OANT_RS02520,84.466,103,16,0,2,104,6,108,2.01e-61,180
SMc03844,OANT_RS00520,69.000,100,31,0,37,136,31,130,1.24e-49,152
SMc03845,OANT_RS00525,44.196,224,115,4,43,262,17,234,8.07e-61,190
SMc03846,OANT_RS00535,83.408,892,148,0,5,896,4,895,0.0,1537
SMc03847,OANT_RS00540,53.960,202,88,2,1,202,1,197,5.23e-71,212
SMc03848,OANT_RS00545,74.641,209,51,1,1,207,1,209,1.25e-88,258
SMc03849,OANT_RS00550,74.016,254,65,1,1,253,5,258,6.07e-139,388
SMc03850,OANT_RS00555,51.020,49,24,0,2,50,1,49,5.71e-13,54.3
SMc03851,OANT_RS00560,55.440,193,85,1,4,196,2,193,4.66e-75,221
SMc03852,OANT_RS04340,49.490,196,97,2,2,197,3,196,2.30e-62,189
SMc03853,OANT_RS04785,75.980,204,49,0,5,208,13,216,9.73e-112,316
SMc03854,OANT_RS04790,79.180,317,63,1,233,546,178,494,7.98e-178,508
SMc03855,OANT_RS04795,66.588,425,138,1,4,424,3,427,0.0,577
SMc03856,OANT_RS04800,74.740,289,72,1,6,294,1,288,7.85e-145,407
SMc03857,OANT_RS05575,84.836,488,67,2,1,482,1,487,0.0,711
SMc03858,OANT_RS05580,77.528,89,20,0,9,97,11,99,2.40e-45,139
SMc03859,OANT_RS05585,80.583,103,19,1,1,103,1,102,1.15e-60,180
SMc03860,OANT_RS04875,63.128,179,65,1,1,178,1,179,1.16e-74,220
SMc03861,OANT_RS04880,71.304,230,65,1,3,232,14,242,8.30e-117,331
SMc03862,OANT_RS09775,32.773,238,154,4,14,248,17,251,7.66e-21,85.9
SMc03863,OANT_RS04890,77.049,122,28,0,2,123,3,124,1.49e-64,192
SMc03864,OANT_RS14335,34.263,251,153,4,14,262,5,245,7.54e-42,141
SMc03865,OANT_RS24880,40.708,226,110,3,41,265,5,207,1.85e-43,144
SMc03866,OANT_RS05915,71.235,591,161,4,1,588,1,585,0.0,839
SMc03867,OANT_RS05905,50.000,206,103,0,4,209,2,207,1.60e-70,211
SMc03869,OANT_RS05900,65.868,334,113,1,8,341,2,334,1.39e-167,467
SMc03870,OANT_RS05895,53.433,466,209,1,38,503,54,511,2.78e-146,429
SMc03871,OANT_RS05890,46.522,230,123,0,8,237,9,238,1.07e-66,204
SMc03872,OANT_RS05885,60.833,480,186,2,18,497,16,493,0.0,593
SMc03873,OANT_RS05875,63.177,277,102,0,3,279,27,303,1.29e-124,355
SMc03874,OANT_RS05860,88.202,178,20,1,1,177,1,178,1.33e-114,321
SMc03875,OANT_RS05855,83.036,112,19,0,1,112,1,112,8.39e-68,196
SMc03876,OANT_RS05850,57.851,121,47,2,12,129,8,127,2.47e-41,131
SMc03877,OANT_RS05845,69.421,932,251,3,6,923,11,922,0.0,1263
SMc03878,OANT_RS02965,44.304,237,128,3,3,237,7,241,2.50e-57,180
SMc03879,OANT_RS05840,78.608,388,83,0,5,392,6,393,0.0,634
SMc03881,OANT_RS05830,93.220,59,4,0,1,59,1,59,3.25e-37,115
SMc03882,OANT_RS10350,31.429,210,120,9,1,201,1,195,5.30e-11,57.0
SMc03883,OANT_RS05825,56.710,231,100,0,30,260,13,243,5.25e-95,276
SMc03884,OANT_RS05820,67.105,304,100,0,1,304,1,304,3.36e-129,367
SMc03885,OANT_RS05125,31.921,354,216,9,15,351,22,367,1.10e-34,127
SMc03887,OANT_RS17070,41.589,214,121,2,4,214,1,213,4.13e-55,172
SMc03888,OANT_RS05805,86.064,409,57,0,8,416,11,419,0.0,700
SMc03889,OANT_RS05795,60.000,380,150,1,1,378,18,397,1.22e-154,438
SMc03890,OANT_RS05790,58.607,244,100,1,3,245,3,246,3.53e-87,257
SMc03891,OANT_RS19665,75.097,257,64,0,1,257,1,257,2.11e-138,387
SMc03893,OANT_RS19670,81.858,226,41,0,1,226,1,226,3.96e-125,350
SMc03894,OANT_RS19675,74.308,253,65,0,1,253,1,253,1.31e-144,402
SMc03895,OANT_RS23675,85.838,1151,162,1,1,1150,1,1151,0.0,2054
SMc03896,OANT_RS21790,27.717,184,117,6,8,183,76,251,1.67e-09,52.8
SMc03898,OANT_RS24385,48.413,126,64,1,1,126,1,125,1.41e-33,118
SMc03900,OANT_RS10805,60.997,582,227,0,32,613,1,582,0.0,731
SMc03902,OANT_RS17000,92.000,25,2,0,1,25,1,25,6.50e-09,41.6
SMc03925,OANT_RS00335,74.677,541,137,0,2,542,3,543,0.0,866
SMc03927,OANT_RS07170,58.599,157,65,0,1,157,1,157,8.48e-60,180
SMc03929,OANT_RS00730,34.232,371,236,5,27,391,2,370,1.93e-75,236
SMc03930,OANT_RS01605,33.714,175,109,4,12,181,7,179,4.18e-23,88.2
SMc03931,OANT_RS01600,61.184,997,380,4,6,997,5,999,0.0,1211
SMc03932,OANT_RS01595,65.347,101,34,1,1,101,1,100,1.56e-45,140
SMc03933,OANT_RS01590,75.060,417,104,0,1,417,1,417,0.0,633
SMc03934,OANT_RS07180,89.855,69,7,0,15,83,1,69,2.47e-31,102
SMc03935,OANT_RS07185,67.857,252,81,0,42,293,34,285,7.92e-127,360
SMc03936,OANT_RS13380,38.776,147,87,2,12,157,30,174,1.35e-24,90.9
SMc03938,OANT_RS07155,80.901,466,89,0,1,466,1,466,0.0,680
SMc03939,OANT_RS07150,79.137,139,26,1,1,136,1,139,9.42e-64,188
SMc03941,OANT_RS07140,60.811,74,27,2,1,73,1,73,4.16e-18,68.2
SMc03942,OANT_RS07125,41.809,763,427,5,1,759,1,750,0.0,585
SMc03943,OANT_RS07115,56.967,244,105,0,2,245,5,248,1.43e-97,283
SMc03950,OANT_RS07145,76.011,371,89,0,1,371,1,371,0.0,577
SMc03956,OANT_RS06270,52.078,361,163,6,1,356,1,356,6.84e-95,284
SMc03957,OANT_RS06265,79.195,149,31,0,1,149,1,149,2.32e-77,224
SMc03958,OANT_RS06260,79.487,234,47,1,1,233,1,234,7.84e-135,376
SMc03959,OANT_RS22270,45.412,861,430,15,6,858,3,831,0.0,692
SMc03960,OANT_RS06255,48.921,139,71,0,5,143,12,150,1.63e-42,135
SMc03963,OANT_RS11140,29.348,184,122,5,4,179,3,186,1.68e-11,61.2
SMc03965,OANT_RS06250,82.133,347,60,2,1,346,1,346,0.0,553
SMc03966,OANT_RS06245,79.512,205,42,0,1,205,1,205,1.61e-101,289
SMc03967,OANT_RS06240,80.368,163,32,0,1,163,1,163,1.97e-91,261
SMc03968,OANT_RS11280,57.944,321,135,0,1,321,1,321,8.21e-130,371
SMc03969,OANT_RS06185,83.468,248,41,0,1,248,1,248,3.85e-157,433
SMc03971,OANT_RS20910,54.493,1046,466,4,1,1042,1,1040,0.0,1095
SMc03972,OANT_RS20905,43.094,362,198,3,14,371,35,392,5.32e-81,251
SMc03973,OANT_RS06160,81.818,264,48,0,1,264,10,273,7.92e-165,454
SMc03974,OANT_RS06155,55.208,192,86,0,2,193,7,198,5.81e-70,208
SMc03975,OANT_RS15515,40.351,285,158,3,12,291,1,278,9.10e-55,178
SMc03976,OANT_RS06145,57.025,121,52,0,1,121,1,121,1.61e-47,146
SMc03977,OANT_RS06140,64.773,88,31,0,2,89,3,90,2.63e-32,105
SMc03978,OANT_RS06135,73.676,661,173,1,1,660,1,661,0.0,1001
SMc03979,OANT_RS06130,81.845,336,60,1,1,336,1,335,0.0,564
SMc03980,OANT_RS06125,68.586,191,56,1,1,191,1,187,1.33e-92,266
SMc03981,OANT_RS06120,71.144,402,110,2,1,397,1,401,0.0,565
SMc03983,OANT_RS06110,75.660,341,83,0,1,341,1,341,0.0,537
SMc03984,OANT_RS09455,35.452,299,181,7,10,303,15,306,3.13e-40,140
SMc03987,OANT_RS06050,54.455,404,184,0,6,409,5,408,6.80e-152,434
SMc03989,OANT_RS06235,57.317,164,69,1,7,170,4,166,1.21e-57,176
SMc03990,OANT_RS06190,79.452,73,15,0,1,73,1,73,3.25e-41,126
SMc03991,OANT_RS06195,67.882,576,185,0,11,586,56,631,0.0,739
SMc03992,OANT_RS06200,72.012,343,95,1,3,344,1,343,0.0,507
SMc03993,OANT_RS06205,65.352,355,114,5,1,353,1,348,1.16e-122,355
SMc03994,OANT_RS06210,70.722,263,77,0,1,263,1,263,1.06e-137,385
SMc03995,OANT_RS06220,51.838,272,131,0,108,379,75,346,1.40e-88,268
SMc03996,OANT_RS06225,58.962,212,86,1,6,217,11,221,4.39e-78,231
SMc03997,OANT_RS19495,38.306,248,139,6,7,250,8,245,1.07e-43,145
SMc03998,OANT_RS02520,35.000,80,52,0,5,84,9,88,2.30e-11,52.4
SMc03999,OANT_RS06045,58.929,56,23,0,1,56,1,56,2.90e-19,70.1
SMc04000,OANT_RS06040,74.627,67,17,0,1,67,1,67,4.29e-25,85.5
SMc04001,OANT_RS06035,84.810,158,24,0,9,166,7,164,2.58e-81,235
SMc04002,OANT_RS06030,66.077,339,114,1,11,348,23,361,2.16e-157,443
SMc04003,OANT_RS06025,80.488,41,8,0,1,41,1,41,1.25e-18,67.4
SMc04004,OANT_RS06020,45.283,212,98,3,11,204,19,230,6.83e-56,174
SMc04005,OANT_RS06015,80.167,479,94,1,1,479,1,478,0.0,776
SMc04006,OANT_RS06010,68.613,137,37,2,3,138,2,133,2.91e-67,197
SMc04007,OANT_RS06005,58.431,255,106,0,4,258,13,267,2.04e-107,309
SMc04009,OANT_RS06000,56.962,79,34,0,2,80,6,84,3.73e-28,94.7
SMc04010,OANT_RS21955,65.823,237,73,3,4,237,39,270,1.54e-111,344
SMc04011,OANT_RS21960,38.659,507,280,5,1,504,1,479,3.97e-114,344
SMc04012,OANT_RS21970,74.043,601,156,0,25,625,19,619,0.0,945
SMc04013,OANT_RS21975,59.424,382,152,1,4,385,6,384,2.79e-160,452
SMc04014,OANT_RS21980,51.707,205,96,3,20,222,25,228,4.58e-62,191
SMc04015,OANT_RS09370,39.024,164,91,4,130,289,103,261,2.30e-26,102
SMc04016,OANT_RS21985,73.499,483,126,1,1,483,1,481,0.0,770
SMc04017,OANT_RS21995,57.600,125,47,3,1,121,1,123,7.95e-43,134
SMc04019,OANT_RS22000,64.857,350,115,1,1,342,1,350,1.36e-169,473
SMc04020,OANT_RS22005,75.767,326,78,1,1,325,1,326,1.10e-175,487
SMc04021,OANT_RS22010,52.000,150,71,1,1,149,1,150,5.20e-48,149
SMc04022,OANT_RS22020,42.493,353,192,5,108,455,158,504,1.20e-76,246
SMc04023,OANT_RS22030,74.576,295,75,0,1,295,1,295,3.50e-166,460
SMc04024,OANT_RS22035,55.725,393,173,1,13,405,20,411,4.08e-162,459
SMc04025,OANT_RS22040,47.099,293,142,4,115,407,84,363,8.57e-81,251
SMc04026,OANT_RS22050,84.948,485,72,1,1,485,1,484,0.0,806
SMc04028,OANT_RS22055,80.900,1555,295,1,20,1574,31,1583,0.0,2655
SMc04029,OANT_RS22060,65.205,342,119,0,3,344,3,344,2.07e-161,452
SMc04030,OANT_RS11135,65.938,320,109,0,3,322,2,321,1.03e-140,399
SMc04032,OANT_RS01005,25.506,247,156,7,21,252,2,235,3.97e-15,70.1
SMc04033,OANT_RS02135,25.726,241,146,8,58,272,63,296,1.11e-08,52.4
SMc04034,OANT_RS23760,42.157,306,177,0,7,312,5,310,9.57e-88,262
SMc04035,OANT_RS23755,46.667,255,136,0,25,279,15,269,1.52e-81,244
SMc04036,OANT_RS12835,44.118,544,293,5,8,546,9,546,1.80e-152,447
SMc04037,OANT_RS23765,38.211,492,294,8,13,500,12,497,9.34e-98,301
SMc04040,OANT_RS22065,69.032,155,46,2,1,153,1,155,2.88e-76,221
SMc04041,OANT_RS22075,46.626,326,171,2,1,325,1,324,3.73e-93,278
SMc04042,OANT_RS22080,59.073,259,103,2,1,256,1,259,1.07e-102,296
SMc04043,OANT_RS22085,62.676,284,106,0,10,293,13,296,1.07e-122,350
SMc04044,OANT_RS22090,88.034,117,14,0,4,120,3,119,5.62e-74,213
SMc04045,OANT_RS00570,83.633,611,100,0,1,611,1,611,0.0,1036
SMc04046,OANT_RS04530,30.833,120,77,3,3,121,6,120,2.96e-15,65.1
SMc04047,OANT_RS15035,50.413,121,58,2,22,141,24,143,9.53e-37,120
SMc04051,OANT_RS17580,33.758,157,91,6,23,174,35,183,5.69e-21,82.4
SMc04052,OANT_RS18020,64.189,148,53,0,1,148,1,148,1.05e-57,174
SMc04054,OANT_RS18030,49.402,251,123,4,5,252,8,257,6.72e-78,233
SMc04055,OANT_RS15185,47.059,289,151,2,7,294,3,290,2.71e-88,264
SMc04056,OANT_RS05920,35.329,334,183,9,1,320,1,315,8.52e-49,164
SMc04057,OANT_RS18215,31.915,470,310,4,31,496,5,468,2.07e-80,263
SMc04058,OANT_RS18225,29.021,286,158,10,1,276,1,251,3.30e-19,82.4
SMc04060,OANT_RS22095,96.000,25,1,0,1,25,1,25,2.39e-10,45.4
SMc04083,OANT_RS05560,73.077,208,56,0,18,225,4,211,1.65e-119,336
SMc04084,OANT_RS05550,62.329,292,106,1,5,292,6,297,1.74e-127,362
SMc04085,OANT_RS05610,53.397,1560,687,11,53,1591,56,1596,0.0,1573
SMc04087,OANT_RS05615,62.749,451,167,1,11,461,9,458,0.0,566
SMc04088,OANT_RS05625,72.862,538,144,1,1,536,1,538,0.0,801
SMc04089,OANT_RS05630,47.594,561,289,2,3,559,14,573,1.64e-168,488
SMc04090,OANT_RS05635,55.202,471,196,5,7,467,2,467,1.22e-169,483
SMc04091,OANT_RS05640,68.923,325,91,4,1,319,1,321,5.39e-148,416
SMc04092,OANT_RS05645,74.510,51,13,0,34,84,19,69,7.00e-15,60.5
SMc04093,OANT_RS05650,84.462,650,99,1,1,648,1,650,0.0,1170
SMc04094,OANT_RS06065,75.325,231,55,1,1,231,1,229,1.57e-129,362
SMc04095,OANT_RS06105,68.189,635,200,1,1,635,1,633,0.0,919
SMc04109,OANT_RS03740,58.435,409,170,0,20,428,18,426,1.34e-178,503
SMc04110,OANT_RS03735,43.229,192,108,1,25,216,30,220,6.23e-54,170
SMc04111,OANT_RS03730,54.076,503,211,10,19,511,15,507,3.64e-176,503
SMc04112,OANT_RS03725,48.315,267,129,5,1,259,1,266,6.63e-76,229
