Abortus2308|Q.,Melitensis16M|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BAB_RS30790,BME_RS15010,100.000,108,0,0,1,108,1,108,9.66e-78,221
BAB_RS30795,BME_RS15015,99.429,175,1,0,1,175,1,175,1.64e-125,347
BAB_RS30800,BME_RS15020,100.000,455,0,0,1,455,1,455,0.0,878
BAB_RS30805,BME_RS15025,97.938,97,0,1,1,95,1,97,1.27e-60,176
BAB_RS30810,BME_RS15030,99.526,633,3,0,1,633,1,633,0.0,1267
BAB_RS30815,BME_RS15035,100.000,270,0,0,1,270,1,270,0.0,548
BAB_RS30820,BME_RS15040,99.332,449,3,0,1,449,1,449,0.0,897
BAB_RS30825,BME_RS15045,100.000,150,0,0,1,150,1,150,2.98e-114,316
BAB_RS30830,BME_RS15050,100.000,92,0,0,1,92,1,92,6.25e-60,174
BAB_RS30835,BME_RS15055,94.180,189,2,1,1,180,1,189,2.02e-122,340
BAB_RS30845,BME_RS15065,100.000,137,0,0,1,137,1,137,4.68e-100,280
BAB_RS30850,BME_RS15070,99.526,422,2,0,1,422,1,422,0.0,817
BAB_RS30855,BME_RS15075,99.130,345,3,0,1,345,1,345,0.0,692
BAB_RS30860,BME_RS15080,99.688,320,1,0,1,320,1,320,0.0,659
BAB_RS30865,BME_RS15085,99.571,233,1,0,1,233,1,233,1.31e-172,471
BAB_RS30870,BME_RS15090,100.000,297,0,0,1,297,1,297,0.0,571
BAB_RS30875,BME_RS15095,98.667,75,1,0,1,75,1,75,8.00e-52,152
BAB_RS30880,BME_RS15100,100.000,68,0,0,1,68,1,68,5.10e-44,142
BAB_RS30885,BME_RS11620,99.716,352,1,0,1,352,1,352,0.0,719
BAB_RS30890,BME_RS11615,100.000,332,0,0,1,332,1,332,0.0,679
BAB_RS30905,BME_RS11605,99.291,282,2,0,1,282,1,282,0.0,560
BAB_RS30910,BME_RS11600,99.707,341,1,0,1,341,1,341,0.0,679
BAB_RS30915,BME_RS11595,100.000,286,0,0,1,286,1,286,0.0,565
BAB_RS30920,BME_RS11590,99.685,317,1,0,1,317,1,317,0.0,608
BAB_RS30925,BME_RS11585,98.780,492,6,0,1,492,1,492,0.0,994
BAB_RS30930,BME_RS11580,100.000,252,0,0,1,252,1,252,0.0,501
BAB_RS30935,BME_RS11575,99.798,495,1,0,1,495,1,495,0.0,1003
BAB_RS30940,BME_RS11570,99.561,228,1,0,1,228,1,228,1.06e-163,448
BAB_RS30945,BME_RS11565,99.782,459,1,0,1,459,1,459,0.0,899
BAB_RS30950,BME_RS12150,100.000,25,0,0,1,25,1,25,3.19e-11,47.0
BAB_RS30955,BME_RS11555,100.000,333,0,0,1,333,1,333,0.0,687
BAB_RS30965,BME_RS11545,100.000,44,0,0,1,44,1,44,2.58e-25,84.0
BAB_RS30970,BME_RS11540,99.291,141,1,0,1,141,1,141,3.52e-99,278
BAB_RS30975,BME_RS11535,99.836,610,1,0,1,610,1,610,0.0,1257
BAB_RS30980,BME_RS11530,100.000,267,0,0,1,267,1,267,0.0,545
BAB_RS30985,BME_RS11525,100.000,296,0,0,1,296,1,296,0.0,598
BAB_RS30990,BME_RS11520,100.000,234,0,0,1,234,1,234,2.25e-176,480
BAB_RS30995,BME_RS11515,100.000,276,0,0,1,276,1,276,0.0,576
BAB_RS31000,BME_RS11510,100.000,284,0,0,1,284,1,284,0.0,581
BAB_RS31010,BME_RS11500,99.494,395,2,0,1,395,1,395,0.0,810
BAB_RS31015,BME_RS11495,100.000,201,0,0,1,201,1,201,2.38e-145,399
BAB_RS31020,BME_RS11490,100.000,251,0,0,1,251,1,251,0.0,520
BAB_RS31025,BME_RS11485,99.673,306,1,0,1,306,1,306,0.0,616
BAB_RS31030,BME_RS11480,100.000,175,0,0,1,175,1,175,2.76e-130,359
BAB_RS31035,BME_RS11475,99.509,407,2,0,1,407,1,407,0.0,824
BAB_RS31040,BME_RS11470,100.000,101,0,0,1,101,1,101,1.00e-73,210
BAB_RS31045,BME_RS11465,100.000,93,0,0,1,93,1,93,4.80e-66,190
BAB_RS31050,BME_RS17035,100.000,54,0,0,11,64,1,54,3.85e-34,107
BAB_RS31055,BME_RS11460,99.834,602,1,0,1,602,1,602,0.0,1233
BAB_RS31060,BME_RS11455,100.000,328,0,0,1,328,1,328,0.0,668
BAB_RS31065,BME_RS11450,100.000,268,0,0,1,268,1,268,0.0,529
BAB_RS31070,BME_RS11445,100.000,230,0,0,1,230,1,230,1.76e-170,465
BAB_RS31075,BME_RS11440,98.995,398,4,0,1,398,1,398,0.0,822
BAB_RS31080,BME_RS11435,100.000,289,0,0,1,289,1,289,0.0,596
BAB_RS31085,BME_RS11430,99.363,314,2,0,1,314,1,314,0.0,639
BAB_RS31090,BME_RS11425,100.000,125,0,0,1,125,1,125,2.05e-90,254
BAB_RS31095,BME_RS11420,98.834,343,4,0,1,343,1,343,0.0,684
BAB_RS31100,BME_RS11415,99.836,609,1,0,1,609,1,609,0.0,1233
BAB_RS31105,BME_RS11410,98.925,279,3,0,1,279,1,279,0.0,545
BAB_RS31110,BME_RS11405,99.515,206,1,0,1,206,1,206,4.29e-154,422
BAB_RS31115,BME_RS11400,100.000,29,0,0,1,29,1,29,7.31e-16,58.9
BAB_RS31120,BME_RS11395,99.485,583,3,0,1,583,1,583,0.0,1183
BAB_RS31125,BME_RS11390,100.000,207,0,0,1,207,1,207,2.54e-158,432
BAB_RS31130,BME_RS11385,99.324,148,1,0,1,148,1,148,8.25e-106,295
BAB_RS31135,BME_RS11380,99.582,239,1,0,1,239,1,239,4.05e-175,478
BAB_RS31140,BME_RS11375,81.218,197,28,2,275,470,283,471,7.89e-110,330
BAB_RS31145,BME_RS11370,99.649,285,1,0,1,285,1,285,0.0,572
BAB_RS31150,BME_RS11365,99.588,486,2,0,1,486,1,486,0.0,979
BAB_RS31155,BME_RS11360,100.000,73,0,0,1,73,1,73,8.04e-48,146
BAB_RS31160,BME_RS11360,100.000,92,0,0,1,92,96,187,2.68e-57,171
BAB_RS31165,BME_RS11355,99.429,525,3,0,1,525,1,525,0.0,1071
BAB_RS31170,BME_RS11350,100.000,406,0,0,1,406,1,406,0.0,807
BAB_RS31175,BME_RS11345,99.810,527,1,0,1,527,1,527,0.0,1064
BAB_RS31180,BME_RS11340,100.000,269,0,0,1,269,1,269,0.0,554
BAB_RS31185,BME_RS11335,99.519,208,1,0,1,208,1,208,3.93e-154,422
BAB_RS31190,BME_RS11330,98.529,68,1,0,1,68,1,68,4.67e-44,132
BAB_RS31195,BME_RS11325,99.541,218,1,0,1,218,1,218,1.77e-166,454
BAB_RS31200,BME_RS11320,99.065,107,1,0,1,107,1,107,1.45e-73,210
BAB_RS31205,BME_RS11315,100.000,30,0,0,1,30,1,30,1.26e-17,63.5
BAB_RS31210,BME_RS11090,76.744,43,10,0,5,47,10,52,1.04e-14,71.2
BAB_RS31215,BME_RS11300,100.000,243,0,0,1,243,1,243,0.0,499
BAB_RS31220,BME_RS11295,99.772,439,1,0,1,439,1,439,0.0,887
BAB_RS31225,BME_RS11290,99.559,454,2,0,1,454,1,454,0.0,934
BAB_RS31230,BME_RS11285,99.401,334,2,0,1,334,1,334,0.0,679
BAB_RS31235,BME_RS11280,100.000,345,0,0,1,345,1,345,0.0,699
BAB_RS31240,BME_RS11275,99.541,218,1,0,1,218,1,218,2.22e-155,426
BAB_RS31245,BME_RS11270,99.110,337,3,0,1,337,1,337,0.0,656
BAB_RS31250,BME_RS11265,99.632,272,1,0,1,272,1,272,0.0,556
BAB_RS31255,BME_RS11260,100.000,428,0,0,1,428,1,428,0.0,869
BAB_RS31260,BME_RS11255,100.000,539,0,0,1,539,1,539,0.0,1112
BAB_RS31265,BME_RS11250,98.925,651,7,0,1,651,75,725,0.0,1323
BAB_RS31270,BME_RS11250,98.611,72,1,0,1,72,1,72,5.37e-46,152
BAB_RS31275,BME_RS11245,98.221,506,3,1,1,506,1,500,0.0,993
BAB_RS31280,BME_RS11240,100.000,282,0,0,1,282,1,282,0.0,569
BAB_RS31285,BME_RS11235,98.684,380,5,0,1,380,1,380,0.0,764
BAB_RS31290,BME_RS11230,98.915,461,5,0,1,461,1,461,0.0,945
BAB_RS31295,BME_RS11220,99.805,514,1,0,1,514,1,514,0.0,1063
BAB_RS31300,BME_RS11215,100.000,314,0,0,1,314,1,314,0.0,609
BAB_RS31305,BME_RS11210,100.000,153,0,0,1,153,1,153,1.55e-103,301
BAB_RS31310,BME_RS11205,99.096,332,3,0,1,332,1,332,0.0,666
BAB_RS31315,BME_RS11200,99.701,334,1,0,1,334,1,334,0.0,672
BAB_RS31325,BME_RS11195,100.000,93,0,0,145,237,68,160,1.54e-66,200
BAB_RS31330,BME_RS11190,99.614,518,2,0,1,518,1,518,0.0,1055
BAB_RS31335,BME_RS11185,100.000,336,0,0,1,336,1,336,0.0,662
BAB_RS31340,BME_RS11180,99.639,277,1,0,1,277,1,277,0.0,540
BAB_RS31345,BME_RS11175,100.000,330,0,0,1,330,1,330,0.0,665
BAB_RS31350,BME_RS11170,99.692,325,1,0,1,325,1,325,0.0,662
BAB_RS31355,BME_RS11165,99.655,290,1,0,1,290,1,290,0.0,586
BAB_RS31360,BME_RS11160,98.941,472,5,0,1,472,1,472,0.0,959
BAB_RS31365,BME_RS11155,99.427,349,2,0,1,349,1,349,0.0,715
BAB_RS31370,BME_RS11150,100.000,267,0,0,1,267,1,267,0.0,531
BAB_RS31375,BME_RS11145,98.893,271,3,0,18,288,1,271,0.0,523
BAB_RS31380,BME_RS11140,99.162,358,3,0,1,358,1,358,0.0,720
BAB_RS31385,BME_RS11135,99.513,411,2,0,1,411,1,411,0.0,842
BAB_RS31390,BME_RS11130,99.693,326,1,0,1,326,1,326,0.0,682
BAB_RS31395,BME_RS11120,99.087,219,2,0,1,219,1,219,7.14e-165,450
BAB_RS31405,BME_RS11115,98.837,258,3,0,1,258,157,414,0.0,516
BAB_RS31410,BME_RS11110,100.000,105,0,0,1,105,65,169,3.15e-75,216
BAB_RS31415,BME_RS11105,99.419,172,1,0,1,172,1,172,1.31e-130,359
BAB_RS31430,BME_RS11090,97.710,393,2,1,1,386,1,393,0.0,749
BAB_RS31435,BME_RS11085,100.000,25,0,0,1,25,1,25,7.25e-12,48.5
BAB_RS31440,BME_RS11080,100.000,38,0,0,1,38,1,38,1.33e-20,71.6
BAB_RS31445,BME_RS11075,99.833,598,1,0,377,974,377,974,0.0,1134
BAB_RS31450,BME_RS15770,100.000,80,0,0,1,80,1,80,1.32e-56,165
BAB_RS31455,BME_RS11070,100.000,25,0,0,1,25,1,25,1.02e-12,50.8
BAB_RS31460,BME_RS11065,100.000,25,0,0,1,25,1,25,4.49e-11,46.6
BAB_RS31465,BME_RS11060,100.000,496,0,0,1,496,1,496,0.0,945
BAB_RS31470,BME_RS11055,99.317,293,2,0,1,293,1,293,0.0,577
BAB_RS31475,BME_RS11050,100.000,143,0,0,1,143,1,143,4.36e-105,293
BAB_RS31480,BME_RS11045,100.000,400,0,0,1,400,1,400,0.0,827
BAB_RS31485,BME_RS11040,99.701,334,1,0,1,334,1,334,0.0,674
BAB_RS31490,BME_RS11035,99.329,298,2,0,1,298,1,298,0.0,597
BAB_RS31495,BME_RS11030,100.000,286,0,0,1,286,1,286,0.0,548
BAB_RS31500,BME_RS11025,100.000,145,0,0,1,145,1,145,4.12e-109,303
BAB_RS31505,BME_RS17000,98.113,53,1,0,1,53,1,53,1.70e-32,107
BAB_RS31510,BME_RS11015,99.429,175,1,0,1,175,1,175,1.84e-129,357
BAB_RS31515,BME_RS11010,98.171,164,3,0,1,164,1,164,2.12e-117,325
BAB_RS31520,BME_RS11005,100.000,196,0,0,1,196,1,196,3.58e-145,398
BAB_RS31525,BME_RS11000,100.000,135,0,0,1,135,1,135,2.74e-93,262
BAB_RS31530,BME_RS10995,99.216,255,2,0,1,255,1,255,0.0,496
BAB_RS31540,BME_RS10990,99.778,450,1,0,1,450,15,464,0.0,886
BAB_RS31550,BME_RS10980,100.000,88,0,0,1,88,1,88,1.52e-58,171
BAB_RS31555,BME_RS10975,100.000,137,0,0,1,137,1,137,2.43e-97,273
BAB_RS31560,BME_RS10970,99.342,152,1,0,1,152,1,152,6.96e-111,308
BAB_RS31565,BME_RS10965,99.123,114,1,0,1,114,1,114,6.71e-80,227
BAB_RS31570,BME_RS10960,100.000,348,0,0,1,348,1,348,0.0,703
BAB_RS31575,BME_RS10955,99.174,484,4,0,1,484,1,484,0.0,951
BAB_RS31580,BME_RS10950,99.747,396,1,0,1,396,1,396,0.0,788
BAB_RS31585,BME_RS10945,100.000,227,0,0,1,227,1,227,2.92e-169,462
BAB_RS31590,BME_RS10940,99.474,190,1,0,1,190,1,190,2.08e-143,393
BAB_RS31595,BME_RS10935,99.528,424,2,0,1,424,1,424,0.0,824
BAB_RS31600,BME_RS10930,99.535,430,2,0,1,430,1,430,0.0,855
BAB_RS31605,BME_RS10925,98.907,366,4,0,1,366,1,366,0.0,746
BAB_RS31610,BME_RS10920,100.000,226,0,0,1,226,1,226,3.69e-159,436
BAB_RS31615,BME_RS16995,99.399,333,2,0,248,580,1,333,0.0,674
BAB_RS31620,BME_RS10910,99.645,282,1,0,1,282,1,282,0.0,546
BAB_RS31625,BME_RS10900,99.492,2758,14,0,665,3422,1,2758,0.0,5235
BAB_RS31630,BME_RS10895,99.715,351,1,0,1,351,1,351,0.0,711
BAB_RS31635,BME_RS10890,99.705,339,1,0,1,339,1,339,0.0,679
BAB_RS31640,BME_RS10885,99.609,511,2,0,1,511,1,511,0.0,1036
BAB_RS31645,BME_RS10880,99.743,389,1,0,1,389,1,389,0.0,755
BAB_RS31650,BME_RS10875,99.689,322,1,0,1,322,1,322,0.0,665
BAB_RS31655,BME_RS16980,99.145,468,4,0,1,468,1,468,0.0,941
BAB_RS31660,BME_RS10860,100.000,269,0,0,1,269,1,269,0.0,545
BAB_RS31665,BME_RS10855,99.251,267,2,0,1,267,1,267,0.0,538
BAB_RS31670,BME_RS10850,100.000,288,0,0,1,288,1,288,0.0,591
BAB_RS31675,BME_RS10845,99.080,326,3,0,1,326,1,326,0.0,669
BAB_RS31680,BME_RS10840,99.405,504,3,0,1,504,1,504,0.0,1014
BAB_RS31685,BME_RS10835,100.000,130,0,0,1,130,1,130,1.73e-96,270
BAB_RS31690,BME_RS10830,100.000,163,0,0,1,163,1,163,8.65e-117,324
BAB_RS31695,BME_RS10825,99.697,330,1,0,1,330,1,330,0.0,653
BAB_RS31700,BME_RS10820,99.729,369,1,0,1,369,1,369,0.0,759
BAB_RS31705,BME_RS10815,100.000,452,0,0,1,452,1,452,0.0,930
BAB_RS31710,BME_RS10810,99.533,214,1,0,1,214,1,214,5.36e-159,435
BAB_RS31715,BME_RS10805,99.282,418,3,0,1,418,1,418,0.0,842
BAB_RS31720,BME_RS10800,99.231,260,2,0,1,260,1,260,0.0,523
BAB_RS31725,BME_RS10795,98.758,483,6,0,1,483,1,483,0.0,927
BAB_RS31730,BME_RS10790,76.000,325,69,3,1,321,1,320,1.43e-152,441
BAB_RS31735,BME_RS10785,99.821,560,1,0,1,560,1,560,0.0,1145
BAB_RS31740,BME_RS10780,99.746,393,1,0,1,393,1,393,0.0,795
BAB_RS31745,BME_RS10775,99.308,289,2,0,1,289,1,289,0.0,540
BAB_RS31750,BME_RS10770,99.474,570,3,0,1,570,1,570,0.0,1111
BAB_RS31755,BME_RS10765,100.000,234,0,0,1,234,1,234,8.29e-171,466
BAB_RS31760,BME_RS10760,100.000,107,0,0,1,107,1,107,1.29e-72,207
BAB_RS31765,BME_RS10755,99.654,289,1,0,1,289,1,289,0.0,556
BAB_RS31770,BME_RS10750,100.000,244,0,0,1,244,1,244,0.0,494
BAB_RS31775,BME_RS10745,98.611,216,3,0,1,216,1,216,8.05e-156,439
BAB_RS31780,BME_RS10740,100.000,162,0,0,1,162,1,162,2.56e-111,319
BAB_RS31785,BME_RS10735,99.355,310,2,0,1,310,1,310,0.0,611
BAB_RS31790,BME_RS10730,98.469,392,4,1,1,392,1,390,0.0,767
BAB_RS31795,BME_RS10725,100.000,281,0,0,1,281,1,281,0.0,573
BAB_RS31800,BME_RS10720,99.596,495,2,0,1,495,1,495,0.0,1024
BAB_RS31805,BME_RS10715,100.000,319,0,0,1,319,1,319,0.0,645
BAB_RS31810,BME_RS10710,90.385,260,2,1,1,260,1,237,1.90e-172,472
BAB_RS31815,BME_RS10705,100.000,246,0,0,1,246,1,246,9.54e-173,472
BAB_RS31820,BME_RS10700,99.198,374,3,0,1,374,1,374,0.0,743
BAB_RS31825,BME_RS10695,99.697,661,2,0,1,661,1,661,0.0,1352
BAB_RS31830,BME_RS10690,100.000,267,0,0,1,267,1,267,0.0,557
BAB_RS31835,BME_RS10685,100.000,406,0,0,1,406,1,406,0.0,828
BAB_RS31840,BME_RS10680,94.262,122,7,0,1,122,1,122,3.36e-76,224
BAB_RS31845,BME_RS10680,100.000,160,0,0,1,160,128,287,3.26e-108,306
BAB_RS31850,BME_RS10675,99.365,315,2,0,1,315,1,315,0.0,612
BAB_RS31855,BME_RS10670,97.590,166,4,0,79,244,1,166,1.08e-114,322
BAB_RS31860,BME_RS10665,100.000,242,0,0,1,242,1,242,0.0,492
BAB_RS31875,BME_RS10655,99.333,450,3,0,1,450,1,450,0.0,929
BAB_RS31880,BME_RS10645,100.000,397,0,0,1,397,1,397,0.0,823
BAB_RS31885,BME_RS10640,92.378,328,25,0,1,328,1,328,0.0,603
BAB_RS31905,BME_RS15765,100.000,142,0,0,1,142,1,142,1.75e-93,263
BAB_RS31910,BME_RS12595,95.000,20,1,0,30,49,1,20,1.69e-08,43.1
BAB_RS31925,BME_RS16875,100.000,107,0,0,1,107,1,107,1.06e-74,213
BAB_RS31930,BME_RS16865,98.485,66,1,0,1,66,1,66,4.95e-44,132
BAB_RS31935,BME_RS16845,100.000,82,0,0,1,82,1,82,5.54e-58,169
BAB_RS31940,BME_RS16840,97.273,110,3,0,1,110,1,110,4.90e-75,221
BAB_RS31945,BME_RS16835,96.875,32,1,0,1,32,1,32,1.08e-16,61.2
BAB_RS31950,BME_RS09415,100.000,370,0,0,1,370,1,370,0.0,740
BAB_RS31955,BME_RS09415,99.647,283,1,0,1,283,377,659,0.0,589
BAB_RS31960,BME_RS16830,69.767,43,13,0,1,43,1,43,3.25e-14,59.3
BAB_RS31965,BME_RS16825,100.000,68,0,0,1,68,1,68,2.50e-46,138
BAB_RS31970,BME_RS16815,100.000,61,0,0,1,61,1,61,5.10e-43,129
BAB_RS31975,BME_RS16810,93.097,507,35,0,1,507,1,507,0.0,910
BAB_RS31980,BME_RS16805,100.000,63,0,0,1,63,1,63,1.39e-43,131
BAB_RS31985,BME_RS16800,79.675,123,13,3,1,115,1,119,6.92e-63,187
BAB_RS31990,BME_RS09215,100.000,70,0,0,1,70,1,70,4.37e-49,145
BAB_RS31995,BME_RS16795,100.000,70,0,0,1,70,1,70,4.02e-48,143
BAB_RS32005,BME_RS16790,100.000,108,0,0,1,108,1,108,5.53e-77,219
BAB_RS32010,BME_RS16785,98.936,94,1,0,1,94,1,94,3.09e-67,194
BAB_RS32015,BME_RS16780,100.000,67,0,0,1,67,1,67,4.91e-44,132
BAB_RS32020,BME_RS16775,99.519,416,2,0,1,416,1,416,0.0,843
BAB_RS32025,BME_RS16760,100.000,121,0,0,1,121,1,121,8.94e-89,249
BAB_RS32030,BME_RS16755,100.000,70,0,0,1,70,1,70,1.15e-48,144
BAB_RS32035,BME_RS16750,100.000,86,0,0,1,86,1,86,1.97e-59,173
BAB_RS32040,BME_RS16745,100.000,66,0,0,1,66,1,66,1.04e-45,137
BAB_RS32045,BME_RS16740,100.000,134,0,0,1,134,1,134,1.75e-95,268
BAB_RS32050,BME_RS16735,100.000,60,0,0,1,60,1,60,3.73e-41,125
BAB_RS32055,BME_RS16730,100.000,81,0,0,1,81,1,81,3.02e-57,167
BAB_RS32060,BME_RS16725,97.674,43,1,0,1,43,1,43,2.34e-27,89.0
BAB_RS32065,BME_RS08650,98.973,292,3,0,1,292,1,292,0.0,575
BAB_RS32070,BME_RS16715,98.496,133,2,0,1,133,1,133,4.93e-97,271
BAB_RS32075,BME_RS16705,100.000,69,0,0,1,69,1,69,2.88e-48,143
BAB_RS32080,BME_RS16700,100.000,104,0,0,1,104,1,104,9.11e-76,215
BAB_RS32085,BME_RS08435,68.421,76,24,0,1,76,1,76,1.96e-29,100
BAB_RS32090,BME_RS16695,100.000,159,0,0,1,159,1,159,3.14e-116,322
BAB_RS32095,BME_RS16690,100.000,209,0,0,1,209,1,209,1.12e-150,413
BAB_RS32100,BME_RS16685,99.379,161,1,0,1,161,1,161,2.63e-120,332
BAB_RS32105,BME_RS08270,95.161,62,3,0,1,62,1,62,7.15e-38,119
BAB_RS32110,BME_RS16675,100.000,63,0,0,1,63,1,63,8.03e-42,128
BAB_RS32115,BME_RS08270,64.516,31,11,0,1,31,78,108,3.37e-11,50.4
BAB_RS32120,BME_RS16215,100.000,74,0,0,1,74,1,74,7.01e-48,142
BAB_RS32125,BME_RS16665,100.000,67,0,0,1,67,1,67,2.91e-45,136
BAB_RS32130,BME_RS16660,100.000,72,0,0,1,72,1,72,2.38e-49,146
BAB_RS32135,BME_RS16655,98.936,94,1,0,1,94,1,94,2.50e-62,181
BAB_RS32140,BME_RS16650,100.000,102,0,0,1,102,1,102,2.10e-73,209
BAB_RS32145,BME_RS08185,99.182,489,4,0,1,489,1,489,0.0,1006
BAB_RS32150,BME_RS08170,99.138,116,1,0,1,116,1,116,2.70e-82,234
BAB_RS32155,BME_RS16645,99.029,103,1,0,1,103,1,103,1.34e-73,210
BAB_RS32160,BME_RS16640,100.000,118,0,0,1,118,1,118,8.00e-84,237
BAB_RS32165,BME_RS16620,94.690,113,6,0,1,113,1,113,8.36e-77,220
BAB_RS32170,BME_RS16610,100.000,43,0,0,1,43,1,43,1.20e-24,87.4
BAB_RS32175,BME_RS16605,100.000,71,0,0,1,71,1,71,2.93e-48,143
BAB_RS32180,BME_RS07850,100.000,53,0,0,1,53,729,781,8.06e-32,110
BAB_RS32185,BME_RS16600,100.000,77,0,0,1,77,1,77,3.56e-54,159
BAB_RS32190,BME_RS16595,100.000,48,0,0,1,48,1,48,2.46e-30,96.7
BAB_RS32200,BME_RS16585,100.000,71,0,0,1,71,1,71,5.69e-47,140
BAB_RS32205,BME_RS16570,100.000,59,0,0,1,59,1,59,1.76e-39,120
BAB_RS32210,BME_RS16565,98.734,79,1,0,1,79,1,79,2.24e-53,157
BAB_RS32215,BME_RS16560,100.000,119,0,0,1,119,1,119,2.16e-85,241
BAB_RS32220,BME_RS16555,98.649,74,1,0,1,74,1,74,5.44e-51,150
BAB_RS32225,BME_RS16550,100.000,87,0,0,1,87,1,87,2.57e-60,175
BAB_RS32235,BME_RS16545,80.519,77,13,1,1,75,1,77,2.55e-39,121
BAB_RS32240,BME_RS07325,96.154,26,1,0,1,26,1,26,2.27e-13,55.1
BAB_RS32245,BME_RS16540,75.926,54,13,0,31,84,10,63,4.35e-26,88.2
BAB_RS32250,BME_RS16535,100.000,48,0,0,1,48,1,48,9.60e-32,100
BAB_RS32255,BME_RS16530,99.265,272,2,0,1,272,1,272,0.0,548
BAB_RS32260,BME_RS16525,91.870,246,15,1,1,241,1,246,3.15e-160,446
BAB_RS32265,BME_RS16520,100.000,116,0,0,1,116,1,116,3.08e-82,233
BAB_RS32270,BME_RS07115,100.000,161,0,0,1,161,1,161,4.02e-109,317
BAB_RS32275,BME_RS16515,97.872,47,1,0,1,47,1,47,2.44e-29,94.4
BAB_RS32280,BME_RS16510,100.000,312,0,0,1,312,1,312,0.0,625
BAB_RS32285,BME_RS16495,99.593,246,1,0,1,246,1,246,0.0,503
BAB_RS32290,BME_RS16490,100.000,50,0,0,1,50,1,50,5.58e-33,103
BAB_RS32295,BME_RS13690,97.479,119,3,0,1,119,1,119,1.68e-84,244
BAB_RS32300,BME_RS16480,99.225,129,1,0,1,129,1,129,7.39e-93,260
BAB_RS32305,BME_RS16475,100.000,76,0,0,1,76,1,76,2.50e-53,157
BAB_RS32310,BME_RS16470,98.571,70,1,0,1,70,1,70,7.19e-48,142
BAB_RS32315,BME_RS16460,98.958,96,1,0,1,96,1,96,1.17e-66,192
BAB_RS32320,BME_RS06915,93.860,114,7,0,1,114,1,114,9.18e-71,208
BAB_RS32325,BME_RS06915,100.000,106,0,0,1,106,120,225,2.42e-72,211
BAB_RS32330,BME_RS06910,97.015,201,2,1,1,201,1,197,3.94e-120,353
BAB_RS32335,BME_RS16455,100.000,64,0,0,1,64,1,64,1.39e-43,131
BAB_RS32340,BME_RS16450,98.214,56,1,0,1,56,1,56,1.50e-36,113
BAB_RS32345,BME_RS06755,96.023,176,7,0,1,176,1,176,3.90e-123,345
BAB_RS32350,BME_RS06755,98.291,117,2,0,1,117,175,291,4.76e-81,236
BAB_RS32355,BME_RS16445,98.592,71,1,0,1,71,1,71,3.54e-48,143
BAB_RS32360,BME_RS16440,100.000,44,0,0,1,44,1,44,3.06e-28,91.3
BAB_RS32365,BME_RS16440,100.000,44,0,0,27,70,1,44,6.82e-28,91.7
BAB_RS32370,BME_RS16435,98.611,72,1,0,1,72,1,72,4.94e-48,143
BAB_RS32375,BME_RS16430,100.000,66,0,0,1,66,1,66,7.48e-45,134
BAB_RS32380,BME_RS16425,100.000,59,0,0,1,59,1,59,4.63e-39,119
BAB_RS32385,BME_RS16420,100.000,76,0,0,1,76,1,76,3.54e-51,151
BAB_RS32390,BME_RS16405,99.281,139,1,0,1,139,1,139,2.48e-104,290
BAB_RS32395,BME_RS16400,98.765,81,1,0,1,81,1,81,4.60e-56,164
BAB_RS32400,BME_RS06100,100.000,60,0,0,1,60,1,60,6.61e-41,124
BAB_RS32405,BME_RS16385,98.667,75,1,0,1,75,1,75,1.11e-51,152
BAB_RS32410,BME_RS06085,98.690,229,3,0,1,229,1,229,8.92e-162,457
BAB_RS32415,BME_RS16380,100.000,79,0,0,1,79,1,79,1.71e-56,165
BAB_RS32420,BME_RS16375,100.000,59,0,0,1,59,1,59,6.65e-39,119
BAB_RS32425,BME_RS16370,100.000,83,0,0,1,83,1,83,2.84e-58,170
BAB_RS32430,BME_RS05865,100.000,65,0,0,1,65,1,65,9.85e-44,131
BAB_RS32435,BME_RS16365,100.000,127,0,0,1,127,1,127,9.60e-87,245
BAB_RS32440,BME_RS16355,100.000,60,0,0,1,60,1,60,6.83e-41,124
BAB_RS32445,BME_RS05685,92.593,108,8,0,1,108,111,218,4.70e-67,206
BAB_RS32455,BME_RS16350,85.714,84,10,2,1,84,1,82,2.14e-34,110
BAB_RS32460,BME_RS16345,100.000,66,0,0,1,66,1,66,3.30e-46,138
BAB_RS32465,BME_RS16340,100.000,64,0,0,1,64,1,64,3.39e-43,130
BAB_RS32470,BME_RS16335,98.701,77,1,0,1,77,1,77,7.38e-53,155
BAB_RS32475,BME_RS16330,96.739,92,3,0,1,92,1,92,2.35e-64,186
BAB_RS32480,BME_RS16325,100.000,68,0,0,1,68,1,68,7.05e-48,142
BAB_RS32490,BME_RS16320,100.000,43,0,0,1,43,1,43,3.19e-27,88.6
BAB_RS32495,BME_RS16310,100.000,60,0,0,1,60,1,60,7.67e-42,126
BAB_RS32500,BME_RS16305,98.507,67,1,0,1,67,1,67,5.57e-43,130
BAB_RS32505,BME_RS16300,98.462,65,1,0,1,65,1,65,5.32e-44,132
BAB_RS32510,BME_RS05030,95.679,162,2,1,1,162,1,157,3.66e-109,310
BAB_RS32515,BME_RS05010,100.000,66,0,0,1,66,1,66,1.95e-40,135
BAB_RS32520,BME_RS16295,100.000,77,0,0,1,77,1,77,2.39e-52,154
