S_meliloti|Q.,C_crescentus|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
SMc02911,CC_0045,38.125,160,82,4,45,196,1,151,7.86e-29,102
SMc02912,CC_0044,66.667,516,169,1,1,513,3,518,0.0,675
SMc02913,CC_0043,39.594,197,108,3,24,219,17,203,4.71e-31,110
SMc02914,CC_0042,62.654,648,237,4,246,889,390,1036,0.0,827
SMc02915,CC_t10,83.333,30,5,0,1,30,1,30,1.53e-14,55.8
SMc02940,CC_3227,30.982,397,214,13,24,408,24,372,9.76e-12,63.2
SMc02941,CC_3228,36.842,114,72,0,232,345,170,283,1.36e-19,84.3
SMc02942,CC_3229,58.120,117,49,0,55,171,67,183,6.03e-45,144
SMc02975,CC_1489,29.915,351,211,9,4,337,23,355,2.01e-37,134
SMc02976,CC_0396,29.268,123,87,0,38,160,19,141,1.03e-08,48.5
SMc02978,CC_0321,57.104,366,152,3,1,364,1,363,2.96e-125,362
SMc02979,CC_0323,38.801,317,176,7,24,327,63,374,5.08e-66,209
SMc02981,CC_0456,31.429,210,129,8,6,208,7,208,1.26e-19,80.1
SMc02982,CC_0405,40.244,164,91,3,22,185,19,175,3.54e-26,96.3
SMc02983,CC_0360,32.620,374,226,12,9,371,8,366,5.11e-44,154
SMc02984,CC_2517,37.193,285,172,3,7,290,7,285,1.45e-52,171
SMc02987,CC_0639,32.624,141,82,4,2,142,1,128,8.39e-17,68.9
SMc03000,CC_0861,34.483,290,181,3,31,315,46,331,3.81e-29,111
SMc03001,CC_0861,34.397,282,179,3,44,320,42,322,2.47e-31,117
SMc03004,CC_0428,35.451,488,311,2,19,504,13,498,6.72e-92,288
SMc03005,CC_0431,40.741,81,47,1,17,97,11,90,2.41e-15,62.8
SMc03006,CC_0432,68.908,119,37,0,3,121,3,121,7.38e-57,169
SMc03007,CC_0433,52.857,770,338,4,2,757,3,761,0.0,714
SMc03008,CC_0434,61.290,155,60,0,1,155,1,155,2.15e-66,196
SMc03009,CC_0435,53.357,283,129,3,15,296,13,293,1.19e-105,306
SMc03010,CC_0436,63.689,347,118,3,3,345,2,344,1.66e-148,419
SMc03011,CC_0437,54.688,128,58,0,1,128,1,128,6.50e-48,147
SMc03012,CC_0438,54.286,175,79,1,9,183,14,187,6.18e-64,192
SMc03014,CC_0905,29.101,567,358,17,9,551,3,549,1.16e-54,191
SMc03018,CC_1077,35.912,362,223,6,1,358,1,357,7.29e-58,189
SMc03019,CC_0906,23.333,330,234,5,16,337,11,329,1.26e-20,88.2
SMc03020,CC_0908,40.278,72,40,1,134,205,35,103,5.98e-15,65.5
SMc03022,CC_0750,36.918,279,174,1,4,280,4,282,1.11e-63,199
SMc03024,CC_2063,35.200,250,142,5,1,238,1,242,1.23e-40,137
SMc03025,CC_3040,46.649,388,197,5,73,451,56,442,7.63e-107,322
SMc03027,CC_0953,29.688,128,72,3,16,126,8,134,8.74e-14,60.8
SMc03028,CC_0954,47.328,131,67,1,6,136,10,138,6.20e-41,130
SMc03029,CC_0955,40.580,69,41,0,43,111,35,103,6.96e-10,49.3
SMc03030,CC_2064,52.510,259,123,0,1,259,1,259,5.47e-88,259
SMc03032,CC_2582,48.501,367,167,8,13,368,12,367,3.23e-108,319
SMc03034,CC_2066,43.439,221,117,3,24,236,24,244,4.29e-49,158
SMc03036,CC_0951,47.458,236,120,2,9,244,29,260,5.93e-71,215
SMc03037,CC_0792,41.566,166,86,3,236,394,112,273,2.33e-23,95.5
SMc03038,CC_0792,39.157,166,90,3,236,394,112,273,1.27e-21,90.5
SMc03039,CC_2976,27.803,446,234,19,13,399,7,423,1.27e-21,92.8
SMc03040,CC_1460,33.437,323,160,6,1,320,2,272,4.60e-44,149
SMc03042,CC_1573,65.000,40,14,0,30,69,26,65,2.78e-13,66.6
SMc03046,CC_3035,33.077,130,85,2,73,201,73,201,3.82e-17,74.3
SMc03047,CC_0902,35.841,226,116,7,1,203,1,220,2.02e-24,102
SMc03048,CC_0899,25.987,304,205,6,1,294,1,294,3.24e-11,62.4
SMc03050,CC_1459,30.588,85,58,1,30,114,30,113,1.04e-10,52.0
SMc03051,CC_1458,30.159,126,87,1,5,129,3,128,3.96e-13,59.7
SMc03052,CC_0901,43.529,85,38,2,32,106,27,111,3.45e-08,47.4
SMc03053,CC_1075,40.476,84,50,0,1,84,1,84,2.63e-11,51.6
SMc03054,CC_0910,43.129,684,373,7,18,694,26,700,3.96e-168,496
SMc03055,CC_1076,25.728,206,146,2,16,218,17,218,8.31e-23,90.5
SMc03058,CC_2277,30.380,237,150,7,23,253,3,230,1.36e-13,67.0
SMc03059,CC_1217,58.362,293,116,4,4,293,53,342,9.43e-112,324
SMc03060,CC_2053,32.659,346,212,13,3,340,5,337,2.95e-33,123
SMc03063,CC_3135,30.000,190,129,3,149,336,86,273,1.05e-14,71.2
SMc03064,CC_2285,52.985,536,235,6,16,549,4,524,0.0,547
SMc03065,CC_3134,48.718,234,119,1,4,237,15,247,7.24e-75,233
SMc03068,CC_2055,60.265,604,237,2,1,604,1,601,0.0,740
SMc03069,CC_2056,36.818,220,115,6,22,231,26,231,8.25e-34,118
SMc03070,CC_2057,48.017,479,237,7,14,488,2,472,2.46e-150,434
SMc03085,CC_1242,43.210,243,136,2,32,274,51,291,6.74e-53,172
SMc03087,CC_3349,56.506,538,233,1,9,545,40,577,0.0,593
SMc03090,CC_0434,43.333,150,85,0,4,153,2,151,1.17e-42,136
SMc03096,CC_1604,27.602,663,435,19,1228,1869,760,1398,2.69e-33,137
SMc03097,CC_1603,29.611,591,369,9,47,618,66,628,7.20e-61,210
SMc03098,CC_3725,25.954,262,172,5,17,271,6,252,1.30e-21,89.0
SMc03101,CC_0022,42.282,149,80,4,4,151,1,144,1.26e-33,114
SMc03102,CC_2618,25.641,819,498,26,4,776,15,768,1.67e-37,147
SMc03103,CC_2619,37.209,129,74,3,39,163,227,352,3.14e-15,71.6
SMc03104,CC_1355,64.428,402,142,1,2,402,1,402,0.0,526
SMc03105,CC_1917,51.289,388,180,4,9,390,8,392,6.72e-118,345
SMc03108,CC_2610,33.333,402,181,11,1,325,1,392,2.71e-23,99.0
SMc03109,CC_2465,52.203,295,134,3,3,296,4,292,2.11e-91,270
SMc03111,CC_3617,48.128,374,189,3,12,385,15,383,1.26e-100,300
SMc03112,CC_2137,67.640,890,271,6,371,1250,9,891,0.0,1192
SMc03116,CC_1278,57.974,533,222,1,1,531,8,540,0.0,601
SMc03119,CC_3600,33.178,214,133,3,5,211,11,221,1.71e-29,107
SMc03120,CC_3600,32.340,235,148,4,23,256,18,242,1.66e-30,111
SMc03122,CC_2352,28.912,294,205,2,5,296,8,299,3.67e-28,107
SMc03125,CC_1439,35.833,240,143,5,12,251,7,235,5.82e-34,122
SMc03126,CC_2669,41.593,226,128,3,29,254,18,239,1.28e-45,155
SMc03129,CC_2157,38.532,109,64,2,5,111,24,131,8.03e-13,63.2
SMc03131,CC_1441,27.530,247,159,5,28,273,33,260,2.60e-22,90.1
SMc03132,CC_3129,29.655,435,268,10,3,416,9,426,1.07e-40,147
SMc03133,CC_1440,38.000,200,124,0,117,316,14,213,2.59e-38,132
SMc03134,CC_0093,28.975,283,178,9,17,287,6,277,1.14e-11,60.8
SMc03135,CC_1439,48.101,237,123,0,12,248,4,240,5.35e-73,220
SMc03138,CC_3733,28.897,263,159,8,27,265,95,353,2.98e-10,56.6
SMc03140,CC_0445,28.696,230,147,5,14,238,22,239,5.09e-14,66.2
SMc03141,CC_0091,36.858,331,204,4,1,329,456,783,7.57e-53,183
SMc03146,CC_1009,32.644,435,260,8,30,449,19,435,6.30e-60,199
SMc03147,CC_1008,36.197,547,347,2,150,696,12,556,4.78e-111,345
SMc03150,CC_1080,50.000,54,27,0,163,216,76,129,5.90e-11,55.8
SMc03151,CC_0691,29.231,195,124,3,17,205,18,204,3.68e-17,73.9
SMc03153,CC_1495,28.708,209,143,2,8,210,8,216,2.88e-20,82.4
SMc03156,CC_1060,57.143,308,124,2,15,315,2,308,1.42e-125,358
SMc03157,CC_2664,42.692,260,136,3,8,258,13,268,2.26e-63,196
SMc03158,CC_2668,50.000,210,105,0,8,217,15,224,1.90e-42,140
SMc03159,CC_2669,52.848,316,135,4,14,329,2,303,2.04e-95,284
SMc03160,CC_2136,39.052,443,257,5,11,448,27,461,1.07e-98,301
SMc03161,CC_1630,45.144,381,197,3,15,394,3,372,9.97e-115,337
SMc03162,CC_1631,65.242,351,121,1,1,350,1,351,6.87e-177,491
SMc03164,CC_1223,26.566,399,269,9,1,383,5,395,1.06e-26,109
SMc03165,CC_2316,51.724,58,28,0,4,61,5,62,3.09e-11,60.5
SMc03167,CC_3715,46.904,533,263,7,2,524,4,526,5.45e-151,440
SMc03168,CC_3714,34.262,359,214,5,23,370,25,372,9.10e-47,161
SMc03169,CC_3716,30.769,195,133,2,36,230,9,201,9.75e-20,80.9
SMc03170,CC_2527,25.606,289,185,8,6,277,63,338,4.15e-17,77.0
SMc03171,CC_0347,67.170,265,71,2,1,249,43,307,1.55e-116,333
SMc03172,CC_1905,32.091,483,291,7,4,473,7,465,9.42e-61,203
SMc03173,CC_0720,35.780,327,191,12,179,491,28,349,1.88e-47,165
SMc03175,CC_2615,51.582,316,147,3,3,314,6,319,8.58e-103,301
SMc03176,CC_3644,64.478,335,116,2,1,334,7,339,8.67e-156,437
SMc03177,CC_3610,59.041,542,209,6,1,533,3,540,0.0,604
SMc03178,CC_0655,32.538,587,346,12,299,874,142,689,1.07e-81,275
SMc03179,CC_1939,28.036,560,335,13,92,590,71,623,6.88e-44,167
SMc03181,CC_1937,29.492,295,179,9,135,425,121,390,7.37e-13,67.4
SMc03185,CC_0205,34.752,141,78,4,80,219,51,178,1.28e-16,72.8
SMc03186,CC_1474,34.247,292,192,0,8,299,7,298,6.85e-43,146
SMc03187,CC_0618,31.455,213,136,4,3,208,10,219,1.59e-13,65.5
SMc03196,CC_0328,29.958,237,144,7,30,257,26,249,3.07e-15,70.1
SMc03197,CC_0329,39.744,156,92,2,39,193,30,184,2.81e-27,101
SMc03198,CC_3134,37.799,209,120,4,22,228,38,238,3.57e-35,129
SMc03199,CC_0327,41.748,103,60,0,48,150,25,127,4.33e-11,57.0
SMc03201,CC_1726,29.900,301,204,6,71,368,22,318,6.88e-32,120
SMc03202,CC_1727,40.244,328,177,3,1,325,125,436,1.79e-74,233
SMc03203,CC_0340,33.922,283,178,4,149,425,122,401,1.43e-39,143
SMc03204,CC_1731,37.124,466,278,5,8,464,7,466,9.93e-100,304
SMc03205,CC_3630,54.317,278,125,2,5,281,2,278,2.67e-108,313
SMc03206,CC_3568,46.154,182,96,2,8,189,2,181,5.25e-46,149
SMc03207,CC_2531,70.871,333,95,2,1,332,1,332,4.01e-170,473
SMc03208,CC_2532,54.060,431,177,3,21,444,5,421,7.14e-164,466
SMc03209,CC_2188,33.835,133,86,1,12,144,1,131,7.49e-14,61.6
SMc03210,CC_2535,44.521,146,81,0,8,153,45,190,1.83e-36,121
SMc03211,CC_2533,47.632,359,180,4,13,368,4,357,7.71e-115,335
SMc03220,CC_r02,82.821,390,67,0,532,921,509,898,0.0,587
SMc03222,CC_r06,90.323,31,3,0,329,359,329,359,2.67e-10,59.3
SMc03226,CC_3423,56.731,208,89,1,7,213,11,218,9.61e-77,227
SMc03228,CC_0069,51.724,87,39,1,2,88,3,86,2.39e-21,77.8
SMc03229,CC_0070,47.706,327,167,2,10,333,5,330,1.18e-84,256
SMc03230,CC_0071,57.025,363,149,4,1,360,9,367,4.78e-126,363
SMc03231,CC_0072,44.762,315,159,3,5,305,6,319,3.72e-77,235
SMc03233,CC_0074,29.710,138,97,0,288,425,146,283,1.92e-11,61.6
SMc03234,CC_0075,29.383,405,276,7,1,399,1,401,5.77e-20,89.7
SMc03237,CC_0403,48.267,404,202,1,11,407,26,429,3.31e-115,340
SMc03238,CC_3621,47.826,69,36,0,19,87,42,110,1.74e-16,66.2
SMc03239,CC_0047,54.651,172,78,0,1,172,1,172,5.66e-70,207
SMc03242,CC_0741,62.562,609,219,4,1,601,1,608,0.0,783
SMc03243,CC_1565,26.838,544,291,22,5,489,6,501,1.36e-26,110
SMc03245,CC_2613,37.500,336,187,5,51,370,63,391,1.89e-39,144
SMc03246,CC_2681,23.757,181,129,4,234,409,256,432,4.91e-08,51.2
SMc03247,CC_0344,33.758,157,89,4,52,205,145,289,7.56e-13,63.5
SMc03248,CC_2729,31.138,167,104,4,110,267,133,297,3.07e-17,77.0
SMc03252,CC_0314,44.314,255,140,1,20,272,9,263,1.17e-59,191
SMc03258,CC_1776,36.552,145,89,2,25,169,16,157,2.64e-19,80.1
SMc03259,CC_1195,27.826,230,165,1,2,231,4,232,9.05e-27,103
SMc03264,CC_2746,23.899,159,117,2,58,212,125,283,1.22e-08,52.8
SMc03267,CC_2746,26.846,149,103,2,72,214,135,283,3.39e-11,60.5
SMc03268,CC_2669,42.478,226,126,3,349,574,18,239,3.34e-42,152
SMc03277,CC_0403,27.066,351,240,9,17,357,28,372,4.97e-12,64.7
SMc03296,CC_2742,25.296,253,174,5,25,276,37,275,4.87e-17,76.3
SMc03763,CC_1033,23.150,419,216,15,9,418,6,327,2.25e-14,70.9
SMc03764,CC_3624,41.549,142,73,1,1,132,1,142,1.65e-30,104
SMc03770,CC_0319,53.211,109,51,0,1,109,1,109,1.55e-36,119
SMc03772,CC_0318,68.539,89,28,0,1,89,1,89,9.88e-41,126
SMc03773,CC_0317,37.255,153,89,4,26,175,6,154,3.61e-24,91.3
SMc03774,CC_0317,37.500,152,92,3,20,169,7,157,3.15e-21,83.2
SMc03775,CC_0315,67.391,322,104,1,41,361,1,322,6.32e-138,394
SMc03776,CC_0314,56.911,369,155,3,7,372,8,375,6.73e-122,355
SMc03777,CC_3430,58.111,413,173,0,15,427,1,413,1.43e-156,446
SMc03778,CC_3431,49.223,193,98,0,3,195,24,216,4.89e-60,184
SMc03779,CC_t03,76.667,30,7,0,1,30,1,30,1.55e-11,48.5
SMc03780,CC_3432,60.194,103,40,1,52,153,1,103,2.15e-42,134
SMc03781,CC_3433,42.857,161,82,2,1,159,2,154,2.02e-34,115
SMc03782,CC_3434,39.200,125,66,2,323,447,231,345,4.04e-22,94.0
SMc03783,CC_3435,48.299,441,212,9,2,430,1,437,7.45e-126,370
SMc03784,CC_3439,39.344,244,141,1,150,393,155,391,3.46e-48,165
SMc03785,CC_3440,46.746,169,79,4,1,167,1,160,2.93e-40,131
SMc03786,CC_3262,48.344,151,78,0,1,151,1,151,1.28e-43,139
SMc03788,CC_3211,52.011,1069,484,14,6,1058,5,1060,0.0,1034
SMc03789,CC_3212,41.772,474,245,9,79,537,1,458,5.78e-96,296
SMc03791,CC_3483,51.163,129,62,1,10,137,6,134,1.04e-43,137
SMc03793,CC_3659,43.299,291,160,3,10,299,8,294,2.70e-58,186
SMc03795,CC_0195,59.500,200,80,1,1,200,1,199,1.77e-86,251
SMc03796,CC_2796,28.346,127,90,1,1,126,1,127,2.47e-13,59.3
SMc03798,CC_1418,41.765,340,180,6,8,329,29,368,1.01e-78,242
SMc03799,CC_0321,53.444,363,126,2,4,323,3,365,4.12e-126,362
SMc03800,CC_0111,45.399,163,88,1,62,224,2,163,3.57e-49,155
SMc03801,CC_0110,47.157,299,136,4,40,330,15,299,1.96e-78,239
SMc03802,CC_0109,50.242,207,91,5,13,212,10,211,5.64e-59,182
SMc03803,CC_0108,66.667,54,18,0,8,61,11,64,2.14e-21,75.5
SMc03804,CC_0107,42.961,412,225,4,4,408,1,409,9.90e-98,295
SMc03805,CC_3649,49.286,280,141,1,12,291,5,283,1.71e-92,273
SMc03806,CC_1339,66.071,112,38,0,1,112,1,112,1.51e-51,155
SMc03807,CC_1338,56.561,442,159,3,42,450,69,510,3.36e-159,457
SMc03808,CC_3704,51.081,879,348,12,11,873,2,814,0.0,758
SMc03809,CC_3705,36.313,179,113,1,29,206,29,207,5.07e-30,108
SMc03810,CC_2411,27.778,288,153,10,5,267,3,260,8.01e-11,58.5
SMc03812,CC_1225,25.600,375,217,16,3,351,28,366,5.27e-17,78.2
SMc03814,CC_0861,35.692,325,197,5,18,335,12,331,6.71e-39,137
SMc03815,CC_0860,34.836,244,151,4,13,254,1,238,3.86e-37,134
SMc03816,CC_1792,26.807,332,208,8,10,333,25,329,3.01e-09,55.1
SMc03818,CC_3706,45.788,273,138,4,1,268,1,268,1.38e-81,243
SMc03820,CC_3743,65.566,212,73,0,16,227,21,232,1.29e-102,294
SMc03821,CC_3744,39.355,155,91,2,31,182,13,167,1.39e-32,112
SMc03822,CC_0526,38.255,149,84,4,11,154,3,148,8.88e-20,79.0
SMc03823,CC_0196,71.064,470,126,4,5,466,4,471,0.0,666
SMc03825,CC_1230,28.571,266,181,3,17,277,22,283,3.15e-31,120
SMc03826,CC_0129,78.519,405,85,1,3,405,2,406,0.0,650
SMc03827,CC_0029,40.556,180,105,2,4,182,1,179,2.96e-35,121
SMc03828,CC_0611,32.444,225,139,5,1,225,5,216,2.86e-22,89.7
SMc03831,CC_0134,59.487,390,138,6,28,411,26,401,4.43e-167,471
SMc03833,CC_0123,40.000,120,69,1,3,119,10,129,1.52e-24,88.2
SMc03834,CC_0245,56.250,96,37,2,2,96,3,94,8.76e-32,104
SMc03835,CC_3661,39.548,177,106,1,1,176,1,177,4.69e-33,114
SMc03836,CC_1760,42.222,180,104,0,27,206,14,193,4.66e-44,144
SMc03837,CC_1759,55.924,211,93,0,13,223,18,228,3.44e-63,194
SMc03838,CC_1758,36.848,844,520,7,23,861,3,838,6.30e-107,346
SMc03839,CC_3663,47.451,255,119,4,1,245,32,281,1.20e-67,207
SMc03840,CC_0935,53.216,171,78,2,4,173,1,170,5.23e-57,174
SMc03841,CC_1963,66.337,202,65,1,4,202,9,210,4.60e-102,290
SMc03843,CC_0157,28.235,85,61,0,4,88,35,119,7.50e-11,52.0
SMc03844,CC_3664,58.000,100,42,0,30,129,4,103,9.61e-38,121
SMc03845,CC_3666,36.058,208,119,5,52,248,37,241,5.04e-34,120
SMc03846,CC_3667,66.555,894,293,5,4,895,3,892,0.0,1223
SMc03847,CC_3668,38.424,203,117,4,3,202,5,202,3.65e-29,105
SMc03848,CC_3669,38.991,218,128,2,4,219,7,221,6.64e-20,81.6
SMc03849,CC_3672,49.180,244,123,1,7,249,3,246,5.78e-79,235
SMc03851,CC_3674,40.491,163,87,5,20,182,5,157,4.93e-32,111
SMc03853,CC_3678,35.714,140,89,1,71,210,41,179,2.11e-29,105
SMc03854,CC_3679,50.485,309,149,2,239,545,5,311,1.78e-103,311
SMc03855,CC_3684,58.413,416,165,2,3,417,32,440,1.05e-171,485
SMc03856,CC_3686,46.237,279,143,2,12,284,5,282,2.42e-82,247
SMc03857,CC_3653,60.645,465,176,4,1,460,1,463,0.0,523
SMc03859,CC_3652,63.964,111,40,0,3,113,2,112,2.96e-48,149
SMc03860,CC_3651,36.145,166,95,5,8,167,10,170,2.55e-26,96.7
SMc03861,CC_0198,57.851,242,98,3,1,239,1,241,6.09e-93,270
SMc03862,CC_0372,30.043,233,163,0,9,241,19,251,1.73e-16,73.6
SMc03863,CC_0197,69.748,119,36,0,1,119,3,121,7.26e-60,179
SMc03864,CC_1441,29.412,221,144,5,43,262,46,255,4.92e-23,92.0
SMc03865,CC_1440,33.478,230,131,3,37,266,6,213,9.27e-36,124
SMc03866,CC_2631,47.185,604,287,7,4,593,8,593,7.31e-147,435
SMc03870,CC_3135,28.700,223,144,6,49,267,107,318,1.99e-08,52.8
SMc03871,CC_3134,40.097,207,115,1,13,210,15,221,1.20e-44,150
SMc03872,CC_0877,31.548,168,103,2,105,267,85,245,4.73e-17,77.8
SMc03873,CC_3098,44.485,272,136,7,18,282,29,292,9.45e-71,218
SMc03874,CC_0653,65.823,158,54,0,14,171,26,183,6.10e-74,218
SMc03875,CC_0654,66.964,112,36,1,1,111,1,112,6.07e-52,156
SMc03876,CC_0656,45.122,82,41,1,14,91,13,94,6.80e-13,57.8
SMc03877,CC_0657,46.173,784,385,10,32,808,1,754,0.0,630
SMc03878,CC_0511,63.900,241,86,1,1,241,1,240,1.09e-103,297
SMc03879,CC_0510,71.244,386,111,0,6,391,4,389,0.0,568
SMc03880,CC_0509,55.696,158,60,4,3,157,16,166,2.78e-55,171
SMc03881,CC_1721,75.000,60,15,0,1,60,1,60,1.16e-30,99.0
SMc03882,CC_2484,43.902,205,109,3,6,204,3,207,1.55e-51,162
SMc03883,CC_0325,41.176,204,117,2,60,260,25,228,3.20e-50,162
SMc03884,CC_2069,45.333,300,156,3,6,304,2,294,3.67e-61,193
SMc03885,CC_2223,31.856,361,225,9,6,351,3,357,3.98e-34,125
SMc03887,CC_0029,32.576,132,82,2,17,144,7,135,4.13e-13,62.8
SMc03888,CC_0851,35.393,356,186,9,12,366,16,328,3.83e-50,171
SMc03891,CC_1441,36.929,241,145,4,20,257,25,261,6.61e-44,146
SMc03893,CC_1440,53.052,213,99,1,5,217,5,216,9.95e-67,202
SMc03894,CC_1439,48.560,243,117,2,2,243,4,239,7.75e-74,222
SMc03895,CC_2179,42.072,473,249,6,3,465,2,459,1.29e-112,363
SMc03900,CC_3420,34.159,565,326,14,59,597,280,824,1.38e-74,252
SMc03925,CC_0085,29.381,388,233,13,52,415,79,449,2.28e-21,94.4
SMc03927,CC_0942,44.295,149,79,3,3,151,2,146,6.85e-38,124
SMc03928,CC_3144,37.941,340,205,3,18,356,34,368,1.11e-52,175
SMc03929,CC_3029,42.135,356,203,3,38,391,11,365,7.56e-89,270
SMc03931,CC_3355,29.091,385,227,13,609,982,12,361,5.55e-28,114
SMc03934,CC_3297,79.710,69,14,0,15,83,12,80,7.31e-26,88.6
SMc03935,CC_0119,24.766,214,157,1,48,257,123,336,2.04e-11,61.2
SMc03938,CC_3303,70.339,472,132,5,1,464,1,472,0.0,607
SMc03939,CC_3304,69.444,108,20,2,42,136,3,110,8.56e-39,124
SMc03942,CC_3094,38.235,442,266,4,323,761,261,698,7.52e-84,279
SMc03943,CC_3133,36.239,218,139,0,26,243,3,220,3.61e-43,143
SMc03948,CC_2742,25.296,253,174,5,25,276,37,275,4.87e-17,76.3
SMc03950,CC_3305,62.466,373,134,5,4,372,3,373,1.37e-159,450
SMc03956,CC_3231,26.797,153,96,4,207,351,119,263,1.20e-09,55.1
SMc03957,CC_3232,53.719,121,56,0,24,144,26,146,1.72e-41,133
SMc03958,CC_3233,47.368,228,117,1,7,231,5,232,6.74e-66,201
SMc03959,CC_3610,32.447,188,102,10,258,426,229,410,4.49e-10,59.7
SMc03960,CC_3234,45.185,135,69,2,7,140,6,136,3.60e-35,116
SMc03963,CC_2383,28.479,309,187,9,1,280,1,304,1.50e-12,63.9
SMc03965,CC_3236,67.781,329,103,1,6,331,3,331,1.47e-158,445
SMc03966,CC_3237,46.117,206,109,2,1,205,1,205,1.43e-45,147
SMc03967,CC_3238,50.323,155,77,0,6,160,10,164,1.07e-42,137
SMc03968,CC_1957,56.481,324,140,1,3,326,14,336,1.75e-127,365
SMc03969,CC_3243,63.600,250,87,1,1,246,1,250,1.00e-108,311
SMc03971,CC_0807,42.843,1034,566,9,3,1029,2,1017,0.0,805
SMc03972,CC_0808,32.298,322,212,5,48,367,57,374,1.67e-35,131
SMc03973,CC_3244,57.795,263,108,2,1,261,14,275,5.90e-107,308
SMc03974,CC_3245,31.915,188,116,5,6,187,25,206,2.16e-20,82.0
SMc03975,CC_3510,33.449,287,178,4,14,295,5,283,1.53e-36,130
SMc03976,CC_3247,40.260,77,46,0,1,77,1,77,7.59e-18,70.5
SMc03978,CC_3620,59.282,641,255,3,9,647,7,643,0.0,759
SMc03979,CC_3248,73.214,336,89,1,1,336,1,335,6.85e-180,498
SMc03981,CC_3249,62.469,397,148,1,1,397,1,396,3.21e-170,478
SMc03989,CC_3295,50.394,127,60,1,16,142,21,144,4.40e-32,111
SMc03990,CC_3275,66.197,71,24,0,1,71,1,71,3.17e-35,111
SMc03991,CC_3274,52.991,585,273,1,9,593,33,615,0.0,585
SMc03992,CC_0201,35.878,131,69,5,214,341,104,222,1.58e-10,57.4
SMc03994,CC_3269,54.582,251,111,3,10,257,1,251,1.77e-93,273
SMc03995,CC_2045,34.646,127,83,0,224,350,738,864,2.65e-15,74.3
SMc03996,CC_3264,30.612,196,126,5,8,198,5,195,7.74e-18,75.9
SMc03997,CC_3486,43.969,257,143,1,1,257,1,256,2.57e-61,191
SMc03998,CC_1280,42.308,78,40,3,9,82,11,87,5.20e-11,51.6
SMc03999,CC_3291,40.351,57,34,0,1,57,14,70,3.24e-09,44.7
SMc04000,CC_3288,46.429,56,29,1,13,67,84,139,1.06e-10,50.4
SMc04001,CC_3284,71.338,157,45,0,4,160,3,159,6.97e-74,216
SMc04002,CC_3283,51.585,347,166,2,3,348,11,356,8.35e-115,334
SMc04003,CC_3321,68.293,41,13,0,1,41,1,41,7.23e-17,62.8
SMc04005,CC_2051,51.277,470,227,2,1,470,1,468,5.04e-157,451
SMc04008,CC_1498,59.259,81,30,1,12,92,9,86,2.60e-32,105
SMc04009,CC_3319,55.844,77,34,0,5,81,13,89,1.79e-24,85.5
SMc04010,CC_1512,45.513,156,83,1,3,158,60,213,2.85e-38,137
SMc04011,CC_3315,50.586,512,228,6,1,512,1,487,8.92e-171,488
SMc04012,CC_3313,46.346,602,306,5,31,624,3,595,3.40e-172,500
SMc04013,CC_2953,38.328,287,162,5,96,373,234,514,2.76e-51,176
SMc04015,CC_2462,36.517,178,99,4,120,289,278,449,2.26e-25,102
SMc04019,CC_3762,29.193,322,214,9,17,335,4,314,1.03e-22,94.4
SMc04020,CC_3375,58.824,306,124,1,17,320,1,306,8.30e-122,349
SMc04021,CC_3374,30.328,122,77,3,33,151,36,152,3.38e-09,49.7
SMc04022,CC_0163,25.397,315,223,8,95,403,73,381,4.78e-12,64.3
SMc04023,CC_3637,59.420,276,111,1,5,279,2,277,1.12e-118,339
SMc04024,CC_3322,40.053,377,212,8,33,404,59,426,1.77e-68,220
SMc04026,CC_3606,36.864,491,271,13,3,478,4,470,3.13e-72,234
SMc04028,CC_3607,45.371,1523,774,20,38,1556,21,1489,0.0,1202
SMc04029,CC_3093,35.260,346,206,5,3,347,10,338,4.64e-42,146
SMc04030,CC_1657,52.381,315,148,1,7,321,22,334,1.22e-106,312
SMc04032,CC_1150,50.980,51,25,0,192,242,141,191,1.00e-08,50.8
SMc04033,CC_1499,40.909,110,51,6,30,129,50,155,7.68e-12,62.0
SMc04036,CC_2669,44.240,217,117,4,311,527,18,230,1.85e-41,149
SMc04040,CC_2258,56.250,144,61,2,1,143,1,143,3.02e-53,162
SMc04041,CC_2253,34.783,299,186,6,5,299,7,300,6.03e-39,137
SMc04042,CC_2252,41.985,262,141,3,6,256,13,274,2.37e-65,202
SMc04043,CC_0743,47.308,260,134,1,22,278,15,274,3.31e-75,228
SMc04044,CC_0744,61.864,118,44,1,3,120,2,118,2.79e-47,145
SMc04045,CC_3044,80.065,612,118,2,1,609,1,611,0.0,1003
SMc04051,CC_3475,41.060,151,83,3,13,162,26,171,1.71e-23,89.4
SMc04052,CC_0915,33.846,130,86,0,17,146,18,147,3.07e-10,52.4
SMc04055,CC_2517,36.986,292,173,5,6,294,1,284,1.66e-47,158
SMc04056,CC_2641,37.952,332,172,9,1,318,1,312,4.92e-42,145
SMc04057,CC_1602,32.353,476,312,5,26,497,61,530,8.33e-80,264
SMc04058,CC_1600,31.295,278,181,6,1,276,1,270,3.59e-28,107
SMc04060,CC_t06,96.000,25,1,0,1,25,1,25,1.90e-10,45.4
SMc04083,CC_3569,31.148,183,108,7,49,224,31,202,9.03e-18,75.9
SMc04084,CC_0256,31.802,283,178,5,12,284,5,282,3.37e-24,96.3
