Melitensis16M|Q.,S_meliloti|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BME_RS15130,SM_b20721,32.398,392,233,12,74,442,83,465,1.44e-31,123
BME_RS15135,SMa1968,36.889,225,137,3,3,227,9,228,5.61e-43,142
BME_RS15140,SM_b21579,41.791,67,39,0,1,67,1,67,1.39e-12,59.3
BME_RS15145,SMa2291,30.612,343,199,11,11,333,18,341,3.38e-30,117
BME_RS15150,SM_b21182,50.773,388,183,4,4,389,5,386,4.82e-136,393
BME_RS15155,SMc00727,37.367,281,175,1,5,285,2,281,2.40e-55,184
BME_RS15160,SMc01153,46.311,244,131,0,18,261,14,257,6.54e-66,203
BME_RS15165,SM_b20586,32.083,240,155,4,39,274,6,241,1.23e-22,91.7
BME_RS15170,SMa1400,39.305,374,219,5,11,380,10,379,9.23e-85,260
BME_RS15175,SMc04362,25.743,202,133,3,21,213,27,220,1.50e-14,72.8
BME_RS15180,SMc00932,62.679,627,206,6,1,622,1,604,0.0,754
BME_RS15185,SMc00933,60.000,65,26,0,1,65,2,66,2.17e-25,87.4
BME_RS15190,SMc00892,51.976,329,158,0,1,329,1,329,2.75e-110,322
BME_RS15195,SMc00894,61.111,432,167,1,1,432,1,431,0.0,549
BME_RS15205,SMc00895,73.333,75,20,0,1,75,1,75,3.40e-39,122
BME_RS15210,SMc00896,49.416,257,127,2,13,268,15,269,2.78e-75,228
BME_RS15215,SMc00897,69.932,439,131,1,10,447,10,448,0.0,557
BME_RS15220,SMc00898,64.081,593,206,4,8,596,7,596,0.0,734
BME_RS15225,SMc00930,44.747,257,142,0,23,279,37,293,1.10e-74,228
BME_RS15230,SMc00451,26.718,262,192,0,69,330,25,286,1.78e-28,114
BME_RS15235,SMc00451,24.079,407,286,11,60,463,8,394,4.28e-23,99.0
BME_RS15240,SMc00902,60.326,184,73,0,1,184,1,184,1.04e-77,228
BME_RS15245,SMc00904,49.712,521,206,13,74,568,47,537,8.33e-134,400
BME_RS15250,SMc00905,64.189,148,53,0,10,157,2,149,1.16e-66,197
BME_RS15260,SMc00907,42.105,209,91,8,19,222,21,204,8.36e-36,123
BME_RS15265,SMc00908,77.479,968,213,3,1,966,1,965,0.0,1559
BME_RS15270,SMc00909,64.000,325,117,0,4,328,2,326,3.90e-143,405
BME_RS15275,SMc00910,55.639,266,117,1,9,274,10,274,1.76e-100,293
BME_RS15280,SMc00912,83.673,98,16,0,1,98,1,98,7.38e-58,171
BME_RS15285,SMc00913,88.346,532,61,1,1,532,1,531,0.0,925
BME_RS15295,SMc00149,70.130,462,138,0,1,462,11,472,0.0,678
BME_RS15300,SM_b20597,37.008,127,80,0,3,129,2,128,1.22e-21,81.6
BME_RS15315,SMc00917,70.130,231,67,2,1,229,1,231,4.43e-113,321
BME_RS15320,SMc00918,50.674,371,163,4,13,372,13,374,1.16e-112,331
BME_RS15325,SMc00919,71.371,496,138,3,4,497,7,500,0.0,671
BME_RS15330,SMc02907,52.683,205,95,1,1,205,1,203,6.54e-76,224
BME_RS15335,SMc00923,72.637,201,55,0,7,207,2,202,2.43e-104,297
BME_RS15340,SMc00924,60.905,243,81,5,11,243,7,245,2.73e-97,282
BME_RS15345,SMc00101,40.385,260,151,3,9,266,6,263,2.30e-65,203
BME_RS15350,SMc00926,71.694,431,114,3,1,424,14,443,0.0,643
BME_RS15355,SMc00833,57.270,337,142,2,1,337,64,398,2.30e-123,358
BME_RS15365,SMc00832,57.849,465,195,1,8,472,9,472,0.0,538
BME_RS15370,SMc00831,66.330,297,100,0,2,298,1,297,2.61e-147,413
BME_RS15375,SMc00829,60.079,253,101,0,3,255,18,270,8.54e-111,318
BME_RS15390,SMc01981,40.157,127,71,3,1,123,1,126,1.06e-27,97.1
BME_RS15415,SMc03793,32.281,285,159,8,8,263,13,292,4.14e-22,90.9
BME_RS15425,SM_b21182,35.787,394,228,11,16,392,4,389,2.83e-72,229
BME_RS15430,SM_b20123,23.368,291,222,1,1,291,1,290,1.21e-17,79.0
BME_RS15445,SMc03036,67.411,224,72,1,23,245,21,244,4.58e-106,304
BME_RS15450,SMc03035,37.805,164,87,4,8,163,7,163,1.02e-27,99.0
BME_RS15455,SMc03034,51.452,241,109,4,5,242,1,236,1.41e-79,236
BME_RS15460,SMc03033,46.541,159,79,3,14,166,20,178,1.56e-38,128
BME_RS15465,SMc03032,58.757,354,146,0,4,357,18,371,1.29e-145,414
BME_RS15470,SMc03031,44.805,154,78,2,9,156,13,165,6.74e-32,109
BME_RS15475,SMc03030,73.282,262,70,0,1,262,1,262,1.67e-145,405
BME_RS15480,SMc03029,52.137,117,44,4,1,111,1,111,3.62e-27,94.4
BME_RS15485,SMc03028,60.584,137,54,0,4,140,2,138,3.13e-59,177
BME_RS15490,SMc03027,54.098,122,54,2,1,121,1,121,1.32e-41,132
BME_RS15495,SM_b20668,50.685,292,141,1,8,296,5,296,6.31e-90,267
BME_RS15500,SM_b20670,44.125,417,227,4,3,414,5,420,5.38e-95,289
BME_RS15505,SM_b20669,50.195,257,127,1,1,257,1,256,1.34e-84,251
BME_RS15510,SM_b21533,32.653,245,162,2,6,249,14,256,8.24e-35,123
BME_RS15515,SMa0241,38.125,320,186,4,3,313,2,318,2.43e-73,227
BME_RS15520,SM_b20666,48.341,211,107,2,1,210,1,210,3.88e-63,193
BME_RS15525,SMa1447,22.000,450,306,13,6,430,2,431,5.16e-09,55.1
BME_RS15530,SMa1586,48.454,97,48,1,49,143,53,149,7.86e-25,90.9
BME_RS15535,SMc00479,26.498,317,216,8,1,310,1,307,9.26e-23,94.7
BME_RS15550,SMc02384,25.758,330,216,11,6,319,20,336,9.83e-20,85.9
BME_RS15560,SMc04406,29.697,165,104,2,61,214,47,210,8.50e-13,64.3
BME_RS15565,SMc03026,30.890,191,120,4,13,200,2,183,2.20e-16,71.2
BME_RS15570,SMc03025,61.473,353,135,1,25,377,99,450,5.03e-150,430
BME_RS15575,SMc03024,41.667,180,97,2,6,181,5,180,1.00e-46,153
BME_RS15580,SMc03023,50.769,260,123,2,4,262,4,259,2.29e-92,271
BME_RS15585,SMc03022,66.904,281,93,0,1,281,1,281,1.02e-138,390
BME_RS15590,SMc03021,24.895,237,166,7,85,315,85,315,2.45e-13,67.0
BME_RS15600,SMc03020,59.770,87,35,0,28,114,121,207,1.13e-28,100
BME_RS15615,SMc03018,51.009,347,170,0,1,347,1,347,1.86e-115,337
BME_RS15620,SMc03017,51.111,135,66,0,1,135,3,137,3.79e-48,149
BME_RS15625,SMc00658,48.571,70,35,1,182,250,178,247,3.80e-13,64.7
BME_RS15630,SMc03169,47.619,210,109,1,37,246,23,231,1.04e-58,184
BME_RS15635,SMc03168,60.550,327,129,0,77,403,50,376,3.21e-127,369
BME_RS15640,SMc03167,69.643,504,149,1,16,515,17,520,0.0,687
BME_RS15645,SMc01605,71.390,367,105,0,1,367,1,367,0.0,537
BME_RS15650,SMc01606,80.899,267,51,0,31,297,2,268,4.28e-158,439
BME_RS15655,SMc01607,74.219,256,66,0,11,266,1,256,5.32e-141,394
BME_RS15660,SMc01608,67.806,351,113,0,1,351,1,351,1.54e-178,496
BME_RS15665,SMc04262,61.996,471,177,2,1,469,1,471,0.0,580
BME_RS15670,SMa2313,29.528,254,168,4,11,254,7,259,1.43e-22,96.3
BME_RS15675,SMc02469,29.658,263,159,9,15,264,18,267,4.48e-27,106
BME_RS15680,SM_b21505,30.529,416,273,9,26,433,18,425,3.77e-47,166
BME_RS15685,SMc03058,40.514,311,184,1,20,330,20,329,4.07e-84,254
BME_RS15705,SM_b21506,29.894,378,252,5,158,534,128,493,9.85e-40,149
BME_RS15710,SMc02983,79.841,377,76,0,1,377,3,379,0.0,597
BME_RS15715,SMc03245,33.058,363,220,8,24,370,55,410,1.01e-31,122
BME_RS15720,SMc02984,62.245,294,111,0,1,294,1,294,1.96e-137,388
BME_RS15725,SMc02985,49.485,194,95,2,35,227,23,214,4.42e-67,204
BME_RS15730,SMc02986,48.711,349,146,6,3,347,5,324,1.12e-98,294
BME_RS15760,SMc02769,79.487,39,8,0,1,39,6,44,1.99e-17,67.8
BME_RS15775,SM_b21165,78.648,281,60,0,1,281,1,281,2.71e-155,450
BME_RS15790,SMc04390,81.651,109,20,0,1,109,433,541,1.65e-59,189
BME_RS15805,SMc02406,38.150,346,203,5,1097,1440,1075,1411,2.09e-69,254
BME_RS15875,SMc03773,58.491,106,43,1,1,105,101,206,2.49e-43,138
BME_RS15890,SMc01946,67.550,151,49,0,1,151,1,151,6.57e-73,220
BME_RS15895,SMc01946,64.977,217,76,0,1,217,154,370,1.12e-103,301
BME_RS15920,SMc04003,82.927,41,7,0,1,41,1,41,2.32e-19,69.3
BME_RS15950,SMc00885,42.857,70,37,2,46,115,84,150,3.27e-12,62.0
BME_RS15965,SM_b20312,75.617,689,165,1,6,694,10,695,0.0,1077
BME_RS16000,SMc00786,66.272,338,114,0,1,338,1,338,2.06e-165,469
BME_RS16005,SMc00786,71.351,185,53,0,2,186,347,531,9.92e-93,277
BME_RS16055,SMc03832,45.977,87,47,0,12,98,80,166,2.12e-26,93.6
BME_RS16100,SMc04478,63.095,84,29,2,18,101,5,86,5.06e-28,96.7
BME_RS16115,SMc00962,38.725,204,120,4,11,213,9,208,9.13e-38,129
BME_RS16130,SMa0067,37.383,107,64,2,9,112,2,108,6.43e-10,53.1
BME_RS16135,SMa0218,33.019,106,63,3,40,142,189,289,1.87e-09,52.8
BME_RS16145,SMc00505,43.114,167,93,2,5,170,9,174,9.53e-40,132
BME_RS16465,SMc00479,26.263,99,63,2,19,112,17,110,2.75e-08,50.1
BME_RS16510,SMa1174,61.983,121,46,0,1,121,4,124,8.88e-44,145
BME_RS16625,SMc01838,36.000,75,47,1,22,96,5,78,5.77e-11,54.7
BME_RS16635,SMc02248,63.462,208,76,0,1,208,4,211,7.74e-91,263
BME_RS16765,SMc01131,51.675,209,84,4,1,206,13,207,4.26e-60,191
BME_RS16770,SMc01131,71.515,165,46,1,1,164,220,384,4.07e-80,239
BME_RS16775,SMc01126,82.979,376,63,1,6,380,2,377,0.0,604
BME_RS16785,SMc01008,44.828,58,32,0,37,94,67,124,8.73e-09,47.0
BME_RS16810,SMc01708,34.420,276,98,7,251,453,821,1086,2.60e-27,117
BME_RS16835,SMc05021,100.000,32,0,0,1,32,1,32,3.13e-17,63.5
BME_RS16840,SMc04229,38.596,114,70,0,15,128,11,124,1.76e-23,90.1
BME_RS16850,SMc00774,59.873,314,124,1,13,326,4,315,6.15e-132,387
BME_RS16855,SMc00774,78.743,334,71,0,1,334,317,650,0.0,551
BME_RS16860,SM_b21126,61.224,147,57,0,4,150,3,149,1.45e-57,182
BME_RS16970,SM_b20785,50.769,65,32,0,1,65,1,65,4.11e-18,73.6
BME_RS16980,SMc01656,36.211,475,282,5,6,467,5,471,7.21e-91,282
BME_RS16990,SMc03014,59.813,214,86,0,20,233,13,226,2.68e-83,256
BME_RS16995,SMc03014,36.624,314,191,5,1,309,241,551,2.38e-60,200
BME_RS17015,SM_b21475,39.683,63,37,1,1,63,1,62,1.85e-09,47.4
BME_RS17055,SM_b20503,40.447,492,288,4,375,862,7,497,8.99e-112,349
BME_RS17060,SMc01849,27.068,133,92,3,105,237,165,292,8.33e-10,55.8
BME_RS17065,SM_b20965,34.409,93,51,2,11,102,220,303,2.47e-08,48.5
BME_RS17095,SM_b20895,56.471,85,34,1,3,84,1,85,1.58e-25,102
BME_RS17100,SM_b21166,65.750,400,136,1,6,404,68,467,7.97e-170,481
BME_RS17180,SM_b20972,44.000,50,22,1,11,54,4,53,6.34e-08,44.7
BME_RS17190,SMc01225,46.296,54,29,0,1,54,7,60,1.25e-11,54.7
BME_RS17255,SM_b20418,94.220,173,10,0,1,173,110,282,2.26e-117,331
BME_RS17260,SM_b20418,75.000,108,27,0,1,108,1,108,1.64e-52,164
BME_RS17280,SMa2171,36.986,146,91,1,96,240,334,479,2.09e-23,96.3
BME_RS17320,SMc02873,82.816,419,72,0,1,419,1,419,0.0,726
BME_RS17370,SM_b20847,36.538,104,66,0,2,105,6,109,5.86e-14,68.2
BME_RS17400,SMc02910,55.814,43,19,0,1,43,10,52,2.73e-13,58.9
BME_RS17410,SMa1245,69.298,114,35,0,5,118,99,212,2.53e-52,161
BME_RS17415,SMa1245,57.812,64,27,0,19,82,1,64,4.54e-21,81.3
BME_RS17485,SMc03019,34.177,158,104,0,25,182,18,175,9.21e-25,100
