Melitensis16M|Q.,Abortus2308|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BME_RS15365,BAB_RS27190,100.000,498,0,0,1,498,1,498,0.0,1008
BME_RS15370,BAB_RS27185,99.346,306,2,0,1,306,1,306,0.0,616
BME_RS15375,BAB_RS27180,99.630,270,1,0,1,270,1,270,0.0,541
BME_RS15385,BAB_RS27170,100.000,79,0,0,1,79,1,79,2.33e-54,159
BME_RS15390,BAB_RS27165,100.000,131,0,0,1,131,1,131,1.19e-95,268
BME_RS15395,BAB_RS27155,99.554,224,1,0,386,609,1912,2135,2.94e-143,455
BME_RS15405,BAB_RS27150,98.958,192,2,0,1,192,1,192,1.34e-137,379
BME_RS15415,BAB_RS27140,100.000,274,0,0,1,274,1,274,0.0,539
BME_RS15420,BAB_RS27135,100.000,278,0,0,1,278,1,278,0.0,573
BME_RS15425,BAB_RS27130,100.000,405,0,0,1,405,1,405,0.0,827
BME_RS15430,BAB_RS27125,100.000,294,0,0,1,294,1,294,0.0,587
BME_RS15435,BAB_RS27120,99.275,138,1,0,1,138,1,138,1.20e-99,278
BME_RS15440,BAB_RS27115,98.438,128,2,0,1,128,1,128,2.72e-91,256
BME_RS15445,BAB_RS27110,99.187,246,2,0,1,246,1,246,2.60e-174,476
BME_RS15450,BAB_RS27105,100.000,163,0,0,1,163,1,163,3.77e-118,327
BME_RS15455,BAB_RS27100,99.587,242,1,0,1,242,1,242,0.0,493
BME_RS15460,BAB_RS27095,99.462,186,1,0,1,186,1,186,5.76e-135,372
BME_RS15465,BAB_RS27085,100.000,234,0,0,1,234,88,321,1.23e-168,469
BME_RS15470,BAB_RS27080,99.363,157,1,0,3,159,4,160,1.17e-107,300
BME_RS15475,BAB_RS27075,100.000,262,0,0,1,262,1,262,0.0,527
BME_RS15480,BAB_RS27070,100.000,111,0,0,1,111,1,111,3.98e-76,217
BME_RS15485,BAB_RS27065,100.000,140,0,0,1,140,1,140,5.40e-102,285
BME_RS15490,BAB_RS27060,99.206,126,1,0,1,126,1,126,4.93e-92,258
BME_RS15495,BAB_RS27055,100.000,95,0,0,1,95,1,95,9.40e-62,194
BME_RS15500,BAB_RS27050,99.764,424,1,0,1,424,1,424,0.0,860
BME_RS15505,BAB_RS27045,100.000,261,0,0,1,261,1,261,0.0,543
BME_RS15510,BAB_RS27040,99.620,263,1,0,1,263,1,263,0.0,527
BME_RS15515,BAB_RS27035,99.688,321,1,0,1,321,1,321,0.0,641
BME_RS15520,BAB_RS27030,99.524,210,1,0,1,210,1,210,6.50e-158,432
BME_RS15525,BAB_RS27025,99.307,433,3,0,1,433,1,433,0.0,866
BME_RS15530,BAB_RS27020,100.000,145,0,0,1,145,1,145,4.06e-108,300
BME_RS15535,BAB_RS27015,99.415,342,2,0,1,342,1,342,0.0,693
BME_RS15540,BAB_RS27005,99.372,478,3,0,1,478,1,478,0.0,928
BME_RS15545,BAB_RS27000,99.200,250,2,0,1,250,1,250,0.0,494
BME_RS15550,BAB_RS26995,99.693,326,1,0,1,326,1,326,0.0,655
BME_RS15555,BAB_RS26990,96.947,131,2,1,1,129,1,131,6.74e-87,246
BME_RS15560,BAB_RS26985,100.000,325,0,0,1,325,1,325,0.0,657
BME_RS15565,BAB_RS26980,99.502,201,1,0,1,201,1,201,1.18e-146,402
BME_RS15570,BAB_RS26975,99.481,385,2,0,1,385,69,453,0.0,768
BME_RS15575,BAB_RS26970,94.505,182,9,1,1,182,1,181,1.28e-123,348
BME_RS15580,BAB_RS26965,99.618,262,1,0,1,262,1,262,0.0,538
BME_RS15585,BAB_RS26960,100.000,290,0,0,1,290,1,290,0.0,591
BME_RS15590,BAB_RS26955,99.512,205,1,0,1,205,1,205,2.12e-149,416
BME_RS15595,BAB_RS26945,99.346,153,1,0,1,153,1,153,3.08e-103,289
BME_RS15600,BAB_RS26940,100.000,115,0,0,1,115,1,115,1.83e-79,226
BME_RS15615,BAB_RS26925,99.438,356,2,0,1,356,1,356,0.0,699
BME_RS15620,BAB_RS26920,97.902,143,2,1,1,143,1,142,1.19e-102,288
BME_RS15625,BAB_RS26915,100.000,259,0,0,1,259,1,259,0.0,538
BME_RS15630,BAB_RS26910,100.000,247,0,0,1,247,1,247,0.0,506
BME_RS15635,BAB_RS26905,98.947,190,2,0,216,405,124,313,5.77e-130,373
BME_RS15640,BAB_RS26895,95.161,372,0,1,154,525,1,354,0.0,706
BME_RS15645,BAB_RS26890,99.728,367,1,0,1,367,1,367,0.0,738
BME_RS15650,BAB_RS26885,99.327,297,2,0,1,297,1,297,0.0,579
BME_RS15655,BAB_RS26880,100.000,272,0,0,1,272,1,272,0.0,540
BME_RS15660,BAB_RS26875,99.150,353,3,0,1,353,1,353,0.0,714
BME_RS15665,BAB_RS26870,99.787,469,1,0,1,469,1,469,0.0,953
BME_RS15670,BAB_RS26865,99.713,349,1,0,1,349,1,349,0.0,714
BME_RS15675,BAB_RS26860,100.000,324,0,0,1,324,1,324,0.0,668
BME_RS15680,BAB_RS26855,99.546,441,2,0,1,441,1,441,0.0,875
BME_RS15685,BAB_RS26850,99.697,330,1,0,1,330,1,330,0.0,681
BME_RS15690,BAB_RS26845,99.242,396,3,0,1,396,1,396,0.0,800
BME_RS15695,BAB_RS26840,99.533,214,1,0,40,253,1,214,1.59e-160,440
BME_RS15700,BAB_RS26835,99.667,300,1,0,1,300,1,300,0.0,622
BME_RS15705,BAB_RS26830,99.476,572,3,0,1,572,1,572,0.0,1133
BME_RS15710,BAB_RS26825,99.735,377,1,0,1,377,1,377,0.0,767
BME_RS15715,BAB_RS26820,98.753,401,5,0,1,401,1,401,0.0,797
BME_RS15720,BAB_RS26815,100.000,297,0,0,1,297,1,297,0.0,608
BME_RS15725,BAB_RS26810,99.573,234,1,0,1,234,1,234,2.40e-175,478
BME_RS15730,BAB_RS26805,99.728,367,1,0,1,367,1,367,0.0,733
BME_RS15735,BAB_RS26800,99.145,117,1,0,1,117,1,117,5.67e-81,232
BME_RS15740,BAB_RS31450,100.000,80,0,0,1,80,1,80,1.31e-56,165
BME_RS15745,BAB_RS31450,100.000,80,0,0,1,80,1,80,1.31e-56,165
BME_RS15760,BAB_RS26000,94.444,36,2,0,1,36,6,41,8.86e-20,73.2
BME_RS15765,BAB_RS31905,100.000,142,0,0,1,142,1,142,1.74e-93,263
BME_RS15770,BAB_RS31450,100.000,80,0,0,1,80,1,80,1.31e-56,165
BME_RS15775,BAB_RS27830,99.644,281,1,0,1,281,1,281,0.0,565
BME_RS15780,BAB_RS29905,100.000,147,0,0,1,147,1,147,1.08e-105,295
BME_RS15785,BAB_RS33000,100.000,86,0,0,1,86,1,86,4.58e-61,177
BME_RS15790,BAB_RS25655,99.130,115,1,0,1,115,430,544,4.88e-79,238
BME_RS15795,BAB_RS32990,98.462,65,1,0,1,65,1,65,3.68e-44,132
BME_RS15800,BAB_RS32985,94.737,76,0,1,1,76,1,72,2.55e-45,136
BME_RS15805,BAB_RS32980,99.236,1440,11,0,1,1440,1,1440,0.0,2796
BME_RS15810,BAB_RS25495,99.119,227,2,0,1,227,122,348,5.18e-157,448
BME_RS15815,BAB_RS32975,97.980,99,2,0,1,99,1,99,1.14e-68,197
BME_RS15820,BAB_RS32970,100.000,60,0,0,1,60,1,60,2.55e-41,125
BME_RS15825,BAB_RS32965,98.507,67,1,0,1,67,1,67,2.97e-47,140
BME_RS15830,BAB_RS32960,98.438,64,1,0,1,64,1,64,7.20e-43,129
BME_RS15835,BAB_RS32955,100.000,67,0,0,1,67,1,67,1.27e-46,139
BME_RS15840,BAB_RS32950,100.000,61,0,0,1,61,1,61,1.76e-41,125
BME_RS15845,BAB_RS32935,100.000,67,0,0,1,67,1,67,7.87e-48,142
BME_RS15850,BAB_RS32930,100.000,80,0,0,1,80,1,80,2.63e-56,164
BME_RS15855,BAB_RS32925,100.000,64,0,0,1,64,1,64,2.19e-44,133
BME_RS15860,BAB_RS32920,100.000,133,0,0,1,133,1,133,6.13e-96,269
BME_RS15870,BAB_RS32910,100.000,90,0,0,1,90,1,90,6.61e-67,192
BME_RS15875,BAB_RS24745,100.000,107,0,0,1,107,110,216,2.42e-78,226
BME_RS15880,BAB_RS32895,99.187,123,1,0,1,123,1,123,2.48e-89,251
BME_RS15885,BAB_RS32885,98.734,79,1,0,1,79,1,79,3.84e-56,164
BME_RS15890,BAB_RS24455,98.684,152,2,0,1,152,1,152,3.52e-108,309
BME_RS15895,BAB_RS24455,88.991,218,24,0,1,218,154,371,4.81e-144,403
BME_RS15900,BAB_RS32875,100.000,20,0,0,1,20,1,20,4.28e-10,47.8
BME_RS15905,BAB_RS32870,97.101,69,2,0,1,69,1,69,4.04e-47,140
BME_RS15910,BAB_RS24385,98.507,67,1,0,1,67,1,67,2.25e-46,138
BME_RS15915,BAB_RS32865,100.000,67,0,0,1,67,1,67,2.94e-45,135
BME_RS15920,BAB_RS24310,100.000,41,0,0,1,41,1,41,2.19e-25,84.0
BME_RS15925,BAB_RS32860,100.000,73,0,0,1,73,1,73,9.70e-52,152
BME_RS15930,BAB_RS32855,100.000,102,0,0,1,102,1,102,4.31e-73,208
BME_RS15935,BAB_RS32850,98.113,53,1,0,1,53,1,53,1.20e-30,97.8
BME_RS15940,BAB_RS32845,98.305,59,1,0,1,59,1,59,2.56e-40,122
BME_RS15945,BAB_RS32840,96.296,54,2,0,1,54,1,54,1.19e-33,106
BME_RS15950,BAB_RS23950,90.260,154,14,1,1,153,1,154,2.40e-99,289
BME_RS15960,BAB_RS32835,100.000,44,0,0,1,44,1,44,7.38e-29,92.8
BME_RS15965,BAB_RS23760,96.814,408,13,0,1,408,1,408,0.0,797
BME_RS15970,BAB_RS32830,100.000,66,0,0,1,66,1,66,9.02e-46,137
BME_RS15975,BAB_RS33340,100.000,28,0,0,1,28,2,29,4.76e-15,57.0
BME_RS15980,BAB_RS32820,100.000,81,0,0,1,81,1,81,1.72e-57,167
BME_RS15985,BAB_RS32815,97.619,84,2,0,1,84,1,84,5.51e-58,169
BME_RS15990,BAB_RS32805,100.000,75,0,0,1,75,1,75,5.75e-51,150
BME_RS15995,BAB_RS32800,99.010,101,1,0,1,101,1,101,2.70e-73,209
BME_RS16000,BAB_RS32795,99.112,338,3,0,1,338,1,338,0.0,692
BME_RS16005,BAB_RS32795,99.462,186,1,0,1,186,346,531,8.06e-136,387
BME_RS16010,BAB_RS23490,100.000,37,0,0,20,56,1,37,1.10e-20,74.7
BME_RS16015,BAB_RS32790,100.000,93,0,0,1,93,1,93,5.94e-66,190
BME_RS16020,BAB_RS32785,98.413,126,2,0,1,126,1,126,1.62e-90,254
BME_RS16025,BAB_RS32780,100.000,50,0,0,1,50,1,50,4.17e-33,103
BME_RS16030,BAB_RS32775,100.000,48,0,0,1,48,1,48,1.13e-30,97.8
BME_RS16035,BAB_RS32770,100.000,89,0,0,1,89,1,89,3.63e-62,180
BME_RS16040,BAB_RS32765,100.000,62,0,0,1,62,1,62,1.21e-43,131
BME_RS16045,BAB_RS32760,99.248,133,1,0,1,133,1,133,1.98e-96,270
BME_RS16050,BAB_RS32755,96.667,30,1,0,1,30,1,30,6.74e-17,64.7
BME_RS16055,BAB_RS32750,100.000,99,0,0,1,99,1,99,1.43e-71,204
BME_RS16060,BAB_RS32745,100.000,59,0,0,1,59,1,59,9.15e-40,121
BME_RS16065,BAB_RS32740,100.000,68,0,0,1,68,1,68,5.44e-47,140
BME_RS16070,BAB_RS32735,75.714,70,17,0,1,70,1,70,1.27e-33,108
BME_RS16075,BAB_RS32730,100.000,142,0,0,1,142,1,142,2.96e-104,290
BME_RS16080,BAB_RS32725,100.000,84,0,0,1,84,1,84,4.44e-57,167
BME_RS16085,BAB_RS32720,98.810,84,1,0,1,84,1,84,1.09e-59,173
BME_RS16090,BAB_RS32715,100.000,89,0,0,1,89,1,89,2.52e-61,178
BME_RS16095,BAB_RS32710,100.000,87,0,0,1,87,1,87,1.01e-63,184
BME_RS16100,BAB_RS32705,99.180,122,1,0,1,122,1,122,7.23e-84,237
BME_RS16105,BAB_RS32700,96.774,62,2,0,1,62,1,62,2.68e-39,120
BME_RS16110,BAB_RS32695,63.636,44,10,1,1,38,1,44,6.81e-13,53.5
BME_RS16115,BAB_RS22555,99.582,239,1,0,1,239,1,239,1.34e-175,479
BME_RS16120,BAB_RS32690,100.000,78,0,0,1,78,1,78,3.65e-53,156
BME_RS16125,BAB_RS32685,100.000,59,0,0,1,59,1,59,3.20e-39,120
BME_RS16130,BAB_RS22445,99.107,112,1,0,1,112,1,112,5.74e-74,219
BME_RS16135,BAB_RS22445,99.412,170,1,0,1,170,140,309,4.82e-121,340
BME_RS16140,BAB_RS32680,100.000,68,0,0,1,68,1,68,1.74e-47,141
BME_RS16145,BAB_RS22370,100.000,104,0,0,1,104,1,104,1.27e-71,209
BME_RS16150,BAB_RS32675,98.361,61,1,0,1,61,1,61,5.20e-40,122
BME_RS16155,BAB_RS32425,93.333,30,2,0,1,30,54,83,4.43e-15,58.5
BME_RS16160,BAB_RS32665,100.000,65,0,0,1,65,1,65,3.61e-46,137
BME_RS16165,BAB_RS32660,100.000,66,0,0,1,66,1,66,3.23e-45,135
BME_RS16170,BAB_RS32655,100.000,75,0,0,1,75,1,75,4.40e-52,153
BME_RS16175,BAB_RS32645,100.000,63,0,0,1,63,1,63,2.30e-44,133
BME_RS16180,BAB_RS32640,100.000,25,0,0,1,25,1,25,3.78e-14,54.3
BME_RS16185,BAB_RS32635,98.734,79,1,0,1,79,1,79,1.07e-53,158
BME_RS16190,BAB_RS32630,100.000,66,0,0,1,66,1,66,8.25e-44,132
BME_RS16195,BAB_RS32625,100.000,66,0,0,1,66,1,66,1.43e-42,129
BME_RS16200,BAB_RS21315,100.000,59,0,0,1,59,75,133,1.03e-38,120
BME_RS16205,BAB_RS21315,100.000,52,0,0,5,56,1,52,4.67e-33,107
BME_RS16210,BAB_RS32620,100.000,126,0,0,1,126,1,126,4.45e-89,251
BME_RS16215,BAB_RS32615,100.000,74,0,0,1,74,1,74,6.97e-48,142
BME_RS16225,BAB_RS32610,100.000,67,0,0,1,67,1,67,2.85e-45,136
BME_RS16230,BAB_RS32605,100.000,72,0,0,1,72,1,72,2.37e-49,146
BME_RS16235,BAB_RS32600,98.630,73,1,0,1,73,1,73,1.27e-49,147
BME_RS16240,BAB_RS32595,97.500,80,2,0,1,80,1,80,1.42e-53,158
BME_RS16245,BAB_RS32590,100.000,73,0,0,1,73,1,73,8.54e-44,132
BME_RS16250,BAB_RS32585,100.000,41,0,0,1,41,1,41,1.42e-26,86.7
BME_RS16255,BAB_RS32580,100.000,50,0,0,1,50,1,50,3.33e-34,106
BME_RS16260,BAB_RS32570,98.507,67,1,0,1,67,1,67,1.85e-43,131
BME_RS16265,BAB_RS32565,100.000,79,0,0,1,79,1,79,1.40e-56,165
BME_RS16270,BAB_RS32560,98.734,79,1,0,1,79,1,79,1.57e-54,160
BME_RS16275,BAB_RS32555,98.387,62,1,0,1,62,1,62,3.03e-41,125
BME_RS16280,BAB_RS32540,93.103,87,6,0,1,87,1,87,1.47e-54,160
BME_RS16285,BAB_RS32535,100.000,85,0,0,1,85,1,85,6.52e-59,171
BME_RS16290,BAB_RS32525,100.000,73,0,0,1,73,1,73,2.38e-49,146
BME_RS16295,BAB_RS32520,100.000,77,0,0,1,77,1,77,2.38e-52,154
BME_RS16300,BAB_RS32505,98.462,65,1,0,1,65,1,65,5.29e-44,132
BME_RS16305,BAB_RS32500,98.507,67,1,0,1,67,1,67,5.54e-43,130
BME_RS16310,BAB_RS32495,100.000,60,0,0,1,60,1,60,7.63e-42,126
BME_RS16315,BAB_RS28215,86.250,80,11,0,1,80,1,80,6.88e-46,142
BME_RS16320,BAB_RS32490,100.000,43,0,0,1,43,1,43,3.17e-27,88.6
BME_RS16325,BAB_RS32480,100.000,68,0,0,1,68,1,68,7.01e-48,142
BME_RS16330,BAB_RS32475,96.739,92,3,0,1,92,1,92,2.34e-64,186
BME_RS16335,BAB_RS32470,98.701,77,1,0,1,77,1,77,7.34e-53,155
BME_RS16340,BAB_RS32465,100.000,64,0,0,1,64,1,64,3.38e-43,130
BME_RS16345,BAB_RS32460,100.000,66,0,0,1,66,1,66,3.28e-46,138
BME_RS16350,BAB_RS32455,83.721,86,12,2,1,85,1,85,6.52e-34,108
BME_RS16355,BAB_RS32440,100.000,60,0,0,1,60,1,60,6.79e-41,124
BME_RS16360,BAB_RS28215,86.250,80,11,0,1,80,1,80,6.17e-46,142
BME_RS16365,BAB_RS32435,100.000,127,0,0,1,127,1,127,9.47e-87,245
BME_RS16370,BAB_RS32425,100.000,83,0,0,1,83,1,83,2.64e-58,170
BME_RS16375,BAB_RS32420,100.000,59,0,0,1,59,1,59,6.61e-39,119
BME_RS16380,BAB_RS32415,100.000,79,0,0,1,79,1,79,1.70e-56,165
BME_RS16385,BAB_RS32405,98.667,75,1,0,1,75,1,75,1.11e-51,152
BME_RS16390,BAB_RS19555,100.000,63,0,0,1,63,1,63,1.58e-43,131
BME_RS16395,BAB_RS19510,99.639,277,1,0,1,277,1,277,0.0,570
BME_RS16400,BAB_RS32395,98.765,81,1,0,1,81,1,81,4.57e-56,164
BME_RS16405,BAB_RS32390,99.281,139,1,0,1,139,1,139,2.47e-104,290
BME_RS16410,BAB_RS19450,95.673,208,2,1,1,208,1,201,1.00e-131,378
BME_RS16415,BAB_RS19450,98.820,339,4,0,1,339,219,557,0.0,672
BME_RS16420,BAB_RS32385,100.000,76,0,0,1,76,1,76,3.52e-51,151
BME_RS16425,BAB_RS32380,100.000,59,0,0,1,59,1,59,4.60e-39,119
BME_RS16430,BAB_RS32375,100.000,66,0,0,1,66,1,66,7.44e-45,134
BME_RS16435,BAB_RS32370,98.611,72,1,0,1,72,1,72,4.91e-48,143
BME_RS16440,BAB_RS32365,100.000,44,0,0,1,44,27,70,4.30e-28,91.7
BME_RS16445,BAB_RS32355,98.592,71,1,0,1,71,1,71,3.52e-48,143
BME_RS16450,BAB_RS32340,98.214,56,1,0,1,56,1,56,1.49e-36,113
BME_RS16455,BAB_RS32335,100.000,64,0,0,1,64,1,64,1.39e-43,131
BME_RS16460,BAB_RS32315,98.958,96,1,0,1,96,1,96,1.17e-66,192
BME_RS16465,BAB_RS18665,99.471,189,1,0,1,189,1,189,4.26e-143,392
BME_RS16470,BAB_RS32310,98.571,70,1,0,1,70,1,70,7.15e-48,142
BME_RS16475,BAB_RS32305,100.000,76,0,0,1,76,1,76,2.49e-53,157
BME_RS16480,BAB_RS32300,99.225,129,1,0,1,129,1,129,7.35e-93,260
BME_RS16485,BAB_RS18535,100.000,59,0,0,1,59,1,59,3.83e-37,126
BME_RS16490,BAB_RS32290,100.000,50,0,0,1,50,1,50,5.55e-33,103
BME_RS16495,BAB_RS32285,99.593,246,1,0,1,246,1,246,0.0,503
BME_RS16500,BAB_RS18560,100.000,79,0,0,1,79,1,79,3.89e-55,161
BME_RS16505,BAB_RS28215,86.250,80,11,0,1,80,1,80,4.75e-46,142
BME_RS16510,BAB_RS32280,100.000,312,0,0,1,312,1,312,0.0,625
BME_RS16515,BAB_RS32275,97.872,47,1,0,1,47,1,47,2.43e-29,94.4
BME_RS16520,BAB_RS32265,100.000,116,0,0,1,116,1,116,3.06e-82,233
BME_RS16525,BAB_RS32260,91.870,246,15,1,1,246,1,241,3.13e-160,446
BME_RS16530,BAB_RS32255,99.265,272,2,0,1,272,1,272,0.0,548
BME_RS16535,BAB_RS32250,100.000,48,0,0,1,48,1,48,9.55e-32,100
BME_RS16540,BAB_RS32245,75.926,54,13,0,10,63,31,84,3.25e-26,88.2
BME_RS16545,BAB_RS32235,80.519,77,13,1,1,77,1,75,2.50e-39,121
BME_RS16550,BAB_RS32225,100.000,87,0,0,1,87,1,87,2.56e-60,175
BME_RS16555,BAB_RS32220,98.649,74,1,0,1,74,1,74,5.41e-51,150
BME_RS16560,BAB_RS32215,100.000,119,0,0,1,119,1,119,2.14e-85,241
BME_RS16565,BAB_RS32210,98.734,79,1,0,1,79,1,79,2.23e-53,157
BME_RS16570,BAB_RS32205,100.000,59,0,0,1,59,1,59,1.75e-39,120
BME_RS16575,BAB_RS18040,100.000,53,0,0,39,91,1,53,5.71e-33,110
BME_RS16585,BAB_RS32200,100.000,71,0,0,1,71,1,71,5.66e-47,140
BME_RS16590,BAB_RS33140,94.444,36,2,0,1,36,1,36,1.11e-20,71.6
BME_RS16595,BAB_RS32190,100.000,48,0,0,1,48,1,48,2.44e-30,96.7
BME_RS16600,BAB_RS32185,100.000,77,0,0,1,77,1,77,3.54e-54,159
BME_RS16605,BAB_RS32175,100.000,71,0,0,1,71,1,71,2.92e-48,143
BME_RS16610,BAB_RS32170,100.000,47,0,0,1,47,1,47,2.06e-27,94.4
BME_RS16615,BAB_RS17660,100.000,44,0,0,1,44,1,44,2.81e-29,95.1
BME_RS16620,BAB_RS32165,94.690,113,6,0,1,113,1,113,8.38e-77,220
BME_RS16625,BAB_RS17615,100.000,114,0,0,1,114,1,114,2.34e-82,237
BME_RS16630,BAB_RS17615,100.000,60,0,0,1,60,144,203,4.33e-43,135
BME_RS16635,BAB_RS17585,100.000,213,0,0,1,213,1,213,2.50e-152,418
BME_RS16640,BAB_RS32160,100.000,118,0,0,1,118,1,118,7.96e-84,237
BME_RS16645,BAB_RS32155,99.029,103,1,0,1,103,1,103,1.33e-73,210
BME_RS16650,BAB_RS32140,100.000,102,0,0,1,102,1,102,2.09e-73,209
BME_RS16655,BAB_RS32135,98.936,94,1,0,1,94,1,94,2.49e-62,181
BME_RS16660,BAB_RS32605,100.000,72,0,0,1,72,1,72,2.37e-49,146
BME_RS16665,BAB_RS32610,100.000,67,0,0,1,67,1,67,2.85e-45,136
BME_RS16675,BAB_RS32110,100.000,63,0,0,1,63,1,63,1.35e-41,128
BME_RS16680,BAB_RS17245,100.000,78,0,0,1,78,1,78,6.51e-57,166
BME_RS16685,BAB_RS32100,99.379,161,1,0,1,161,1,161,2.62e-120,332
BME_RS16690,BAB_RS32095,100.000,209,0,0,1,209,1,209,1.11e-150,413
BME_RS16695,BAB_RS32090,100.000,159,0,0,1,159,1,159,3.12e-116,322
BME_RS16700,BAB_RS32080,100.000,104,0,0,1,104,1,104,9.06e-76,215
BME_RS16705,BAB_RS32075,100.000,69,0,0,1,69,1,69,2.86e-48,143
BME_RS16710,BAB_RS17100,95.413,109,1,1,1,105,1,109,2.41e-72,207
BME_RS16715,BAB_RS32070,98.496,133,2,0,1,133,1,133,4.91e-97,271
BME_RS16720,BAB_RS16900,96.970,66,2,0,1,66,1,66,3.46e-44,133
BME_RS16725,BAB_RS32060,97.674,43,1,0,1,43,1,43,2.33e-27,89.0
BME_RS16730,BAB_RS32055,100.000,81,0,0,1,81,1,81,3.00e-57,167
BME_RS16735,BAB_RS32050,100.000,60,0,0,1,60,1,60,3.71e-41,125
BME_RS16740,BAB_RS32045,100.000,134,0,0,1,134,1,134,1.74e-95,268
BME_RS16745,BAB_RS32040,100.000,66,0,0,1,66,1,66,1.03e-45,137
BME_RS16750,BAB_RS32035,100.000,86,0,0,1,86,1,86,1.96e-59,173
BME_RS16755,BAB_RS32030,100.000,70,0,0,1,70,1,70,1.14e-48,144
BME_RS16760,BAB_RS32025,100.000,121,0,0,1,121,1,121,8.97e-89,249
BME_RS16765,BAB_RS16630,100.000,204,0,0,1,204,1,204,4.96e-150,419
BME_RS16770,BAB_RS16630,99.390,164,1,0,1,164,218,381,5.85e-117,332
BME_RS16775,BAB_RS32020,99.519,416,2,0,1,416,1,416,0.0,843
BME_RS16780,BAB_RS32015,100.000,67,0,0,1,67,1,67,4.89e-44,132
BME_RS16785,BAB_RS32010,98.936,94,1,0,1,94,1,94,2.59e-67,194
BME_RS16790,BAB_RS32005,100.000,108,0,0,1,108,1,108,5.50e-77,219
BME_RS16795,BAB_RS31995,100.000,70,0,0,1,70,1,70,3.99e-48,143
BME_RS16800,BAB_RS16310,100.000,108,0,0,94,201,1,108,1.39e-78,227
BME_RS16805,BAB_RS31980,100.000,63,0,0,1,63,1,63,1.38e-43,131
BME_RS16810,BAB_RS31975,93.097,507,35,0,1,507,1,507,0.0,909
BME_RS16815,BAB_RS31970,100.000,61,0,0,1,61,1,61,5.07e-43,129
BME_RS16825,BAB_RS31965,100.000,68,0,0,1,68,1,68,2.49e-46,138
BME_RS16830,BAB_RS31960,69.767,43,13,0,1,43,1,43,3.23e-14,59.3
BME_RS16835,BAB_RS31945,96.875,32,1,0,1,32,1,32,1.07e-16,61.2
BME_RS16840,BAB_RS31940,97.273,110,3,0,1,110,1,110,4.87e-75,221
BME_RS16845,BAB_RS31935,100.000,82,0,0,1,82,1,82,5.51e-58,169
BME_RS16850,BAB_RS24575,27.000,300,195,8,36,320,12,302,3.14e-23,96.7
BME_RS16855,BAB_RS24575,23.631,347,226,10,10,335,321,649,4.78e-19,84.7
BME_RS16860,BAB_RS16005,94.000,150,9,0,1,150,1,150,2.83e-98,285
BME_RS16865,BAB_RS31930,98.485,66,1,0,1,66,1,66,4.92e-44,132
BME_RS16875,BAB_RS31925,100.000,107,0,0,1,107,1,107,1.05e-74,213
BME_RS16880,BAB_RS33240,72.727,33,9,0,44,76,34,66,1.83e-10,48.1
BME_RS16885,BAB_RS33030,100.000,73,0,0,1,73,1,73,3.09e-50,149
BME_RS16895,BAB_RS33020,100.000,69,0,0,1,69,1,69,2.86e-48,143
BME_RS16900,BAB_RS33015,100.000,81,0,0,25,105,4,84,2.03e-57,168
BME_RS16905,BAB_RS33010,100.000,91,0,0,1,91,1,91,5.17e-64,185
BME_RS16910,BAB_RS33005,100.000,83,0,0,1,83,1,83,1.94e-59,172
BME_RS16915,BAB_RS33080,100.000,68,0,0,1,68,1,68,1.00e-46,139
BME_RS16920,BAB_RS33075,100.000,69,0,0,1,69,1,69,1.01e-47,142
BME_RS16925,BAB_RS33070,100.000,82,0,0,1,82,1,82,1.19e-56,166
BME_RS16930,BAB_RS33065,100.000,94,0,0,1,94,1,94,7.11e-67,192
BME_RS16935,BAB_RS33060,98.795,83,1,0,1,83,1,83,2.44e-57,167
BME_RS16940,BAB_RS33055,100.000,69,0,0,1,69,1,69,1.26e-47,142
BME_RS16945,BAB_RS33050,98.592,71,1,0,1,71,1,71,1.75e-50,149
BME_RS16950,BAB_RS33045,100.000,93,0,0,1,93,1,93,4.09e-66,190
BME_RS16955,BAB_RS26480,99.519,416,2,0,1,416,1,416,0.0,848
BME_RS16960,BAB_RS33040,100.000,66,0,0,1,66,1,66,1.55e-44,134
BME_RS16965,BAB_RS33555,99.038,104,1,0,1,104,1,104,2.66e-74,212
BME_RS16970,BAB_RS31855,98.507,67,1,0,1,67,1,67,8.86e-42,134
BME_RS16975,BAB_RS33545,100.000,45,0,0,1,45,1,45,9.86e-28,90.1
BME_RS16980,BAB_RS31655,99.145,468,4,0,1,468,1,468,0.0,941
BME_RS16985,BAB_RS33540,100.000,67,0,0,1,67,1,67,1.41e-45,136
BME_RS16990,BAB_RS31615,100.000,242,0,0,1,242,1,242,1.16e-172,484
BME_RS16995,BAB_RS31615,99.399,333,2,0,1,333,248,580,0.0,674
BME_RS17000,BAB_RS31505,98.113,53,1,0,1,53,1,53,1.70e-32,107
BME_RS17005,BAB_RS33530,99.200,125,1,0,1,125,1,125,5.26e-90,253
BME_RS17010,BAB_RS33525,100.000,74,0,0,1,74,1,74,2.91e-48,144
BME_RS17015,BAB_RS33520,100.000,94,0,0,1,94,1,94,7.57e-68,194
BME_RS17020,BAB_RS33510,98.387,62,1,0,1,62,1,62,7.76e-42,126
BME_RS17025,BAB_RS33505,100.000,61,0,0,1,61,1,61,6.21e-42,127
BME_RS17030,BAB_RS33500,100.000,67,0,0,1,67,1,67,3.55e-47,140
