O_anthropi|Q.,S_meliloti|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
OANT_RS21070,SMa1741,58.103,253,105,1,7,258,8,260,3.29e-103,299
OANT_RS21080,SMc02890,21.934,693,456,27,5,666,1,639,6.66e-17,82.0
OANT_RS21085,SM_b21691,32.251,431,277,8,5,428,3,425,1.06e-66,217
OANT_RS21095,SMa0065,52.404,208,99,0,16,223,19,226,3.82e-67,204
OANT_RS21100,SM_b21438,37.209,301,184,4,4,300,7,306,1.96e-66,209
OANT_RS21105,SM_b20443,30.000,100,70,0,17,116,38,137,3.43e-08,48.1
OANT_RS21110,SM_b20444,39.046,461,238,3,5,422,3,463,1.13e-107,323
OANT_RS21115,SM_b20445,58.166,349,142,1,5,353,6,350,4.35e-137,392
OANT_RS21120,SM_b20446,58.543,398,159,1,1,398,1,392,2.30e-172,485
OANT_RS21125,SM_b20749,42.531,482,246,8,17,482,18,484,2.21e-110,333
OANT_RS21130,SMa0667,50.000,170,66,3,17,178,3,161,3.18e-46,147
OANT_RS21135,SMa0669,69.268,410,125,1,1,410,1,409,0.0,595
OANT_RS21145,SM_b20291,40.785,331,178,4,32,351,1,324,6.15e-62,219
OANT_RS21150,SM_b20292,30.794,315,201,5,13,315,15,324,2.32e-41,144
OANT_RS21160,SM_b20531,39.877,163,97,1,4,165,16,178,1.96e-33,114
OANT_RS21175,SMc01281,36.709,158,90,2,92,239,83,240,4.38e-27,104
OANT_RS21205,SMc02437,31.088,579,391,5,78,651,140,715,3.90e-78,261
OANT_RS21215,SMc03123,33.657,309,198,4,32,336,5,310,6.33e-48,161
OANT_RS21220,SMc01032,36.364,176,99,3,1,163,1,176,1.25e-20,91.3
OANT_RS21225,SMc01031,46.914,324,170,2,3,325,133,455,1.85e-100,301
OANT_RS21230,SMc01030,40.823,316,187,0,25,340,31,346,7.20e-80,245
OANT_RS21255,SMc03783,31.471,340,193,10,219,556,73,374,1.51e-32,128
OANT_RS21275,SMa1227,35.859,198,127,0,5,202,6,203,2.72e-40,134
OANT_RS21280,SMa1229,33.333,258,162,5,253,505,242,494,4.09e-33,129
OANT_RS21290,SMc02419,49.573,117,59,0,1,117,200,316,7.52e-36,122
OANT_RS21295,SM_b20111,44.779,565,274,8,4,561,6,539,1.58e-159,464
OANT_RS21300,SM_b21006,68.750,64,20,0,1,64,8,71,9.91e-22,77.8
OANT_RS21305,SM_b21007,65.217,138,48,0,6,143,2,139,6.42e-70,204
OANT_RS21310,SM_b21008,66.667,102,34,0,5,106,9,110,4.42e-50,152
OANT_RS21320,SMc01657,67.822,721,227,2,6,726,9,724,0.0,1019
OANT_RS21325,SMc01658,48.954,239,117,3,16,251,7,243,1.22e-75,227
OANT_RS21330,SMc01659,58.424,368,147,4,1,364,11,376,1.94e-159,449
OANT_RS21335,SMc02812,38.462,221,126,3,34,252,7,219,2.49e-34,121
OANT_RS21340,SM_b21525,31.726,394,243,7,24,404,21,401,1.04e-42,155
OANT_RS21345,SMc02691,33.163,392,249,5,2,383,8,396,1.45e-58,194
OANT_RS21350,SMc04084,31.985,272,159,9,11,272,10,265,2.19e-19,83.6
OANT_RS21365,SMc02232,25.000,252,168,7,16,253,27,271,1.69e-10,58.2
OANT_RS21370,SMc02876,37.021,235,140,4,8,239,20,249,4.43e-33,118
OANT_RS21385,SMc00713,32.934,167,109,2,73,238,6,170,1.17e-19,81.6
OANT_RS21390,SMa0498,29.323,266,184,3,1,264,1,264,3.82e-34,124
OANT_RS21395,SMc00502,34.254,181,115,3,34,211,35,214,3.48e-26,98.6
OANT_RS21400,SMc02442,39.512,205,119,3,67,270,68,268,5.23e-46,154
OANT_RS21405,SMc02778,26.446,242,171,4,3,242,18,254,8.68e-17,75.1
OANT_RS21410,SMa0802,39.070,215,131,0,23,237,29,243,1.84e-50,164
OANT_RS21415,SMa0952,34.752,282,167,5,13,290,16,284,9.78e-45,151
OANT_RS21420,SM_b20363,47.024,336,165,3,10,341,11,337,3.59e-103,305
OANT_RS21425,SMa2209,25.786,318,206,11,11,318,6,303,3.43e-18,82.0
OANT_RS21430,SM_b20745,86.431,339,46,0,1,339,1,339,0.0,635
OANT_RS21440,SMc01169,86.828,372,49,0,1,372,1,372,0.0,666
OANT_RS21445,SMc01168,82.353,153,27,0,1,153,1,153,1.01e-93,265
OANT_RS21450,SM_b20676,45.574,305,143,5,11,294,4,306,3.51e-67,209
OANT_RS21455,SMc02561,35.789,95,55,1,68,162,64,152,6.96e-12,58.9
OANT_RS21460,SM_b21555,52.703,592,271,5,1,585,1,590,0.0,590
OANT_RS21470,SM_b20337,52.128,188,90,0,6,193,11,198,5.82e-65,196
OANT_RS21475,SMa0089,78.462,130,28,0,1,130,7,136,2.22e-79,228
OANT_RS21480,SMc00562,34.167,120,78,1,14,133,14,132,5.98e-13,60.1
OANT_RS21490,SMc01036,60.976,82,32,0,1,82,1,82,8.87e-27,91.3
OANT_RS21500,SMc03075,100.000,25,0,0,1,25,1,25,1.43e-11,48.5
OANT_RS21505,SMc03221,78.947,38,8,0,1,38,2,39,1.35e-12,52.0
OANT_RS21510,SMc03220,86.815,493,65,0,446,938,429,921,0.0,774
OANT_RS21515,SMc03074,84.000,25,4,0,1,25,1,25,1.29e-09,43.9
OANT_RS21525,SMc03222,94.253,174,10,0,321,494,321,494,4.60e-98,302
OANT_RS21530,SMc02875,43.369,279,158,0,8,286,4,282,3.39e-69,214
OANT_RS21535,SM_b20994,58.824,136,55,1,1,135,27,162,3.44e-53,163
OANT_RS21540,SMc03799,34.140,372,183,13,6,374,9,321,3.55e-46,159
OANT_RS21550,SMc04245,56.897,348,136,4,1,345,1,337,2.09e-123,356
OANT_RS21555,SMc04244,69.403,268,82,0,16,283,1,268,2.23e-139,392
OANT_RS21560,SMc04243,67.528,271,88,0,15,285,2,272,3.64e-125,355
OANT_RS21565,SMc04242,60.769,130,48,2,9,136,3,131,1.96e-54,165
OANT_RS21575,SMc03057,26.415,159,114,3,1,157,1,158,3.84e-20,80.9
OANT_RS21580,SMc03072,32.407,108,64,4,47,151,17,118,9.49e-08,45.8
OANT_RS21585,SMc03071,44.000,150,59,4,1,140,1,135,6.77e-29,104
OANT_RS21595,SMc03055,39.583,240,144,1,9,248,6,244,2.13e-62,194
OANT_RS21600,SMc03054,69.912,678,204,0,19,696,18,695,0.0,958
OANT_RS21605,SMc03053,68.966,87,27,0,2,88,2,88,7.96e-41,127
OANT_RS21610,SMc03052,53.435,131,56,1,8,133,5,135,3.72e-44,139
OANT_RS21615,SMc03051,57.812,128,54,0,6,133,2,129,4.17e-50,155
OANT_RS21620,SMc03050,47.000,100,53,0,1,100,1,100,6.29e-30,101
OANT_RS21625,SMc03049,35.817,349,218,4,1,347,1,345,7.87e-65,206
OANT_RS21630,SMc03048,40.619,485,273,5,1,484,1,471,8.35e-99,303
OANT_RS21635,SMc03047,48.905,411,191,7,1,397,1,406,1.32e-114,338
OANT_RS21640,SMc03046,70.222,225,63,1,1,225,1,221,1.36e-102,294
OANT_RS21645,SMc03045,61.798,178,68,0,1,178,10,187,2.08e-81,237
OANT_RS21655,SMc03043,32.187,407,247,8,41,426,31,429,7.94e-41,148
OANT_RS21660,SMc03042,45.153,392,175,7,8,369,10,391,7.34e-113,332
OANT_RS21670,SMc03014,45.307,554,280,7,21,561,14,557,2.23e-154,452
OANT_RS21675,SMc03040,43.917,337,161,6,1,326,1,320,7.15e-80,243
OANT_RS21685,SMc03036,68.868,212,65,1,35,245,33,244,6.15e-104,299
OANT_RS21690,SMc03035,39.286,168,85,5,6,164,4,163,1.65e-28,101
OANT_RS21695,SMc03034,52.301,239,104,4,9,242,3,236,5.66e-80,238
OANT_RS21700,SMc03033,42.197,173,85,2,11,183,18,175,6.31e-38,127
OANT_RS21705,SMc03032,58.475,354,147,0,52,405,18,371,7.01e-143,409
OANT_RS21710,SMc03031,47.297,148,71,2,16,157,19,165,1.35e-33,114
OANT_RS21715,SMc03030,72.137,262,73,0,1,262,1,262,4.13e-144,402
OANT_RS21720,SMc03029,50.893,112,53,2,1,111,1,111,1.31e-26,92.8
OANT_RS21725,SMc03028,60.584,137,54,0,4,140,2,138,1.32e-60,181
OANT_RS21730,SMc03027,53.279,122,55,2,1,121,1,121,3.46e-41,130
OANT_RS21735,SMc03026,31.122,196,111,9,14,200,3,183,7.42e-15,67.0
OANT_RS21740,SMc03025,56.595,417,180,1,28,444,35,450,7.97e-154,442
OANT_RS21745,SMc03024,44.444,234,130,0,6,239,5,238,1.54e-70,214
OANT_RS21750,SMc03023,54.440,259,115,1,4,262,4,259,1.92e-96,281
OANT_RS21755,SMc03022,68.683,281,88,0,1,281,1,281,6.13e-144,404
OANT_RS21760,SMc03021,25.403,248,168,8,78,316,76,315,8.11e-14,68.2
OANT_RS21770,SMc03020,61.538,78,30,0,37,114,130,207,9.68e-27,95.9
OANT_RS21775,SMc03019,35.588,340,210,2,13,348,7,341,5.65e-66,209
OANT_RS21780,SMc03018,50.142,351,175,0,1,351,1,351,3.98e-117,341
OANT_RS21785,SMc03017,49.630,135,68,0,1,135,3,137,3.31e-45,142
OANT_RS21790,SMc00170,32.258,186,109,4,73,251,67,242,1.81e-13,65.9
OANT_RS21795,SMc03169,48.325,209,107,1,38,246,23,230,2.30e-59,186
OANT_RS21800,SMc03168,59.509,326,132,0,83,408,50,375,1.01e-122,358
OANT_RS21805,SMc03167,70.635,504,148,0,13,516,17,520,0.0,714
OANT_RS21810,SMc01605,71.662,367,104,0,1,367,1,367,0.0,542
OANT_RS21815,SMc01606,81.648,267,49,0,30,296,2,268,1.05e-160,446
OANT_RS21820,SMc01607,76.172,256,61,0,6,261,1,256,4.26e-144,402
OANT_RS21825,SMc01608,66.952,351,116,0,1,351,1,351,2.93e-175,488
OANT_RS21830,SMc04262,61.996,471,177,2,1,469,1,471,0.0,579
OANT_RS21840,SMa2313,29.358,327,200,6,9,324,5,311,4.32e-27,109
OANT_RS21845,SMc02469,26.975,367,212,14,15,369,18,340,2.10e-28,111
OANT_RS21850,SM_b21505,32.258,434,269,12,13,435,3,422,1.17e-49,172
OANT_RS21855,SMc03058,38.065,310,191,1,21,330,21,329,1.49e-78,241
OANT_RS21880,SM_b21506,28.315,445,300,6,119,556,61,493,1.06e-43,161
OANT_RS21885,SMc02982,65.497,171,59,0,19,189,17,187,6.11e-73,216
OANT_RS21890,SMc02983,80.371,377,74,0,1,377,3,379,0.0,606
OANT_RS21895,SMc03245,37.255,255,141,6,24,266,55,302,7.16e-28,111
OANT_RS21900,SMc02984,62.585,294,110,0,1,294,1,294,1.11e-136,386
OANT_RS21905,SMc02985,50.515,194,93,2,32,224,23,214,2.45e-69,209
OANT_RS21910,SMc02986,49.240,329,137,3,20,347,25,324,1.20e-99,296
OANT_RS21915,SMc02989,45.312,64,35,0,6,69,5,68,2.35e-12,53.5
OANT_RS21920,SMc03151,44.395,223,123,1,1,222,1,223,3.07e-67,204
OANT_RS21925,SMc03198,48.588,354,177,2,4,352,3,356,3.43e-104,308
OANT_RS21930,SMc03197,65.865,208,71,0,7,214,11,218,4.32e-84,247
OANT_RS21935,SMc03196,43.825,251,134,1,1,244,8,258,8.35e-59,185
OANT_RS21940,SMc03156,62.333,300,112,1,6,305,17,315,8.38e-131,372
OANT_RS21950,SMc03153,70.616,211,62,0,1,211,1,211,1.41e-103,295
OANT_RS21955,SMc04010,40.469,640,274,20,39,654,4,560,5.38e-119,363
OANT_RS21960,SMc04011,38.462,507,281,5,1,479,1,504,1.71e-113,343
OANT_RS21970,SMc04012,74.043,601,156,0,19,619,25,625,0.0,945
OANT_RS21975,SMc04013,59.424,382,152,1,6,384,4,385,5.30e-166,467
OANT_RS21980,SMc04014,51.707,205,96,3,25,228,20,222,5.94e-62,191
OANT_RS21985,SMc04016,73.499,483,126,1,1,481,1,483,0.0,770
OANT_RS21995,SMc04017,66.667,93,29,1,33,123,29,121,4.62e-40,127
OANT_RS22000,SMc04019,64.857,350,115,1,1,350,1,342,1.75e-169,473
OANT_RS22005,SMc04020,75.767,326,78,1,1,326,1,325,1.14e-175,487
OANT_RS22010,SMc04021,52.000,150,71,1,1,150,1,149,1.17e-43,139
OANT_RS22015,SM_b20830,49.849,331,160,3,9,333,7,337,2.29e-112,327
OANT_RS22020,SMc04022,39.486,428,238,8,83,504,43,455,3.03e-77,248
OANT_RS22030,SMc04023,74.576,295,75,0,1,295,1,295,4.43e-166,460
OANT_RS22035,SMc04024,56.992,379,162,1,34,411,27,405,4.45e-160,454
OANT_RS22040,SMc04025,42.602,392,195,10,1,363,17,407,6.52e-88,269
OANT_RS22050,SMc04026,84.948,485,72,1,1,484,1,485,0.0,831
OANT_RS22055,SMc04028,80.900,1555,295,1,31,1583,20,1574,0.0,2632
OANT_RS22060,SMc04029,65.205,342,119,0,3,344,3,344,3.14e-167,468
OANT_RS22065,SMc04040,69.032,155,46,2,1,155,1,153,5.80e-71,208
OANT_RS22075,SMc04041,46.626,326,171,2,1,324,1,325,4.73e-93,278
OANT_RS22080,SMc04042,59.073,259,103,2,1,259,1,256,1.58e-105,304
OANT_RS22085,SMc04043,62.676,284,106,0,13,296,10,293,1.36e-122,350
OANT_RS22090,SMc04044,88.034,117,14,0,3,119,4,120,7.07e-74,213
OANT_RS22095,SMc04060,96.000,25,1,0,1,25,1,25,3.00e-10,45.4
OANT_RS22100,SM_b20088,56.542,214,91,2,1,213,1,213,3.21e-76,239
OANT_RS22115,SM_b21454,51.807,83,34,2,2,78,19,101,1.99e-24,85.9
OANT_RS22125,SM_b20236,64.865,37,13,0,10,46,6,42,1.53e-09,49.7
OANT_RS22130,SM_b20075,65.306,49,17,0,8,56,10,58,1.08e-17,67.0
OANT_RS22155,SMc00371,73.125,160,43,0,5,164,3,162,1.21e-84,243
OANT_RS22170,SMa5002,48.544,103,53,0,3,105,2,104,9.36e-33,107
OANT_RS22175,SM_b20087,52.764,199,90,1,1,199,1,195,2.34e-39,131
OANT_RS22185,SM_b21448,56.044,182,79,1,19,199,28,209,2.06e-72,216
OANT_RS22195,SM_b21484,48.980,147,75,0,14,160,17,163,5.55e-46,146
OANT_RS22205,SM_b20073,72.085,283,79,0,4,286,3,285,7.60e-158,439
OANT_RS22210,SM_b20067,50.000,144,72,0,1,144,26,169,2.63e-45,143
OANT_RS22215,SMa1948,51.082,231,113,0,4,234,6,236,4.30e-80,238
OANT_RS22220,SMa1948,58.228,237,99,0,1,237,1,237,2.04e-105,302
OANT_RS22230,SM_b21484,44.516,155,81,2,7,157,15,168,9.37e-35,117
OANT_RS22240,SM_b20491,47.826,184,96,0,18,201,8,191,6.47e-65,196
OANT_RS22250,SMa0113,37.168,226,136,3,132,352,628,852,6.01e-39,145
OANT_RS22255,SMc00604,38.696,230,116,9,3,228,4,212,1.03e-27,102
OANT_RS22260,SM_b21445,39.384,292,172,2,35,325,35,322,1.22e-65,210
OANT_RS22265,SMa0426,59.690,258,104,0,5,262,6,263,4.50e-111,318
OANT_RS22270,SMc03959,45.412,861,430,15,3,831,6,858,0.0,692
OANT_RS22275,SM_b21406,56.654,263,111,2,4,264,6,267,3.09e-106,308
OANT_RS22325,SMc03278,76.821,151,35,0,1,151,1,151,1.45e-79,229
OANT_RS22330,SMc03279,88.136,118,14,0,1,118,1,118,4.23e-76,218
OANT_RS22335,SMc03280,88.018,217,26,0,1,217,1,217,2.00e-137,395
OANT_RS22340,SMc03284,72.414,58,16,0,130,187,2,59,3.20e-23,85.1
OANT_RS22350,SMc02184,44.318,88,49,0,1,88,1,88,7.24e-21,76.6
OANT_RS22365,SMa1874,52.113,71,34,0,98,168,1,71,1.61e-19,76.6
OANT_RS22375,SMa0841,67.213,61,20,0,24,84,75,135,5.50e-23,91.7
OANT_RS22395,SMa1188,44.932,296,161,1,40,333,36,331,1.06e-88,267
OANT_RS22400,SMa1186,62.712,177,59,4,4,178,7,178,2.62e-75,221
OANT_RS22405,SMa1185,67.754,276,88,1,1,276,1,275,1.54e-108,313
OANT_RS22410,SMa1184,60.726,303,115,4,1,301,1,301,4.71e-121,347
OANT_RS22415,SMa1183,62.613,444,162,3,7,449,6,446,0.0,574
OANT_RS22420,SMa1182,82.786,639,109,1,1,638,1,639,0.0,1117
OANT_RS22425,SMa1179,66.621,737,228,4,10,744,31,751,0.0,1023
OANT_RS22435,SMc03891,29.148,223,130,8,74,288,48,250,1.82e-14,69.3
OANT_RS22440,SMc03891,28.326,233,149,7,62,292,34,250,1.23e-14,70.1
OANT_RS22455,SMc01017,40.000,85,51,0,54,138,47,131,2.93e-11,56.6
OANT_RS22460,SMc02256,51.596,376,179,1,22,394,15,390,8.93e-133,384
OANT_RS22465,SM_b21691,42.361,432,240,5,5,429,3,432,4.14e-115,343
OANT_RS22475,SM_b20994,70.896,134,39,0,1,134,27,160,5.47e-71,209
OANT_RS22480,SMc00514,30.286,175,120,2,7,180,2,175,4.59e-26,95.9
OANT_RS22490,SMc01017,36.905,84,53,0,54,137,47,130,6.55e-10,53.5
OANT_RS22495,SMc03968,31.065,338,204,11,5,328,4,326,1.67e-36,131
OANT_RS22510,SM_b21107,24.538,379,229,14,11,361,3,352,1.44e-17,80.5
OANT_RS22515,SM_b21155,27.711,498,344,7,4,500,9,491,1.00e-51,181
OANT_RS22520,SM_b20706,45.763,236,117,3,18,245,22,254,1.34e-73,223
OANT_RS22525,SMa0303,34.100,261,154,5,7,258,3,254,8.18e-34,122
OANT_RS22530,SM_b20307,35.000,200,129,1,9,207,10,209,9.10e-28,102
OANT_RS22535,SM_b20312,49.849,331,164,2,1,329,363,693,5.35e-111,335
OANT_RS22540,SM_b20318,61.514,317,122,0,24,340,27,343,6.61e-122,352
OANT_RS22545,SM_b20317,57.594,507,213,1,8,514,5,509,0.0,582
OANT_RS22550,SM_b20316,59.581,334,133,1,3,336,2,333,1.03e-146,414
OANT_RS22555,SM_b20315,56.426,319,139,0,5,323,7,325,6.74e-98,290
OANT_RS22560,SM_b20674,26.822,343,237,5,11,347,3,337,3.22e-27,107
OANT_RS22565,SMc02595,40.209,383,214,7,7,386,27,397,1.57e-75,238
OANT_RS22570,SMa1261,54.023,87,37,2,9,94,19,103,8.21e-27,92.4
OANT_RS22575,SMa1259,49.231,455,228,1,1,455,1,452,1.46e-117,349
OANT_RS22580,SMa1256,55.429,175,77,1,1,175,1,174,2.10e-67,201
OANT_RS22585,SMa1255,53.012,83,39,0,12,94,18,100,1.27e-28,97.4
OANT_RS22590,SMa1250,79.255,376,78,0,1,376,1,376,0.0,639
OANT_RS22595,SMa1247,55.431,267,115,3,40,305,38,301,2.49e-105,307
OANT_RS22600,SMa1245,71.028,214,62,0,18,231,1,214,4.39e-117,330
OANT_RS22610,SMa1279,56.216,185,80,1,2,186,4,187,3.19e-69,206
OANT_RS22620,SMa1276,92.000,150,12,0,1,150,1,150,5.08e-107,299
OANT_RS22625,SMa1273,87.723,448,55,0,1,448,1,448,0.0,812
OANT_RS22630,SMa1272,82.963,270,46,0,1,270,1,270,1.26e-165,457
OANT_RS22635,SMa1269,66.244,631,207,4,1,629,1,627,0.0,834
OANT_RS22640,SM_b20378,44.635,466,256,2,8,471,15,480,9.32e-135,395
OANT_RS22645,SMa0259,28.517,263,177,7,28,286,17,272,1.26e-24,97.8
OANT_RS22650,SMc04165,27.885,104,75,0,2,105,26,129,1.65e-09,54.7
OANT_RS22655,SMc02116,26.506,332,225,8,8,324,9,336,5.51e-14,70.1
OANT_RS22660,SM_b20580,30.435,299,206,2,8,305,6,303,1.64e-37,133
OANT_RS22665,SM_b20568,24.479,384,275,12,10,384,19,396,9.43e-18,81.6
OANT_RS22675,SMc03119,42.489,233,131,1,1,233,4,233,4.15e-60,186
OANT_RS22680,SM_b20785,38.367,245,151,0,1,245,1,245,3.39e-55,175
OANT_RS22685,SMc03117,38.571,280,159,4,36,314,47,314,5.00e-52,172
OANT_RS22690,SM_b20604,34.021,291,159,6,22,300,259,528,1.75e-32,123
OANT_RS22695,SM_b20568,28.065,367,249,9,9,364,20,382,5.05e-29,114
OANT_RS22705,SMc02404,26.645,304,206,8,16,315,2,292,3.06e-19,83.6
OANT_RS22710,SM_b20123,32.660,297,200,0,1,297,1,297,3.04e-48,160
OANT_RS22715,SMc00786,56.604,530,227,1,6,532,2,531,0.0,653
OANT_RS22720,SM_b21042,43.735,407,220,5,2,406,11,410,9.33e-103,308
OANT_RS22725,SM_b20585,72.289,581,159,2,1,579,1,581,0.0,859
OANT_RS22735,SMa0112,74.242,132,34,0,1,132,8,139,1.11e-70,206
OANT_RS22740,SM_b20457,43.695,341,186,1,14,354,18,352,1.67e-98,295
OANT_RS22750,SM_b20463,49.231,130,66,0,41,170,35,164,2.57e-38,126
OANT_RS22755,SM_b20462,57.556,311,129,1,1,308,1,311,9.83e-131,372
OANT_RS22760,SM_b20461,42.458,179,93,3,4,178,3,175,3.02e-45,146
OANT_RS22765,SMc02641,59.039,437,176,2,1,435,1,436,0.0,522
OANT_RS22770,SM_b20460,69.631,596,181,0,18,613,17,612,0.0,890
OANT_RS22775,SM_b20459,67.988,328,105,0,1,328,1,328,2.72e-162,453
OANT_RS22780,SM_b20458,72.414,319,86,1,4,320,29,347,2.79e-172,479
OANT_RS22785,SMa1654,56.221,217,95,0,18,234,14,230,2.39e-89,261
OANT_RS22790,SMa1652,45.267,243,133,0,1,243,1,243,2.20e-68,209
OANT_RS22795,SMc01948,49.367,237,119,1,2,238,3,238,5.74e-76,228
OANT_RS22800,SMc01949,38.610,259,145,4,4,250,13,269,7.03e-55,176
OANT_RS22805,SMc01950,28.521,284,178,6,57,317,158,439,2.74e-25,102
OANT_RS22810,SMc01951,32.881,295,182,7,3,286,6,295,1.16e-39,138
OANT_RS22830,SM_b20037,57.295,281,120,0,2,282,1,281,5.17e-105,305
OANT_RS22835,SM_b20033,60.476,210,83,0,7,216,5,214,1.69e-91,265
OANT_RS22840,SM_b20581,66.930,632,199,5,1,627,1,627,0.0,839
OANT_RS22845,SM_b20036,79.042,334,69,1,5,337,5,338,0.0,558
OANT_RS22850,SM_b20035,77.594,424,95,0,1,424,1,424,0.0,588
OANT_RS22855,SM_b20034,67.456,169,55,0,1,169,1,169,9.99e-80,233
OANT_RS22860,SM_b21492,53.927,191,87,1,9,199,31,220,6.78e-74,220
OANT_RS22865,SM_b20365,24.444,315,212,9,49,353,39,337,5.86e-15,72.4
OANT_RS22870,SMa2193,27.470,415,251,8,8,373,14,427,6.09e-33,125
OANT_RS22875,SMa2225,32.979,470,269,13,6,453,5,450,2.72e-44,159
OANT_RS22885,SM_b21275,30.894,246,168,2,14,258,13,257,1.99e-37,130
OANT_RS22890,SMc00772,35.593,236,149,2,61,294,67,301,1.46e-41,143
OANT_RS22895,SMc01965,45.115,348,181,3,1,343,1,343,6.47e-102,301
OANT_RS22900,SMc00263,35.965,228,145,1,34,260,30,257,3.31e-35,125
OANT_RS22905,SMc02884,33.048,351,199,11,2,348,1,319,3.79e-41,145
OANT_RS22910,SMc04127,41.752,491,278,3,34,521,18,503,1.30e-116,351
OANT_RS22915,SM_b20126,32.302,291,195,2,38,327,58,347,3.14e-34,127
OANT_RS22920,SMa2123,28.966,290,197,4,12,292,12,301,1.09e-35,128
OANT_RS22930,SMc01105,66.238,311,104,1,2,311,4,314,7.66e-143,403
OANT_RS22935,SMc01103,36.093,302,188,3,3,303,2,299,8.68e-45,152
OANT_RS22940,SMc00620,76.728,434,101,0,21,454,19,452,0.0,694
OANT_RS22945,SMc02634,71.064,667,174,5,6,661,8,666,0.0,980
OANT_RS22955,SMc01779,46.667,375,195,4,7,377,15,388,5.89e-102,306
OANT_RS22975,SMa2391,48.363,397,189,5,1,388,1,390,7.33e-124,361
OANT_RS22980,SM_b20045,40.588,340,179,7,1,326,1,331,1.66e-71,223
OANT_RS22985,SM_b20598,55.750,400,161,7,13,398,21,418,2.08e-151,432
OANT_RS22995,SM_b20933,39.394,198,117,3,508,702,703,900,2.77e-30,125
OANT_RS23010,SM_b21294,37.500,168,94,4,1,160,1,165,9.88e-32,109
OANT_RS23015,SM_b21294,33.019,106,68,2,28,131,63,167,6.62e-14,62.4
OANT_RS23020,SM_b21294,35.417,144,77,5,11,140,26,167,1.96e-17,72.0
OANT_RS23030,SMc04459,46.167,574,287,9,35,598,37,598,4.37e-175,509
OANT_RS23035,SMc02433,45.829,875,380,12,116,915,4,859,0.0,700
OANT_RS23060,SMc00287,45.205,73,39,1,25,96,2,74,1.37e-16,69.3
OANT_RS23065,SMa5029,84.483,58,9,0,55,112,1,58,2.85e-28,99.4
OANT_RS23110,SMc02761,35.922,103,65,1,39,140,4,106,1.47e-23,85.9
OANT_RS23115,SM_b21555,33.333,357,228,4,26,374,28,382,1.95e-48,170
OANT_RS23120,SMa0643,51.389,72,32,1,30,98,5,76,8.96e-17,66.6
OANT_RS23125,SMc00676,85.498,331,47,1,6,335,1,331,0.0,600
OANT_RS23130,SMc02359,47.350,283,149,0,3,285,5,287,2.00e-78,238
OANT_RS23135,SMc02358,51.915,235,110,2,27,259,1,234,6.43e-80,238
OANT_RS23140,SMc02356,34.759,374,230,10,21,384,21,390,4.90e-58,191
OANT_RS23145,SMc02357,47.436,234,122,1,364,596,6,239,3.47e-64,209
OANT_RS23150,SMc01602,31.387,274,188,0,1,274,8,281,1.72e-47,158
OANT_RS23155,SMc02355,48.571,210,102,2,12,215,7,216,1.51e-66,202
OANT_RS23160,SMc02352,40.092,434,259,1,11,444,5,437,3.38e-110,329
OANT_RS23165,SMc02354,42.562,242,136,2,22,260,12,253,7.76e-58,183
OANT_RS23170,SMc02413,54.713,435,193,3,5,436,4,437,4.91e-162,461
OANT_RS23180,SMa0405,52.632,95,44,1,251,345,1,94,8.81e-22,85.9
OANT_RS23185,SMc03248,89.744,156,16,0,1,156,121,276,2.58e-105,300
OANT_RS23190,SMa1875,34.234,444,265,10,1,426,15,449,6.93e-67,221
OANT_RS23210,SMc02406,45.874,412,179,11,634,1012,1011,1411,1.68e-95,328
OANT_RS23225,SMa1836,69.169,373,115,0,1,373,1,373,0.0,525
OANT_RS23230,SMc01802,29.846,325,189,14,6,319,22,318,1.14e-22,94.0
OANT_RS23235,SMc02121,88.703,239,27,0,1,239,19,257,1.06e-163,450
OANT_RS23240,SMa0081,51.415,212,102,1,1,212,1,211,2.11e-73,219
OANT_RS23245,SMa0079,44.335,203,113,0,5,207,5,207,7.84e-55,172
OANT_RS23250,SM_b21098,35.160,219,127,7,11,223,13,222,1.61e-18,82.8
OANT_RS23255,SMa0082,39.922,258,150,3,4,260,12,265,3.98e-61,191
OANT_RS23260,SMa2289,32.540,126,73,5,14,134,8,126,8.40e-13,58.9
OANT_RS23265,SM_b20203,27.848,158,105,3,1,158,1,149,9.33e-13,65.1
OANT_RS23295,SMa2251,69.189,185,56,1,148,332,1,184,2.78e-78,235
OANT_RS23305,SMa2257,63.281,384,137,1,1,380,1,384,2.28e-177,496
OANT_RS23325,SMa0841,67.213,61,20,0,24,84,75,135,5.50e-23,91.7
OANT_RS23340,SMa2395,79.082,392,80,2,1,391,1,391,0.0,655
OANT_RS23345,SMa2393,50.153,327,153,5,1,320,1,324,1.31e-110,322
OANT_RS23350,SMa2391,43.467,375,197,4,32,404,33,394,2.53e-95,289
OANT_RS23355,SMa0738,78.462,65,13,1,1,65,1,64,3.87e-31,100
OANT_RS23375,SMa2391,25.459,381,245,12,49,424,51,397,2.99e-18,83.6
OANT_RS23390,SMc02709,61.290,62,24,0,1,62,1,62,3.92e-25,85.9
OANT_RS23395,SM_b21167,48.403,407,206,3,30,434,27,431,4.07e-124,367
OANT_RS23400,SMc02710,65.436,298,102,1,1,298,1,297,4.25e-140,397
OANT_RS23410,SMc04436,84.810,79,12,0,7,85,9,87,6.58e-45,137
