S_meliloti|Q.,Abortus2308|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
SMc03124,BAB_RS32795,25.364,481,304,16,77,529,65,518,1.25e-24,103
SMc03125,BAB_RS31235,50.498,301,144,3,7,302,9,309,1.97e-99,294
SMc03126,BAB_RS31315,49.842,317,152,4,3,316,20,332,1.02e-101,299
SMc03127,BAB_RS23540,39.701,335,172,3,1,305,1,335,1.67e-73,226
SMc03128,BAB_RS28435,36.885,244,153,1,50,293,43,285,5.16e-49,161
SMc03129,BAB_RS21610,31.169,154,94,6,5,154,17,162,1.08e-08,50.8
SMc03131,BAB_RS29240,26.038,265,170,7,11,271,9,251,1.71e-18,79.3
SMc03132,BAB_RS28605,28.827,392,268,4,6,392,12,397,1.06e-48,168
SMc03133,BAB_RS29005,36.967,211,133,0,110,320,8,218,1.19e-39,136
SMc03134,BAB_RS29070,30.403,273,175,5,23,288,7,271,2.93e-23,93.6
SMc03135,BAB_RS19595,74.583,240,61,0,12,251,30,269,4.93e-144,400
SMc03138,BAB_RS16465,26.556,241,142,10,23,235,25,258,8.12e-08,48.9
SMc03140,BAB_RS29795,27.193,228,162,2,11,238,25,248,1.94e-13,64.7
SMc03141,BAB_RS16950,33.110,299,197,2,53,349,401,698,7.81e-44,157
SMc03147,BAB_RS18155,36.402,239,150,2,462,700,356,592,3.35e-35,138
SMc03150,BAB_RS16845,35.659,129,63,3,96,224,133,241,1.82e-16,72.8
SMc03151,BAB_RS26790,45.740,223,120,1,1,223,1,222,2.34e-66,201
SMc03152,BAB_RS20190,66.383,235,76,2,1,232,1,235,8.84e-109,309
SMc03153,BAB_RS26760,70.149,201,60,0,1,201,1,201,8.03e-98,280
SMc03156,BAB_RS26770,63.333,300,109,1,17,315,6,305,2.96e-139,393
SMc03157,BAB_RS26300,68.340,259,81,1,1,258,1,259,2.88e-131,368
SMc03158,BAB_RS27670,48.848,217,108,1,4,220,7,220,1.83e-58,181
SMc03159,BAB_RS27675,51.205,332,155,3,28,358,24,349,1.10e-105,311
SMc03161,BAB_RS18640,67.259,394,100,2,1,394,1,365,0.0,555
SMc03162,BAB_RS18635,83.143,350,59,0,1,350,1,350,0.0,628
SMc03163,BAB_RS18645,83.945,436,69,1,1,436,1,435,0.0,773
SMc03164,BAB_RS18650,71.816,479,135,0,1,479,1,479,0.0,707
SMc03165,BAB_RS18655,58.065,341,142,1,1,341,1,340,3.35e-125,360
SMc03167,BAB_RS26895,62.228,368,117,2,155,522,1,346,1.08e-163,465
SMc03168,BAB_RS26905,67.021,188,62,0,189,376,124,311,5.99e-84,255
SMc03169,BAB_RS26910,47.619,210,109,1,23,231,37,246,4.98e-59,184
SMc03170,BAB_RS31830,30.435,92,64,0,10,101,163,254,2.34e-10,56.2
SMc03171,BAB_RS24200,69.008,242,75,0,3,244,6,247,2.95e-111,317
SMc03172,BAB_RS21520,37.975,474,261,8,6,463,5,461,5.07e-96,295
SMc03173,BAB_RS19625,26.937,271,162,12,36,288,2,254,6.92e-11,60.8
SMc03175,BAB_RS26390,35.793,271,157,6,2,264,3,264,5.27e-41,142
SMc03178,BAB_RS16950,29.860,499,314,6,384,874,216,686,7.17e-64,225
SMc03179,BAB_RS29855,67.958,955,306,0,42,996,18,972,0.0,1280
SMc03180,BAB_RS29850,74.107,112,29,0,1,112,1,112,1.78e-55,165
SMc03181,BAB_RS29845,62.894,539,195,2,3,539,2,537,0.0,614
SMc03182,BAB_RS29840,43.210,162,87,5,1,160,1,159,8.60e-36,119
SMc03183,BAB_RS29835,61.364,88,34,0,6,93,6,93,9.55e-30,98.6
SMc03184,BAB_RS29830,49.167,120,61,0,1,120,1,120,2.59e-26,92.0
SMc03186,BAB_RS27185,35.811,296,185,3,7,301,4,295,4.44e-51,167
SMc03187,BAB_RS22245,54.582,251,114,0,1,251,1,251,4.99e-96,278
SMc03188,BAB_RS22160,52.261,398,190,0,15,412,4,401,1.24e-134,389
SMc03189,BAB_RS22240,42.339,248,135,4,14,259,6,247,3.84e-52,167
SMc03190,BAB_RS22180,52.000,250,116,3,3,249,310,558,1.26e-70,223
SMc03191,BAB_RS22175,50.633,237,117,0,6,242,4,240,1.13e-79,236
SMc03192,BAB_RS22170,67.327,202,66,0,5,206,3,204,1.04e-90,261
SMc03193,BAB_RS22165,28.638,426,274,16,10,422,4,412,4.41e-25,103
SMc03196,BAB_RS26775,43.860,228,121,1,31,258,24,244,1.53e-48,157
SMc03197,BAB_RS26780,64.977,217,76,0,4,220,1,217,4.17e-87,254
SMc03198,BAB_RS26785,48.870,354,176,2,3,356,4,352,9.40e-98,291
SMc03200,BAB_RS28915,49.438,356,180,0,5,360,2,357,2.15e-108,322
SMc03201,BAB_RS29750,80.198,404,65,1,7,410,7,395,0.0,679
SMc03202,BAB_RS29745,77.381,336,76,0,1,336,1,336,0.0,571
SMc03203,BAB_RS29740,60.000,435,161,4,1,426,1,431,1.14e-174,492
SMc03204,BAB_RS29735,70.130,462,136,2,4,464,1,461,0.0,647
SMc03205,BAB_RS27930,78.571,294,63,0,1,294,1,294,2.21e-179,493
SMc03206,BAB_RS23125,31.609,174,111,4,17,188,10,177,9.10e-15,67.0
SMc03210,BAB_RS28590,36.667,150,95,0,4,153,3,152,2.69e-28,99.4
SMc03220,BAB_RS24805,88.439,173,20,0,251,423,270,442,6.35e-78,271
SMc03221,BAB_RS31440,81.579,38,7,0,2,39,1,38,1.80e-14,56.2
SMc03222,BAB_RS23835,93.478,46,3,0,449,494,450,495,4.39e-19,86.3
SMc03226,BAB_RS24960,65.534,206,71,0,8,213,12,217,3.34e-96,276
SMc03227,BAB_RS24955,77.698,139,30,1,1,139,1,138,3.09e-82,235
SMc03228,BAB_RS24950,57.895,95,38,1,1,95,1,93,6.07e-32,104
SMc03229,BAB_RS24945,45.231,325,174,3,10,333,4,325,5.92e-72,223
SMc03230,BAB_RS24940,72.500,360,98,1,1,360,1,359,0.0,532
SMc03231,BAB_RS24935,63.259,313,110,1,1,308,1,313,1.22e-137,389
SMc03232,BAB_RS24930,38.559,236,137,4,2,235,3,232,7.84e-34,118
SMc03233,BAB_RS24925,32.544,338,198,7,121,431,101,435,5.42e-35,132
SMc03234,BAB_RS24920,52.795,483,225,1,1,483,1,480,6.31e-144,422
SMc03235,BAB_RS32915,39.437,142,80,1,1,136,1,142,7.09e-34,114
SMc03237,BAB_RS24905,60.697,402,158,0,6,407,8,409,4.86e-164,464
SMc03238,BAB_RS25430,50.000,96,48,0,1,96,1,96,1.18e-26,91.3
SMc03239,BAB_RS25435,82.386,176,31,0,1,176,1,176,2.46e-111,311
SMc03242,BAB_RS28085,89.309,608,65,0,1,608,1,608,0.0,1119
SMc03245,BAB_RS18785,64.720,411,144,1,25,434,14,424,3.54e-171,484
SMc03246,BAB_RS17105,31.156,398,251,11,3,395,4,383,1.60e-47,164
SMc03247,BAB_RS25075,33.962,159,96,4,52,209,154,304,2.92e-14,67.4
SMc03248,BAB_RS18580,29.412,102,67,2,69,166,72,172,9.34e-11,56.2
SMc03252,BAB_RS24725,47.451,255,133,1,20,274,5,258,3.21e-64,202
SMc03258,BAB_RS24185,33.180,217,138,5,1,215,1,212,5.13e-25,95.1
SMc03259,BAB_RS19125,27.542,236,170,1,6,240,4,239,7.70e-24,95.1
SMc03264,BAB_RS29125,31.156,199,131,1,61,253,98,296,6.64e-25,99.8
SMc03265,BAB_RS24495,39.175,388,236,0,26,413,31,418,8.02e-104,311
SMc03267,BAB_RS29125,27.076,277,163,3,68,338,103,346,6.29e-26,102
SMc03268,BAB_RS15965,47.645,552,259,7,27,576,5,528,5.31e-164,477
SMc03269,BAB_RS31295,25.360,556,343,18,6,532,2,514,1.09e-31,124
SMc03272,BAB_RS31305,49.796,245,123,0,35,279,51,295,1.20e-79,239
SMc03277,BAB_RS30540,41.775,462,268,1,71,531,3,464,2.07e-115,347
SMc03278,BAB_RS29600,39.062,128,67,2,23,150,37,153,1.70e-18,73.9
SMc03279,BAB_RS29605,54.237,118,53,1,1,118,1,117,2.02e-40,127
SMc03280,BAB_RS29610,45.205,219,117,2,1,216,1,219,1.68e-53,177
SMc03295,BAB_RS29600,42.857,56,32,0,7,62,38,93,1.51e-09,49.7
SMc03298,BAB_RS29610,36.313,537,301,10,8,534,8,513,8.35e-95,295
SMc03300,BAB_RS29605,46.018,113,60,1,2,113,4,116,1.92e-29,99.4
SMc03301,BAB_RS29600,39.344,61,32,1,8,68,36,91,1.30e-08,47.0
SMc03744,BAB_RS23270,73.171,82,22,0,1,82,1,82,6.41e-38,119
SMc03751,BAB_RS29605,36.782,87,55,0,1,87,1,87,1.68e-19,75.5
SMc03754,BAB_RS31300,37.061,313,197,0,1,313,1,313,2.28e-70,218
SMc03770,BAB_RS24755,68.571,105,29,1,1,105,1,101,1.55e-46,144
SMc03772,BAB_RS24750,86.517,89,12,0,1,89,1,89,5.07e-52,154
SMc03773,BAB_RS24745,58.011,181,75,1,26,206,35,214,9.35e-82,239
SMc03774,BAB_RS24745,36.943,157,97,2,20,174,36,192,2.01e-28,102
SMc03775,BAB_RS24730,77.477,333,75,0,41,373,1,333,1.27e-173,484
SMc03776,BAB_RS24725,70.321,374,111,0,6,379,3,376,1.82e-178,498
SMc03777,BAB_RS24720,72.300,426,118,0,1,426,1,426,0.0,623
SMc03778,BAB_RS24715,70.466,193,57,0,1,193,24,216,2.32e-98,281
SMc03779,BAB_RS24760,93.333,30,2,0,1,30,1,30,4.16e-16,59.7
SMc03780,BAB_RS24710,67.021,94,31,0,59,152,15,108,1.31e-44,140
SMc03781,BAB_RS24705,60.947,169,57,1,1,160,1,169,2.07e-70,207
SMc03782,BAB_RS24695,49.292,424,207,2,38,460,33,449,1.21e-126,372
SMc03783,BAB_RS24690,70.522,441,127,1,1,438,1,441,0.0,626
SMc03785,BAB_RS24685,73.006,163,44,0,4,166,15,177,7.64e-91,259
SMc03786,BAB_RS29555,83.230,161,27,0,1,161,1,161,4.39e-97,274
SMc03787,BAB_RS29560,65.049,103,36,0,1,103,1,103,5.08e-48,145
SMc03788,BAB_RS16240,51.590,1132,468,16,7,1116,4,1077,0.0,1092
SMc03789,BAB_RS16245,40.795,478,277,4,65,537,7,483,6.59e-112,338
SMc03790,BAB_RS16250,33.333,198,110,5,111,301,98,280,1.55e-20,86.3
SMc03791,BAB_RS28050,69.286,140,43,0,1,140,1,140,6.70e-71,206
SMc03792,BAB_RS28065,70.149,67,20,0,1,67,1,67,2.55e-34,108
SMc03793,BAB_RS28060,56.491,285,123,1,9,292,45,329,7.80e-97,285
SMc03795,BAB_RS28055,82.090,201,36,0,1,201,1,201,5.87e-127,353
SMc03797,BAB_RS29910,61.513,304,117,0,24,327,1,304,1.09e-147,415
SMc03798,BAB_RS20110,47.774,337,174,1,3,337,1,337,7.66e-113,328
SMc03799,BAB_RS27550,53.699,365,118,3,9,323,16,379,5.30e-130,373
SMc03800,BAB_RS28000,61.963,163,62,0,61,223,2,164,1.64e-71,212
SMc03801,BAB_RS28005,54.655,333,139,4,1,330,6,329,7.41e-126,360
SMc03802,BAB_RS28010,61.883,223,78,1,1,216,1,223,1.72e-88,258
SMc03803,BAB_RS28015,63.333,60,22,0,3,62,5,64,5.70e-23,79.3
SMc03804,BAB_RS24990,67.980,406,125,2,3,408,14,414,0.0,536
SMc03805,BAB_RS24985,71.930,285,79,1,6,289,10,294,1.35e-152,426
SMc03806,BAB_RS20830,66.964,112,37,0,1,112,1,112,8.81e-52,155
SMc03807,BAB_RS24980,52.955,423,180,6,26,446,26,431,1.48e-136,396
SMc03808,BAB_RS24975,64.426,863,273,6,14,874,19,849,0.0,1056
SMc03809,BAB_RS25470,61.137,211,70,3,20,219,21,230,1.26e-87,255
SMc03810,BAB_RS29180,30.222,225,132,10,50,265,52,260,1.68e-10,56.6
SMc03812,BAB_RS30220,37.241,145,86,4,9,151,2,143,1.34e-18,82.0
SMc03813,BAB_RS31635,27.160,162,108,5,53,211,56,210,6.10e-08,50.1
SMc03814,BAB_RS28155,37.725,334,193,3,16,335,14,346,2.74e-55,181
SMc03815,BAB_RS22430,40.081,247,147,1,14,259,3,249,9.42e-61,189
SMc03816,BAB_RS31820,26.822,343,219,10,15,351,9,325,9.43e-15,71.6
SMc03817,BAB_RS31820,29.677,155,98,6,96,246,167,314,5.54e-09,53.1
SMc03818,BAB_RS25475,65.299,268,92,1,1,268,1,267,1.57e-132,372
SMc03819,BAB_RS25480,47.020,151,79,1,1,151,1,150,9.32e-42,133
SMc03820,BAB_RS25485,83.700,227,37,0,1,227,1,227,3.11e-141,391
SMc03821,BAB_RS25490,51.765,170,82,0,13,182,11,180,1.38e-53,165
SMc03822,BAB_RS20980,35.583,163,102,3,11,172,3,163,2.40e-21,82.8
SMc03823,BAB_RS25025,90.405,469,45,0,1,469,1,469,0.0,870
SMc03824,BAB_RS24505,35.417,96,60,1,14,109,14,107,6.32e-11,53.9
SMc03825,BAB_RS22700,31.890,254,172,1,9,261,7,260,5.62e-33,124
SMc03826,BAB_RS16265,94.815,405,21,0,1,405,1,405,0.0,790
SMc03827,BAB_RS16270,49.296,213,108,0,1,213,7,219,4.15e-67,202
SMc03828,BAB_RS25720,75.665,263,64,0,1,263,1,263,3.71e-146,406
SMc03829,BAB_RS25715,83.276,293,48,1,1,292,1,293,1.44e-161,448
SMc03830,BAB_RS25710,81.081,296,56,0,22,317,26,321,2.43e-179,495
SMc03831,BAB_RS16280,85.195,385,57,0,26,410,27,411,0.0,703
SMc03832,BAB_RS16290,61.677,167,64,0,1,167,1,167,2.75e-76,222
SMc03833,BAB_RS16295,52.893,121,57,0,1,121,1,121,1.95e-43,135
SMc03834,BAB_RS16300,48.958,96,49,0,1,96,1,96,9.70e-31,101
SMc03835,BAB_RS16315,77.273,176,40,0,1,176,1,176,2.69e-92,265
SMc03836,BAB_RS16320,58.216,213,76,1,13,225,34,233,3.35e-85,249
SMc03837,BAB_RS16325,75.576,217,53,0,5,221,9,225,4.17e-116,328
SMc03838,BAB_RS16330,63.258,841,306,1,26,863,9,849,0.0,1001
SMc03839,BAB_RS16335,74.286,245,62,1,1,244,1,245,2.15e-130,365
SMc03840,BAB_RS23880,38.788,165,100,1,1,165,1,164,3.01e-31,108
SMc03841,BAB_RS21345,65.829,199,68,0,4,202,8,206,9.13e-101,287
SMc03843,BAB_RS23565,30.097,103,66,2,1,97,10,112,9.70e-08,43.5
SMc03844,BAB_RS16350,67.327,101,33,0,36,136,33,133,7.71e-48,147
SMc03845,BAB_RS16355,43.556,225,115,5,43,262,17,234,6.75e-57,179
SMc03846,BAB_RS16360,82.735,892,154,0,5,896,4,895,0.0,1526
SMc03847,BAB_RS16365,50.935,214,91,3,1,205,1,209,6.06e-70,209
SMc03848,BAB_RS16370,72.851,221,58,1,1,219,1,221,8.55e-94,270
SMc03849,BAB_RS16375,75.934,241,58,0,13,253,13,253,1.18e-136,382
SMc03850,BAB_RS16380,45.283,53,29,0,1,53,1,53,4.71e-14,56.6
SMc03851,BAB_RS16385,57.609,184,73,2,20,199,18,200,2.28e-73,217
SMc03853,BAB_RS25155,73.913,207,52,1,5,209,13,219,9.31e-100,285
SMc03854,BAB_RS25150,81.967,305,55,0,242,546,161,465,3.06e-175,499
SMc03855,BAB_RS25145,65.882,425,141,1,4,424,3,427,0.0,569
SMc03856,BAB_RS25140,73.356,289,76,1,6,294,1,288,3.07e-148,415
SMc03857,BAB_RS24640,84.679,483,70,2,1,480,1,482,0.0,733
SMc03858,BAB_RS24635,75.000,96,24,0,6,101,8,103,1.64e-41,129
SMc03859,BAB_RS24630,78.899,109,22,1,1,109,1,108,1.94e-62,184
SMc03860,BAB_RS25070,61.236,178,69,0,1,178,1,178,2.20e-75,221
SMc03861,BAB_RS25065,72.646,223,59,1,3,225,12,232,4.35e-116,328
SMc03862,BAB_RS22260,31.429,245,162,4,7,248,10,251,2.99e-19,80.9
SMc03863,BAB_RS25030,77.869,122,27,0,2,123,3,124,3.22e-65,193
SMc03864,BAB_RS29235,27.341,267,171,10,3,262,2,252,7.08e-22,88.6
SMc03865,BAB_RS25255,31.004,229,136,4,43,271,12,218,3.45e-28,105
SMc03866,BAB_RS24340,69.477,593,176,2,1,592,1,589,0.0,822
SMc03867,BAB_RS24350,49.029,206,105,0,4,209,2,207,3.56e-71,213
SMc03869,BAB_RS24355,67.937,315,101,0,27,341,20,334,9.45e-164,457
SMc03870,BAB_RS24360,53.719,484,216,1,38,521,54,529,5.39e-159,461
SMc03871,BAB_RS24365,47.863,234,122,0,2,235,3,236,1.64e-69,210
SMc03872,BAB_RS24370,62.500,480,178,2,18,497,16,493,0.0,605
SMc03873,BAB_RS24380,63.704,270,98,0,10,279,34,303,2.12e-122,349
SMc03874,BAB_RS24390,85.864,191,25,2,1,189,1,191,2.64e-116,325
SMc03875,BAB_RS24395,82.143,112,20,0,1,112,1,112,7.98e-67,193
SMc03876,BAB_RS24400,57.377,122,48,2,10,131,15,132,4.37e-41,130
SMc03877,BAB_RS24405,69.913,924,257,5,6,923,11,919,0.0,1246
SMc03878,BAB_RS18225,44.726,237,127,3,3,237,7,241,7.58e-58,181
SMc03879,BAB_RS24410,80.916,393,74,1,1,392,1,393,0.0,650
SMc03881,BAB_RS24420,93.220,59,4,0,1,59,1,59,5.87e-38,117
SMc03883,BAB_RS24425,58.874,231,95,0,30,260,20,250,1.89e-96,280
SMc03884,BAB_RS24430,68.350,297,94,0,8,304,8,304,5.19e-127,361
SMc03885,BAB_RS25405,33.051,354,212,9,15,351,22,367,3.53e-37,134
SMc03887,BAB_RS27225,32.778,180,109,4,21,196,14,185,3.28e-19,79.0
SMc03888,BAB_RS24435,84.726,419,61,1,1,416,1,419,0.0,701
SMc03890,BAB_RS16850,29.004,231,163,1,5,234,1,231,5.53e-25,96.7
SMc03891,BAB_RS29010,72.763,257,70,0,1,257,1,257,6.78e-135,377
SMc03893,BAB_RS29005,84.513,226,35,0,1,226,1,226,7.36e-129,360
SMc03894,BAB_RS29000,73.518,253,67,0,1,253,1,253,4.68e-143,398
SMc03895,BAB_RS24450,84.508,1149,177,1,3,1150,8,1156,0.0,2008
SMc03898,BAB_RS29600,42.857,56,32,0,7,62,38,93,1.51e-09,49.7
SMc03900,BAB_RS20800,60.377,583,230,1,32,613,1,583,0.0,727
SMc03902,BAB_RS27995,88.000,25,3,0,1,25,1,25,3.34e-09,42.0
SMc03925,BAB_RS16190,74.492,541,138,0,2,542,3,543,0.0,851
SMc03927,BAB_RS27640,58.599,157,65,0,1,157,1,157,7.78e-60,179
SMc03929,BAB_RS30230,58.556,374,155,0,18,391,1,374,9.18e-150,425
SMc03930,BAB_RS17020,32.571,175,111,4,12,181,7,179,1.55e-23,89.0
SMc03931,BAB_RS17015,66.368,446,149,1,552,996,1,446,0.0,637
SMc03932,BAB_RS17000,68.750,96,30,0,1,96,1,96,1.25e-47,145
SMc03933,BAB_RS16995,75.060,417,104,0,1,417,1,417,0.0,630
SMc03934,BAB_RS27655,89.855,69,7,0,15,83,1,69,1.17e-31,102
SMc03935,BAB_RS27660,68.504,254,79,1,40,293,43,295,5.88e-127,360
SMc03936,BAB_RS19410,40.146,137,79,2,22,157,40,174,4.19e-23,86.7
SMc03938,BAB_RS27625,81.116,466,88,0,1,466,1,466,0.0,698
SMc03939,BAB_RS27620,78.417,139,27,1,1,136,1,139,7.42e-64,188
SMc03941,BAB_RS27610,54.667,75,32,2,1,74,1,74,1.91e-16,63.5
SMc03942,BAB_RS27590,37.983,595,358,4,1,594,1,585,5.30e-140,427
SMc03943,BAB_RS27580,57.787,244,103,0,2,245,9,252,1.22e-96,280
SMc03950,BAB_RS27615,74.801,377,95,0,1,377,1,377,0.0,572
SMc03956,BAB_RS24095,54.017,361,156,6,1,356,1,356,2.74e-95,285
SMc03957,BAB_RS24100,78.523,149,32,0,1,149,1,149,8.74e-76,219
SMc03958,BAB_RS24105,80.342,234,45,1,1,233,1,234,2.87e-135,377
SMc03960,BAB_RS24110,49.286,140,69,2,5,143,8,146,6.10e-42,133
SMc03961,BAB_RS29665,25.762,361,194,15,3,352,20,317,7.05e-09,53.5
SMc03963,BAB_RS21125,27.113,284,158,13,4,242,3,282,4.69e-13,65.1
SMc03965,BAB_RS24115,82.133,347,60,2,1,346,1,346,0.0,558
SMc03966,BAB_RS24120,80.488,205,40,0,1,205,1,205,8.09e-103,292
SMc03967,BAB_RS24125,78.235,170,35,1,1,168,1,170,3.06e-91,260
SMc03968,BAB_RS21245,57.632,321,136,0,1,321,1,321,2.11e-129,369
SMc03969,BAB_RS24180,82.661,248,43,0,1,248,1,248,4.35e-156,430
SMc03971,BAB_RS17475,46.648,1044,538,8,5,1046,3,1029,0.0,912
SMc03972,BAB_RS30440,35.990,389,233,5,2,383,32,411,6.87e-54,180
SMc03973,BAB_RS24205,81.439,264,49,0,1,264,10,273,1.36e-164,453
SMc03974,BAB_RS24210,55.435,184,82,0,5,188,10,193,1.07e-66,200
SMc03975,BAB_RS28630,39.649,285,160,3,12,291,1,278,1.99e-54,177
SMc03976,BAB_RS24215,59.664,119,48,0,1,119,1,119,5.53e-48,147
SMc03977,BAB_RS24220,64.773,88,31,0,2,89,3,90,5.55e-32,103
SMc03978,BAB_RS24225,75.189,661,163,1,1,660,1,661,0.0,1016
SMc03979,BAB_RS24230,81.250,336,62,1,1,336,1,335,0.0,558
SMc03981,BAB_RS24235,70.781,397,115,1,1,397,1,396,0.0,568
SMc03984,BAB_RS22580,34.343,297,187,6,10,303,15,306,8.06e-40,138
SMc03986,BAB_RS24240,53.125,32,15,0,16,47,34,65,3.10e-09,44.3
SMc03987,BAB_RS19010,42.683,410,234,1,1,409,1,410,5.01e-119,350
SMc03988,BAB_RS24275,52.381,63,29,1,1,62,1,63,2.27e-13,55.1
SMc03989,BAB_RS24130,57.927,164,68,1,7,170,4,166,9.85e-59,179
SMc03990,BAB_RS24175,79.452,73,15,0,1,73,1,73,2.06e-41,126
SMc03991,BAB_RS24170,67.014,576,190,0,11,586,95,670,0.0,732
SMc03992,BAB_RS24165,72.595,343,93,1,3,344,1,343,0.0,507
SMc03993,BAB_RS24160,63.352,352,124,3,1,352,1,347,2.16e-120,348
SMc03994,BAB_RS24155,69.202,263,81,0,1,263,1,263,1.39e-135,380
SMc03995,BAB_RS24145,48.958,288,147,0,92,379,61,348,1.39e-87,265
SMc03996,BAB_RS24140,60.190,211,83,1,6,216,11,220,5.83e-79,233
SMc03997,BAB_RS29060,39.516,248,136,7,7,250,8,245,4.39e-45,149
SMc03999,BAB_RS24290,58.929,56,23,0,1,56,1,56,1.88e-18,67.4
SMc04000,BAB_RS24295,74.627,67,17,0,1,67,1,67,8.96e-26,86.7
SMc04001,BAB_RS24300,85.443,158,23,0,9,166,5,162,1.61e-81,235
SMc04002,BAB_RS24305,64.897,339,118,1,11,348,19,357,1.41e-155,438
SMc04003,BAB_RS24310,82.927,41,7,0,1,41,1,41,1.17e-19,69.3
SMc04004,BAB_RS24315,47.872,188,90,1,25,204,42,229,1.19e-58,181
SMc04005,BAB_RS24320,79.749,479,96,1,1,479,1,478,0.0,768
SMc04006,BAB_RS24325,69.118,136,40,2,5,138,6,141,2.23e-67,198
SMc04007,BAB_RS24330,60.938,256,100,0,4,259,13,268,3.51e-109,313
SMc04009,BAB_RS24335,63.291,79,29,0,2,80,7,85,1.16e-21,77.8
SMc04011,BAB_RS26750,39.010,505,273,7,1,504,1,471,3.04e-109,331
SMc04012,BAB_RS26745,72.635,592,162,0,34,625,28,619,0.0,920
SMc04013,BAB_RS26740,58.947,380,153,1,4,383,6,382,2.80e-166,468
SMc04014,BAB_RS26735,50.244,205,99,3,20,222,20,223,5.89e-57,177
SMc04015,BAB_RS27460,35.802,162,100,3,130,288,146,306,1.03e-23,95.5
SMc04016,BAB_RS26730,72.878,483,129,1,1,483,1,481,0.0,765
SMc04017,BAB_RS26725,69.412,85,26,0,37,121,39,123,2.29e-41,130
SMc04019,BAB_RS26720,68.168,333,106,0,10,342,20,352,9.31e-174,483
SMc04020,BAB_RS26715,78.758,306,65,0,1,306,1,306,4.97e-174,482
SMc04021,BAB_RS26710,48.667,150,76,1,1,149,1,150,1.21e-42,135
SMc04022,BAB_RS26700,40.108,369,208,8,94,455,126,488,5.62e-71,231
SMc04023,BAB_RS26695,73.559,295,78,0,1,295,1,295,2.15e-163,452
SMc04024,BAB_RS26690,57.761,393,165,1,13,405,20,411,4.97e-169,476
SMc04025,BAB_RS26625,41.444,374,191,8,43,415,34,380,5.29e-80,248
SMc04026,BAB_RS26615,84.536,485,74,1,1,485,1,484,0.0,808
SMc04028,BAB_RS26610,81.242,1546,290,0,29,1574,38,1583,0.0,2641
SMc04029,BAB_RS26605,64.620,342,121,0,3,344,3,344,4.42e-158,444
SMc04030,BAB_RS21120,63.810,315,114,0,3,317,2,316,4.15e-134,381
SMc04032,BAB_RS16810,25.532,235,154,8,23,252,17,235,9.75e-16,70.9
SMc04033,BAB_RS17580,26.337,243,146,8,56,272,61,296,5.80e-10,55.8
SMc04034,BAB_RS30920,37.884,293,179,1,22,311,20,312,1.85e-60,192
SMc04035,BAB_RS28435,40.909,242,143,0,41,282,42,283,1.29e-57,183
SMc04036,BAB_RS29695,44.424,538,283,7,2,538,3,525,6.51e-147,431
SMc04037,BAB_RS30925,28.008,482,326,10,15,491,12,477,2.09e-43,157
SMc04040,BAB_RS26600,70.323,155,44,2,1,153,1,155,1.65e-77,224
SMc04041,BAB_RS26590,44.648,327,177,2,1,325,1,325,1.36e-86,260
SMc04042,BAB_RS26585,57.812,256,107,1,1,255,1,256,1.29e-99,288
SMc04043,BAB_RS26580,63.732,284,103,0,10,293,13,296,5.41e-124,353
SMc04044,BAB_RS26575,88.034,117,14,0,4,120,3,119,3.55e-74,213
SMc04045,BAB_RS16390,83.797,611,99,0,1,611,1,611,0.0,1019
SMc04046,BAB_RS25645,31.538,130,82,4,3,131,6,129,3.19e-16,67.0
SMc04047,BAB_RS30660,46.774,124,64,2,22,144,24,146,5.64e-35,115
SMc04049,BAB_RS26450,26.257,179,102,5,86,263,95,244,1.65e-08,51.6
SMc04051,BAB_RS23930,36.364,154,95,2,10,162,16,167,3.10e-19,77.4
SMc04052,BAB_RS29935,66.892,148,49,0,1,148,1,148,2.46e-66,195
SMc04054,BAB_RS29930,47.059,255,126,4,5,253,8,259,4.90e-78,233
SMc04055,BAB_RS27185,37.171,304,174,7,11,307,7,300,1.08e-51,169
SMc04060,BAB_RS26570,96.000,25,1,0,1,25,1,25,1.51e-10,45.4
SMc04083,BAB_RS24650,70.616,211,61,1,18,227,4,214,2.67e-117,330
SMc04084,BAB_RS24655,62.799,293,102,2,4,289,2,294,7.86e-127,360
SMc04085,BAB_RS24610,52.821,1560,700,12,53,1591,56,1600,0.0,1558
SMc04087,BAB_RS24605,61.979,384,145,1,8,391,19,401,1.51e-173,489
SMc04088,BAB_RS24600,72.862,538,144,1,1,536,1,538,0.0,777
SMc04089,BAB_RS24595,47.059,561,292,2,3,559,14,573,1.67e-168,487
SMc04090,BAB_RS24590,56.652,466,194,4,7,467,2,464,2.01e-175,497
SMc04091,BAB_RS24585,68.615,325,96,2,1,319,1,325,1.73e-150,422
SMc04092,BAB_RS24580,72.549,51,14,0,34,84,22,72,1.91e-14,58.9
SMc04093,BAB_RS24575,84.462,650,99,1,1,648,1,650,0.0,1168
SMc04094,BAB_RS24265,75.758,231,54,1,1,231,1,229,2.58e-130,363
SMc04095,BAB_RS24245,68.976,635,195,1,1,635,1,633,0.0,913
SMc04121,BAB_RS31185,83.092,207,35,0,3,209,2,208,9.80e-127,353
SMc04125,BAB_RS29540,34.084,311,176,5,18,323,15,301,1.46e-42,145
