Abortus2308|Q.,S_meliloti|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BAB_RS30780,SMc01203,48.128,187,97,0,5,191,6,192,1.51e-57,177
BAB_RS30790,SMa1255,54.878,82,37,0,13,94,19,100,1.41e-30,102
BAB_RS30795,SMa1256,58.286,175,72,1,1,175,3,176,6.13e-69,204
BAB_RS30800,SMa1259,53.483,445,203,4,1,443,1,443,4.57e-122,361
BAB_RS30810,SMa1269,67.247,632,203,3,1,631,1,629,0.0,850
BAB_RS30815,SMa1272,83.333,270,45,0,1,270,1,270,1.29e-168,464
BAB_RS30820,SMa1273,87.751,449,54,1,1,449,1,448,0.0,810
BAB_RS30825,SMa1276,90.667,150,14,0,1,150,1,150,3.25e-105,294
BAB_RS30835,SMa1279,56.284,183,69,2,6,179,7,187,8.31e-66,197
BAB_RS30855,SM_b20261,82.609,345,60,0,1,345,1,345,0.0,572
BAB_RS30860,SM_b20259,91.250,320,28,0,1,320,1,320,0.0,592
BAB_RS30865,SM_b20258,75.431,232,56,1,2,233,6,236,6.18e-122,343
BAB_RS30885,SM_b20101,67.622,349,113,0,4,352,13,361,1.43e-174,489
BAB_RS30890,SMa0255,59.327,327,128,3,1,325,1,324,2.67e-125,360
BAB_RS30905,SM_b20479,53.435,262,121,1,1,262,1,261,5.47e-91,268
BAB_RS30910,SMc03125,49.686,318,147,4,14,330,13,318,1.22e-91,275
BAB_RS30915,SMc02028,42.912,261,149,0,23,283,9,269,1.83e-70,216
BAB_RS30920,SMc04034,37.884,293,179,1,20,312,22,311,2.60e-74,229
BAB_RS30925,SM_b20476,32.994,491,272,18,25,474,31,505,1.01e-57,197
BAB_RS30930,SMc02041,35.968,253,151,6,1,252,11,253,1.27e-39,135
BAB_RS30935,SMa2213,38.947,475,276,6,25,490,10,479,7.60e-108,327
BAB_RS30940,SM_b20773,32.258,186,126,0,9,194,20,205,1.55e-22,89.4
BAB_RS30945,SMc02892,33.247,388,250,4,42,423,44,428,5.21e-39,145
BAB_RS30950,SMc03902,92.000,25,2,0,1,25,1,25,8.18e-09,41.6
BAB_RS30965,SMc04434,88.636,44,5,0,1,44,1,44,6.25e-22,76.3
BAB_RS30970,SMc01720,58.475,118,42,1,2,119,5,115,2.66e-38,124
BAB_RS30975,SMc01721,63.607,610,205,5,1,609,2,595,0.0,799
BAB_RS30980,SMc01722,82.673,202,35,0,61,262,12,213,4.92e-124,350
BAB_RS30985,SMc01726,85.121,289,43,0,8,296,7,295,0.0,504
BAB_RS30990,SMc01730,62.996,227,84,0,4,230,30,256,2.33e-104,300
BAB_RS30995,SMc01731,71.481,270,77,0,6,275,16,285,2.41e-136,384
BAB_RS31000,SMc01732,81.053,285,53,1,1,284,12,296,1.97e-172,476
BAB_RS31010,SMc01096,74.809,393,98,1,3,395,2,393,0.0,593
BAB_RS31015,SMc01097,28.934,197,135,2,1,194,1,195,3.31e-16,71.2
BAB_RS31020,SMc01099,65.587,247,85,0,1,247,1,247,3.29e-122,345
BAB_RS31025,SMc01100,66.221,299,101,0,1,299,3,301,2.57e-142,401
BAB_RS31030,SMc01101,68.966,174,54,0,1,174,5,178,1.27e-92,265
BAB_RS31035,SMc01102,63.145,407,131,4,7,407,8,401,0.0,516
BAB_RS31040,SMc00345,72.165,97,22,2,1,97,1,92,6.75e-46,140
BAB_RS31055,SMc00349,86.190,601,82,1,3,602,8,608,0.0,1072
BAB_RS31060,SMc00410,61.300,323,123,1,8,328,3,325,1.18e-133,380
BAB_RS31065,SMc00408,67.451,255,83,0,5,259,5,259,2.58e-110,317
BAB_RS31070,SMc00407,63.043,230,85,0,1,230,1,230,1.82e-111,317
BAB_RS31075,SMc00406,67.335,349,114,0,26,374,14,362,0.0,506
BAB_RS31080,SMc00405,54.167,288,132,0,1,288,1,288,9.28e-113,325
BAB_RS31085,SMc02833,60.635,315,118,6,4,313,2,315,5.57e-129,369
BAB_RS31090,SMc02834,70.248,121,36,0,1,121,1,121,9.19e-61,180
BAB_RS31095,SMc02835,60.180,334,133,0,7,340,5,338,2.70e-144,409
BAB_RS31100,SMc02836,58.446,592,246,0,6,597,6,597,0.0,722
BAB_RS31105,SMc02837,72.963,270,73,0,9,278,3,272,8.78e-133,374
BAB_RS31110,SMc02838,78.922,204,43,0,1,204,1,204,7.06e-118,331
BAB_RS31115,SMc00434,96.552,29,1,0,1,29,1,29,3.80e-15,57.8
BAB_RS31120,SMa0101,27.383,577,344,22,31,580,10,538,4.41e-38,145
BAB_RS31125,SMc00166,36.041,197,125,1,3,198,15,211,1.78e-34,119
BAB_RS31140,SMc01971,30.787,445,261,10,27,450,59,477,2.89e-45,162
BAB_RS31145,SMc01813,65.169,267,92,1,5,270,3,269,9.48e-119,339
BAB_RS31150,SMc02076,60.575,487,191,1,1,486,1,487,0.0,620
BAB_RS31155,SMc00032,61.538,65,25,0,9,73,5,69,2.86e-22,82.0
BAB_RS31160,SMc00032,66.667,87,29,0,1,87,92,178,1.36e-27,96.7
BAB_RS31165,SMc00427,76.311,515,122,0,7,521,9,523,0.0,829
BAB_RS31170,SMc01161,72.319,401,107,2,4,404,3,399,0.0,544
BAB_RS31175,SMc01156,67.304,523,171,0,1,523,1,523,0.0,717
BAB_RS31180,SMc01155,74.319,257,66,0,13,269,14,270,4.81e-139,390
BAB_RS31185,SMc04121,83.092,207,35,0,2,208,3,209,1.94e-126,353
BAB_RS31190,SMc02883,60.606,66,26,0,3,68,5,70,3.09e-21,76.3
BAB_RS31195,SMc02885,66.512,215,71,1,1,214,1,215,2.42e-107,305
BAB_RS31205,SMc02915,90.000,30,3,0,1,30,1,30,1.05e-15,59.3
BAB_RS31215,SMc01974,35.233,193,124,1,29,221,22,213,4.10e-30,109
BAB_RS31220,SM_b20378,49.788,472,236,1,5,476,10,480,3.54e-166,476
BAB_RS31225,SM_b21182,41.602,387,212,5,52,428,4,386,1.12e-103,311
BAB_RS31230,SMa1370,50.314,318,153,3,10,324,7,322,1.61e-102,302
BAB_RS31235,SMc03125,50.498,301,144,3,9,309,7,302,4.02e-99,294
BAB_RS31240,SMc00788,51.852,108,51,1,112,218,193,300,1.11e-31,114
BAB_RS31245,SMc01526,40.498,321,182,3,17,333,28,343,4.86e-78,240
BAB_RS31250,SM_b20586,27.711,249,163,3,21,261,8,247,2.64e-20,85.1
BAB_RS31255,SMc01032,32.402,179,95,3,1,153,1,179,1.98e-18,84.3
BAB_RS31260,SM_b21037,28.704,432,264,15,16,423,7,418,6.29e-37,141
BAB_RS31265,SMc03202,34.839,310,183,4,325,618,1,307,1.74e-47,167
BAB_RS31275,SMc00727,38.790,281,171,1,11,291,2,281,6.41e-60,196
BAB_RS31280,SMc01153,49.398,249,116,2,39,282,14,257,3.51e-67,207
BAB_RS31285,SM_b20753,37.135,377,235,2,2,378,3,377,5.30e-82,253
BAB_RS31295,SMc02025,29.750,400,228,15,56,426,47,422,1.10e-35,137
BAB_RS31300,SM_b20477,42.357,314,179,2,1,312,1,314,8.72e-76,232
BAB_RS31305,SMc03272,49.042,261,133,0,35,295,19,279,4.63e-82,246
BAB_RS31310,SMc03268,58.301,259,108,0,9,267,26,284,2.42e-103,313
BAB_RS31315,SMc03126,49.842,317,152,4,20,332,3,316,2.05e-101,299
BAB_RS31325,SMa0955,35.556,225,140,2,13,236,3,223,5.71e-38,130
BAB_RS31330,SM_b20476,25.000,504,328,14,38,510,32,516,3.79e-36,138
BAB_RS31335,SMc00787,35.224,335,215,2,1,334,1,334,5.10e-64,204
BAB_RS31340,SMc01527,40.711,253,142,3,21,271,53,299,3.61e-56,181
BAB_RS31345,SMc02423,45.000,320,170,4,1,318,8,323,8.23e-90,269
BAB_RS31350,SMa2079,47.436,312,158,2,5,316,3,308,1.85e-99,293
BAB_RS31360,SMa1377,26.415,477,315,9,3,470,4,453,5.01e-26,107
BAB_RS31365,SMa0950,32.424,330,217,3,22,347,29,356,1.79e-59,193
BAB_RS31370,SMa0951,46.939,245,129,1,16,260,44,287,2.78e-68,210
BAB_RS31375,SMa0952,48.473,262,133,1,21,282,31,290,1.41e-83,251
BAB_RS31380,SMa1754,47.059,357,151,8,14,347,9,350,1.53e-98,294
BAB_RS31385,SMa0956,29.462,353,205,9,14,335,20,359,1.95e-30,119
BAB_RS31395,SMc01621,43.721,215,117,2,9,219,4,218,2.35e-55,173
BAB_RS31405,SM_b20670,30.651,261,170,4,1,252,156,414,9.95e-15,70.9
BAB_RS31435,SMc03075,100.000,25,0,0,1,25,1,25,1.43e-11,48.5
BAB_RS31440,SMc03221,81.579,38,7,0,1,38,2,39,3.41e-14,56.2
BAB_RS31445,SMc03220,77.273,132,30,0,270,401,251,382,3.30e-43,167
BAB_RS31455,SMc03074,88.000,25,3,0,1,25,1,25,8.62e-10,44.3
BAB_RS31470,SMc02875,40.070,287,168,3,8,293,4,287,7.07e-61,192
BAB_RS31475,SM_b20994,59.091,132,53,1,1,131,27,158,5.27e-53,163
BAB_RS31480,SMc02978,39.916,238,110,6,2,237,7,213,9.77e-46,159
BAB_RS31485,SMc04245,50.716,349,142,4,1,332,1,336,2.83e-116,337
BAB_RS31490,SMc04244,67.647,272,77,1,16,287,1,261,3.78e-134,379
BAB_RS31495,SMc04243,69.485,272,83,0,14,285,1,272,1.70e-126,359
BAB_RS31500,SMc04242,62.400,125,45,1,13,135,6,130,1.29e-54,166
BAB_RS31510,SMc03057,28.947,152,100,3,1,148,1,148,3.27e-22,85.9
BAB_RS31520,SMc03071,46.715,137,65,3,1,131,1,135,3.77e-29,104
BAB_RS31530,SMc03055,40.426,235,139,1,9,243,6,239,1.38e-60,189
BAB_RS31540,SMc03054,68.667,450,141,0,1,450,116,565,0.0,619
BAB_RS31550,SMc03053,68.966,87,27,0,2,88,2,88,8.88e-41,127
BAB_RS31555,SMc03052,53.906,128,56,1,10,134,8,135,3.95e-44,139
BAB_RS31560,SMc03051,59.231,130,53,0,6,135,2,131,4.57e-52,160
BAB_RS31565,SMc03050,47.000,100,53,0,1,100,1,100,6.86e-30,101
BAB_RS31570,SMc03049,36.544,353,210,5,1,347,1,345,3.98e-66,210
BAB_RS31575,SMc03048,41.649,485,268,6,1,484,1,471,8.72e-99,303
BAB_RS31580,SMc03047,48.544,412,190,7,1,396,1,406,2.88e-112,332
BAB_RS31585,SMc03046,70.222,225,63,1,1,225,1,221,4.48e-102,292
BAB_RS31590,SMc03045,65.169,178,62,0,6,183,10,187,1.15e-85,248
BAB_RS31600,SMc03043,31.941,407,248,10,40,425,31,429,2.93e-37,138
BAB_RS31605,SMc03042,42.750,400,168,7,8,364,10,391,1.31e-104,311
BAB_RS31610,SMc03041,30.131,229,121,6,1,215,1,204,1.46e-08,50.8
BAB_RS31615,SMc03014,45.338,547,291,5,21,562,14,557,8.33e-156,456
BAB_RS31620,SMc03040,44.000,325,133,8,1,281,1,320,1.20e-74,228
BAB_RS31625,SMc02406,43.787,338,183,5,3091,3422,1075,1411,9.57e-79,287
BAB_RS31635,SM_b20902,44.951,307,163,4,34,335,27,332,1.44e-76,236
BAB_RS31640,SM_b20713,44.841,504,263,7,2,502,20,511,1.02e-141,415
BAB_RS31645,SM_b20893,36.070,402,226,8,5,388,15,403,3.16e-68,218
BAB_RS31650,SMa2412,31.356,118,74,2,199,316,197,307,5.95e-12,62.8
BAB_RS31655,SMc02780,37.307,453,281,3,17,466,26,478,1.55e-94,291
BAB_RS31660,SMc02778,63.241,253,93,0,1,253,1,253,2.79e-118,337
BAB_RS31670,SM_b21112,31.449,283,187,3,2,283,1,277,3.19e-41,141
BAB_RS31680,SMa2213,40.084,474,280,2,26,495,11,484,6.30e-111,335
BAB_RS31690,SMc01945,31.522,92,63,0,33,124,9,100,4.07e-10,52.8
BAB_RS31695,SMc00017,30.603,232,122,10,66,287,66,268,3.25e-11,60.8
BAB_RS31700,SMa1761,53.141,382,171,2,4,385,19,392,1.34e-136,396
BAB_RS31705,SMa1855,38.549,441,259,8,4,439,3,436,4.33e-96,294
BAB_RS31715,SMa1334,33.083,399,254,6,9,403,3,392,1.23e-49,170
BAB_RS31720,SM_b20682,27.111,225,160,4,1,223,22,244,9.12e-20,83.6
BAB_RS31730,SMa2213,43.004,486,265,7,11,490,2,481,1.47e-123,367
BAB_RS31735,SMa0101,28.322,572,354,18,9,558,1,538,1.46e-45,166
BAB_RS31745,SMc01951,24.752,303,194,8,1,282,1,290,2.84e-09,54.3
BAB_RS31750,SM_b20785,34.836,244,140,3,336,562,4,245,1.96e-35,131
BAB_RS31755,SMc02358,39.316,234,133,3,4,229,2,234,3.37e-49,159
BAB_RS31765,SMc02232,27.317,205,127,9,25,215,27,223,1.48e-10,58.2
BAB_RS31770,SMc02876,33.333,240,142,4,9,240,21,250,4.75e-30,110
BAB_RS31775,SM_b21595,25.926,189,135,3,3,189,4,189,1.58e-14,71.2
BAB_RS31780,SM_b20969,29.114,158,110,2,5,161,3,159,4.08e-18,79.3
BAB_RS31785,SM_b20232,33.667,300,189,5,4,296,1,297,8.26e-50,165
BAB_RS31790,SM_b20630,42.287,376,191,5,2,373,8,361,1.06e-93,283
BAB_RS31800,SMc00127,26.398,447,271,15,2,415,7,428,6.13e-21,93.2
BAB_RS31805,SMc02344,26.727,333,220,9,3,318,10,335,8.20e-16,74.3
BAB_RS31810,SMc02346,50.000,226,113,0,20,245,34,259,7.71e-77,232
BAB_RS31815,SM_b21528,38.462,247,145,2,10,249,28,274,1.63e-42,143
BAB_RS31820,SMa2303,28.338,367,239,7,15,368,44,399,9.73e-29,113
BAB_RS31830,SM_b21649,27.907,129,91,2,130,257,160,287,6.83e-13,64.7
BAB_RS31835,SMc01946,26.287,369,253,9,11,376,3,355,5.24e-18,82.4
BAB_RS31840,SMc03118,28.926,121,81,3,1,117,9,128,1.40e-10,54.7
BAB_RS31845,SMc01951,35.032,157,101,1,3,158,138,294,1.08e-23,91.7
BAB_RS31850,SMc03117,32.441,299,179,9,19,304,36,324,1.79e-29,112
BAB_RS31855,SMc01949,36.641,262,137,6,3,239,12,269,3.13e-42,143
BAB_RS31860,SMc02358,42.553,235,132,3,9,241,1,234,7.48e-64,196
BAB_RS31875,SMa1266,61.111,450,175,0,1,450,1,450,0.0,562
BAB_RS31880,SM_b20598,55.890,399,161,6,13,397,21,418,1.18e-153,438
BAB_RS31885,SM_b20045,39.766,342,183,6,1,328,1,333,5.99e-74,229
BAB_RS31940,SMc04229,34.343,99,63,2,15,112,11,108,1.33e-13,63.9
BAB_RS31945,SMc05021,96.875,32,1,0,1,32,1,32,1.98e-16,61.2
BAB_RS31950,SM_b21488,75.405,370,91,0,1,370,11,380,0.0,578
BAB_RS31955,SM_b21488,59.643,280,112,1,2,281,388,666,3.24e-119,353
BAB_RS31975,SMc01708,33.687,754,330,27,680,1333,608,1291,7.21e-57,213
BAB_RS32010,SMc01008,41.333,75,44,0,37,111,67,141,2.84e-11,54.3
BAB_RS32020,SMc01126,82.979,376,63,1,6,380,2,377,0.0,604
BAB_RS32065,SM_b20941,62.890,609,202,7,1,595,1,599,0.0,696
BAB_RS32145,SMc01821,72.899,476,128,1,7,481,2,477,0.0,741
BAB_RS32150,SMc02448,43.333,60,30,1,2,57,5,64,2.36e-08,47.0
BAB_RS32180,SM_b21287,71.429,49,14,0,1,49,724,772,1.36e-18,74.3
BAB_RS32270,SMa0841,68.852,61,19,0,10,70,75,135,1.53e-23,92.0
BAB_RS32280,SMa1174,61.983,121,46,0,1,121,4,124,8.88e-44,145
BAB_RS32320,SMa1442,37.383,107,58,2,6,105,14,118,6.16e-15,66.2
BAB_RS32410,SMc02119,56.667,210,89,1,8,217,10,217,7.68e-69,220
BAB_RS32575,SMc03167,28.601,479,332,4,13,481,24,502,3.39e-51,180
BAB_RS32650,SMc01256,89.286,28,3,0,1,28,1,28,2.63e-13,57.8
BAB_RS32705,SMc04478,61.905,84,30,2,18,101,5,86,3.52e-27,94.4
BAB_RS32750,SMc03832,45.977,87,47,0,12,98,80,166,2.12e-26,93.6
BAB_RS32795,SMc00786,67.985,531,170,0,1,531,1,531,0.0,752
BAB_RS32915,SMc03235,39.437,142,80,1,1,142,1,136,1.41e-33,114
BAB_RS32945,SM_b21211,44.186,258,143,1,2,259,17,273,5.57e-54,189
BAB_RS32980,SMc02406,38.728,346,201,5,1097,1440,1075,1411,6.37e-71,259
BAB_RS33125,SMa0203,32.051,156,93,4,13,167,5,148,6.50e-09,53.9
BAB_RS33145,SM_b20895,56.471,85,34,1,3,84,1,85,1.43e-25,103
BAB_RS33225,SMa0875,30.877,285,196,1,1,285,1,284,4.79e-36,134
BAB_RS33230,SMa1651,35.776,232,138,7,8,237,17,239,1.61e-37,135
BAB_RS33235,SMa1651,27.843,255,174,7,14,264,274,522,4.54e-25,101
BAB_RS33260,SM_b21156,55.738,61,26,1,6,65,32,92,1.73e-16,70.5
BAB_RS33310,SMa1749,39.286,84,51,0,46,129,209,292,2.04e-17,73.9
BAB_RS33325,SMc00246,55.000,60,27,0,1,60,266,325,4.52e-17,70.1
BAB_RS33360,SMc02873,83.055,419,71,0,1,419,1,419,0.0,728
BAB_RS33385,SM_b21206,43.030,165,92,1,4,166,334,498,5.63e-40,144
BAB_RS33400,SMc02512,33.166,199,123,6,4,197,242,435,5.07e-20,85.5
BAB_RS33450,SMc02910,55.814,43,19,0,1,43,10,52,2.73e-13,58.9
BAB_RS33460,SM_b20325,80.822,73,14,0,1,73,351,423,3.12e-26,96.3
BAB_RS33465,SMa1288,74.059,478,124,0,21,498,2,479,0.0,722
BAB_RS33475,SMc01352,34.416,154,87,5,1,142,117,268,4.49e-09,55.1
BAB_RS33480,SMa1377,34.400,125,82,0,1,125,1,125,3.66e-09,52.8
BAB_RS33490,SMc00791,68.421,114,36,0,1,114,1,114,9.82e-56,166
BAB_RS33520,SM_b21475,39.683,63,37,1,1,63,1,62,1.85e-09,47.4
BAB_RS33535,SMc03054,74.359,78,20,0,28,105,18,95,9.79e-36,125
BAB_RS33550,SMc04128,42.882,583,320,10,45,621,167,742,1.34e-113,354
