O_anthropi|Q.,Melitensis16M|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
OANT_RS20705,BME_RS07380,36.863,255,147,5,10,264,4,244,2.45e-41,139
OANT_RS20710,BME_RS11240,32.210,267,174,4,16,282,22,281,1.83e-26,101
OANT_RS20715,BME_RS15170,40.068,292,166,5,102,389,90,376,2.90e-61,199
OANT_RS20725,BME_RS12615,32.749,684,394,15,17,649,13,681,2.71e-84,277
OANT_RS20730,BME_RS01335,43.272,379,203,8,11,388,14,381,1.55e-85,262
OANT_RS20735,BME_RS14485,30.516,213,140,2,8,219,10,215,1.38e-24,94.0
OANT_RS20745,BME_RS13130,40.094,212,125,2,11,220,6,217,1.21e-37,127
OANT_RS20750,BME_RS00530,29.924,264,168,7,5,252,3,265,7.71e-26,99.8
OANT_RS20755,BME_RS02590,31.620,389,251,6,13,389,14,399,1.21e-68,219
OANT_RS20780,BME_RS12625,80.615,325,56,3,1,324,1,319,0.0,501
OANT_RS20785,BME_RS12620,89.908,218,21,1,1,217,1,218,2.55e-135,375
OANT_RS20790,BME_RS12615,97.154,738,21,0,1,738,1,738,0.0,1463
OANT_RS20795,BME_RS12610,97.761,402,9,0,1,402,1,402,0.0,804
OANT_RS20800,BME_RS12605,94.305,597,34,0,1,597,1,597,0.0,1179
OANT_RS20815,BME_RS12475,56.667,150,61,1,1,150,1,146,7.10e-56,169
OANT_RS20820,BME_RS12470,55.544,1001,305,15,212,1196,73,949,0.0,980
OANT_RS20830,BME_RS12465,95.425,306,14,0,1,306,1,306,0.0,521
OANT_RS20835,BME_RS12460,88.321,274,32,0,1,274,1,274,0.0,495
OANT_RS20840,BME_RS12455,94.958,238,12,0,1,238,1,238,7.36e-170,464
OANT_RS20845,BME_RS12450,95.300,851,40,0,1,851,1,851,0.0,1623
OANT_RS20860,BME_RS12445,73.529,340,87,3,1,339,1,338,0.0,503
OANT_RS20865,BME_RS12435,90.966,321,29,0,1,321,1,321,0.0,570
OANT_RS20870,BME_RS12430,92.000,25,2,0,1,25,1,25,1.40e-11,47.8
OANT_RS20880,BME_RS00240,44.348,115,63,1,1,114,4,118,6.56e-24,87.4
OANT_RS20890,BME_RS05160,40.323,62,37,0,1,62,2,63,5.89e-10,46.6
OANT_RS20895,BME_RS02740,32.143,84,55,1,5,88,289,370,1.12e-09,55.5
OANT_RS20905,BME_RS14655,36.236,356,210,6,41,392,51,393,9.99e-53,178
OANT_RS20910,BME_RS08110,48.095,1050,526,6,5,1049,3,1038,0.0,952
OANT_RS20935,BME_RS15965,39.252,321,191,3,5,324,13,330,2.64e-69,225
OANT_RS20940,BME_RS10625,29.528,254,166,5,48,295,52,298,7.62e-20,84.7
OANT_RS20945,BME_RS12310,33.447,293,185,4,48,333,46,335,4.80e-34,125
OANT_RS20950,BME_RS11955,37.692,520,297,13,13,518,22,528,1.98e-98,304
OANT_RS20960,BME_RS12310,32.154,311,197,8,12,313,32,337,8.08e-27,105
OANT_RS20965,BME_RS01955,91.966,473,38,0,20,492,1,473,0.0,898
OANT_RS20970,BME_RS01960,96.386,332,12,0,1,332,1,332,0.0,622
OANT_RS20975,BME_RS01965,96.353,329,12,0,1,329,1,329,0.0,650
OANT_RS20980,BME_RS01970,93.893,131,8,0,1,131,1,131,1.34e-82,245
OANT_RS20985,BME_RS01975,94.848,330,17,0,1,330,1,330,0.0,612
OANT_RS20990,BME_RS01980,92.019,213,17,0,1,213,1,213,6.00e-131,364
OANT_RS21005,BME_RS01990,83.568,213,35,0,1,213,1,213,8.98e-131,363
OANT_RS21015,BME_RS01250,32.432,407,258,8,17,417,23,418,1.76e-55,186
OANT_RS21020,BME_RS13125,50.410,244,120,1,6,249,1,243,2.08e-83,246
OANT_RS21025,BME_RS00520,32.701,211,141,1,4,214,2,211,1.97e-33,117
OANT_RS21035,BME_RS05535,26.797,153,110,2,42,193,30,181,1.50e-10,57.0
OANT_RS21040,BME_RS11880,32.867,143,95,1,5,147,5,146,4.07e-20,78.2
OANT_RS21045,BME_RS12100,30.872,298,206,0,2,299,5,302,5.46e-48,159
OANT_RS21050,BME_RS03075,27.604,576,382,14,1,563,24,577,6.36e-59,204
OANT_RS21055,BME_RS12805,32.721,272,171,7,66,330,51,317,1.21e-25,102
OANT_RS21060,BME_RS03265,32.390,318,206,5,16,331,19,329,7.67e-32,118
OANT_RS21070,BME_RS03270,41.797,256,133,4,20,262,6,258,1.52e-54,173
OANT_RS21095,BME_RS12510,32.877,219,137,4,11,223,42,256,2.62e-33,117
OANT_RS21110,BME_RS03975,31.847,157,100,3,61,211,222,377,4.96e-15,73.6
OANT_RS21115,BME_RS05585,26.100,341,230,12,12,343,4,331,1.09e-20,88.2
OANT_RS21120,BME_RS12505,48.866,397,195,5,1,396,1,390,4.90e-125,364
OANT_RS21125,BME_RS12525,42.105,475,264,7,17,484,25,495,2.27e-113,340
OANT_RS21135,BME_RS15635,23.770,244,153,7,33,261,73,298,7.92e-10,56.6
OANT_RS21145,BME_RS03975,35.846,703,354,9,24,693,40,678,1.02e-112,352
OANT_RS21150,BME_RS03970,36.482,307,177,6,23,316,26,327,3.61e-49,164
OANT_RS21155,BME_RS10535,57.346,211,90,0,1,211,1,211,2.77e-71,213
OANT_RS21160,BME_RS10540,70.068,147,43,1,1,146,1,147,6.46e-69,203
OANT_RS21165,BME_RS10545,65.979,97,25,3,1,92,1,94,1.88e-34,110
OANT_RS21170,BME_RS10550,73.606,269,70,1,1,269,1,268,4.12e-153,424
OANT_RS21175,BME_RS10555,73.664,262,69,0,1,262,1,262,5.46e-150,416
OANT_RS21205,BME_RS00905,32.661,545,343,8,120,651,183,716,5.32e-76,255
OANT_RS21215,BME_RS12280,32.362,309,197,7,33,335,8,310,1.86e-43,149
OANT_RS21220,BME_RS11260,44.170,446,225,5,1,442,1,426,4.10e-123,361
OANT_RS21225,BME_RS04270,46.914,324,170,2,3,325,133,455,2.41e-100,300
OANT_RS21230,BME_RS04265,40.823,316,187,0,25,340,29,344,1.08e-79,244
OANT_RS21235,BME_RS11785,74.771,436,110,0,1,436,1,436,0.0,671
OANT_RS21255,BME_RS01055,30.028,353,199,9,210,556,67,377,2.70e-32,127
OANT_RS21275,BME_RS10435,33.838,198,131,0,5,202,11,208,4.52e-38,127
OANT_RS21280,BME_RS10440,34.632,231,140,5,281,502,120,348,8.32e-30,116
OANT_RS21290,BME_RS13800,42.478,113,64,1,5,117,266,377,2.70e-24,92.0
OANT_RS21295,BME_RS13805,40.497,563,281,10,4,555,6,525,6.95e-141,415
OANT_RS21310,BME_RS14155,36.842,76,47,1,6,81,20,94,4.80e-08,44.3
OANT_RS21320,BME_RS03255,22.654,618,351,22,125,718,98,612,1.30e-09,57.8
OANT_RS21335,BME_RS01185,37.168,226,132,3,32,255,6,223,8.41e-33,117
OANT_RS21340,BME_RS03120,26.448,397,265,10,121,495,15,406,3.18e-30,118
OANT_RS21345,BME_RS09965,40.166,361,214,2,24,384,11,369,1.01e-78,245
OANT_RS21350,BME_RS01090,29.348,276,185,5,1,272,1,270,4.83e-28,106
OANT_RS21360,BME_RS10760,45.055,91,46,1,9,95,9,99,3.84e-21,77.8
OANT_RS21365,BME_RS10755,70.909,275,80,0,3,277,12,286,4.50e-135,380
OANT_RS21370,BME_RS10750,69.672,244,74,0,1,244,1,244,1.70e-122,345
OANT_RS21385,BME_RS00355,32.164,171,113,2,73,242,6,174,3.69e-23,90.1
OANT_RS21390,BME_RS13005,21.739,253,196,2,1,252,4,255,4.87e-19,82.0
OANT_RS21400,BME_RS00880,42.347,196,108,3,76,270,78,269,3.42e-45,150
OANT_RS21405,BME_RS05615,31.361,169,114,2,4,170,16,184,1.05e-20,84.7
OANT_RS21410,BME_RS11150,37.008,254,148,4,13,262,12,257,2.05e-45,150
OANT_RS21415,BME_RS02065,33.333,207,138,0,62,268,65,271,4.45e-39,135
OANT_RS21420,BME_RS12960,49.226,323,151,3,13,331,14,327,1.30e-103,306
OANT_RS21425,BME_RS14695,25.000,348,237,13,17,352,13,348,3.91e-14,69.3
OANT_RS21440,BME_RS11770,26.842,380,242,8,5,357,7,377,6.74e-28,110
OANT_RS21445,BME_RS12025,51.370,146,71,0,1,146,1,146,1.69e-44,140
OANT_RS21450,BME_RS09130,35.294,102,63,2,193,291,31,132,6.90e-15,67.0
OANT_RS21455,BME_RS06455,32.317,164,100,4,8,170,3,156,2.09e-15,67.4
OANT_RS21460,BME_RS15220,46.875,576,303,3,13,586,12,586,2.91e-171,497
OANT_RS21480,BME_RS12780,35.115,131,82,2,9,136,7,137,6.37e-20,77.4
OANT_RS21490,BME_RS05060,93.220,59,4,0,23,81,23,81,1.49e-32,105
OANT_RS21495,BME_RS14700,77.037,135,26,1,1,135,1,130,1.87e-64,189
OANT_RS21500,BME_RS11085,100.000,25,0,0,1,25,1,25,7.25e-12,48.5
OANT_RS21505,BME_RS11080,92.105,38,3,0,1,38,1,38,2.69e-18,65.9
OANT_RS21510,BME_RS11075,85.075,67,9,1,1,67,1,66,6.49e-25,108
OANT_RS21515,BME_RS11070,96.000,25,1,0,1,25,1,25,1.51e-12,50.4
OANT_RS21520,BME_RS11065,100.000,25,0,0,1,25,1,25,4.49e-11,46.6
OANT_RS21525,BME_RS11060,98.423,317,5,0,1,317,1,317,0.0,581
OANT_RS21530,BME_RS11055,71.034,290,84,0,1,290,1,290,5.55e-145,406
OANT_RS21535,BME_RS11050,91.608,143,12,0,1,143,1,143,9.46e-97,271
OANT_RS21540,BME_RS11045,86.250,400,55,0,1,400,1,400,0.0,728
OANT_RS21550,BME_RS11040,83.815,346,44,3,1,346,1,334,0.0,556
OANT_RS21555,BME_RS11035,83.755,277,34,1,1,266,1,277,1.47e-167,463
OANT_RS21560,BME_RS11030,92.657,286,21,0,1,286,1,286,0.0,499
OANT_RS21565,BME_RS11025,93.478,138,9,0,1,138,1,138,3.41e-99,278
OANT_RS21570,BME_RS17000,81.481,54,10,0,1,54,1,54,1.48e-15,63.9
OANT_RS21575,BME_RS11015,75.978,179,39,1,1,179,1,175,1.40e-97,276
OANT_RS21580,BME_RS11010,80.380,158,29,1,1,156,7,164,1.46e-87,249
OANT_RS21585,BME_RS11005,79.024,205,34,3,1,205,1,196,6.24e-110,310
OANT_RS21590,BME_RS11000,70.543,129,38,0,2,130,4,132,6.94e-58,172
OANT_RS21595,BME_RS10995,91.765,255,21,0,1,255,1,255,1.57e-171,470
OANT_RS21600,BME_RS10990,95.791,594,25,0,103,696,1,594,0.0,1113
OANT_RS21605,BME_RS10980,97.727,88,2,0,1,88,1,88,2.58e-57,167
OANT_RS21610,BME_RS10975,84.672,137,20,1,1,136,1,137,7.44e-75,216
OANT_RS21615,BME_RS10970,88.158,152,18,0,1,152,1,152,3.95e-96,271
OANT_RS21620,BME_RS10965,90.351,114,11,0,1,114,1,114,3.16e-74,212
OANT_RS21625,BME_RS10960,89.080,348,38,0,1,348,1,348,0.0,638
OANT_RS21630,BME_RS10955,84.711,484,74,0,1,484,1,484,0.0,817
OANT_RS21635,BME_RS10950,87.154,397,50,1,1,397,1,396,0.0,679
OANT_RS21640,BME_RS10945,95.154,227,11,0,1,227,1,227,6.09e-162,443
OANT_RS21645,BME_RS10940,86.034,179,25,0,1,179,6,184,6.94e-119,331
OANT_RS21650,BME_RS10935,51.402,428,192,8,1,416,1,424,1.79e-95,290
OANT_RS21655,BME_RS10930,76.852,432,97,2,1,431,1,430,0.0,635
OANT_RS21660,BME_RS10925,84.367,371,53,2,1,371,1,366,0.0,644
OANT_RS21665,BME_RS10920,75.745,235,48,3,1,235,1,226,4.60e-118,333
OANT_RS21670,BME_RS16995,87.870,338,35,2,248,584,1,333,0.0,579
OANT_RS21675,BME_RS10910,56.881,327,96,6,1,327,1,282,1.10e-90,269
OANT_RS21685,BME_RS15445,96.341,246,9,0,1,246,1,246,3.99e-168,461
OANT_RS21690,BME_RS15450,86.585,164,21,1,1,164,1,163,1.49e-99,280
OANT_RS21695,BME_RS15455,92.975,242,17,0,1,242,1,242,3.13e-170,466
OANT_RS21700,BME_RS15460,83.010,206,15,1,1,206,1,186,7.13e-120,334
OANT_RS21705,BME_RS15465,98.039,357,7,0,49,405,1,357,0.0,695
OANT_RS21710,BME_RS15470,93.038,158,11,0,3,160,2,159,2.05e-95,270
OANT_RS21715,BME_RS15475,96.183,262,10,0,1,262,1,262,0.0,516
OANT_RS21720,BME_RS15480,95.495,111,5,0,1,111,1,111,8.04e-73,209
OANT_RS21725,BME_RS15485,95.000,140,7,0,1,140,1,140,1.05e-97,274
OANT_RS21730,BME_RS15490,94.444,126,7,0,1,126,1,126,3.85e-88,248
OANT_RS21735,BME_RS15565,81.095,201,38,0,1,201,1,201,6.39e-102,289
OANT_RS21740,BME_RS15570,94.805,385,20,0,68,452,1,385,0.0,736
OANT_RS21745,BME_RS15575,88.820,161,18,0,1,161,1,161,1.26e-104,300
OANT_RS21750,BME_RS15580,87.405,262,33,0,1,262,1,262,1.38e-179,491
OANT_RS21755,BME_RS15585,94.138,290,17,0,1,290,1,290,0.0,564
OANT_RS21760,BME_RS15590,80.892,314,59,1,5,317,3,316,0.0,521
OANT_RS21765,BME_RS15595,79.739,153,31,0,1,153,1,153,4.24e-73,213
OANT_RS21770,BME_RS15600,91.304,115,10,0,1,115,1,115,7.11e-73,209
OANT_RS21775,BME_RS17485,75.349,215,49,3,1,213,1,213,9.20e-107,312
OANT_RS21780,BME_RS15615,92.394,355,27,0,1,355,1,355,0.0,660
OANT_RS21785,BME_RS15620,80.882,136,26,0,1,136,1,136,4.84e-82,234
OANT_RS21790,BME_RS15625,78.846,260,54,1,1,260,1,259,1.78e-164,452
OANT_RS21795,BME_RS15630,69.323,251,66,2,1,246,1,245,2.30e-121,343
OANT_RS21800,BME_RS15635,80.535,411,74,1,1,411,1,405,0.0,654
OANT_RS21805,BME_RS15640,87.931,522,56,2,1,519,1,518,0.0,929
OANT_RS21810,BME_RS15645,93.188,367,25,0,1,367,1,367,0.0,701
OANT_RS21815,BME_RS15650,95.286,297,13,1,1,296,1,297,0.0,556
OANT_RS21820,BME_RS15655,93.750,272,12,1,1,267,1,272,0.0,504
OANT_RS21825,BME_RS15660,93.201,353,24,0,1,353,1,353,0.0,680
OANT_RS21830,BME_RS15665,91.471,469,40,0,1,469,1,469,0.0,882
OANT_RS21840,BME_RS15670,69.653,346,105,0,1,346,1,346,0.0,503
OANT_RS21845,BME_RS15675,86.111,324,45,0,1,324,1,324,0.0,589
OANT_RS21850,BME_RS15680,70.495,444,126,2,1,444,1,439,0.0,622
OANT_RS21855,BME_RS15685,79.394,330,68,0,1,330,1,330,0.0,563
OANT_RS21860,BME_RS15690,75.188,399,93,3,1,398,1,394,0.0,600
OANT_RS21865,BME_RS15695,73.705,251,66,0,2,252,3,253,2.43e-145,403
OANT_RS21870,BME_RS15700,85.284,299,44,0,1,299,1,299,0.0,546
OANT_RS21875,BME_RS15070,81.043,422,79,1,1,421,1,422,0.0,652
OANT_RS21880,BME_RS15705,66.667,600,163,6,3,594,2,572,0.0,731
OANT_RS21885,BME_RS02280,41.420,169,92,2,19,187,6,167,4.74e-31,108
OANT_RS21890,BME_RS15710,95.225,377,18,0,1,377,1,377,0.0,742
OANT_RS21895,BME_RS15715,80.000,400,74,1,1,394,1,400,0.0,612
OANT_RS21900,BME_RS15720,93.939,297,18,0,1,297,1,297,0.0,584
OANT_RS21905,BME_RS15725,87.013,231,29,1,1,231,5,234,5.04e-149,411
OANT_RS21910,BME_RS15730,88.556,367,40,2,1,366,1,366,0.0,644
OANT_RS21915,BME_RS10205,89.855,69,7,0,1,69,1,69,2.49e-33,105
OANT_RS21920,BME_RS10210,84.444,225,35,0,1,225,1,225,6.67e-146,402
OANT_RS21925,BME_RS10215,88.858,359,40,0,1,359,1,359,0.0,607
OANT_RS21930,BME_RS10220,90.308,227,22,0,1,227,2,228,9.39e-144,397
OANT_RS21935,BME_RS10225,89.243,251,27,0,1,251,1,251,2.13e-147,409
OANT_RS21940,BME_RS10230,88.525,305,24,1,1,305,1,294,0.0,566
OANT_RS21945,BME_RS10235,74.877,203,51,0,1,203,1,203,3.78e-113,318
OANT_RS21950,BME_RS10240,94.527,201,11,0,1,201,1,201,2.02e-138,382
OANT_RS21955,BME_RS10245,75.716,663,139,10,7,657,1,653,0.0,865
OANT_RS21960,BME_RS10250,70.437,504,139,4,1,503,1,495,0.0,683
OANT_RS21970,BME_RS10255,90.725,593,55,0,28,620,28,620,0.0,1127
OANT_RS21975,BME_RS10260,87.798,377,46,0,1,377,1,377,0.0,698
OANT_RS21980,BME_RS10265,76.623,231,49,1,1,231,1,226,9.47e-133,370
OANT_RS21985,BME_RS10270,79.562,274,54,2,1,273,1,273,8.84e-156,448
OANT_RS21995,BME_RS10275,84.921,126,19,0,1,126,1,126,9.23e-69,199
OANT_RS22000,BME_RS10280,86.648,352,45,1,1,350,1,352,0.0,639
OANT_RS22005,BME_RS10285,94.444,306,17,0,1,306,1,306,0.0,563
OANT_RS22010,BME_RS10290,83.553,152,25,0,1,152,1,152,4.24e-84,240
OANT_RS22015,BME_RS10295,89.189,333,36,0,1,333,1,333,0.0,597
OANT_RS22020,BME_RS10300,64.783,531,165,5,1,528,1,512,0.0,651
OANT_RS22030,BME_RS10305,92.593,297,22,0,1,297,1,297,0.0,571
OANT_RS22035,BME_RS10310,87.136,412,53,0,1,412,1,412,0.0,763
OANT_RS22040,BME_RS10375,77.011,348,80,0,25,372,34,381,0.0,530
OANT_RS22045,BME_RS10380,83.047,466,79,0,1,466,1,466,0.0,724
OANT_RS22050,BME_RS10385,95.661,484,21,0,1,484,1,484,0.0,912
OANT_RS22055,BME_RS10390,95.641,1583,69,0,1,1583,1,1583,0.0,3127
OANT_RS22060,BME_RS10395,93.983,349,21,0,1,349,1,349,0.0,658
OANT_RS22065,BME_RS10400,91.667,156,13,0,1,156,1,156,7.69e-108,301
OANT_RS22070,BME_RS10405,76.336,131,25,2,1,130,1,126,4.72e-51,155
OANT_RS22075,BME_RS10410,74.622,331,83,1,1,330,1,331,0.0,516
OANT_RS22080,BME_RS10415,86.100,259,34,1,1,259,1,257,3.28e-160,442
OANT_RS22085,BME_RS10420,87.500,296,37,0,1,296,1,296,0.0,538
OANT_RS22090,BME_RS10425,100.000,120,0,0,1,120,1,120,1.08e-85,242
OANT_RS22095,BME_RS10430,100.000,25,0,0,1,25,1,25,3.09e-11,47.0
OANT_RS22100,BME_RS05415,34.392,189,122,2,20,208,29,215,2.98e-29,105
OANT_RS22150,BME_RS05695,65.000,60,21,0,1,60,1,60,1.05e-11,50.8
OANT_RS22185,BME_RS06650,32.727,165,97,3,26,184,117,273,4.97e-25,95.9
OANT_RS22195,BME_RS01815,38.411,151,93,0,15,165,18,168,4.82e-37,123
OANT_RS22200,BME_RS09140,35.897,78,50,0,9,86,1,78,7.03e-10,50.1
OANT_RS22205,BME_RS01305,33.466,251,152,5,46,282,10,259,2.50e-36,127
OANT_RS22230,BME_RS01815,38.710,155,88,2,7,156,15,167,3.30e-31,108
OANT_RS22250,BME_RS13525,34.404,218,132,4,143,352,257,471,1.06e-33,127
OANT_RS22255,BME_RS05010,72.152,237,56,6,1,228,1,236,9.95e-110,311
OANT_RS22325,BME_RS13695,37.008,127,69,2,24,150,38,153,3.59e-17,70.5
OANT_RS22330,BME_RS13700,54.464,112,51,0,7,118,6,117,3.38e-41,129
OANT_RS22335,BME_RS13705,50.641,312,151,2,1,309,1,312,4.23e-102,306
OANT_RS22340,BME_RS13715,30.065,153,99,3,19,171,15,159,3.55e-14,64.7
OANT_RS22375,BME_RS07115,70.833,312,91,0,15,326,1,312,1.49e-131,377
OANT_RS22395,BME_RS14890,68.045,266,85,0,71,336,3,268,9.00e-133,376
OANT_RS22400,BME_RS14900,75.000,180,44,1,1,180,1,179,6.82e-99,280
OANT_RS22405,BME_RS14905,87.681,276,31,1,1,276,1,273,2.93e-132,372
OANT_RS22410,BME_RS14910,84.142,309,49,0,2,310,23,331,0.0,531
OANT_RS22415,BME_RS14915,82.851,449,77,0,1,449,1,449,0.0,770
OANT_RS22420,BME_RS14920,91.862,639,51,1,1,638,1,639,0.0,1200
OANT_RS22425,BME_RS14925,85.306,735,107,1,11,745,18,751,0.0,1288
OANT_RS22435,BME_RS13135,30.556,216,136,5,74,288,48,250,4.99e-15,70.1
OANT_RS22440,BME_RS13135,28.755,233,148,7,62,292,34,250,7.45e-15,69.7
OANT_RS22460,BME_RS00150,44.385,374,204,3,24,394,13,385,2.54e-106,315
OANT_RS22475,BME_RS11050,58.779,131,53,1,1,131,1,130,7.29e-51,156
OANT_RS22480,BME_RS03515,36.420,162,99,2,24,181,11,172,2.94e-25,93.2
OANT_RS22485,BME_RS00080,28.840,319,210,6,26,332,27,340,2.56e-33,122
OANT_RS22495,BME_RS04455,31.737,334,205,9,5,327,4,325,4.97e-42,145
OANT_RS22510,BME_RS08505,25.459,381,223,14,11,361,3,352,4.42e-18,81.3
OANT_RS22515,BME_RS12815,30.909,495,323,8,4,492,2,483,5.86e-60,201
OANT_RS22520,BME_RS05535,44.248,226,121,3,23,244,32,256,5.93e-64,197
OANT_RS22525,BME_RS04460,32.922,243,155,6,6,244,5,243,6.24e-24,95.9
OANT_RS22530,BME_RS01980,35.556,180,114,1,18,197,18,195,9.69e-24,90.9
OANT_RS22535,BME_RS15965,48.036,331,170,2,1,329,362,692,9.42e-105,318
OANT_RS22540,BME_RS01960,31.003,329,204,6,23,341,17,332,3.93e-35,127
OANT_RS22545,BME_RS07005,35.830,494,307,7,18,508,12,498,6.24e-94,292
OANT_RS22555,BME_RS12310,30.675,326,204,7,3,311,17,337,1.22e-23,96.7
OANT_RS22560,BME_RS00090,26.901,342,233,6,4,339,3,333,7.22e-22,91.7
OANT_RS22565,BME_RS08055,33.518,361,217,7,46,398,52,397,7.59e-57,188
OANT_RS22575,BME_RS15020,69.451,455,139,0,1,455,1,455,0.0,572
OANT_RS22580,BME_RS15015,72.674,172,47,0,3,174,1,172,6.12e-93,265
OANT_RS22585,BME_RS15010,63.366,101,34,1,7,104,4,104,3.50e-41,128
OANT_RS22590,BME_RS14990,92.267,375,29,0,1,375,1,375,0.0,683
OANT_RS22595,BME_RS14985,70.395,304,90,0,1,304,1,304,4.44e-162,450
OANT_RS22600,BME_RS14980,84.348,230,36,0,1,230,1,230,8.83e-148,408
OANT_RS22605,BME_RS15065,67.153,137,45,0,1,137,1,137,1.28e-64,191
OANT_RS22610,BME_RS15055,73.545,189,48,1,1,187,1,189,5.27e-98,278
OANT_RS22615,BME_RS15050,65.882,85,29,0,6,90,7,91,4.36e-32,104
OANT_RS22620,BME_RS15045,91.333,150,13,0,1,150,1,150,1.22e-106,297
OANT_RS22625,BME_RS15040,93.541,449,28,1,1,448,1,449,0.0,850
OANT_RS22630,BME_RS15035,89.630,270,28,0,1,270,1,270,0.0,498
OANT_RS22635,BME_RS15030,84.360,633,99,0,1,633,1,633,0.0,1097
OANT_RS22640,BME_RS11295,47.945,438,221,3,5,437,7,442,1.55e-139,406
OANT_RS22650,BME_RS09660,34.021,97,60,1,16,108,54,150,8.87e-09,51.2
OANT_RS22655,BME_RS05090,24.862,362,247,9,8,356,3,352,4.43e-13,66.2
OANT_RS22660,BME_RS13305,27.243,301,218,1,3,303,1,300,4.98e-34,123
OANT_RS22665,BME_RS13275,23.604,394,281,14,1,384,1,384,9.16e-19,83.6
OANT_RS22675,BME_RS14460,42.308,234,134,1,1,233,1,234,6.03e-68,206
OANT_RS22680,BME_RS10505,41.803,244,142,0,4,247,5,248,9.10e-59,184
OANT_RS22685,BME_RS11845,37.324,284,165,4,36,318,51,322,3.83e-41,143
OANT_RS22690,BME_RS11850,38.742,302,152,8,7,300,15,291,2.02e-45,152
OANT_RS22695,BME_RS13275,28.042,378,250,9,1,364,1,370,5.59e-31,118
OANT_RS22705,BME_RS06540,24.161,298,210,7,16,310,2,286,2.92e-21,88.6
OANT_RS22710,BME_RS13005,28.854,253,176,2,4,254,5,255,3.40e-24,96.7
OANT_RS22715,BME_RS16000,55.937,320,138,1,23,339,19,338,1.47e-127,373
OANT_RS22740,BME_RS15535,25.397,315,221,8,45,354,7,312,1.22e-16,77.0
OANT_RS22745,BME_RS13740,46.316,95,50,1,3,97,5,98,1.49e-24,86.3
OANT_RS22750,BME_RS13745,58.896,163,67,0,1,163,2,164,6.47e-61,183
OANT_RS22755,BME_RS13750,78.189,243,53,0,72,314,1,243,1.07e-148,414
OANT_RS22760,BME_RS13755,50.588,170,77,3,24,189,15,181,3.91e-56,172
OANT_RS22765,BME_RS13760,82.143,448,80,0,1,448,1,448,0.0,733
OANT_RS22775,BME_RS13770,77.064,327,75,0,1,327,1,327,0.0,525
OANT_RS22780,BME_RS13775,78.333,180,37,1,144,321,19,198,2.80e-101,293
OANT_RS22785,BME_RS14140,73.191,235,62,1,1,234,1,235,4.10e-124,348
OANT_RS22795,BME_RS01275,48.936,235,119,1,4,238,12,245,1.85e-74,223
OANT_RS22800,BME_RS10505,41.833,251,140,2,3,253,4,248,3.04e-61,190
OANT_RS22805,BME_RS01265,29.617,287,171,4,57,317,156,437,1.71e-27,108
OANT_RS22810,BME_RS14465,32.500,280,169,5,15,285,18,286,6.57e-35,130
OANT_RS22830,BME_RS10185,30.916,262,167,5,14,270,14,266,5.73e-27,103
OANT_RS22835,BME_RS08175,29.412,153,99,4,18,169,28,172,5.67e-10,53.9
OANT_RS22850,BME_RS03975,22.589,394,265,8,62,423,222,607,1.53e-11,62.8
OANT_RS22860,BME_RS10590,73.399,203,47,2,1,198,1,201,1.34e-107,304
OANT_RS22865,BME_RS12950,23.377,308,210,9,56,353,45,336,1.69e-14,70.1
OANT_RS22870,BME_RS01250,29.703,303,192,9,75,369,129,418,1.69e-19,85.9
OANT_RS22875,BME_RS08545,23.410,346,225,9,114,453,284,595,1.28e-08,53.9
OANT_RS22885,BME_RS14680,32.883,222,149,0,9,230,7,228,7.28e-38,130
OANT_RS22890,BME_RS02065,33.171,205,133,2,62,263,68,271,2.12e-36,129
OANT_RS22895,BME_RS15660,45.787,356,175,5,1,343,1,351,8.55e-103,303
OANT_RS22905,BME_RS10595,91.489,188,16,0,1,188,1,188,1.39e-118,338
OANT_RS22910,BME_RS10605,90.249,523,51,0,1,523,1,523,0.0,954
OANT_RS22915,BME_RS10610,96.100,359,14,0,1,359,1,359,0.0,672
OANT_RS22920,BME_RS10615,94.718,284,15,0,1,284,1,284,2.18e-176,486
OANT_RS22930,BME_RS10620,95.177,311,15,0,1,311,1,311,0.0,607
OANT_RS22935,BME_RS10625,89.109,303,33,0,1,303,8,310,0.0,515
OANT_RS22980,BME_RS10640,76.758,327,76,0,1,327,1,327,0.0,513
OANT_RS22985,BME_RS10645,95.980,398,15,1,1,398,1,397,0.0,791
OANT_RS22990,BME_RS00980,35.075,134,86,1,6,139,3,135,5.22e-24,92.8
OANT_RS22995,BME_RS13525,31.606,193,127,3,508,695,271,463,3.48e-26,109
OANT_RS23000,BME_RS00980,35.075,134,86,1,6,139,3,135,5.22e-24,92.8
OANT_RS23030,BME_RS01670,47.938,582,283,11,35,607,37,607,3.95e-180,521
OANT_RS23035,BME_RS00925,44.277,865,408,11,116,916,4,858,0.0,689
OANT_RS23060,BME_RS06200,49.333,75,37,1,25,98,2,76,2.35e-17,70.5
OANT_RS23110,BME_RS10020,35.294,85,55,0,55,139,21,105,1.18e-22,82.8
OANT_RS23115,BME_RS15220,36.667,360,219,3,13,367,14,369,3.50e-53,183
OANT_RS23125,BME_RS11890,63.422,339,120,2,1,335,1,339,8.72e-163,454
OANT_RS23130,BME_RS01260,38.235,306,168,8,2,293,4,302,5.19e-51,167
