Abortus2308|Q.,O_anthropi|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BAB_RS30120,OANT_RS05620,48.148,54,28,0,1,54,1,54,1.58e-13,59.7
BAB_RS30125,OANT_RS05620,47.552,429,216,5,11,434,71,495,3.69e-129,380
BAB_RS30140,OANT_RS17555,87.500,200,25,0,1,200,19,218,4.85e-135,374
BAB_RS30145,OANT_RS17450,82.796,93,16,0,2,94,234,326,7.95e-54,167
BAB_RS30150,OANT_RS17445,80.049,411,82,0,5,415,5,415,0.0,678
BAB_RS30155,OANT_RS17440,74.966,731,181,2,1,729,1,731,0.0,1063
BAB_RS30160,OANT_RS17435,81.008,258,46,2,1,255,1,258,9.68e-154,426
BAB_RS30165,OANT_RS17430,67.073,246,81,0,4,249,5,250,1.41e-126,356
BAB_RS30170,OANT_RS25510,63.768,69,25,0,3,71,8,76,6.64e-33,106
BAB_RS30180,OANT_RS12900,29.134,254,155,8,272,506,154,401,6.36e-11,61.2
BAB_RS30185,OANT_RS20140,32.407,216,132,4,21,227,13,223,1.77e-21,87.0
BAB_RS30190,OANT_RS06655,33.245,376,220,11,27,391,21,376,2.15e-38,144
BAB_RS30195,OANT_RS03250,41.176,272,149,2,2,273,44,304,5.30e-72,221
BAB_RS30200,OANT_RS03255,37.184,277,170,2,11,286,17,290,5.96e-60,190
BAB_RS30205,OANT_RS13700,28.947,304,198,6,6,305,4,293,3.56e-31,115
BAB_RS30210,OANT_RS15490,54.380,274,119,2,4,277,13,280,1.44e-91,283
BAB_RS30215,OANT_RS09555,47.923,313,156,2,6,312,5,316,4.06e-97,287
BAB_RS30220,OANT_RS09510,34.043,188,112,3,5,181,11,197,4.75e-24,98.2
BAB_RS30230,OANT_RS00730,34.565,379,234,5,1,374,1,370,1.16e-79,246
BAB_RS30235,OANT_RS00225,29.847,392,234,11,3,383,4,365,1.05e-33,126
BAB_RS30240,OANT_RS22640,41.807,476,269,4,4,476,5,475,1.78e-126,374
BAB_RS30245,OANT_RS07210,44.256,531,288,5,11,537,5,531,3.76e-135,400
BAB_RS30250,OANT_RS04395,33.878,245,156,4,11,251,7,249,1.87e-27,104
BAB_RS30255,OANT_RS02965,34.538,249,148,6,20,264,7,244,1.87e-37,129
BAB_RS30260,OANT_RS23135,48.069,233,121,0,1,233,27,259,2.78e-76,228
BAB_RS30265,OANT_RS23145,31.712,514,304,14,111,608,120,602,3.68e-55,195
BAB_RS30270,OANT_RS22810,32.753,287,173,5,6,281,3,280,1.85e-38,134
BAB_RS30275,OANT_RS00225,28.535,389,245,13,3,387,6,365,3.17e-28,111
BAB_RS30280,OANT_RS06060,49.091,330,168,0,1,330,5,334,2.58e-115,334
BAB_RS30285,OANT_RS20735,30.516,213,140,2,10,215,8,219,2.15e-24,94.0
BAB_RS30300,OANT_RS24440,60.519,385,152,0,5,389,5,389,2.07e-175,492
BAB_RS30305,OANT_RS24445,81.472,788,146,0,1,788,1,788,0.0,1391
BAB_RS30315,OANT_RS19915,32.171,258,158,7,11,261,7,254,3.14e-23,93.2
BAB_RS30330,OANT_RS15825,96.346,520,19,0,1,520,1,520,0.0,1041
BAB_RS30335,OANT_RS15820,80.193,207,41,0,1,207,1,207,3.57e-120,337
BAB_RS30340,OANT_RS15815,98.013,151,3,0,1,151,1,151,1.53e-108,302
BAB_RS30345,OANT_RS15810,84.149,429,68,0,1,429,1,429,0.0,739
BAB_RS30360,OANT_RS15805,93.587,499,32,0,1,499,1,499,0.0,991
BAB_RS30365,OANT_RS15800,86.645,307,41,0,1,307,1,307,0.0,550
BAB_RS30370,OANT_RS03555,34.471,293,163,9,53,340,35,303,2.01e-43,150
BAB_RS30375,OANT_RS15795,97.183,497,14,0,1,497,1,497,0.0,976
BAB_RS30380,OANT_RS15790,87.865,445,54,0,1,445,1,445,0.0,770
BAB_RS30385,OANT_RS15785,89.017,346,37,1,1,346,16,360,0.0,617
BAB_RS30390,OANT_RS14090,69.767,473,143,0,1,473,1,473,0.0,661
BAB_RS30395,OANT_RS14085,85.745,470,67,0,1,470,1,470,0.0,823
BAB_RS30400,OANT_RS11275,27.719,285,197,7,7,287,14,293,4.20e-19,82.8
BAB_RS30405,OANT_RS19735,33.969,262,169,2,260,520,523,781,1.02e-40,154
BAB_RS30435,OANT_RS12710,42.169,166,88,2,1,158,1,166,2.69e-29,103
BAB_RS30440,OANT_RS12650,39.130,345,208,1,53,395,28,372,2.50e-72,229
BAB_RS30450,OANT_RS01980,52.055,292,140,0,6,297,5,296,4.50e-87,300
BAB_RS30470,OANT_RS19205,88.672,256,29,0,1,256,1,256,1.09e-149,416
BAB_RS30475,OANT_RS19210,86.445,391,53,0,1,391,1,391,0.0,655
BAB_RS30480,OANT_RS19215,84.419,353,55,0,1,353,1,353,0.0,616
BAB_RS30485,OANT_RS19220,90.294,340,32,1,9,348,1,339,0.0,625
BAB_RS30490,OANT_RS21495,77.778,135,25,1,1,130,1,135,1.48e-52,159
BAB_RS30495,OANT_RS12605,100.000,25,0,0,1,25,1,25,3.66e-13,52.4
BAB_RS30505,OANT_RS15400,81.319,91,14,3,1,90,1,89,1.65e-44,136
BAB_RS30510,OANT_RS15395,88.930,271,30,0,1,271,1,271,1.87e-177,487
BAB_RS30515,OANT_RS15390,75.403,248,55,1,1,248,1,242,8.83e-135,377
BAB_RS30520,OANT_RS15310,93.921,329,19,1,1,329,1,328,0.0,639
BAB_RS30525,OANT_RS15305,91.340,739,63,1,1,738,1,739,0.0,1411
BAB_RS30530,OANT_RS15300,84.328,134,21,0,1,134,1,134,3.52e-84,239
BAB_RS30535,OANT_RS15295,90.411,73,7,0,1,73,1,73,5.16e-47,141
BAB_RS30540,OANT_RS17400,89.167,480,52,0,1,480,63,542,0.0,827
BAB_RS30550,OANT_RS15260,92.938,354,19,1,1,354,1,348,0.0,677
BAB_RS30555,OANT_RS15255,91.571,261,22,0,1,261,9,269,0.0,497
BAB_RS30560,OANT_RS15250,92.492,333,25,0,1,333,1,333,0.0,638
BAB_RS30565,OANT_RS15245,98.522,203,3,0,1,203,73,275,1.29e-137,383
BAB_RS30570,OANT_RS15240,89.877,326,31,1,1,324,1,326,0.0,582
BAB_RS30575,OANT_RS14985,88.742,302,33,1,8,308,609,910,0.0,545
BAB_RS30580,OANT_RS14990,92.926,1244,88,0,1,1244,1,1244,0.0,2450
BAB_RS30585,OANT_RS14995,97.461,512,13,0,1,512,1,512,0.0,1055
BAB_RS30590,OANT_RS15000,84.549,233,35,1,1,233,1,232,1.55e-146,405
BAB_RS30595,OANT_RS15005,88.703,239,27,0,3,241,2,240,3.27e-150,415
BAB_RS30600,OANT_RS15010,83.442,308,46,2,1,307,1,304,1.32e-180,498
BAB_RS30605,OANT_RS15015,73.837,172,45,0,1,172,1,172,5.69e-94,268
BAB_RS30610,OANT_RS16130,77.297,185,42,0,1,185,1,185,1.04e-109,309
BAB_RS30625,OANT_RS16120,74.713,174,39,1,1,174,1,169,1.08e-93,266
BAB_RS30630,OANT_RS16115,90.769,325,30,0,1,325,1,325,0.0,590
BAB_RS30635,OANT_RS16110,83.607,305,50,0,5,309,2,306,0.0,541
BAB_RS30640,OANT_RS18550,90.357,280,27,0,1,280,1,280,0.0,521
BAB_RS30645,OANT_RS18545,93.511,262,17,0,1,262,1,262,6.66e-170,467
BAB_RS30650,OANT_RS18540,93.642,346,22,0,1,346,1,346,0.0,661
BAB_RS30655,OANT_RS15040,77.670,412,91,1,1,412,1,411,0.0,667
BAB_RS30660,OANT_RS15035,80.822,146,28,0,1,146,1,146,3.41e-82,236
BAB_RS30665,OANT_RS16105,79.654,231,47,0,1,231,1,231,5.82e-138,384
BAB_RS30670,OANT_RS22395,64.329,328,113,1,3,326,9,336,3.52e-147,415
BAB_RS30675,OANT_RS22400,75.000,180,44,1,1,179,1,180,1.07e-98,280
BAB_RS30680,OANT_RS22405,88.406,276,32,0,1,276,1,276,4.20e-154,428
BAB_RS30685,OANT_RS22410,85.000,300,45,0,23,322,2,301,0.0,522
BAB_RS30690,OANT_RS22415,82.851,449,77,0,1,449,1,449,0.0,789
BAB_RS30695,OANT_RS22420,92.175,639,49,1,1,639,1,638,0.0,1201
BAB_RS30700,OANT_RS22425,84.698,745,113,1,8,751,1,745,0.0,1273
BAB_RS30710,OANT_RS15190,81.494,616,114,0,1,616,20,635,0.0,1064
BAB_RS30715,OANT_RS15195,77.714,175,39,0,1,175,1,175,2.05e-99,281
BAB_RS30720,OANT_RS15200,78.281,221,48,0,1,221,1,221,2.37e-127,356
BAB_RS30725,OANT_RS14595,89.139,534,58,0,1,534,1,534,0.0,951
BAB_RS30730,OANT_RS14590,94.215,242,14,0,1,242,1,242,9.07e-173,472
BAB_RS30735,OANT_RS14585,88.971,408,45,0,5,412,7,414,0.0,645
BAB_RS30740,OANT_RS14580,96.330,218,8,0,1,218,1,218,4.65e-152,422
BAB_RS30745,OANT_RS14575,91.691,337,28,0,13,349,11,347,0.0,624
BAB_RS30755,OANT_RS14570,42.478,339,189,4,1,337,1,335,1.66e-93,280
BAB_RS30760,OANT_RS22600,83.478,230,38,0,1,230,1,230,2.86e-146,404
BAB_RS30765,OANT_RS22595,70.724,304,89,0,1,304,1,304,1.11e-163,455
BAB_RS30770,OANT_RS22590,92.267,375,29,0,1,375,1,375,0.0,673
BAB_RS30775,OANT_RS14880,69.036,197,56,2,10,206,1,192,1.90e-87,253
BAB_RS30780,OANT_RS14885,82.292,192,34,0,1,192,1,192,3.43e-120,335
BAB_RS30785,OANT_RS14890,71.094,384,110,1,1,383,1,384,0.0,570
BAB_RS30790,OANT_RS22585,63.366,101,34,1,4,104,7,104,5.65e-41,128
BAB_RS30795,OANT_RS22580,73.256,172,46,0,1,172,3,174,5.27e-94,268
BAB_RS30800,OANT_RS22575,69.451,455,139,0,1,455,1,455,0.0,632
BAB_RS30810,OANT_RS22635,84.518,633,98,0,1,633,1,633,0.0,1100
BAB_RS30815,OANT_RS22630,89.630,270,28,0,1,270,1,270,0.0,498
BAB_RS30820,OANT_RS22625,92.873,449,31,1,1,449,1,448,0.0,845
BAB_RS30825,OANT_RS22620,91.333,150,13,0,1,150,1,150,1.92e-106,297
BAB_RS30830,OANT_RS22615,65.882,85,29,0,7,91,6,90,6.92e-32,104
BAB_RS30835,OANT_RS22610,70.899,189,44,2,1,180,1,187,3.74e-91,261
BAB_RS30845,OANT_RS22605,70.064,157,47,0,1,157,1,157,1.84e-69,204
BAB_RS30850,OANT_RS21875,81.043,422,79,1,1,422,1,421,0.0,626
BAB_RS30855,OANT_RS15030,70.435,345,100,2,1,345,1,343,2.16e-175,488
BAB_RS30860,OANT_RS15025,81.613,310,57,0,1,310,1,310,0.0,517
BAB_RS30865,OANT_RS15020,66.518,224,73,1,10,231,11,234,6.37e-104,298
BAB_RS30885,OANT_RS06690,85.511,352,51,0,1,352,1,352,0.0,637
BAB_RS30890,OANT_RS06685,90.060,332,33,0,1,332,1,332,0.0,587
BAB_RS30905,OANT_RS06675,92.908,282,20,0,1,282,1,282,0.0,527
BAB_RS30910,OANT_RS06670,91.964,336,27,0,1,336,1,336,0.0,619
BAB_RS30915,OANT_RS06665,94.056,286,17,0,1,286,1,286,0.0,545
BAB_RS30920,OANT_RS06660,97.792,317,7,0,1,317,1,317,0.0,596
BAB_RS30925,OANT_RS06655,95.325,492,23,0,1,492,1,492,0.0,957
BAB_RS30930,OANT_RS06650,96.429,252,9,0,1,252,1,252,8.19e-178,486
BAB_RS30935,OANT_RS06645,93.661,489,29,1,9,495,2,490,0.0,928
BAB_RS30940,OANT_RS06640,94.248,226,13,0,1,226,1,226,2.12e-151,417
BAB_RS30945,OANT_RS06615,87.965,457,55,0,1,457,1,457,0.0,790
BAB_RS30950,OANT_RS17000,100.000,25,0,0,1,25,1,25,5.02e-11,47.0
BAB_RS30955,OANT_RS07055,79.279,333,69,0,1,333,1,333,0.0,566
BAB_RS30965,OANT_RS07040,95.455,44,2,0,1,44,1,44,5.80e-24,80.9
BAB_RS30970,OANT_RS07035,87.591,137,17,0,5,141,5,141,4.62e-76,219
BAB_RS30975,OANT_RS07030,85.410,610,86,1,1,610,1,607,0.0,1083
BAB_RS30980,OANT_RS07025,94.275,262,15,0,5,266,5,266,3.38e-176,483
BAB_RS30985,OANT_RS07015,97.973,296,6,0,1,296,1,296,0.0,589
BAB_RS30990,OANT_RS07010,91.453,234,20,0,1,234,1,234,2.61e-155,427
BAB_RS30995,OANT_RS07000,96.377,276,10,0,1,276,4,279,0.0,558
BAB_RS31000,OANT_RS06995,97.183,284,8,0,1,284,1,284,0.0,570
BAB_RS31010,OANT_RS06970,91.392,395,34,0,1,395,1,395,0.0,753
BAB_RS31015,OANT_RS06965,83.085,201,34,0,1,201,1,201,8.98e-123,343
BAB_RS31020,OANT_RS06950,94.422,251,14,0,1,251,1,251,0.0,498
BAB_RS31025,OANT_RS06945,95.425,306,14,0,1,306,1,306,0.0,597
BAB_RS31030,OANT_RS06940,89.143,175,19,0,1,175,1,175,1.77e-115,322
BAB_RS31035,OANT_RS06935,94.621,409,20,1,1,407,1,409,0.0,788
BAB_RS31040,OANT_RS06930,90.099,101,10,0,1,101,1,101,8.58e-67,193
BAB_RS31055,OANT_RS06920,96.678,602,20,0,1,602,1,602,0.0,1199
BAB_RS31060,OANT_RS06915,89.634,328,34,0,1,328,1,328,0.0,604
BAB_RS31065,OANT_RS06910,92.164,268,21,0,1,268,1,268,0.0,497
BAB_RS31070,OANT_RS06905,98.261,230,4,0,1,230,1,230,1.26e-167,458
BAB_RS31075,OANT_RS06900,82.234,394,53,1,1,394,1,377,0.0,676
BAB_RS31080,OANT_RS06895,82.986,288,49,0,1,288,1,288,0.0,508
BAB_RS31085,OANT_RS06885,91.118,304,27,0,11,314,7,310,0.0,554
BAB_RS31090,OANT_RS06880,92.000,125,10,0,1,125,1,125,8.14e-84,238
BAB_RS31095,OANT_RS06875,88.955,335,37,0,8,342,11,345,0.0,613
BAB_RS31100,OANT_RS06870,92.118,609,48,0,1,609,1,609,0.0,1145
BAB_RS31105,OANT_RS06865,92.446,278,19,1,1,278,1,276,6.75e-178,488
BAB_RS31110,OANT_RS06860,95.631,206,9,0,1,206,1,206,5.83e-149,409
BAB_RS31115,OANT_RS06855,100.000,29,0,0,1,29,1,29,1.15e-15,58.9
BAB_RS31120,OANT_RS17360,25.394,571,362,16,31,581,56,582,7.67e-28,115
BAB_RS31125,OANT_RS06850,71.498,207,59,0,1,207,1,207,2.15e-113,319
BAB_RS31130,OANT_RS05235,40.667,150,86,2,1,148,1,149,3.40e-31,106
BAB_RS31135,OANT_RS06840,81.172,239,45,0,1,239,1,239,1.56e-119,337
BAB_RS31140,OANT_RS06835,84.934,458,69,0,13,470,8,465,0.0,814
BAB_RS31145,OANT_RS06830,90.845,284,26,0,1,284,1,284,0.0,524
BAB_RS31150,OANT_RS06825,93.210,486,33,0,1,486,1,486,0.0,922
BAB_RS31155,OANT_RS06820,89.041,73,8,0,1,73,1,73,2.49e-42,133
BAB_RS31160,OANT_RS06820,92.391,92,7,0,1,92,96,187,3.79e-54,164
BAB_RS31165,OANT_RS06815,96.756,524,17,0,1,524,1,524,0.0,1051
BAB_RS31170,OANT_RS06805,93.781,402,25,0,4,405,1,402,0.0,754
BAB_RS31175,OANT_RS06800,91.461,527,45,0,1,527,1,527,0.0,986
BAB_RS31180,OANT_RS06795,92.937,269,13,1,1,269,1,263,0.0,516
BAB_RS31185,OANT_RS06790,94.231,208,12,0,1,208,2,209,1.18e-145,401
BAB_RS31190,OANT_RS06780,83.824,68,11,0,1,68,1,68,5.34e-38,118
BAB_RS31195,OANT_RS06770,86.239,218,30,0,1,218,1,218,5.51e-147,405
BAB_RS31200,OANT_RS06765,85.047,107,16,0,1,107,1,107,2.16e-64,187
BAB_RS31205,OANT_RS06760,100.000,30,0,0,1,30,1,30,1.98e-17,63.5
BAB_RS31215,OANT_RS20735,34.615,182,113,2,28,203,20,201,2.37e-23,91.7
BAB_RS31220,OANT_RS22640,48.093,472,238,3,7,476,5,471,5.42e-156,449
BAB_RS31225,OANT_RS11265,41.995,381,210,6,52,428,5,378,6.88e-104,311
BAB_RS31230,OANT_RS09555,51.393,323,149,4,6,326,2,318,1.27e-105,310
BAB_RS31235,OANT_RS09550,52.000,300,139,3,10,309,4,298,9.54e-104,306
BAB_RS31240,OANT_RS15985,34.934,229,85,4,53,217,81,309,9.77e-36,125
BAB_RS31245,OANT_RS09900,41.049,324,182,3,17,336,36,354,5.01e-81,248
BAB_RS31250,OANT_RS19240,30.263,152,104,1,23,174,10,159,6.21e-16,72.8
BAB_RS31255,OANT_RS21220,44.170,446,225,5,1,426,1,442,2.37e-125,367
BAB_RS31260,OANT_RS14365,31.606,386,216,11,63,441,68,412,1.34e-43,159
BAB_RS31265,OANT_RS10690,33.746,323,206,5,333,651,147,465,5.35e-47,169
BAB_RS31275,OANT_RS05225,38.434,281,172,1,11,291,5,284,6.26e-62,202
BAB_RS31280,OANT_RS03690,47.638,254,131,1,29,282,6,257,2.32e-72,220
BAB_RS31285,OANT_RS16065,40.701,371,217,3,6,375,5,373,1.20e-88,270
BAB_RS31295,OANT_RS15455,31.154,520,326,13,9,513,6,508,5.46e-66,219
BAB_RS31300,OANT_RS15325,44.268,314,173,2,1,312,1,314,1.44e-82,249
BAB_RS31305,OANT_RS15465,49.077,271,138,0,25,295,20,290,3.32e-85,254
BAB_RS31310,OANT_RS09550,51.827,301,140,3,9,309,3,298,1.43e-101,300
BAB_RS31315,OANT_RS09555,49.211,317,154,4,21,333,5,318,1.20e-98,292
BAB_RS31325,OANT_RS20735,35.802,162,104,0,26,187,15,176,3.49e-25,96.3
BAB_RS31330,OANT_RS15320,24.809,524,353,14,14,510,6,515,5.13e-40,149
BAB_RS31335,OANT_RS09900,35.783,313,200,1,22,333,41,353,4.24e-63,201
BAB_RS31340,OANT_RS15985,42.411,224,129,0,48,271,78,301,4.21e-62,196
BAB_RS31345,OANT_RS19545,44.375,320,174,2,1,316,6,325,4.73e-91,272
BAB_RS31350,OANT_RS09555,45.483,321,168,2,1,317,1,318,1.16e-94,281
BAB_RS31360,OANT_RS06680,25.586,469,316,8,2,458,3,450,3.00e-30,119
BAB_RS31365,OANT_RS19220,33.994,353,208,15,8,349,1,339,5.69e-44,152
BAB_RS31370,OANT_RS21410,36.885,244,142,4,22,257,23,262,1.23e-43,146
BAB_RS31375,OANT_RS19210,38.996,259,149,1,33,282,130,388,3.95e-51,170
BAB_RS31380,OANT_RS19215,48.065,310,150,3,10,309,2,310,9.81e-99,294
BAB_RS31385,OANT_RS17520,26.895,409,265,10,15,398,14,413,3.42e-29,115
BAB_RS31390,OANT_RS14785,39.429,525,315,3,28,551,21,543,2.54e-138,409
BAB_RS31410,OANT_RS25780,73.585,53,14,0,1,53,100,152,5.20e-20,80.5
BAB_RS31430,OANT_RS12795,33.750,80,50,1,1,80,1,77,2.20e-10,58.9
BAB_RS31435,OANT_RS21500,100.000,25,0,0,1,25,1,25,1.14e-11,48.5
BAB_RS31440,OANT_RS21505,92.105,38,3,0,1,38,1,38,4.24e-18,65.9
BAB_RS31445,OANT_RS21510,85.075,67,9,1,1,66,1,67,9.96e-25,108
BAB_RS31455,OANT_RS21515,96.000,25,1,0,1,25,1,25,2.37e-12,50.4
BAB_RS31460,OANT_RS21520,100.000,25,0,0,1,25,1,25,7.05e-11,46.6
BAB_RS31465,OANT_RS21525,98.423,317,5,0,1,317,1,317,0.0,581
BAB_RS31470,OANT_RS21530,71.034,290,84,0,1,290,1,290,2.95e-126,359
BAB_RS31475,OANT_RS21535,91.608,143,12,0,1,143,1,143,9.39e-89,252
BAB_RS31480,OANT_RS21540,86.250,400,55,0,1,400,1,400,0.0,728
BAB_RS31485,OANT_RS21550,83.526,346,45,3,1,334,1,346,0.0,555
BAB_RS31490,OANT_RS21555,88.123,261,31,0,1,261,1,261,1.16e-169,469
BAB_RS31495,OANT_RS21560,92.657,286,21,0,1,286,1,286,0.0,499
BAB_RS31500,OANT_RS21565,93.478,138,9,0,1,138,1,138,5.64e-99,278
BAB_RS31505,OANT_RS21570,77.477,111,25,0,1,111,1,111,9.65e-51,153
BAB_RS31510,OANT_RS21575,75.978,179,39,1,1,175,1,179,1.18e-97,277
BAB_RS31515,OANT_RS21580,81.013,158,28,1,7,164,1,156,2.43e-81,234
BAB_RS31520,OANT_RS21585,75.610,205,41,1,1,196,1,205,1.95e-107,304
BAB_RS31525,OANT_RS21590,70.543,129,38,0,4,132,2,130,1.11e-57,172
BAB_RS31530,OANT_RS21595,91.765,255,21,0,1,255,1,255,1.98e-171,470
BAB_RS31540,OANT_RS21600,94.667,450,24,0,1,450,117,566,0.0,837
BAB_RS31550,OANT_RS21605,97.727,88,2,0,1,88,1,88,4.06e-57,167
BAB_RS31555,OANT_RS21610,84.672,137,20,1,1,137,1,136,6.51e-75,216
BAB_RS31560,OANT_RS21615,87.500,152,19,0,1,152,1,152,6.64e-95,268
BAB_RS31565,OANT_RS21620,91.228,114,10,0,1,114,1,114,1.75e-74,213
BAB_RS31570,OANT_RS21625,89.080,348,38,0,1,348,1,348,0.0,622
BAB_RS31575,OANT_RS21630,84.504,484,75,0,1,484,1,484,0.0,804
BAB_RS31580,OANT_RS21635,86.902,397,51,1,1,396,1,397,0.0,692
BAB_RS31585,OANT_RS21640,95.154,227,11,0,1,227,1,227,9.58e-162,443
BAB_RS31590,OANT_RS21645,86.592,179,24,0,6,184,1,179,2.13e-119,333
BAB_RS31595,OANT_RS21650,51.981,429,188,10,1,424,1,416,4.42e-101,304
BAB_RS31600,OANT_RS21655,76.852,432,97,2,1,430,1,431,0.0,634
BAB_RS31605,OANT_RS21660,83.558,371,56,2,1,366,1,371,0.0,630
BAB_RS31610,OANT_RS21665,73.617,235,53,3,1,226,1,235,2.58e-112,318
BAB_RS31615,OANT_RS21670,91.795,585,42,2,1,580,1,584,0.0,1061
BAB_RS31620,OANT_RS21675,57.187,327,95,6,1,282,1,327,6.64e-97,285
BAB_RS31625,OANT_RS23210,53.144,493,196,6,2964,3422,521,1012,9.10e-154,504
BAB_RS31635,OANT_RS17665,92.625,339,25,0,1,339,1,339,0.0,640
BAB_RS31640,OANT_RS17670,92.955,511,36,0,1,511,1,511,0.0,980
BAB_RS31645,OANT_RS17675,93.041,388,27,0,1,388,1,388,0.0,654
BAB_RS31650,OANT_RS16880,26.786,112,77,2,205,316,207,313,1.64e-10,58.5
BAB_RS31655,OANT_RS14480,37.740,469,283,6,6,467,5,471,9.22e-94,289
BAB_RS31660,OANT_RS12365,34.252,254,157,4,7,252,2,253,6.18e-36,126
BAB_RS31670,OANT_RS01675,33.333,288,175,5,2,283,1,277,3.80e-44,149
BAB_RS31680,OANT_RS24665,39.241,474,284,2,26,495,13,486,2.75e-112,339
BAB_RS31690,OANT_RS17045,30.851,94,65,0,31,124,16,109,2.62e-08,47.8
BAB_RS31695,OANT_RS07255,26.437,261,150,8,59,304,69,302,4.52e-08,51.6
BAB_RS31700,OANT_RS07255,49.194,372,176,7,6,369,590,956,1.27e-108,340
BAB_RS31705,OANT_RS01010,35.730,445,282,3,5,447,6,448,5.98e-94,288
BAB_RS31720,OANT_RS02395,25.610,246,179,4,1,244,21,264,5.12e-18,78.6
BAB_RS31730,OANT_RS24665,42.083,480,266,6,17,490,10,483,4.40e-123,366
BAB_RS31735,OANT_RS17360,27.739,566,348,16,16,558,54,581,2.07e-47,171
BAB_RS31740,OANT_RS00225,25.496,353,219,14,21,355,17,343,5.54e-09,54.3
BAB_RS31745,OANT_RS05750,25.828,302,194,10,1,282,1,292,3.17e-08,50.8
BAB_RS31750,OANT_RS23145,28.833,600,380,12,8,570,14,603,6.71e-53,187
BAB_RS31755,OANT_RS23135,38.197,233,136,3,4,229,28,259,1.93e-46,152
BAB_RS31760,OANT_RS21360,45.055,91,46,1,9,99,9,95,6.39e-21,77.8
BAB_RS31765,OANT_RS21365,71.273,275,79,0,12,286,3,277,1.01e-129,367
BAB_RS31770,OANT_RS21370,69.672,244,74,0,1,244,1,244,2.64e-122,345
BAB_RS31775,OANT_RS08670,94.444,216,12,0,1,216,1,216,3.70e-143,408
BAB_RS31780,OANT_RS08675,94.444,162,9,0,1,162,1,162,4.06e-95,278
BAB_RS31785,OANT_RS08680,96.129,310,12,0,1,310,1,310,0.0,575
BAB_RS31790,OANT_RS08685,91.837,392,32,0,1,392,1,392,0.0,706
BAB_RS31795,OANT_RS08690,90.747,281,26,0,1,281,1,281,0.0,528
BAB_RS31800,OANT_RS17210,24.821,419,258,15,27,414,30,422,1.67e-18,85.1
BAB_RS31805,OANT_RS07385,27.755,245,163,8,16,254,16,252,6.87e-12,62.4
BAB_RS31810,OANT_RS07375,53.247,231,108,0,18,248,28,258,6.97e-89,262
BAB_RS31815,OANT_RS18120,35.628,247,152,2,10,249,28,274,5.35e-40,136
BAB_RS31820,OANT_RS12900,31.421,366,220,11,16,364,52,403,2.37e-34,128
BAB_RS31825,OANT_RS18720,22.585,704,449,32,8,661,18,675,1.26e-14,74.3
BAB_RS31830,OANT_RS22740,33.962,106,64,4,159,260,256,359,9.30e-10,55.5
BAB_RS31835,OANT_RS00225,22.992,361,255,10,33,387,25,368,5.57e-13,66.6
BAB_RS31840,OANT_RS22810,35.526,76,49,0,6,81,3,78,1.15e-12,60.1
BAB_RS31845,OANT_RS22810,42.657,143,74,2,18,158,149,285,9.11e-22,86.3
BAB_RS31850,OANT_RS07215,28.866,291,191,6,11,291,30,314,9.15e-19,82.4
BAB_RS31855,OANT_RS22800,43.426,251,131,1,1,240,1,251,3.03e-61,190
BAB_RS31860,OANT_RS23135,43.644,236,131,2,7,241,25,259,2.28e-62,193
BAB_RS31875,OANT_RS13660,41.387,447,256,2,1,447,1,441,3.75e-127,373
BAB_RS31880,OANT_RS22985,95.980,398,15,1,1,397,1,398,0.0,791
BAB_RS31885,OANT_RS22980,83.792,327,53,0,1,327,1,327,0.0,568
BAB_RS31905,OANT_RS25135,92.157,51,4,0,1,51,1,51,1.07e-26,94.7
BAB_RS31930,OANT_RS25530,60.417,48,19,0,19,66,4,51,4.85e-14,57.4
BAB_RS31940,OANT_RS00135,30.973,113,78,0,3,115,2,114,3.73e-17,73.2
BAB_RS31945,OANT_RS25125,96.875,32,1,0,1,32,1,32,1.70e-16,61.2
BAB_RS31950,OANT_RS00255,94.865,370,19,0,1,370,1,370,0.0,686
BAB_RS31955,OANT_RS00255,88.693,283,32,0,1,283,377,659,1.37e-176,499
BAB_RS31985,OANT_RS25215,96.154,52,2,0,37,88,9,60,1.49e-32,110
BAB_RS31995,OANT_RS25220,82.456,57,10,0,1,57,1,57,1.44e-28,94.4
BAB_RS32000,OANT_RS00590,42.593,54,30,1,4,56,257,310,3.85e-08,44.7
BAB_RS32005,OANT_RS25225,70.513,78,22,1,15,91,1,78,2.05e-32,107
BAB_RS32010,OANT_RS00755,43.421,76,43,0,37,112,64,139,1.59e-13,59.7
BAB_RS32020,OANT_RS00800,95.288,382,18,0,1,382,1,382,0.0,744
BAB_RS32045,OANT_RS00930,61.765,68,22,1,1,64,1,68,1.65e-19,75.9
BAB_RS32065,OANT_RS01465,77.087,611,117,5,1,599,1,600,0.0,879
BAB_RS32095,OANT_RS26110,65.152,66,23,0,1,66,1,66,6.99e-24,91.7
BAB_RS32145,OANT_RS01835,94.617,483,26,0,7,489,2,484,0.0,961
BAB_RS32150,OANT_RS01850,72.800,125,34,0,1,125,1,125,3.53e-63,186
BAB_RS32180,OANT_RS02370,86.792,53,7,0,1,53,732,784,2.68e-28,101
BAB_RS32210,OANT_RS25265,92.857,42,3,0,1,42,1,42,2.84e-24,84.7
