Melitensis16M|Q.,O_anthropi|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BME_RS14075,OANT_RS17560,82.133,347,62,0,1,347,1,347,0.0,582
BME_RS14080,OANT_RS17565,79.646,226,40,1,6,225,4,229,1.05e-124,374
BME_RS14085,OANT_RS17570,78.912,147,31,0,15,161,5,151,3.77e-68,201
BME_RS14095,OANT_RS18565,83.529,340,56,0,24,363,1,340,0.0,584
BME_RS14100,OANT_RS18560,85.039,254,38,0,1,254,1,254,4.93e-160,441
BME_RS14105,OANT_RS18555,86.245,269,37,0,4,272,5,273,1.55e-162,449
BME_RS14110,OANT_RS15130,83.206,131,22,0,2,132,1,131,1.32e-74,215
BME_RS14115,OANT_RS15170,89.067,375,41,0,5,379,4,378,0.0,629
BME_RS14120,OANT_RS15165,87.908,306,37,0,1,306,1,306,0.0,554
BME_RS14125,OANT_RS15160,82.803,314,54,0,1,314,1,314,4.90e-180,497
BME_RS14130,OANT_RS15155,69.196,224,67,1,2,225,4,225,7.28e-104,298
BME_RS14135,OANT_RS17730,85.345,348,51,0,1,348,1,348,0.0,568
BME_RS14140,OANT_RS22785,73.191,235,62,1,1,235,1,234,6.47e-124,348
BME_RS14145,OANT_RS17260,66.434,143,48,0,1,143,1,143,9.00e-68,199
BME_RS14150,OANT_RS17255,65.441,136,47,0,1,136,1,136,6.00e-57,171
BME_RS14155,OANT_RS17250,85.417,96,14,0,6,101,15,110,5.09e-55,164
BME_RS14160,OANT_RS17235,77.955,313,69,0,1,313,1,313,1.76e-159,445
BME_RS14165,OANT_RS16060,79.878,164,33,0,1,164,1,164,1.38e-88,253
BME_RS14170,OANT_RS16055,93.204,412,28,0,1,412,1,412,0.0,790
BME_RS14180,OANT_RS16085,85.231,325,48,0,1,325,1,325,0.0,580
BME_RS14185,OANT_RS16080,82.130,554,98,1,1,553,1,554,0.0,915
BME_RS14190,OANT_RS16075,88.235,255,30,0,1,255,1,255,9.94e-160,441
BME_RS14195,OANT_RS16070,89.394,396,42,0,1,396,1,396,0.0,728
BME_RS14200,OANT_RS16065,92.464,345,26,0,1,345,1,345,0.0,640
BME_RS14205,OANT_RS17415,90.345,145,14,0,1,145,1,145,1.13e-98,277
BME_RS14210,OANT_RS17615,80.205,293,58,0,1,293,1,293,5.77e-172,475
BME_RS14215,OANT_RS17610,75.214,234,56,1,1,232,1,234,2.04e-103,311
BME_RS14220,OANT_RS05620,48.148,54,28,0,1,54,1,54,1.58e-13,59.7
BME_RS14225,OANT_RS05620,47.552,429,216,5,11,434,71,495,3.69e-129,380
BME_RS14230,OANT_RS14820,91.784,426,35,0,1,426,1,426,0.0,749
BME_RS14235,OANT_RS17555,87.615,218,27,0,1,218,1,218,5.10e-147,405
BME_RS14240,OANT_RS17550,93.750,272,14,1,1,269,1,272,0.0,536
BME_RS14245,OANT_RS17545,83.886,211,34,0,1,211,1,211,2.45e-130,380
BME_RS14255,OANT_RS17535,83.803,426,67,1,4,429,16,439,0.0,755
BME_RS14260,OANT_RS17530,91.785,353,29,0,1,353,1,353,0.0,650
BME_RS14265,OANT_RS17525,59.806,413,165,1,32,443,27,439,6.73e-171,484
BME_RS14270,OANT_RS17520,88.667,450,49,1,1,450,1,448,0.0,808
BME_RS14275,OANT_RS17515,73.659,410,107,1,1,409,1,410,0.0,625
BME_RS14280,OANT_RS17510,59.645,394,154,4,1,392,1,391,4.80e-168,474
BME_RS14285,OANT_RS17505,44.231,312,170,2,1,310,6,315,4.99e-83,252
BME_RS14290,OANT_RS17500,63.984,497,176,1,1,497,1,494,0.0,627
BME_RS14295,OANT_RS17495,68.848,382,110,2,1,373,1,382,4.04e-160,451
BME_RS14300,OANT_RS17490,80.678,295,55,1,1,293,1,295,0.0,511
BME_RS14305,OANT_RS17485,70.466,193,57,0,6,198,7,199,1.33e-99,284
BME_RS14310,OANT_RS17480,80.952,420,80,0,1,420,1,420,0.0,706
BME_RS14315,OANT_RS17475,81.522,184,34,0,12,195,24,207,1.37e-109,310
BME_RS14320,OANT_RS22255,38.589,241,132,4,1,240,3,228,8.47e-46,150
BME_RS14325,OANT_RS17470,69.750,400,94,3,1,374,1,399,0.0,555
BME_RS14330,OANT_RS17465,75.862,406,98,0,1,406,1,406,0.0,644
BME_RS14335,OANT_RS17460,87.981,416,50,0,1,416,1,416,0.0,771
BME_RS14340,OANT_RS17455,94.382,356,20,0,1,356,1,356,0.0,704
BME_RS14345,OANT_RS17450,80.000,220,44,0,1,220,1,220,4.65e-131,370
BME_RS14350,OANT_RS17445,80.049,411,82,0,5,415,5,415,0.0,678
BME_RS14355,OANT_RS17440,75.103,731,180,2,1,729,1,731,0.0,1065
BME_RS14360,OANT_RS17435,81.008,258,46,2,1,255,1,258,9.68e-154,426
BME_RS14365,OANT_RS17430,67.073,246,81,0,4,249,5,250,1.05e-126,357
BME_RS14370,OANT_RS25510,63.768,69,25,0,3,71,8,76,6.64e-33,106
BME_RS14380,OANT_RS12900,30.672,238,140,8,288,506,170,401,6.59e-11,61.2
BME_RS14385,OANT_RS20140,32.407,216,132,4,21,227,13,223,1.77e-21,87.0
BME_RS14390,OANT_RS06655,33.245,376,220,11,27,391,21,376,2.56e-38,144
BME_RS14395,OANT_RS03250,38.801,317,181,3,1,317,1,304,1.98e-78,239
BME_RS14400,OANT_RS03255,37.184,277,170,2,11,286,17,290,5.96e-60,190
BME_RS14405,OANT_RS13700,29.276,304,197,6,6,305,4,293,1.52e-31,116
BME_RS14410,OANT_RS15490,54.745,274,118,2,4,277,13,280,2.44e-92,285
BME_RS14415,OANT_RS09555,47.923,313,156,2,6,312,5,316,4.06e-97,287
BME_RS14420,OANT_RS09510,34.043,188,112,3,5,181,11,197,3.43e-24,98.6
BME_RS14430,OANT_RS00730,34.565,379,234,5,1,374,1,370,4.06e-80,247
BME_RS14435,OANT_RS00225,29.771,393,233,11,3,383,4,365,3.00e-33,125
BME_RS14440,OANT_RS22640,42.437,476,266,4,4,476,5,475,1.14e-127,377
BME_RS14445,OANT_RS07210,44.256,531,288,5,11,537,5,531,3.76e-135,400
BME_RS14450,OANT_RS04395,33.878,245,156,4,11,251,7,249,1.83e-27,104
BME_RS14455,OANT_RS02965,34.538,249,148,6,20,264,7,244,1.53e-37,130
BME_RS14460,OANT_RS23135,48.069,233,121,0,1,233,27,259,2.78e-76,228
BME_RS14465,OANT_RS23145,31.518,514,305,14,409,906,120,602,9.58e-54,195
BME_RS14475,OANT_RS00225,28.278,389,246,13,3,387,6,365,1.65e-27,109
BME_RS14480,OANT_RS06060,49.091,330,168,0,1,330,5,334,2.58e-115,334
BME_RS14485,OANT_RS20735,30.516,213,140,2,10,215,8,219,2.15e-24,94.0
BME_RS14500,OANT_RS24440,60.779,385,151,0,5,389,5,389,2.65e-176,494
BME_RS14505,OANT_RS24445,81.599,788,145,0,1,788,1,788,0.0,1392
BME_RS14515,OANT_RS19915,32.171,258,158,7,11,261,7,254,3.14e-23,93.2
BME_RS14530,OANT_RS15825,94.737,456,24,0,1,456,1,456,0.0,887
BME_RS14535,OANT_RS15820,80.676,207,40,0,1,207,1,207,1.71e-121,340
BME_RS14540,OANT_RS15815,98.013,151,3,0,1,151,1,151,1.53e-108,302
BME_RS14545,OANT_RS15810,91.549,71,6,0,1,71,1,71,2.33e-35,132
BME_RS14565,OANT_RS15805,93.587,499,32,0,1,499,1,499,0.0,991
BME_RS14570,OANT_RS15800,86.319,307,42,0,1,307,1,307,0.0,549
BME_RS14575,OANT_RS03555,34.228,298,167,9,45,337,30,303,1.97e-43,150
BME_RS14580,OANT_RS15795,97.183,497,14,0,1,497,1,497,0.0,976
BME_RS14585,OANT_RS15790,87.865,445,54,0,1,445,1,445,0.0,770
BME_RS14590,OANT_RS15785,89.474,361,37,1,1,361,1,360,0.0,646
BME_RS14595,OANT_RS14090,69.767,473,143,0,1,473,1,473,0.0,661
BME_RS14600,OANT_RS14085,85.957,470,66,0,1,470,1,470,0.0,825
BME_RS14615,OANT_RS19735,34.351,262,168,2,260,520,523,781,3.20e-41,155
BME_RS14650,OANT_RS12710,42.169,166,88,2,1,158,1,166,2.69e-29,103
BME_RS14655,OANT_RS12650,39.368,348,201,3,50,391,29,372,8.94e-72,227
BME_RS14660,OANT_RS01980,50.867,346,170,0,6,351,5,350,1.31e-105,352
BME_RS14680,OANT_RS19205,89.062,256,28,0,1,256,1,256,2.08e-150,417
BME_RS14685,OANT_RS19210,85.678,391,56,0,1,391,1,391,0.0,647
BME_RS14690,OANT_RS19215,83.853,353,57,0,1,353,1,353,0.0,612
BME_RS14695,OANT_RS19220,90.294,340,32,1,9,348,1,339,0.0,625
BME_RS14700,OANT_RS21495,77.037,135,26,1,1,130,1,135,1.31e-51,157
BME_RS14705,OANT_RS12605,100.000,25,0,0,1,25,1,25,3.66e-13,52.4
BME_RS14715,OANT_RS15400,81.319,91,14,3,1,90,1,89,1.65e-44,136
BME_RS14720,OANT_RS15395,89.299,271,29,0,1,271,1,271,4.64e-178,488
BME_RS14725,OANT_RS15390,75.403,248,55,1,1,248,1,242,8.83e-135,377
BME_RS14730,OANT_RS15310,93.617,329,20,1,1,329,1,328,0.0,636
BME_RS14735,OANT_RS15305,91.340,739,63,1,1,738,1,739,0.0,1411
BME_RS14740,OANT_RS15300,84.328,134,21,0,1,134,1,134,3.52e-84,239
BME_RS14745,OANT_RS15295,90.411,73,7,0,1,73,1,73,5.16e-47,141
BME_RS14750,OANT_RS17400,89.860,286,29,0,1,286,63,348,1.32e-162,467
BME_RS14760,OANT_RS15260,94.540,348,19,0,1,348,1,348,0.0,683
BME_RS14765,OANT_RS15255,91.571,261,22,0,1,261,9,269,0.0,499
BME_RS14770,OANT_RS15250,85.366,123,18,0,1,123,1,123,4.55e-72,224
BME_RS14775,OANT_RS15245,93.455,275,13,1,1,270,1,275,2.82e-180,494
BME_RS14780,OANT_RS15240,82.432,148,24,1,1,146,1,148,3.54e-78,239
BME_RS14785,OANT_RS15235,88.424,406,47,0,16,421,1,406,0.0,751
BME_RS14790,OANT_RS15230,91.124,338,30,0,1,338,1,338,0.0,628
BME_RS14795,OANT_RS14980,81.356,236,44,0,1,236,1,236,2.60e-139,387
BME_RS14800,OANT_RS14985,93.516,910,58,1,1,909,1,910,0.0,1718
BME_RS14805,OANT_RS14990,91.281,367,32,0,1,367,1,367,0.0,735
BME_RS14810,OANT_RS14995,97.266,512,14,0,1,512,1,512,0.0,1053
BME_RS14815,OANT_RS15000,84.549,233,35,1,1,233,1,232,3.06e-146,405
BME_RS14820,OANT_RS15005,88.703,239,27,0,3,241,2,240,3.27e-150,415
BME_RS14825,OANT_RS15010,86.517,267,36,0,1,267,38,304,2.04e-163,452
BME_RS14830,OANT_RS15015,73.837,172,45,0,1,172,1,172,5.69e-94,268
BME_RS14835,OANT_RS16130,77.297,185,42,0,1,185,1,185,1.04e-109,309
BME_RS14840,OANT_RS16125,84.064,502,80,0,1,502,1,502,0.0,874
BME_RS14845,OANT_RS16120,74.713,174,39,1,1,174,1,169,1.08e-93,266
BME_RS14850,OANT_RS16115,90.769,325,30,0,1,325,1,325,0.0,590
BME_RS14855,OANT_RS16110,83.279,305,51,0,5,309,2,306,0.0,540
BME_RS14860,OANT_RS18550,90.714,280,26,0,1,280,1,280,0.0,523
BME_RS14865,OANT_RS18545,93.511,262,17,0,1,262,1,262,6.66e-170,467
BME_RS14870,OANT_RS18540,83.784,37,6,0,1,37,1,37,4.83e-11,60.1
BME_RS14875,OANT_RS15040,77.427,412,92,1,1,412,1,411,0.0,665
BME_RS14880,OANT_RS15035,80.822,146,28,0,1,146,1,146,9.15e-83,237
BME_RS14890,OANT_RS22395,68.045,266,85,0,3,268,71,336,8.09e-126,358
BME_RS14895,OANT_RS22395,52.239,67,32,0,3,69,9,75,7.29e-19,75.1
BME_RS14900,OANT_RS22400,75.000,180,44,1,1,179,1,180,1.07e-98,280
BME_RS14905,OANT_RS22405,87.681,276,31,1,1,273,1,276,7.91e-151,420
BME_RS14910,OANT_RS22410,85.000,300,45,0,23,322,2,301,0.0,521
BME_RS14915,OANT_RS22415,82.851,449,77,0,1,449,1,449,0.0,789
BME_RS14920,OANT_RS22420,91.862,639,51,1,1,639,1,638,0.0,1196
BME_RS14925,OANT_RS22425,84.295,745,116,1,8,751,1,745,0.0,1264
BME_RS14935,OANT_RS15190,81.494,616,114,0,1,616,20,635,0.0,1064
BME_RS14940,OANT_RS15195,77.143,175,40,0,1,175,1,175,1.58e-98,279
BME_RS14945,OANT_RS15200,78.281,221,48,0,1,221,1,221,2.91e-127,355
BME_RS14950,OANT_RS14595,89.139,534,58,0,1,534,1,534,0.0,951
BME_RS14955,OANT_RS14590,94.215,242,14,0,1,242,1,242,9.07e-173,472
BME_RS14960,OANT_RS14585,89.216,408,44,0,2,409,7,414,0.0,645
BME_RS14965,OANT_RS14580,94.182,275,14,1,1,273,1,275,0.0,517
BME_RS14970,OANT_RS14575,91.691,337,28,0,13,349,11,347,0.0,624
BME_RS14975,OANT_RS14570,42.478,339,189,4,1,337,1,335,1.57e-93,280
BME_RS14980,OANT_RS22600,84.348,230,36,0,1,230,1,230,1.39e-147,408
BME_RS14985,OANT_RS22595,70.395,304,90,0,1,304,1,304,6.98e-162,450
BME_RS14990,OANT_RS22590,92.267,375,29,0,1,375,1,375,0.0,673
BME_RS14995,OANT_RS14880,69.036,197,56,2,10,206,1,192,5.69e-88,254
BME_RS15000,OANT_RS14885,82.292,192,34,0,1,192,1,192,2.03e-120,336
BME_RS15005,OANT_RS14890,71.094,384,110,1,1,383,1,384,0.0,570
BME_RS15010,OANT_RS22585,63.366,101,34,1,4,104,7,104,5.65e-41,128
BME_RS15015,OANT_RS22580,72.674,172,47,0,1,172,3,174,9.51e-93,265
BME_RS15020,OANT_RS22575,69.451,455,139,0,1,455,1,455,0.0,632
BME_RS15030,OANT_RS22635,84.360,633,99,0,1,633,1,633,0.0,1097
BME_RS15035,OANT_RS22630,89.630,270,28,0,1,270,1,270,0.0,498
BME_RS15040,OANT_RS22625,93.541,449,28,1,1,449,1,448,0.0,850
BME_RS15045,OANT_RS22620,91.333,150,13,0,1,150,1,150,1.92e-106,297
BME_RS15050,OANT_RS22615,65.882,85,29,0,7,91,6,90,6.92e-32,104
BME_RS15055,OANT_RS22610,73.545,189,48,1,1,189,1,187,8.37e-98,278
BME_RS15065,OANT_RS22605,67.153,137,45,0,1,137,1,137,4.60e-56,169
BME_RS15070,OANT_RS21875,81.235,421,78,1,2,422,2,421,0.0,626
BME_RS15075,OANT_RS15030,70.435,345,100,2,1,345,1,343,4.31e-176,489
BME_RS15080,OANT_RS15025,81.290,310,58,0,1,310,1,310,0.0,515
BME_RS15085,OANT_RS15020,66.964,224,72,1,10,231,11,234,3.13e-104,298
BME_RS15100,OANT_RS01515,37.572,173,104,4,215,386,263,432,8.23e-28,112
BME_RS15105,OANT_RS22395,30.631,222,133,8,37,249,67,276,2.88e-13,66.6
BME_RS15125,OANT_RS16835,48.402,219,113,0,1,219,1,219,5.10e-71,213
BME_RS15130,OANT_RS16830,30.206,437,269,15,6,420,3,425,8.66e-36,134
BME_RS15140,OANT_RS20880,36.792,106,59,1,1,98,1,106,3.29e-15,65.9
BME_RS15145,OANT_RS20700,27.919,394,238,10,3,379,406,770,2.57e-30,120
BME_RS15150,OANT_RS11265,48.196,388,188,5,4,391,6,380,1.02e-127,371
BME_RS15155,OANT_RS05225,35.088,285,184,1,1,285,1,284,1.01e-50,172
BME_RS15160,OANT_RS03690,46.531,245,131,0,17,261,13,257,2.23e-71,217
BME_RS15165,OANT_RS19240,25.620,242,176,3,36,275,3,242,1.78e-16,74.3
BME_RS15170,OANT_RS16065,41.019,373,214,3,6,374,5,375,2.99e-88,268
BME_RS15175,OANT_RS20685,28.391,317,202,9,26,320,23,336,8.80e-20,88.2
BME_RS15180,OANT_RS15780,88.057,628,68,3,1,623,1,626,0.0,1113
BME_RS15185,OANT_RS15775,85.897,78,11,0,1,78,1,78,2.81e-49,147
BME_RS15190,OANT_RS15770,80.531,339,66,0,1,339,1,339,0.0,563
BME_RS15195,OANT_RS15765,87.444,446,56,0,1,446,1,446,0.0,817
BME_RS15200,OANT_RS15760,83.197,244,41,0,15,258,14,257,3.81e-140,391
BME_RS15205,OANT_RS15755,85.542,83,12,0,1,83,1,83,5.91e-51,152
BME_RS15210,OANT_RS15750,80.682,264,51,0,1,264,1,264,4.13e-159,440
BME_RS15215,OANT_RS15745,91.275,447,39,0,1,447,1,447,0.0,799
BME_RS15220,OANT_RS15740,90.569,615,57,1,1,614,1,615,0.0,1065
BME_RS15225,OANT_RS15735,81.754,285,52,0,1,285,1,285,3.88e-178,490
BME_RS15230,OANT_RS15730,85.430,453,62,1,2,454,3,451,0.0,794
BME_RS15235,OANT_RS15725,86.912,489,61,2,1,488,11,497,0.0,881
BME_RS15240,OANT_RS15720,92.473,186,14,0,1,186,1,186,1.65e-126,351
BME_RS15245,OANT_RS15715,80.839,548,76,6,17,540,1,543,0.0,769
BME_RS15250,OANT_RS15710,78.981,157,33,0,1,157,1,157,1.63e-91,260
BME_RS15255,OANT_RS15705,71.429,182,52,0,1,182,1,182,9.32e-81,235
BME_RS15260,OANT_RS15700,86.161,224,30,1,1,223,1,224,2.43e-142,394
BME_RS15265,OANT_RS15695,93.107,972,63,1,1,972,1,968,0.0,1872
BME_RS15270,OANT_RS15685,79.573,328,67,0,1,328,1,328,0.0,534
BME_RS15275,OANT_RS15680,84.173,278,44,0,5,282,5,282,6.42e-176,484
BME_RS15280,OANT_RS15670,93.878,98,6,0,1,98,1,98,3.39e-62,181
BME_RS15285,OANT_RS15665,96.154,546,21,0,1,546,1,546,0.0,968
BME_RS15290,OANT_RS15650,80.952,84,16,0,1,84,1,84,3.13e-47,142
BME_RS15295,OANT_RS15645,94.168,463,27,0,1,463,1,463,0.0,907
BME_RS15300,OANT_RS15640,78.030,132,29,0,1,132,1,132,3.66e-72,209
BME_RS15315,OANT_RS15630,90.830,229,21,0,1,229,1,229,1.82e-153,422
BME_RS15320,OANT_RS15625,85.106,376,56,0,1,376,1,376,0.0,642
BME_RS15325,OANT_RS15620,82.420,529,66,4,1,502,1,529,0.0,815
BME_RS15330,OANT_RS15615,88.780,205,23,0,1,205,1,205,7.74e-124,345
BME_RS15335,OANT_RS15610,85.047,214,32,0,1,214,1,214,1.49e-140,389
BME_RS15340,OANT_RS15605,79.608,255,41,1,1,244,1,255,1.81e-149,414
BME_RS15345,OANT_RS15600,90.182,275,27,0,1,275,1,275,0.0,522
BME_RS15350,OANT_RS15595,88.736,435,43,2,1,429,1,435,0.0,796
BME_RS15355,OANT_RS15590,85.217,345,51,0,1,345,66,410,0.0,604
BME_RS15360,OANT_RS15590,88.333,60,7,0,1,60,1,60,1.11e-28,102
BME_RS15365,OANT_RS15585,94.578,498,27,0,1,498,1,498,0.0,938
BME_RS15370,OANT_RS15580,95.410,305,14,0,1,305,1,305,0.0,595
BME_RS15375,OANT_RS15570,88.889,270,30,0,1,270,1,270,5.06e-179,491
BME_RS15385,OANT_RS20220,90.909,77,7,0,1,77,1,77,3.54e-47,142
BME_RS15390,OANT_RS15275,39.535,129,71,4,1,123,1,128,1.02e-28,99.4
BME_RS15395,OANT_RS14910,49.398,83,42,0,1,83,940,1022,2.09e-14,73.9
BME_RS15405,OANT_RS15705,52.604,192,85,1,1,192,1,186,5.57e-63,190
BME_RS15415,OANT_RS17090,37.218,266,140,7,8,247,9,273,1.88e-34,123
BME_RS15425,OANT_RS11265,36.126,382,230,8,16,390,5,379,1.01e-68,219
BME_RS15430,OANT_RS17715,44.674,291,160,1,1,291,1,290,4.51e-90,267
BME_RS15435,OANT_RS24555,38.843,121,70,1,17,137,9,125,5.66e-23,84.7
BME_RS15445,OANT_RS21685,97.391,230,6,0,17,246,17,246,6.73e-159,437
BME_RS15450,OANT_RS21690,86.585,164,21,1,1,163,1,164,1.68e-90,258
BME_RS15455,OANT_RS21695,92.975,242,17,0,1,242,1,242,4.92e-170,466
BME_RS15460,OANT_RS21700,79.612,206,22,1,1,186,1,206,9.16e-112,314
BME_RS15465,OANT_RS21705,98.039,357,7,0,1,357,49,405,0.0,695
BME_RS15470,OANT_RS21710,93.038,158,11,0,2,159,3,160,7.38e-95,269
BME_RS15475,OANT_RS21715,96.183,262,10,0,1,262,1,262,0.0,516
BME_RS15480,OANT_RS21720,95.495,111,5,0,1,111,1,111,1.26e-72,209
BME_RS15485,OANT_RS21725,95.000,140,7,0,1,140,1,140,1.65e-97,274
BME_RS15490,OANT_RS21730,94.444,126,7,0,1,126,1,126,6.05e-88,248
BME_RS15495,OANT_RS19435,30.000,280,193,3,8,287,5,281,1.67e-27,105
BME_RS15500,OANT_RS15865,26.185,443,280,21,3,411,10,439,3.17e-19,86.7
BME_RS15505,OANT_RS02405,47.244,254,133,1,1,253,1,254,2.02e-88,260
BME_RS15510,OANT_RS15115,27.778,252,182,0,6,257,34,285,1.24e-26,102
BME_RS15515,OANT_RS19430,38.438,320,185,4,3,313,2,318,1.03e-76,235
BME_RS15525,OANT_RS15215,42.725,433,245,2,1,430,2,434,1.22e-117,348
BME_RS15530,OANT_RS23865,38.636,132,68,3,23,143,13,142,2.35e-19,76.3
BME_RS15535,OANT_RS14315,52.711,332,153,2,3,333,2,330,4.14e-119,345
BME_RS15550,OANT_RS08920,33.645,107,64,2,1,107,1,100,2.18e-12,63.2
BME_RS15565,OANT_RS21735,81.095,201,38,0,1,201,1,201,2.85e-109,308
BME_RS15570,OANT_RS21740,94.805,385,20,0,1,385,68,452,0.0,736
BME_RS15575,OANT_RS21745,83.516,182,29,1,1,182,1,181,5.83e-111,316
BME_RS15580,OANT_RS21750,87.405,262,33,0,1,262,1,262,2.18e-179,491
BME_RS15585,OANT_RS21755,94.138,290,17,0,1,290,1,290,0.0,564
BME_RS15590,OANT_RS21760,80.892,314,59,1,3,316,5,317,0.0,521
BME_RS15595,OANT_RS21765,79.739,153,31,0,1,153,1,153,3.94e-73,213
BME_RS15600,OANT_RS21770,91.304,115,10,0,1,115,1,115,1.12e-72,209
BME_RS15615,OANT_RS21780,92.394,355,27,0,1,355,1,355,0.0,660
BME_RS15620,OANT_RS21785,80.882,136,26,0,1,136,1,136,7.61e-82,234
BME_RS15625,OANT_RS21790,78.846,260,54,1,1,259,1,260,2.79e-164,452
BME_RS15630,OANT_RS21795,69.323,251,66,2,1,245,1,246,3.48e-121,343
BME_RS15635,OANT_RS21800,80.535,411,74,1,1,405,1,411,0.0,669
BME_RS15640,OANT_RS21805,88.046,527,56,2,1,523,1,524,0.0,939
BME_RS15645,OANT_RS21810,93.188,367,25,0,1,367,1,367,0.0,701
BME_RS15650,OANT_RS21815,95.286,297,13,1,1,297,1,296,0.0,556
BME_RS15655,OANT_RS21820,93.750,272,12,1,1,272,1,267,0.0,504
BME_RS15660,OANT_RS21825,93.201,353,24,0,1,353,1,353,0.0,680
BME_RS15665,OANT_RS21830,91.471,469,40,0,1,469,1,469,0.0,844
BME_RS15670,OANT_RS21840,69.653,346,105,0,1,346,1,346,1.61e-177,493
BME_RS15675,OANT_RS21845,86.111,324,45,0,1,324,1,324,0.0,589
BME_RS15680,OANT_RS21850,70.495,444,126,2,1,439,1,444,0.0,610
BME_RS15685,OANT_RS21855,79.394,330,68,0,1,330,1,330,0.0,563
BME_RS15690,OANT_RS21860,75.188,399,93,3,1,394,1,398,0.0,600
BME_RS15695,OANT_RS21865,73.705,251,66,0,3,253,2,252,3.83e-145,403
BME_RS15700,OANT_RS21870,85.284,299,44,0,1,299,1,299,0.0,546
BME_RS15705,OANT_RS21880,65.672,603,164,8,2,572,3,594,0.0,726
BME_RS15710,OANT_RS21890,95.225,377,18,0,1,377,1,377,0.0,742
BME_RS15715,OANT_RS21895,80.000,400,74,1,1,400,1,394,0.0,632
BME_RS15720,OANT_RS21900,93.939,297,18,0,1,297,1,297,0.0,584
BME_RS15725,OANT_RS21905,87.013,231,29,1,5,234,1,231,2.38e-144,400
BME_RS15730,OANT_RS21910,88.556,367,40,2,1,366,1,366,0.0,631
BME_RS15760,OANT_RS04165,91.667,36,3,0,1,36,6,41,1.53e-19,73.2
BME_RS15765,OANT_RS25135,92.157,51,4,0,1,51,1,51,1.07e-26,94.7
BME_RS15775,OANT_RS07410,93.594,281,18,0,1,281,1,281,1.48e-180,514
BME_RS15790,OANT_RS04525,91.228,114,10,0,1,114,430,543,3.09e-72,221
BME_RS15795,OANT_RS25370,78.462,65,14,0,1,65,1,65,1.09e-31,102
BME_RS15805,OANT_RS25205,49.436,1153,508,19,345,1440,1772,2906,0.0,943
BME_RS15875,OANT_RS05450,94.393,107,6,0,1,107,125,231,3.71e-73,214
BME_RS15890,OANT_RS05780,94.079,152,9,0,1,152,1,152,2.24e-94,275
BME_RS15895,OANT_RS05780,96.789,218,7,0,1,218,154,371,2.74e-156,435
BME_RS15920,OANT_RS06025,95.122,41,2,0,1,41,1,41,4.52e-24,80.9
BME_RS15930,OANT_RS06100,51.429,70,18,1,44,97,158,227,5.78e-16,68.2
BME_RS15935,OANT_RS25500,98.113,53,1,0,1,53,1,53,1.90e-30,97.8
BME_RS15950,OANT_RS06440,69.935,153,45,1,1,152,1,153,2.37e-60,190
BME_RS15965,OANT_RS25870,91.643,694,58,0,1,694,1,694,0.0,1296
BME_RS15970,OANT_RS25865,74.419,43,11,0,1,43,1,43,1.72e-16,63.2
BME_RS15975,OANT_RS25735,82.143,28,5,0,1,28,5,32,1.91e-10,45.8
BME_RS15995,OANT_RS08235,46.809,94,48,2,2,95,62,153,6.22e-23,86.3
BME_RS16000,OANT_RS08240,94.083,338,20,0,1,338,1,338,0.0,641
BME_RS16005,OANT_RS08240,91.351,185,16,0,2,186,347,531,3.79e-119,345
BME_RS16010,OANT_RS08305,83.929,56,9,0,1,56,1,56,3.37e-30,99.8
BME_RS16055,OANT_RS08825,65.263,95,33,0,4,98,70,164,2.27e-41,131
BME_RS16070,OANT_RS08905,65.714,70,24,0,1,70,1,70,1.37e-27,97.1
BME_RS16075,OANT_RS08905,95.775,142,6,0,1,142,87,228,4.38e-99,281
BME_RS16095,OANT_RS25595,40.000,75,36,2,10,84,1,66,4.79e-08,43.1
BME_RS16100,OANT_RS25605,61.290,62,24,0,1,62,1,62,5.82e-17,68.6
BME_RS16110,OANT_RS25610,47.368,57,22,2,2,52,12,66,6.13e-10,47.0
BME_RS16115,OANT_RS18090,33.784,222,132,6,2,210,5,224,7.36e-30,109
BME_RS16130,OANT_RS09515,90.179,112,11,0,1,112,1,112,1.04e-56,176
BME_RS16135,OANT_RS09515,95.882,170,7,0,1,170,140,309,2.31e-116,329
BME_RS16140,OANT_RS25630,78.333,60,13,0,9,68,2,61,1.18e-27,91.7
BME_RS16145,OANT_RS09660,92.265,181,14,0,1,181,1,181,4.08e-122,340
BME_RS16150,OANT_RS25390,59.524,42,14,1,23,61,12,53,1.77e-09,45.4
BME_RS16155,OANT_RS25735,80.000,30,6,0,1,30,3,32,4.80e-11,47.8
BME_RS16165,OANT_RS25635,95.000,60,3,0,1,60,1,60,8.40e-37,114
BME_RS16185,OANT_RS25655,78.333,60,13,0,20,79,11,70,9.68e-28,92.8
BME_RS16325,OANT_RS25675,70.588,34,10,0,2,35,6,39,6.46e-10,47.4
BME_RS16340,OANT_RS25680,68.254,63,20,0,1,63,1,63,3.36e-23,80.5
BME_RS16350,OANT_RS12440,49.425,87,32,2,7,88,3,82,1.16e-20,75.5
BME_RS16365,OANT_RS12920,76.786,56,11,1,1,56,1,54,1.34e-22,83.6
BME_RS16370,OANT_RS25735,78.125,32,7,0,52,83,1,32,9.51e-11,49.3
BME_RS16410,OANT_RS05570,37.572,173,88,5,18,184,8,166,2.10e-22,91.7
