O_anthropi|Q.,Abortus2308|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
OANT_RS20140,BAB_RS26475,32.727,220,144,2,13,228,16,235,5.03e-28,103
OANT_RS20145,BAB_RS28390,26.214,309,177,14,89,368,109,395,5.24e-10,57.0
OANT_RS20150,BAB_RS17700,25.888,197,141,3,1,197,7,198,4.06e-10,54.7
OANT_RS20155,BAB_RS17695,24.686,239,141,7,184,407,228,442,8.41e-11,59.7
OANT_RS20160,BAB_RS33125,36.885,122,69,4,31,148,50,167,2.17e-09,54.7
OANT_RS20165,BAB_RS31640,32.417,509,289,12,14,481,9,503,4.97e-70,228
OANT_RS20170,BAB_RS27515,30.847,295,194,4,17,308,31,318,9.97e-21,87.4
OANT_RS20175,BAB_RS23785,31.449,283,165,7,47,311,59,330,1.61e-23,95.5
OANT_RS20185,BAB_RS28680,80.077,261,52,0,1,261,1,261,1.79e-148,412
OANT_RS20190,BAB_RS28675,90.446,314,30,0,16,329,16,329,0.0,532
OANT_RS20195,BAB_RS28670,75.581,344,82,1,1,342,1,344,0.0,543
OANT_RS20220,BAB_RS27170,90.909,77,7,0,1,77,1,77,2.24e-47,142
OANT_RS20225,BAB_RS26555,41.667,120,59,5,26,144,16,125,1.22e-17,73.9
OANT_RS20235,BAB_RS23645,100.000,25,0,0,1,25,1,25,1.69e-13,52.8
OANT_RS20240,BAB_RS23650,80.827,1064,166,10,1,1055,1,1035,0.0,1692
OANT_RS20250,BAB_RS23655,89.676,649,63,2,1,649,1,645,0.0,1138
OANT_RS20255,BAB_RS23660,98.168,273,5,0,1,273,1,273,0.0,535
OANT_RS20260,BAB_RS23670,93.636,220,14,0,1,220,1,220,3.38e-147,412
OANT_RS20265,BAB_RS23675,96.588,381,13,0,1,381,1,381,0.0,766
OANT_RS20270,BAB_RS23680,97.003,367,11,0,1,367,1,367,0.0,737
OANT_RS20275,BAB_RS23685,94.468,470,26,0,1,470,1,470,0.0,908
OANT_RS20280,BAB_RS23695,96.037,429,17,0,1,429,1,429,0.0,860
OANT_RS20285,BAB_RS23700,96.154,78,3,0,1,78,1,78,9.99e-54,158
OANT_RS20305,BAB_RS28615,96.008,476,19,0,1,476,1,476,0.0,957
OANT_RS20310,BAB_RS28605,87.850,428,52,0,1,428,1,428,0.0,779
OANT_RS20315,BAB_RS28600,73.188,138,37,0,1,138,8,145,2.78e-66,194
OANT_RS20320,BAB_RS30380,26.225,347,232,10,108,440,93,429,7.08e-14,70.5
OANT_RS20325,BAB_RS28595,70.044,227,63,1,47,273,1,222,3.70e-120,339
OANT_RS20330,BAB_RS18410,29.897,291,176,5,32,314,4,274,2.80e-22,91.3
OANT_RS20340,BAB_RS25410,32.520,123,76,1,10,125,8,130,7.06e-11,58.2
OANT_RS20350,BAB_RS28590,91.447,152,13,0,1,152,1,152,2.51e-102,286
OANT_RS20355,BAB_RS28585,75.203,246,61,0,1,246,1,246,7.72e-134,374
OANT_RS20360,BAB_RS28580,86.869,99,13,0,1,99,1,99,4.45e-58,170
OANT_RS20380,BAB_RS27945,30.000,290,192,5,5,288,8,292,6.31e-37,130
OANT_RS20390,BAB_RS24185,29.381,194,115,6,11,193,25,207,6.31e-13,62.4
OANT_RS20395,BAB_RS28575,87.559,426,48,1,1,421,1,426,0.0,731
OANT_RS20405,BAB_RS28570,85.542,249,36,0,1,249,1,249,1.83e-162,446
OANT_RS20410,BAB_RS28565,92.464,491,37,0,1,491,1,491,0.0,947
OANT_RS20415,BAB_RS28560,91.810,232,19,0,1,232,1,232,2.93e-149,412
OANT_RS20420,BAB_RS28555,92.422,607,46,0,1,607,1,607,0.0,1152
OANT_RS20425,BAB_RS28550,95.652,299,13,0,1,299,1,299,0.0,580
OANT_RS20430,BAB_RS26830,25.926,432,260,11,123,497,135,563,2.03e-22,97.4
OANT_RS20440,BAB_RS31940,29.565,115,81,0,1,115,1,115,2.17e-16,70.5
OANT_RS20445,BAB_RS28545,83.395,271,45,0,1,271,1,271,1.23e-165,456
OANT_RS20450,BAB_RS28540,78.689,244,52,0,1,244,1,244,9.00e-138,384
OANT_RS20455,BAB_RS28535,76.096,251,60,0,1,251,1,251,5.77e-131,367
OANT_RS20460,BAB_RS28530,87.273,275,35,0,1,275,1,275,3.83e-164,453
OANT_RS20465,BAB_RS28525,89.091,330,36,0,1,330,1,330,0.0,575
OANT_RS20470,BAB_RS28520,87.313,536,68,0,1,536,1,536,0.0,953
OANT_RS20475,BAB_RS28515,72.973,111,30,0,1,111,1,111,2.67e-60,177
OANT_RS20480,BAB_RS28505,89.706,136,14,0,1,136,1,136,4.45e-87,247
OANT_RS20485,BAB_RS28500,95.644,551,24,0,1,551,1,551,0.0,1084
OANT_RS20490,BAB_RS30160,27.232,224,144,3,1,223,37,242,2.12e-23,91.7
OANT_RS20500,BAB_RS31100,37.555,229,138,4,335,561,350,575,4.60e-35,136
OANT_RS20515,BAB_RS17050,31.285,358,239,4,2,352,4,361,3.08e-60,194
OANT_RS20520,BAB_RS29105,38.602,329,175,6,1,319,1,312,6.88e-70,219
OANT_RS20525,BAB_RS28700,28.767,292,184,8,10,287,8,289,3.84e-22,90.1
OANT_RS20530,BAB_RS17045,28.819,288,193,6,18,296,5,289,2.69e-39,136
OANT_RS20550,BAB_RS18120,30.739,257,165,8,35,287,57,304,1.30e-25,100
OANT_RS20555,BAB_RS26815,32.881,295,195,2,6,299,1,293,3.72e-56,180
OANT_RS20560,BAB_RS27185,32.990,291,190,4,1,290,2,288,4.48e-47,157
OANT_RS20570,BAB_RS28630,24.020,204,145,4,7,204,5,204,6.64e-08,49.7
OANT_RS20575,BAB_RS17925,52.439,82,35,2,1,82,1,78,3.18e-20,73.9
OANT_RS20580,BAB_RS29970,41.033,329,191,2,89,415,16,343,1.03e-71,226
OANT_RS20585,BAB_RS32575,25.050,503,351,9,29,525,20,502,6.31e-32,125
OANT_RS20595,BAB_RS17635,32.273,220,144,2,16,233,15,231,4.27e-30,108
OANT_RS20605,BAB_RS31830,26.230,122,87,1,191,312,134,252,3.88e-08,50.1
OANT_RS20610,BAB_RS19600,26.606,327,204,12,4,315,1,306,3.46e-19,85.1
OANT_RS20620,BAB_RS29155,28.571,385,250,12,6,374,3,378,2.15e-28,111
OANT_RS20625,BAB_RS26485,36.624,314,186,3,2,304,1,312,1.36e-43,148
OANT_RS20630,BAB_RS27690,36.667,330,198,7,11,336,3,325,6.75e-51,169
OANT_RS20635,BAB_RS26495,46.774,248,132,0,1,248,1,248,7.49e-78,232
OANT_RS20640,BAB_RS30260,38.889,234,141,2,1,232,1,234,1.33e-62,192
OANT_RS20645,BAB_RS24245,27.143,560,341,14,35,536,52,602,8.99e-46,167
OANT_RS20655,BAB_RS17585,39.683,63,38,0,175,237,144,206,3.07e-08,49.3
OANT_RS20675,BAB_RS23495,30.573,157,84,6,80,223,85,229,1.18e-08,53.1
OANT_RS20680,BAB_RS24505,31.034,116,80,0,51,166,29,144,2.87e-10,52.4
OANT_RS20685,BAB_RS27385,27.068,399,240,12,23,403,26,391,2.05e-24,101
OANT_RS20700,BAB_RS27965,29.275,345,213,10,406,731,4,336,1.25e-33,129
OANT_RS20705,BAB_RS18225,36.863,255,147,5,10,264,4,244,2.44e-41,139
OANT_RS20710,BAB_RS31280,32.210,267,174,4,16,282,22,281,1.82e-26,101
OANT_RS20715,BAB_RS27390,40.753,292,168,4,102,389,90,380,2.64e-65,209
OANT_RS20725,BAB_RS28485,32.602,684,395,15,17,649,13,681,4.20e-84,276
OANT_RS20730,BAB_RS29215,72.750,400,82,2,1,400,1,373,0.0,584
OANT_RS20735,BAB_RS31325,35.802,162,104,0,15,176,26,187,2.12e-25,96.3
OANT_RS20745,BAB_RS29005,40.566,212,124,2,11,220,6,217,2.48e-38,129
OANT_RS20750,BAB_RS25245,30.303,264,167,7,5,252,3,265,1.94e-26,101
OANT_RS20755,BAB_RS23130,31.620,389,251,6,13,389,14,399,2.07e-68,218
OANT_RS20780,BAB_RS28495,80.615,325,56,3,1,324,1,319,0.0,501
OANT_RS20785,BAB_RS28490,90.826,218,19,1,1,217,1,218,1.08e-136,379
OANT_RS20790,BAB_RS28485,96.883,738,23,0,1,738,1,738,0.0,1463
OANT_RS20795,BAB_RS28480,97.761,402,9,0,1,402,1,402,0.0,804
OANT_RS20800,BAB_RS28475,94.305,597,34,0,1,597,1,597,0.0,1177
OANT_RS20815,BAB_RS28335,56.667,150,61,1,1,150,1,146,4.61e-56,169
OANT_RS20820,BAB_RS28330,52.448,1001,300,16,212,1196,73,913,0.0,890
OANT_RS20830,BAB_RS28325,95.752,306,13,0,1,306,1,306,0.0,523
OANT_RS20835,BAB_RS28320,88.321,274,32,0,1,274,1,274,0.0,495
OANT_RS20840,BAB_RS28315,95.378,238,11,0,1,238,1,238,1.90e-170,466
OANT_RS20845,BAB_RS28310,95.417,851,39,0,1,851,1,851,0.0,1627
OANT_RS20860,BAB_RS28305,73.529,340,87,3,1,339,1,338,0.0,503
OANT_RS20865,BAB_RS28295,90.654,321,30,0,1,321,1,321,0.0,566
OANT_RS20870,BAB_RS28290,92.000,25,2,0,1,25,1,25,1.39e-11,47.8
OANT_RS20880,BAB_RS16960,56.944,144,62,0,1,144,1,144,1.57e-55,168
OANT_RS20890,BAB_RS20525,40.323,62,37,0,1,62,2,63,5.86e-10,46.6
OANT_RS20895,BAB_RS22980,32.143,84,55,1,5,88,289,370,1.07e-09,55.5
OANT_RS20905,BAB_RS30440,36.517,356,213,5,41,392,51,397,1.83e-53,180
OANT_RS20910,BAB_RS17475,48.476,1050,522,6,5,1049,3,1038,0.0,958
OANT_RS20935,BAB_RS23760,39.617,313,185,3,5,316,13,322,4.68e-71,223
OANT_RS20940,BAB_RS26385,28.431,306,200,7,1,295,1,298,3.04e-20,85.9
OANT_RS20945,BAB_RS28155,33.447,293,185,4,48,333,46,335,4.77e-34,125
OANT_RS20950,BAB_RS27800,37.549,514,295,12,13,513,22,522,3.02e-98,304
OANT_RS20960,BAB_RS28155,32.154,311,197,8,12,313,32,337,8.03e-27,105
OANT_RS20965,BAB_RS23790,91.463,492,42,0,1,492,1,492,0.0,924
OANT_RS20970,BAB_RS23785,96.386,332,12,0,1,332,1,332,0.0,622
OANT_RS20975,BAB_RS23780,95.745,329,14,0,1,329,1,329,0.0,646
OANT_RS20980,BAB_RS23775,94.553,257,14,0,1,257,1,257,2.58e-169,464
OANT_RS20985,BAB_RS23770,94.848,330,17,0,1,330,1,330,0.0,612
OANT_RS20990,BAB_RS23765,92.488,213,16,0,1,213,1,213,3.77e-132,367
OANT_RS21005,BAB_RS23750,83.568,213,35,0,1,213,1,213,9.13e-132,366
OANT_RS21015,BAB_RS24495,32.678,407,257,8,17,417,23,418,5.62e-57,189
OANT_RS21020,BAB_RS29000,50.000,244,121,1,6,249,1,243,8.45e-83,245
OANT_RS21025,BAB_RS25255,32.701,211,141,1,4,214,2,211,1.96e-33,117
OANT_RS21035,BAB_RS20135,26.797,153,110,2,42,193,30,181,1.47e-10,57.0
OANT_RS21040,BAB_RS27725,32.867,143,95,1,5,147,5,146,1.81e-19,76.3
OANT_RS21045,BAB_RS27945,30.872,298,206,0,2,299,5,302,2.06e-51,168
OANT_RS21050,BAB_RS22645,27.604,576,382,14,1,563,24,577,1.01e-58,203
OANT_RS21055,BAB_RS28675,32.721,272,171,7,66,330,51,317,1.20e-25,102
OANT_RS21060,BAB_RS22460,32.390,318,206,5,16,331,19,329,7.63e-32,118
OANT_RS21070,BAB_RS22455,41.797,256,133,4,20,262,6,258,1.51e-54,173
OANT_RS21095,BAB_RS28375,32.877,219,137,4,11,223,42,256,2.60e-33,117
OANT_RS21110,BAB_RS17710,26.166,386,263,6,42,412,56,434,6.84e-27,109
OANT_RS21115,BAB_RS20085,26.100,341,230,12,12,343,4,331,1.08e-20,88.2
OANT_RS21120,BAB_RS28370,48.363,397,197,5,1,396,1,390,6.49e-124,361
OANT_RS21125,BAB_RS28390,42.316,475,263,7,17,484,23,493,1.45e-114,343
OANT_RS21145,BAB_RS21725,35.846,703,354,9,24,693,40,678,1.31e-112,352
OANT_RS21150,BAB_RS21730,36.482,307,177,6,23,316,26,327,3.59e-49,164
OANT_RS21155,BAB_RS26470,57.820,211,89,0,1,211,1,211,5.92e-72,214
OANT_RS21160,BAB_RS26465,74.118,170,43,1,1,169,5,174,1.39e-86,248
OANT_RS21165,BAB_RS26460,67.778,90,21,3,1,85,1,87,4.23e-32,104
OANT_RS21170,BAB_RS26455,73.606,269,70,1,1,269,1,268,4.09e-153,424
OANT_RS21175,BAB_RS26450,73.664,262,69,0,1,262,1,262,5.43e-150,416
OANT_RS21205,BAB_RS24860,32.661,545,343,8,120,651,183,716,8.73e-76,254
OANT_RS21215,BAB_RS28125,31.715,309,199,6,33,335,8,310,4.17e-43,148
OANT_RS21220,BAB_RS31255,44.170,446,225,5,1,442,1,426,4.07e-123,361
OANT_RS21225,BAB_RS21435,46.605,324,171,2,3,325,133,455,1.04e-99,298
OANT_RS21230,BAB_RS21440,40.823,316,187,0,25,340,29,344,7.58e-80,244
OANT_RS21235,BAB_RS27630,75.000,436,109,0,1,436,1,436,0.0,674
OANT_RS21255,BAB_RS24690,30.028,353,199,9,210,556,67,377,2.77e-32,127
OANT_RS21275,BAB_RS26565,33.838,198,131,0,5,202,11,208,4.49e-38,127
OANT_RS21280,BAB_RS26560,34.632,231,140,5,281,502,120,348,7.29e-30,116
OANT_RS21290,BAB_RS31305,48.673,113,57,1,5,117,182,293,8.93e-32,110
OANT_RS21295,BAB_RS29695,40.497,563,281,10,4,555,6,525,6.91e-141,415
OANT_RS21310,BAB_RS30050,36.842,76,47,1,6,81,20,94,4.77e-08,44.3
OANT_RS21335,BAB_RS24560,37.611,226,131,3,32,255,6,223,2.35e-33,118
OANT_RS21340,BAB_RS22600,26.448,397,265,10,121,495,15,406,3.39e-30,118
OANT_RS21345,BAB_RS26010,40.441,272,160,2,24,295,11,280,3.13e-57,186
OANT_RS21350,BAB_RS24655,28.986,276,186,5,1,272,1,270,1.36e-27,105
OANT_RS21360,BAB_RS31760,45.055,91,46,1,9,95,9,99,3.82e-21,77.8
OANT_RS21365,BAB_RS31765,71.273,275,79,0,3,277,12,286,5.42e-136,382
OANT_RS21370,BAB_RS31770,69.672,244,74,0,1,244,1,244,1.69e-122,345
OANT_RS21385,BAB_RS25420,32.164,171,113,2,73,242,6,174,3.67e-23,90.1
OANT_RS21390,BAB_RS28875,21.344,253,197,2,1,252,4,255,5.24e-19,82.0
OANT_RS21400,BAB_RS24885,42.347,196,108,3,76,270,78,269,3.40e-45,150
OANT_RS21405,BAB_RS20055,31.361,169,114,2,4,170,16,184,1.05e-20,84.7
OANT_RS21410,BAB_RS31370,37.008,254,148,4,13,262,12,257,2.04e-45,150
OANT_RS21415,BAB_RS30475,37.500,216,135,0,76,291,168,383,3.74e-35,127
OANT_RS21420,BAB_RS28830,49.226,323,151,3,13,331,14,327,1.76e-104,308
OANT_RS21425,BAB_RS30485,25.000,348,237,13,17,352,13,348,3.89e-14,69.3
OANT_RS21440,BAB_RS27615,26.842,380,242,8,5,357,7,377,3.78e-27,108
OANT_RS21445,BAB_RS27870,51.370,146,71,0,1,146,1,146,2.00e-44,140
OANT_RS21450,BAB_RS16410,35.294,102,63,2,193,291,31,132,6.86e-15,67.0
OANT_RS21455,BAB_RS19210,32.317,164,100,4,8,170,3,156,2.08e-15,67.4
OANT_RS21460,BAB_RS27340,46.701,576,304,3,13,586,12,586,6.31e-171,496
OANT_RS21480,BAB_RS28650,35.115,131,82,2,9,136,7,137,6.46e-20,77.4
OANT_RS21490,BAB_RS20630,91.525,59,5,0,23,81,23,81,1.36e-31,102
OANT_RS21495,BAB_RS30490,77.778,135,25,1,1,135,1,130,3.56e-65,191
OANT_RS21500,BAB_RS31435,100.000,25,0,0,1,25,1,25,7.21e-12,48.5
OANT_RS21505,BAB_RS31440,92.105,38,3,0,1,38,1,38,2.68e-18,65.9
OANT_RS21510,BAB_RS31445,85.075,67,9,1,1,67,1,66,6.35e-25,108
OANT_RS21515,BAB_RS31455,96.000,25,1,0,1,25,1,25,1.50e-12,50.4
OANT_RS21520,BAB_RS31460,100.000,25,0,0,1,25,1,25,4.46e-11,46.6
OANT_RS21525,BAB_RS23835,75.097,514,95,6,1,497,1,498,0.0,654
OANT_RS21530,BAB_RS31470,71.034,290,84,0,1,290,1,290,6.87e-145,405
OANT_RS21535,BAB_RS31475,91.608,143,12,0,1,143,1,143,9.41e-97,271
OANT_RS21540,BAB_RS31480,86.250,400,55,0,1,400,1,400,0.0,728
OANT_RS21550,BAB_RS31485,83.526,346,45,3,1,346,1,334,0.0,553
OANT_RS21555,BAB_RS31490,84.477,277,32,1,1,266,1,277,1.95e-169,468
OANT_RS21560,BAB_RS31495,92.657,286,21,0,1,286,1,286,0.0,499
OANT_RS21565,BAB_RS31500,93.478,138,9,0,1,138,1,138,3.39e-99,278
OANT_RS21570,BAB_RS31505,77.477,111,25,0,1,111,1,111,1.26e-50,152
OANT_RS21575,BAB_RS31510,75.978,179,39,1,1,179,1,175,7.63e-98,277
OANT_RS21580,BAB_RS31515,81.013,158,28,1,1,156,7,164,2.33e-88,252
OANT_RS21585,BAB_RS31520,79.024,205,34,3,1,205,1,196,6.20e-110,310
OANT_RS21590,BAB_RS31525,70.543,129,38,0,2,130,4,132,6.90e-58,172
OANT_RS21595,BAB_RS31530,91.765,255,21,0,1,255,1,255,1.25e-171,470
OANT_RS21600,BAB_RS31540,94.667,450,24,0,117,566,1,450,0.0,814
OANT_RS21605,BAB_RS31550,97.727,88,2,0,1,88,1,88,2.57e-57,167
OANT_RS21610,BAB_RS31555,84.672,137,20,1,1,136,1,137,7.40e-75,216
OANT_RS21615,BAB_RS31560,87.500,152,19,0,1,152,1,152,4.20e-95,268
OANT_RS21620,BAB_RS31565,91.228,114,10,0,1,114,1,114,1.11e-74,213
OANT_RS21625,BAB_RS31570,89.080,348,38,0,1,348,1,348,0.0,638
OANT_RS21630,BAB_RS31575,84.504,484,75,0,1,484,1,484,0.0,814
OANT_RS21635,BAB_RS31580,86.902,397,51,1,1,397,1,396,0.0,679
OANT_RS21640,BAB_RS31585,95.154,227,11,0,1,227,1,227,6.06e-162,443
OANT_RS21645,BAB_RS31590,86.592,179,24,0,1,179,6,184,1.27e-119,333
OANT_RS21650,BAB_RS31595,51.402,428,192,8,1,416,1,424,2.36e-95,289
OANT_RS21655,BAB_RS31600,76.852,432,97,2,1,431,1,430,0.0,634
OANT_RS21660,BAB_RS31605,83.827,371,55,2,1,371,1,366,0.0,637
OANT_RS21665,BAB_RS31610,75.745,235,48,3,1,235,1,226,4.58e-118,333
OANT_RS21670,BAB_RS31615,91.795,585,42,2,1,584,1,580,0.0,1062
OANT_RS21675,BAB_RS31620,57.187,327,95,6,1,327,1,282,6.43e-91,270
OANT_RS21685,BAB_RS27110,96.341,246,9,0,1,246,1,246,5.46e-168,460
OANT_RS21690,BAB_RS27105,86.585,164,21,1,1,164,1,163,1.48e-99,280
OANT_RS21695,BAB_RS27100,93.388,242,16,0,1,242,1,242,6.85e-171,467
OANT_RS21700,BAB_RS27095,83.495,206,14,1,1,206,1,186,1.34e-120,336
OANT_RS21705,BAB_RS27085,93.972,282,17,0,1,282,40,321,0.0,536
OANT_RS21710,BAB_RS27080,93.125,160,11,0,1,160,1,160,6.90e-97,273
OANT_RS21715,BAB_RS27075,96.183,262,10,0,1,262,1,262,0.0,516
OANT_RS21720,BAB_RS27070,95.495,111,5,0,1,111,1,111,8.00e-73,209
OANT_RS21725,BAB_RS27065,95.000,140,7,0,1,140,1,140,1.04e-97,274
OANT_RS21730,BAB_RS27060,93.651,126,8,0,1,126,1,126,2.19e-87,246
OANT_RS21735,BAB_RS26980,81.095,201,38,0,1,201,1,201,8.94e-103,291
OANT_RS21740,BAB_RS26975,92.715,453,32,1,1,452,1,453,0.0,837
OANT_RS21745,BAB_RS26970,90.123,243,24,0,1,243,1,243,1.41e-164,451
OANT_RS21750,BAB_RS26965,87.405,262,33,0,1,262,1,262,2.36e-179,490
OANT_RS21755,BAB_RS26960,94.138,290,17,0,1,290,1,290,0.0,564
OANT_RS21760,BAB_RS26955,67.965,231,69,2,5,230,3,233,9.27e-107,308
OANT_RS21765,BAB_RS26945,80.392,153,30,0,1,153,1,153,3.50e-74,215
OANT_RS21770,BAB_RS26940,91.304,115,10,0,1,115,1,115,7.07e-73,209
OANT_RS21775,BAB_RS26930,58.750,80,30,2,135,213,1,78,1.30e-21,87.8
OANT_RS21780,BAB_RS26925,91.831,355,29,0,1,355,1,355,0.0,655
OANT_RS21785,BAB_RS26920,79.562,137,28,0,1,137,1,137,1.33e-81,234
OANT_RS21790,BAB_RS26915,78.846,260,54,1,1,260,1,259,1.77e-164,452
OANT_RS21795,BAB_RS26910,69.323,251,66,2,1,246,1,245,2.29e-121,343
OANT_RS21800,BAB_RS26905,85.789,190,27,0,222,411,124,313,1.09e-113,332
OANT_RS21805,BAB_RS26895,82.927,369,41,2,151,519,1,347,0.0,615
OANT_RS21810,BAB_RS26890,93.460,367,24,0,1,367,1,367,0.0,704
OANT_RS21815,BAB_RS26885,95.960,297,11,1,1,296,1,297,0.0,561
OANT_RS21820,BAB_RS26880,93.750,272,12,1,1,267,1,272,0.0,504
OANT_RS21825,BAB_RS26875,92.918,353,25,0,1,353,1,353,0.0,677
OANT_RS21830,BAB_RS26870,91.684,469,39,0,1,469,1,469,0.0,885
OANT_RS21840,BAB_RS26865,69.653,346,105,0,1,346,1,346,1.23e-180,501
OANT_RS21845,BAB_RS26860,85.185,378,56,0,1,378,1,378,0.0,681
OANT_RS21850,BAB_RS26855,70.045,444,128,2,1,444,1,439,0.0,619
OANT_RS21855,BAB_RS26850,79.091,330,69,0,1,330,1,330,0.0,560
OANT_RS21860,BAB_RS26845,75.689,399,91,3,1,398,1,394,0.0,603
OANT_RS21865,BAB_RS26840,76.636,214,50,0,39,252,1,214,2.05e-127,357
OANT_RS21870,BAB_RS26835,84.950,299,45,0,1,299,1,299,0.0,545
OANT_RS21875,BAB_RS30850,81.043,422,79,1,1,421,1,422,0.0,652
OANT_RS21880,BAB_RS26830,67.000,600,161,6,3,594,2,572,0.0,738
OANT_RS21885,BAB_RS23440,40.828,169,93,2,19,187,6,167,1.46e-30,107
OANT_RS21890,BAB_RS26825,95.491,377,17,0,1,377,1,377,0.0,743
OANT_RS21895,BAB_RS26820,79.500,400,76,1,1,394,1,400,0.0,608
OANT_RS21900,BAB_RS26815,93.939,297,18,0,1,297,1,297,0.0,584
OANT_RS21905,BAB_RS26810,86.580,231,30,1,1,231,5,234,1.48e-148,410
OANT_RS21910,BAB_RS26805,88.828,367,39,2,1,366,1,366,0.0,647
OANT_RS21915,BAB_RS26795,89.855,69,7,0,1,69,1,69,2.48e-33,105
OANT_RS21920,BAB_RS26790,84.444,225,35,0,1,225,1,225,1.46e-146,404
OANT_RS21925,BAB_RS26785,88.579,359,41,0,1,359,1,359,0.0,604
OANT_RS21930,BAB_RS26780,90.308,227,22,0,1,227,2,228,9.34e-144,397
OANT_RS21935,BAB_RS26775,88.845,251,28,0,1,251,1,251,1.80e-147,409
OANT_RS21940,BAB_RS26770,91.803,305,25,0,1,305,1,305,0.0,594
OANT_RS21945,BAB_RS26765,74.877,203,51,0,1,203,1,203,3.76e-113,318
OANT_RS21950,BAB_RS26760,94.030,201,12,0,1,201,1,201,4.90e-137,379
OANT_RS21955,BAB_RS26755,75.566,663,140,10,7,657,1,653,0.0,865
OANT_RS21960,BAB_RS26750,70.437,504,139,4,1,503,1,495,0.0,684
OANT_RS21970,BAB_RS26745,90.894,593,54,0,28,620,28,620,0.0,1132
OANT_RS21975,BAB_RS26740,88.064,377,45,0,1,377,1,377,0.0,699
OANT_RS21980,BAB_RS26735,76.623,231,49,1,1,231,1,226,1.21e-131,367
OANT_RS21985,BAB_RS26730,89.813,481,49,0,1,481,1,481,0.0,917
OANT_RS21995,BAB_RS26725,84.921,126,19,0,1,126,1,126,9.18e-69,199
OANT_RS22000,BAB_RS26720,86.364,352,46,1,1,350,1,352,0.0,637
OANT_RS22005,BAB_RS26715,94.118,306,18,0,1,306,1,306,0.0,562
OANT_RS22010,BAB_RS26710,83.553,152,25,0,1,152,1,152,4.22e-84,240
OANT_RS22015,BAB_RS26705,89.189,333,36,0,1,333,1,333,0.0,597
OANT_RS22020,BAB_RS26700,64.595,531,166,5,1,528,1,512,0.0,649
OANT_RS22030,BAB_RS26695,92.593,297,22,0,1,297,1,297,0.0,571
OANT_RS22035,BAB_RS26690,87.621,412,51,0,1,412,1,412,0.0,766
OANT_RS22040,BAB_RS26625,76.724,348,81,0,25,372,34,381,0.0,536
OANT_RS22045,BAB_RS26620,83.047,466,79,0,1,466,1,466,0.0,724
OANT_RS22050,BAB_RS26615,95.661,484,21,0,1,484,1,484,0.0,912
OANT_RS22055,BAB_RS26610,95.704,1583,68,0,1,1583,1,1583,0.0,3130
OANT_RS22060,BAB_RS26605,93.983,349,21,0,1,349,1,349,0.0,658
OANT_RS22065,BAB_RS26600,91.667,156,13,0,1,156,1,156,7.65e-108,301
OANT_RS22070,BAB_RS26595,76.336,131,25,2,1,130,1,126,4.69e-51,155
OANT_RS22075,BAB_RS26590,74.924,331,82,1,1,330,1,331,0.0,517
OANT_RS22080,BAB_RS26585,86.100,259,34,1,1,259,1,257,1.03e-160,443
OANT_RS22085,BAB_RS26580,87.838,296,36,0,1,296,1,296,0.0,540
OANT_RS22090,BAB_RS26575,100.000,120,0,0,1,120,1,120,1.07e-85,242
OANT_RS22095,BAB_RS26570,100.000,25,0,0,1,25,1,25,3.07e-11,47.0
OANT_RS22100,BAB_RS20255,33.862,189,123,2,20,208,29,215,1.86e-28,103
OANT_RS22150,BAB_RS19965,65.000,60,21,0,1,60,1,60,1.05e-11,50.8
OANT_RS22185,BAB_RS19015,32.727,165,97,3,26,184,117,273,4.95e-25,95.9
OANT_RS22195,BAB_RS23930,38.411,151,93,0,15,165,18,168,4.69e-37,123
OANT_RS22200,BAB_RS16400,35.897,78,50,0,9,86,1,78,6.99e-10,50.1
OANT_RS22205,BAB_RS24440,33.068,251,153,5,46,282,10,259,1.35e-35,125
OANT_RS22230,BAB_RS23930,38.710,155,88,2,7,156,15,167,2.70e-31,108
OANT_RS22250,BAB_RS29430,34.404,218,132,4,143,352,257,471,1.05e-33,127
OANT_RS22255,BAB_RS16480,60.169,236,80,7,1,228,1,230,2.11e-92,268
OANT_RS22305,BAB_RS25075,28.481,158,99,5,30,183,154,301,4.57e-08,48.5
OANT_RS22325,BAB_RS29600,37.008,127,69,2,24,150,38,153,2.12e-17,71.2
OANT_RS22330,BAB_RS29605,55.357,112,50,0,7,118,6,117,5.23e-42,131
OANT_RS22335,BAB_RS29610,50.864,521,247,4,1,516,1,517,1.01e-180,515
OANT_RS22340,BAB_RS29615,30.065,153,99,3,19,171,15,159,3.53e-14,64.7
OANT_RS22375,BAB_RS32270,77.914,163,36,0,15,177,1,163,5.00e-74,230
OANT_RS22395,BAB_RS30670,64.329,328,113,1,9,336,3,326,2.01e-154,433
OANT_RS22400,BAB_RS30675,75.000,180,44,1,1,180,1,179,6.78e-99,280
OANT_RS22405,BAB_RS30680,88.406,276,32,0,1,276,1,276,1.38e-132,373
OANT_RS22410,BAB_RS30685,84.142,309,49,0,2,310,23,331,0.0,531
OANT_RS22415,BAB_RS30690,82.851,449,77,0,1,449,1,449,0.0,770
OANT_RS22420,BAB_RS30695,92.175,639,49,1,1,638,1,639,0.0,1206
OANT_RS22425,BAB_RS30700,85.714,735,104,1,11,745,18,751,0.0,1295
