Abortus2308,Melitensis16M,G1.evalue,G1.bitscore,G1.pident,G2.evalue,G2.bitscore,G2.pident
BAB_RS30590,BME_RS14815,2.61e-174,475,99.149,2.59e-174,475,99.149
BAB_RS30595,BME_RS14820,5.99e-177,482,100,5.96e-177,482,100
BAB_RS30600,BME_RS14825,0,541,100,0,541,100
BAB_RS30605,BME_RS14830,7.79e-131,360,100,7.75e-131,360,100
BAB_RS30610,BME_RS14835,1.7e-144,397,100,1.69e-144,397,100
BAB_RS30625,BME_RS14845,3.17e-126,348,100,3.15e-126,348,100
BAB_RS30630,BME_RS14850,0,669,100,0,669,100
BAB_RS30635,BME_RS14855,0,635,99.677,0,635,99.677
BAB_RS30640,BME_RS14860,0,573,99.644,0,573,99.644
BAB_RS30645,BME_RS14865,0,519,100,0,519,100
BAB_RS30650,BME_RS14870,1.99e-13,67,91.892,1.84e-13,67,91.892
BAB_RS30655,BME_RS14875,0,810,99.274,0,810,99.274
BAB_RS30660,BME_RS14880,1.32e-104,291,98.63,1.31e-104,291,98.63
BAB_RS30670,BME_RS14890,0,544,98.507,0,544,98.507
BAB_RS30675,BME_RS14900,3.91e-135,372,100,3.89e-135,372,100
BAB_RS30680,BME_RS14905,0,509,98.551,0,509,98.551
BAB_RS30685,BME_RS14910,0,668,99.698,0,668,99.698
BAB_RS30690,BME_RS14915,0,946,100,0,946,100
BAB_RS30695,BME_RS14920,0,1332,99.687,0,1332,99.687
BAB_RS30700,BME_RS14925,0,1522,99.468,0,1522,99.468
BAB_RS30705,BME_RS14930,7.11e-44,132,100,7.07e-44,132,100
BAB_RS30710,BME_RS14935,0,1260,100,0,1260,100
BAB_RS30715,BME_RS14940,3.52e-128,353,99.429,3.5e-128,353,99.429
BAB_RS30720,BME_RS14945,3.91e-164,448,99.548,3.89e-164,448,99.548
BAB_RS30725,BME_RS14950,0,1079,100,0,1079,100
BAB_RS30730,BME_RS14955,0,493,100,0,493,100
BAB_RS30735,BME_RS14960,0,790,99.756,0,790,99.756
BAB_RS30740,BME_RS14965,1.04e-155,431,99.541,1.06e-155,431,99.541
BAB_RS30745,BME_RS14970,0,708,100,0,708,100
BAB_RS30750,BME_RS17425,4.11e-51,150,100,4.09e-51,150,100
BAB_RS30755,BME_RS14975,0,722,99.715,0,722,99.715
BAB_RS30760,BME_RS14980,1.13e-172,471,99.134,1.13e-172,471,99.134
BAB_RS30765,BME_RS14985,0,631,99.673,0,631,99.673
BAB_RS30770,BME_RS14990,0,772,100,0,772,100
BAB_RS30775,BME_RS14995,7.05e-152,416,99.517,7.01e-152,416,99.517
BAB_RS30780,BME_RS15000,2.32e-141,389,99.485,2.31e-141,389,99.485
BAB_RS30785,BME_RS15005,0,801,100,0,801,100
BAB_RS30790,BME_RS15010,9.66e-78,221,100,9.6e-78,221,100
BAB_RS30795,BME_RS15015,1.64e-125,347,99.429,1.63e-125,347,99.429
BAB_RS30800,BME_RS15020,0,878,100,0,878,100
BAB_RS30805,BME_RS15025,1.27e-60,176,97.938,1.29e-60,176,97.938
BAB_RS30810,BME_RS15030,0,1267,99.526,0,1267,99.526
BAB_RS30815,BME_RS15035,0,548,100,0,548,100
BAB_RS30820,BME_RS15040,0,897,99.332,0,897,99.332
BAB_RS30825,BME_RS15045,2.98e-114,316,100,2.96e-114,316,100
BAB_RS30830,BME_RS15050,6.25e-60,174,100,6.22e-60,174,100
BAB_RS30835,BME_RS15055,2.02e-122,340,94.18,2.11e-122,340,94.18
BAB_RS30845,BME_RS15065,4.68e-100,280,100,4.07e-100,280,100
BAB_RS30850,BME_RS15070,0,817,99.526,0,817,99.526
BAB_RS30855,BME_RS15075,0,692,99.13,0,692,99.13
BAB_RS30860,BME_RS15080,0,659,99.688,0,659,99.688
BAB_RS30865,BME_RS15085,1.31e-172,471,99.571,1.3e-172,471,99.571
BAB_RS30870,BME_RS15090,0,571,100,0,571,100
BAB_RS30875,BME_RS15095,8e-52,152,98.667,7.96e-52,152,98.667
BAB_RS30885,BME_RS11620,0,719,99.716,0,719,99.716
BAB_RS30890,BME_RS11615,0,679,100,0,679,100
BAB_RS30905,BME_RS11605,0,560,99.291,0,560,99.291
BAB_RS30910,BME_RS11600,0,679,99.707,0,679,99.707
BAB_RS30915,BME_RS11595,0,565,100,0,565,100
BAB_RS30920,BME_RS11590,0,608,99.685,0,608,99.685
BAB_RS30925,BME_RS11585,0,994,98.78,0,994,98.78
BAB_RS30930,BME_RS11580,0,501,100,0,501,100
BAB_RS30935,BME_RS11575,0,1003,99.798,0,1003,99.798
BAB_RS30940,BME_RS11570,1.06e-163,448,99.561,1.06e-163,448,99.561
BAB_RS30945,BME_RS11565,0,899,99.782,0,899,99.782
BAB_RS30955,BME_RS11555,0,687,100,0,687,100
BAB_RS30965,BME_RS11545,2.58e-25,84,100,2.57e-25,84,100
BAB_RS30970,BME_RS11540,3.52e-99,278,99.291,3.5e-99,278,99.291
BAB_RS30975,BME_RS11535,0,1257,99.836,0,1257,99.836
BAB_RS30980,BME_RS11530,0,545,100,0,545,100
BAB_RS30985,BME_RS11525,0,598,100,0,598,100
BAB_RS30990,BME_RS11520,2.25e-176,480,100,2.24e-176,480,100
BAB_RS30995,BME_RS11515,0,576,100,0,576,100
BAB_RS31000,BME_RS11510,0,581,100,0,581,100
BAB_RS31010,BME_RS11500,0,810,99.494,0,810,99.494
BAB_RS31015,BME_RS11495,2.38e-145,399,100,2.37e-145,399,100
BAB_RS31020,BME_RS11490,0,520,100,0,520,100
BAB_RS31025,BME_RS11485,0,616,99.673,0,616,99.673
BAB_RS31030,BME_RS11480,2.76e-130,359,100,2.74e-130,359,100
BAB_RS31035,BME_RS11475,0,824,99.509,0,824,99.509
BAB_RS31040,BME_RS11470,1e-73,210,100,9.94e-74,210,100
BAB_RS31045,BME_RS11465,4.8e-66,190,100,4.77e-66,190,100
BAB_RS31050,BME_RS17035,3.85e-34,107,100,4.41e-34,107,100
BAB_RS31055,BME_RS11460,0,1233,99.834,0,1233,99.834
BAB_RS31060,BME_RS11455,0,668,100,0,668,100
BAB_RS31065,BME_RS11450,0,529,100,0,529,100
BAB_RS31070,BME_RS11445,1.76e-170,465,100,1.75e-170,465,100
BAB_RS31075,BME_RS11440,0,822,98.995,0,822,98.995
BAB_RS31080,BME_RS11435,0,596,100,0,596,100
BAB_RS31085,BME_RS11430,0,639,99.363,0,639,99.363
BAB_RS31090,BME_RS11425,2.05e-90,254,100,2.04e-90,254,100
BAB_RS31095,BME_RS11420,0,684,98.834,0,684,98.834
BAB_RS31100,BME_RS11415,0,1233,99.836,0,1233,99.836
BAB_RS31105,BME_RS11410,0,545,98.925,0,545,98.925
BAB_RS31110,BME_RS11405,4.29e-154,422,99.515,4.26e-154,422,99.515
BAB_RS31115,BME_RS11400,7.31e-16,58.9,100,7.27e-16,58.9,100
BAB_RS31120,BME_RS11395,0,1183,99.485,0,1183,99.485
BAB_RS31125,BME_RS11390,2.54e-158,432,100,2.53e-158,432,100
BAB_RS31130,BME_RS11385,8.25e-106,295,99.324,8.21e-106,295,99.324
BAB_RS31135,BME_RS11380,4.05e-175,478,99.582,4.02e-175,478,99.582
BAB_RS31140,BME_RS11375,7.89e-110,330,81.218,7.86e-110,330,81.218
BAB_RS31145,BME_RS11370,0,572,99.649,0,572,99.649
BAB_RS31150,BME_RS11365,0,979,99.588,0,979,99.588
BAB_RS31160,BME_RS11360,2.68e-57,171,100,5.38e-57,171,100
BAB_RS31165,BME_RS11355,0,1071,99.429,0,1071,99.429
BAB_RS31170,BME_RS11350,0,807,100,0,807,100
BAB_RS31175,BME_RS11345,0,1064,99.81,0,1064,99.81
BAB_RS31180,BME_RS11340,0,554,100,0,554,100
BAB_RS31185,BME_RS11335,3.93e-154,422,99.519,3.91e-154,422,99.519
BAB_RS31190,BME_RS11330,4.67e-44,132,98.529,4.64e-44,132,98.529
BAB_RS31195,BME_RS11325,1.77e-166,454,99.541,1.76e-166,454,99.541
BAB_RS31200,BME_RS11320,1.45e-73,210,99.065,1.45e-73,210,99.065
BAB_RS31205,BME_RS11315,1.26e-17,63.5,100,1.25e-17,63.5,100
BAB_RS31215,BME_RS11300,0,499,100,0,499,100
BAB_RS31220,BME_RS11295,0,887,99.772,0,887,99.772
BAB_RS31225,BME_RS11290,0,934,99.559,0,934,99.559
BAB_RS31230,BME_RS11285,0,679,99.401,0,679,99.401
BAB_RS31235,BME_RS11280,0,699,100,0,699,100
BAB_RS31240,BME_RS11275,2.22e-155,426,99.541,2.2e-155,426,99.541
BAB_RS31245,BME_RS11270,0,656,99.11,0,656,99.11
BAB_RS31250,BME_RS11265,0,556,99.632,0,556,99.632
BAB_RS31255,BME_RS11260,0,869,100,0,869,100
BAB_RS31260,BME_RS11255,0,1112,100,0,1112,100
BAB_RS31265,BME_RS11250,0,1323,98.925,0,1323,98.925
BAB_RS31275,BME_RS11245,0,993,98.221,0,993,98.221
BAB_RS31280,BME_RS11240,0,569,100,0,569,100
BAB_RS31285,BME_RS11235,0,764,98.684,0,764,98.684
BAB_RS31290,BME_RS11230,0,945,98.915,0,945,98.915
BAB_RS31295,BME_RS11220,0,1063,99.805,0,1063,99.805
BAB_RS31300,BME_RS11215,0,609,100,0,609,100
BAB_RS31305,BME_RS11210,1.55e-103,301,100,1.53e-103,301,100
BAB_RS31310,BME_RS11205,0,666,99.096,0,666,99.096
BAB_RS31315,BME_RS11200,0,672,99.701,0,672,99.701
BAB_RS31325,BME_RS11195,1.54e-66,200,100,1.04e-66,200,100
BAB_RS31330,BME_RS11190,0,1055,99.614,0,1055,99.614
BAB_RS31335,BME_RS11185,0,662,100,0,662,100
BAB_RS31340,BME_RS11180,0,540,99.639,0,540,99.639
BAB_RS31345,BME_RS11175,0,665,100,0,665,100
BAB_RS31350,BME_RS11170,0,662,99.692,0,662,99.692
BAB_RS31355,BME_RS11165,0,586,99.655,0,586,99.655
BAB_RS31360,BME_RS11160,0,959,98.941,0,959,98.941
BAB_RS31365,BME_RS11155,0,715,99.427,0,715,99.427
BAB_RS31370,BME_RS11150,0,531,100,0,531,100
BAB_RS31375,BME_RS11145,0,523,98.893,0,523,98.893
BAB_RS31380,BME_RS11140,0,720,99.162,0,720,99.162
BAB_RS31385,BME_RS11135,0,842,99.513,0,842,99.513
BAB_RS31390,BME_RS11130,0,682,99.693,0,682,99.693
BAB_RS31395,BME_RS11120,7.14e-165,450,99.087,7.1e-165,450,99.087
BAB_RS31405,BME_RS11115,0,516,98.837,0,516,98.837
BAB_RS31410,BME_RS11110,3.15e-75,216,100,5.02e-75,216,100
BAB_RS31415,BME_RS11105,1.31e-130,359,99.419,1.3e-130,359,99.419
BAB_RS31430,BME_RS11090,0,749,97.71,0,749,97.71
BAB_RS31435,BME_RS11085,7.25e-12,48.5,100,7.21e-12,48.5,100
BAB_RS31440,BME_RS11080,1.33e-20,71.6,100,1.33e-20,71.6,100
BAB_RS31445,BME_RS11075,0,1134,99.833,0,1134,99.833
BAB_RS31450,BME_RS15770,1.32e-56,165,100,1.31e-56,165,100
BAB_RS31455,BME_RS11070,1.02e-12,50.8,100,1.01e-12,50.8,100
BAB_RS31460,BME_RS11065,4.49e-11,46.6,100,4.46e-11,46.6,100
BAB_RS31465,BME_RS11060,0,945,100,0,945,100
BAB_RS31470,BME_RS11055,0,577,99.317,0,577,99.317
BAB_RS31475,BME_RS11050,4.36e-105,293,100,4.34e-105,293,100
BAB_RS31480,BME_RS11045,0,827,100,0,827,100
BAB_RS31485,BME_RS11040,0,674,99.701,0,674,99.701
BAB_RS31490,BME_RS11035,0,597,99.329,0,597,99.329
BAB_RS31495,BME_RS11030,0,548,100,0,548,100
BAB_RS31500,BME_RS11025,4.12e-109,303,100,4.1e-109,303,100
BAB_RS31505,BME_RS17000,1.7e-32,107,98.113,1.7e-32,107,98.113
BAB_RS31510,BME_RS11015,1.84e-129,357,99.429,1.83e-129,357,99.429
BAB_RS31515,BME_RS11010,2.12e-117,325,98.171,2.11e-117,325,98.171
BAB_RS31520,BME_RS11005,3.58e-145,398,100,3.56e-145,398,100
BAB_RS31525,BME_RS11000,2.74e-93,262,100,2.73e-93,262,100
BAB_RS31530,BME_RS10995,0,496,99.216,0,496,99.216
BAB_RS31540,BME_RS10990,0,886,99.778,0,886,99.778
BAB_RS31550,BME_RS10980,1.52e-58,171,100,1.51e-58,171,100
BAB_RS31555,BME_RS10975,2.43e-97,273,100,2.41e-97,273,100
BAB_RS31560,BME_RS10970,6.96e-111,308,99.342,6.93e-111,308,99.342
BAB_RS31565,BME_RS10965,6.71e-80,227,99.123,6.68e-80,227,99.123
BAB_RS31570,BME_RS10960,0,703,100,0,703,100
BAB_RS31575,BME_RS10955,0,951,99.174,0,951,99.174
BAB_RS31580,BME_RS10950,0,788,99.747,0,788,99.747
BAB_RS31585,BME_RS10945,2.92e-169,462,100,2.91e-169,462,100
BAB_RS31590,BME_RS10940,2.08e-143,393,99.474,2.06e-143,393,99.474
BAB_RS31595,BME_RS10935,0,824,99.528,0,824,99.528
BAB_RS31600,BME_RS10930,0,855,99.535,0,855,99.535
BAB_RS31605,BME_RS10925,0,746,98.907,0,746,98.907
BAB_RS31610,BME_RS10920,3.69e-159,436,100,3.67e-159,436,100
BAB_RS31615,BME_RS16995,0,674,99.399,0,674,99.399
BAB_RS31620,BME_RS10910,0,546,99.645,0,546,99.645
BAB_RS31625,BME_RS10900,0,5235,99.492,0,5235,99.492
BAB_RS31630,BME_RS10895,0,711,99.715,0,711,99.715
BAB_RS31635,BME_RS10890,0,679,99.705,0,679,99.705
BAB_RS31640,BME_RS10885,0,1036,99.609,0,1036,99.609
BAB_RS31645,BME_RS10880,0,755,99.743,0,755,99.743
BAB_RS31650,BME_RS10875,0,665,99.689,0,665,99.689
BAB_RS31655,BME_RS16980,0,941,99.145,0,941,99.145
BAB_RS31660,BME_RS10860,0,545,100,0,545,100
BAB_RS31665,BME_RS10855,0,538,99.251,0,538,99.251
BAB_RS31670,BME_RS10850,0,591,100,0,591,100
BAB_RS31675,BME_RS10845,0,669,99.08,0,669,99.08
BAB_RS31680,BME_RS10840,0,1014,99.405,0,1014,99.405
BAB_RS31685,BME_RS10835,1.73e-96,270,100,1.72e-96,270,100
BAB_RS31690,BME_RS10830,8.65e-117,324,100,8.6e-117,324,100
BAB_RS31695,BME_RS10825,0,653,99.697,0,653,99.697
BAB_RS31700,BME_RS10820,0,759,99.729,0,759,99.729
BAB_RS31705,BME_RS10815,0,930,100,0,930,100
BAB_RS31710,BME_RS10810,5.36e-159,435,99.533,5.33e-159,435,99.533
BAB_RS31715,BME_RS10805,0,842,99.282,0,842,99.282
BAB_RS31720,BME_RS10800,0,523,99.231,0,523,99.231
BAB_RS31725,BME_RS10795,0,927,98.758,0,927,98.758
BAB_RS31730,BME_RS10790,1.43e-152,441,76,6.38e-154,444,76
BAB_RS31735,BME_RS10785,0,1145,99.821,0,1145,99.821
BAB_RS31740,BME_RS10780,0,795,99.746,0,795,99.746
BAB_RS31745,BME_RS10775,0,540,99.308,0,540,99.308
BAB_RS31750,BME_RS10770,0,1111,99.474,0,1111,99.474
BAB_RS31755,BME_RS10765,8.29e-171,466,100,8.24e-171,466,100
BAB_RS31760,BME_RS10760,1.29e-72,207,100,1.29e-72,207,100
BAB_RS31765,BME_RS10755,0,556,99.654,0,556,99.654
BAB_RS31770,BME_RS10750,0,494,100,0,494,100
BAB_RS31775,BME_RS10745,8.05e-156,439,98.611,1.03e-155,439,98.611
BAB_RS31780,BME_RS10740,2.56e-111,319,100,2.54e-111,319,100
BAB_RS31785,BME_RS10735,0,611,99.355,0,611,99.355
BAB_RS31790,BME_RS10730,0,767,98.469,0,767,98.469
BAB_RS31795,BME_RS10725,0,573,100,0,573,100
BAB_RS31800,BME_RS10720,0,1024,99.596,0,1024,99.596
BAB_RS31805,BME_RS10715,0,645,100,0,645,100
BAB_RS31810,BME_RS10710,1.9e-172,472,90.385,1.72e-172,472,90.385
BAB_RS31815,BME_RS10705,9.54e-173,472,100,9.33e-173,472,100
BAB_RS31820,BME_RS10700,0,743,99.198,0,743,99.198
BAB_RS31825,BME_RS10695,0,1352,99.697,0,1352,99.697
BAB_RS31830,BME_RS10690,0,557,100,0,557,100
BAB_RS31835,BME_RS10685,0,828,100,0,828,100
BAB_RS31845,BME_RS10680,3.26e-108,306,100,5.8e-108,306,100
BAB_RS31850,BME_RS10675,0,612,99.365,0,612,99.365
BAB_RS31855,BME_RS10670,1.08e-114,322,97.59,7.33e-115,322,97.59
BAB_RS31860,BME_RS10665,0,492,100,0,492,100
BAB_RS31875,BME_RS10655,0,929,99.333,0,929,99.333
BAB_RS31880,BME_RS10645,0,823,100,0,823,100
BAB_RS31885,BME_RS10640,0,603,92.378,0,603,92.378
BAB_RS31905,BME_RS15765,1.75e-93,263,100,1.74e-93,263,100
BAB_RS31925,BME_RS16875,1.06e-74,213,100,1.05e-74,213,100
BAB_RS31930,BME_RS16865,4.95e-44,132,98.485,4.92e-44,132,98.485
BAB_RS31935,BME_RS16845,5.54e-58,169,100,5.51e-58,169,100
BAB_RS31940,BME_RS16840,4.9e-75,221,97.273,4.87e-75,221,97.273
BAB_RS31945,BME_RS16835,1.08e-16,61.2,96.875,1.07e-16,61.2,96.875
BAB_RS31950,BME_RS09415,0,740,100,0,740,100
BAB_RS31960,BME_RS16830,3.25e-14,59.3,69.767,3.23e-14,59.3,69.767
BAB_RS31965,BME_RS16825,2.5e-46,138,100,2.49e-46,138,100
BAB_RS31970,BME_RS16815,5.1e-43,129,100,5.07e-43,129,100
BAB_RS31975,BME_RS16810,0,910,93.097,0,909,93.097
BAB_RS31980,BME_RS16805,1.39e-43,131,100,1.38e-43,131,100
BAB_RS31990,BME_RS09215,4.37e-49,145,100,4.34e-49,145,100
BAB_RS31995,BME_RS16795,4.02e-48,143,100,3.99e-48,143,100
BAB_RS32005,BME_RS16790,5.53e-77,219,100,5.5e-77,219,100
BAB_RS32010,BME_RS16785,3.09e-67,194,98.936,2.59e-67,194,98.936
BAB_RS32015,BME_RS16780,4.91e-44,132,100,4.89e-44,132,100
BAB_RS32020,BME_RS16775,0,843,99.519,0,843,99.519
BAB_RS32025,BME_RS16760,8.94e-89,249,100,8.97e-89,249,100
BAB_RS32030,BME_RS16755,1.15e-48,144,100,1.14e-48,144,100
BAB_RS32035,BME_RS16750,1.97e-59,173,100,1.96e-59,173,100
BAB_RS32040,BME_RS16745,1.04e-45,137,100,1.03e-45,137,100
BAB_RS32045,BME_RS16740,1.75e-95,268,100,1.74e-95,268,100
BAB_RS32050,BME_RS16735,3.73e-41,125,100,3.71e-41,125,100
BAB_RS32055,BME_RS16730,3.02e-57,167,100,3e-57,167,100
BAB_RS32060,BME_RS16725,2.34e-27,89,97.674,2.33e-27,89,97.674
BAB_RS32065,BME_RS08650,0,575,98.973,0,575,98.973
BAB_RS32070,BME_RS16715,4.93e-97,271,98.496,4.91e-97,271,98.496
BAB_RS32075,BME_RS16705,2.88e-48,143,100,2.86e-48,143,100
BAB_RS32080,BME_RS16700,9.11e-76,215,100,9.06e-76,215,100
BAB_RS32090,BME_RS16695,3.14e-116,322,100,3.12e-116,322,100
BAB_RS32095,BME_RS16690,1.12e-150,413,100,1.11e-150,413,100
BAB_RS32100,BME_RS16685,2.63e-120,332,99.379,2.62e-120,332,99.379
BAB_RS32110,BME_RS16675,8.03e-42,128,100,1.35e-41,128,100
BAB_RS32135,BME_RS16655,2.5e-62,181,98.936,2.49e-62,181,98.936
BAB_RS32140,BME_RS16650,2.1e-73,209,100,2.09e-73,209,100
BAB_RS32145,BME_RS08185,0,1006,99.182,0,1006,99.182
BAB_RS32150,BME_RS08170,2.7e-82,234,99.138,2.71e-82,234,99.138
BAB_RS32155,BME_RS16645,1.34e-73,210,99.029,1.33e-73,210,99.029
BAB_RS32160,BME_RS16640,8e-84,237,100,7.96e-84,237,100
BAB_RS32165,BME_RS16620,8.36e-77,220,94.69,8.38e-77,220,94.69
BAB_RS32170,BME_RS16610,1.2e-24,87.4,100,2.06e-27,94.4,100
BAB_RS32175,BME_RS16605,2.93e-48,143,100,2.92e-48,143,100
BAB_RS32185,BME_RS16600,3.56e-54,159,100,3.54e-54,159,100
BAB_RS32190,BME_RS16595,2.46e-30,96.7,100,2.44e-30,96.7,100
BAB_RS32200,BME_RS16585,5.69e-47,140,100,5.66e-47,140,100
BAB_RS32205,BME_RS16570,1.76e-39,120,100,1.75e-39,120,100
BAB_RS32210,BME_RS16565,2.24e-53,157,98.734,2.23e-53,157,98.734
BAB_RS32215,BME_RS16560,2.16e-85,241,100,2.14e-85,241,100
BAB_RS32220,BME_RS16555,5.44e-51,150,98.649,5.41e-51,150,98.649
BAB_RS32225,BME_RS16550,2.57e-60,175,100,2.56e-60,175,100
BAB_RS32235,BME_RS16545,2.55e-39,121,80.519,2.5e-39,121,80.519
BAB_RS32240,BME_RS07325,2.27e-13,55.1,96.154,2.29e-13,55.1,96.154
BAB_RS32245,BME_RS16540,4.35e-26,88.2,75.926,3.25e-26,88.2,75.926
BAB_RS32250,BME_RS16535,9.6e-32,100,100,9.55e-32,100,100
BAB_RS32255,BME_RS16530,0,548,99.265,0,548,99.265
BAB_RS32260,BME_RS16525,3.15e-160,446,91.87,3.13e-160,446,91.87
BAB_RS32265,BME_RS16520,3.08e-82,233,100,3.06e-82,233,100
BAB_RS32270,BME_RS07115,4.02e-109,317,100,3.99e-109,317,100
BAB_RS32275,BME_RS16515,2.44e-29,94.4,97.872,2.43e-29,94.4,97.872
BAB_RS32280,BME_RS16510,0,625,100,0,625,100
BAB_RS32285,BME_RS16495,0,503,99.593,0,503,99.593
BAB_RS32290,BME_RS16490,5.58e-33,103,100,5.55e-33,103,100
BAB_RS32295,BME_RS13690,1.68e-84,244,97.479,7.84e-85,244,97.479
BAB_RS32300,BME_RS16480,7.39e-93,260,99.225,7.35e-93,260,99.225
BAB_RS32305,BME_RS16475,2.5e-53,157,100,2.49e-53,157,100
BAB_RS32310,BME_RS16470,7.19e-48,142,98.571,7.15e-48,142,98.571
BAB_RS32315,BME_RS16460,1.17e-66,192,98.958,1.17e-66,192,98.958
BAB_RS32325,BME_RS06915,2.42e-72,211,100,5.08e-72,211,100
BAB_RS32330,BME_RS06910,3.94e-120,353,97.015,1.59e-112,334,95.025
BAB_RS32335,BME_RS16455,1.39e-43,131,100,1.39e-43,131,100
BAB_RS32340,BME_RS16450,1.5e-36,113,98.214,1.49e-36,113,98.214
BAB_RS32345,BME_RS06755,3.9e-123,345,96.023,6.19e-123,345,96.023
BAB_RS32355,BME_RS16445,3.54e-48,143,98.592,3.52e-48,143,98.592
BAB_RS32365,BME_RS16440,6.82e-28,91.7,100,4.3e-28,91.7,100
BAB_RS32370,BME_RS16435,4.94e-48,143,98.611,4.91e-48,143,98.611
BAB_RS32375,BME_RS16430,7.48e-45,134,100,7.44e-45,134,100
BAB_RS32380,BME_RS16425,4.63e-39,119,100,4.6e-39,119,100
BAB_RS32385,BME_RS16420,3.54e-51,151,100,3.52e-51,151,100
BAB_RS32390,BME_RS16405,2.48e-104,290,99.281,2.47e-104,290,99.281
BAB_RS32395,BME_RS16400,4.6e-56,164,98.765,4.57e-56,164,98.765
BAB_RS32400,BME_RS06100,6.61e-41,124,100,6.57e-41,124,100
BAB_RS32405,BME_RS16385,1.11e-51,152,98.667,1.11e-51,152,98.667
BAB_RS32410,BME_RS06085,8.92e-162,457,98.69,8.87e-162,457,98.69
BAB_RS32415,BME_RS16380,1.71e-56,165,100,1.7e-56,165,100
BAB_RS32420,BME_RS16375,6.65e-39,119,100,6.61e-39,119,100
BAB_RS32425,BME_RS16370,2.84e-58,170,100,2.64e-58,170,100
BAB_RS32430,BME_RS05865,9.85e-44,131,100,9.79e-44,131,100
BAB_RS32435,BME_RS16365,9.6e-87,245,100,9.47e-87,245,100
BAB_RS32440,BME_RS16355,6.83e-41,124,100,6.79e-41,124,100
BAB_RS32445,BME_RS05685,4.7e-67,206,92.593,7.07e-67,206,92.593
BAB_RS32455,BME_RS16350,2.14e-34,110,85.714,6.52e-34,108,83.721
BAB_RS32460,BME_RS16345,3.3e-46,138,100,3.28e-46,138,100
BAB_RS32465,BME_RS16340,3.39e-43,130,100,3.38e-43,130,100
BAB_RS32470,BME_RS16335,7.38e-53,155,98.701,7.34e-53,155,98.701
BAB_RS32475,BME_RS16330,2.35e-64,186,96.739,2.34e-64,186,96.739
BAB_RS32480,BME_RS16325,7.05e-48,142,100,7.01e-48,142,100
BAB_RS32490,BME_RS16320,3.19e-27,88.6,100,3.17e-27,88.6,100
BAB_RS32495,BME_RS16310,7.67e-42,126,100,7.63e-42,126,100
BAB_RS32500,BME_RS16305,5.57e-43,130,98.507,5.54e-43,130,98.507
BAB_RS32505,BME_RS16300,5.32e-44,132,98.462,5.29e-44,132,98.462
BAB_RS32510,BME_RS05030,3.66e-109,310,95.679,3.58e-109,310,95.679
BAB_RS32520,BME_RS16295,2.39e-52,154,100,2.38e-52,154,100
BAB_RS32525,BME_RS16290,2.39e-49,146,100,2.38e-49,146,100
BAB_RS32530,BME_RS04950,4.78e-26,87.8,88,6.78e-26,87.8,88
BAB_RS32535,BME_RS16285,6.55e-59,171,100,6.52e-59,171,100
BAB_RS32540,BME_RS16280,1.48e-54,160,93.103,1.47e-54,160,93.103
BAB_RS32545,BME_RS04780,1.75e-40,124,81.579,1.72e-40,124,81.579
BAB_RS32555,BME_RS16275,3.05e-41,125,98.387,3.03e-41,125,98.387
BAB_RS32560,BME_RS16270,1.58e-54,160,98.734,1.57e-54,160,98.734
BAB_RS32565,BME_RS16265,1.4e-56,165,100,1.4e-56,165,100
BAB_RS32570,BME_RS16260,1.86e-43,131,98.507,1.85e-43,131,98.507
BAB_RS32575,BME_RS04615,0,960,99.792,0,960,99.792
BAB_RS32580,BME_RS16255,3.35e-34,106,100,3.33e-34,106,100
BAB_RS32585,BME_RS16250,1.43e-26,86.7,100,1.42e-26,86.7,100
BAB_RS32590,BME_RS16245,8.59e-44,132,100,8.54e-44,132,100
BAB_RS32595,BME_RS16240,1.61e-53,158,97.5,1.42e-53,158,97.5
BAB_RS32600,BME_RS16235,1.28e-49,147,98.63,1.27e-49,147,98.63
BAB_RS32605,BME_RS16660,2.38e-49,146,100,2.37e-49,146,100
BAB_RS32610,BME_RS16665,2.91e-45,136,100,2.85e-45,136,100
BAB_RS32615,BME_RS16215,7.01e-48,142,100,6.97e-48,142,100
BAB_RS32620,BME_RS16210,4.48e-89,251,100,4.45e-89,251,100
BAB_RS32625,BME_RS16195,1.44e-42,129,100,1.43e-42,129,100
BAB_RS32630,BME_RS16190,8.29e-44,132,100,8.25e-44,132,100
BAB_RS32635,BME_RS16185,1.08e-53,158,98.734,1.07e-53,158,98.734
BAB_RS32640,BME_RS16180,3.8e-14,54.3,100,3.78e-14,54.3,100
BAB_RS32645,BME_RS16175,2.32e-44,133,100,2.3e-44,133,100
BAB_RS32655,BME_RS16170,4.42e-52,153,100,4.4e-52,153,100
BAB_RS32660,BME_RS16165,3.25e-45,135,100,3.23e-45,135,100
BAB_RS32665,BME_RS16160,3.63e-46,137,100,3.61e-46,137,100
BAB_RS32675,BME_RS16150,5.23e-40,122,98.361,5.2e-40,122,98.361
BAB_RS32680,BME_RS16140,1.75e-47,141,100,1.74e-47,141,100
BAB_RS32685,BME_RS16125,3.22e-39,120,100,3.2e-39,120,100
BAB_RS32690,BME_RS16120,3.67e-53,156,100,3.65e-53,156,100
BAB_RS32695,BME_RS16110,6.96e-13,53.5,63.636,6.81e-13,53.5,63.636
BAB_RS32700,BME_RS16105,2.69e-39,120,96.774,2.68e-39,120,96.774
BAB_RS32705,BME_RS16100,7.27e-84,237,99.18,7.23e-84,237,99.18
