Melitensis16M,O_anthropi,G1.evalue,G1.bitscore,G1.pident,G2.evalue,G2.bitscore,G2.pident
BME_RS15580,OANT_RS21750,2.18e-179,491,87.405,1.38e-179,491,87.405
BME_RS15585,OANT_RS21755,0,564,94.138,0,564,94.138
BME_RS15590,OANT_RS21760,0,521,80.892,0,521,80.892
BME_RS15595,OANT_RS21765,3.94e-73,213,79.739,4.24e-73,213,79.739
BME_RS15600,OANT_RS21770,1.12e-72,209,91.304,7.11e-73,209,91.304
BME_RS15615,OANT_RS21780,0,660,92.394,0,660,92.394
BME_RS15620,OANT_RS21785,7.61e-82,234,80.882,4.84e-82,234,80.882
BME_RS15625,OANT_RS21790,2.79e-164,452,78.846,1.78e-164,452,78.846
BME_RS15630,OANT_RS21795,3.48e-121,343,69.323,2.3e-121,343,69.323
BME_RS15635,OANT_RS21800,0,669,80.535,0,654,80.535
BME_RS15640,OANT_RS21805,0,939,88.046,0,929,87.931
BME_RS15645,OANT_RS21810,0,701,93.188,0,701,93.188
BME_RS15650,OANT_RS21815,0,556,95.286,0,556,95.286
BME_RS15655,OANT_RS21820,0,504,93.75,0,504,93.75
BME_RS15660,OANT_RS21825,0,680,93.201,0,680,93.201
BME_RS15665,OANT_RS21830,0,844,91.471,0,882,91.471
BME_RS15670,OANT_RS21840,1.61e-177,493,69.653,0,503,69.653
BME_RS15675,OANT_RS21845,0,589,86.111,0,589,86.111
BME_RS15680,OANT_RS21850,0,610,70.495,0,622,70.495
BME_RS15685,OANT_RS21855,0,563,79.394,0,563,79.394
BME_RS15690,OANT_RS21860,0,600,75.188,0,600,75.188
BME_RS15695,OANT_RS21865,3.83e-145,403,73.705,2.43e-145,403,73.705
BME_RS15700,OANT_RS21870,0,546,85.284,0,546,85.284
BME_RS15705,OANT_RS21880,0,726,65.672,0,731,66.667
BME_RS15710,OANT_RS21890,0,742,95.225,0,742,95.225
BME_RS15715,OANT_RS21895,0,632,80,0,612,80
BME_RS15720,OANT_RS21900,0,584,93.939,0,584,93.939
BME_RS15725,OANT_RS21905,2.38e-144,400,87.013,5.04e-149,411,87.013
BME_RS15730,OANT_RS21910,0,631,88.556,0,644,88.556
BME_RS15765,OANT_RS25135,1.07e-26,94.7,92.157,7.72e-27,94.7,92.157
BME_RS15775,OANT_RS07410,1.48e-180,514,93.594,0,514,93.594
BME_RS15795,OANT_RS25370,1.09e-31,102,78.462,6.94e-32,102,78.462
BME_RS15805,OANT_RS25205,0,943,49.436,0,922,49.392
BME_RS15875,OANT_RS05450,3.71e-73,214,94.393,5.06e-73,214,94.393
BME_RS15920,OANT_RS06025,4.52e-24,80.9,95.122,2.88e-24,80.9,95.122
BME_RS15935,OANT_RS25500,1.9e-30,97.8,98.113,1.21e-30,97.8,98.113
BME_RS15950,OANT_RS06440,2.37e-60,190,69.935,6.14e-73,222,69.935
BME_RS15965,OANT_RS25870,0,1296,91.643,0,1273,91.643
BME_RS15970,OANT_RS25865,1.72e-16,63.2,74.419,7.04e-17,63.2,74.419
BME_RS15995,OANT_RS08235,6.22e-23,86.3,46.809,9.54e-23,86.3,46.809
BME_RS16000,OANT_RS08240,0,641,94.083,0,642,94.083
BME_RS16055,OANT_RS08825,2.27e-41,131,65.263,2.4e-41,131,65.263
BME_RS16075,OANT_RS08905,4.38e-99,281,95.775,4.46e-99,281,95.775
BME_RS16095,OANT_RS25595,4.79e-08,43.1,40,2.49e-08,43.1,40
BME_RS16100,OANT_RS25605,5.82e-17,68.6,61.29,3.7e-17,68.6,61.29
BME_RS16110,OANT_RS25610,6.13e-10,47,47.368,4.61e-10,47,47.368
BME_RS16135,OANT_RS09515,2.31e-116,329,95.882,1.14e-116,330,95.882
BME_RS16140,OANT_RS25630,1.18e-27,91.7,78.333,6.73e-28,91.7,78.333
BME_RS16145,OANT_RS09660,4.08e-122,340,92.265,2.42e-122,340,92.265
BME_RS16165,OANT_RS25635,8.4e-37,114,95,4.87e-37,114,95
BME_RS16185,OANT_RS25655,9.68e-28,92.8,78.333,5.46e-28,92.8,78.333
BME_RS16325,OANT_RS25675,6.46e-10,47.4,70.588,4.23e-10,47.4,70.588
BME_RS16340,OANT_RS25680,3.36e-23,80.5,68.254,2.11e-23,80.5,68.254
BME_RS16350,OANT_RS12440,1.16e-20,75.5,49.425,1.41e-20,74.7,47.561
BME_RS16365,OANT_RS12920,1.34e-22,83.6,76.786,1.98e-30,103,61.682
BME_RS16370,OANT_RS25735,9.51e-11,49.3,78.125,2.81e-11,49.3,78.125
BME_RS16410,OANT_RS05570,2.1e-22,91.7,37.572,3.63e-22,91.7,37.572
BME_RS16440,OANT_RS25720,3.16e-15,58.9,76.316,2.23e-15,58.9,76.316
BME_RS16475,OANT_RS14105,2.9e-16,67.8,66,6.27e-16,68.2,66
BME_RS16495,OANT_RS26090,2.43e-60,188,47.934,3.32e-65,200,48
BME_RS16555,OANT_RS25275,2.17e-26,89.4,87.234,1.38e-26,89.4,87.234
BME_RS16560,OANT_RS25270,1.97e-16,66.2,71.429,2.55e-17,67.4,60.938
BME_RS16565,OANT_RS25265,1.35e-22,80.5,90.476,9.56e-23,80.5,90.476
BME_RS16575,OANT_RS02775,7.61e-27,95.1,83.019,3.69e-27,95.1,83.019
BME_RS16625,OANT_RS02185,1.83e-42,135,63.158,2e-42,135,63.158
BME_RS16635,OANT_RS02140,1.95e-130,363,90.047,4.75e-128,357,90.047
BME_RS16690,OANT_RS26110,6.99e-24,91.7,65.152,8.82e-20,80.5,65.152
BME_RS16740,OANT_RS00930,1.65e-19,75.9,61.765,1.06e-19,75.9,61.765
BME_RS16765,OANT_RS00825,6.16e-118,338,82.99,1.18e-117,338,82.99
BME_RS16775,OANT_RS00800,0,742,95.026,0,741,96.011
BME_RS16785,OANT_RS00755,2.07e-09,48.5,44.643,1.94e-09,48.5,44.643
BME_RS16790,OANT_RS25225,2.05e-32,107,70.513,1.85e-32,106,70.513
BME_RS16795,OANT_RS25220,1.44e-28,94.4,82.456,9.04e-29,94.4,82.456
BME_RS16800,OANT_RS25215,3.12e-107,302,86.061,1.71e-107,302,86.061
BME_RS16835,OANT_RS25125,2.89e-17,63.2,100,1.84e-17,63.2,100
BME_RS16840,OANT_RS20440,2.73e-25,94.7,35.333,1.82e-25,94.7,35.333
BME_RS16855,OANT_RS00195,0,652,94.03,0,652,94.03
BME_RS16860,OANT_RS00220,1.04e-87,259,83.333,4.26e-88,259,83.333
BME_RS16865,OANT_RS25530,4.4e-14,57.8,58.824,2.92e-14,57.8,58.824
BME_RS16905,OANT_RS25355,1.02e-22,80.9,73.684,5.41e-23,80.9,73.684
BME_RS16910,OANT_RS25360,4.61e-35,111,76.056,2.58e-35,111,76.056
BME_RS16995,OANT_RS21670,0,579,87.87,0,579,87.87
BME_RS17000,OANT_RS21570,6.8e-16,65.1,81.481,1.48e-15,63.9,81.481
BME_RS17060,OANT_RS07130,1.4e-138,393,71.875,1.41e-138,393,71.875
BME_RS17075,OANT_RS07135,3.93e-85,246,89.231,4.72e-85,246,89.231
BME_RS17095,OANT_RS07355,5.56e-52,173,93.976,4.21e-52,173,93.976
BME_RS17100,OANT_RS07415,0,749,90.37,0,726,90.37
BME_RS17110,OANT_RS25535,2.28e-21,75.9,65.079,1.36e-21,75.9,65.079
BME_RS17115,OANT_RS25540,5.97e-42,128,87.5,3.8e-42,128,87.5
BME_RS17125,OANT_RS25800,3.54e-15,60.1,50,2.12e-15,60.1,50
BME_RS17185,OANT_RS25390,6.65e-10,47,67.647,3.98e-10,47,67.647
BME_RS17255,OANT_RS19395,3.02e-123,346,100,3.12e-123,346,100
BME_RS17265,OANT_RS19235,2.37e-78,233,93.496,1.51e-78,233,93.496
BME_RS17310,OANT_RS18375,1.67e-33,106,83.607,1.1e-33,106,83.607
BME_RS17320,OANT_RS18325,0,819,93.795,0,819,93.795
BME_RS17340,OANT_RS25775,3.55e-09,45.4,59.524,2.39e-09,45.4,59.524
BME_RS17350,OANT_RS25810,1.76e-19,71.6,62.295,1.11e-19,71.6,62.295
BME_RS17485,OANT_RS21775,1.33e-106,312,75.349,9.2e-107,312,75.349
