Abortus2308,O_anthropi,G1.evalue,G1.bitscore,G1.pident,G2.evalue,G2.bitscore,G2.pident
BAB_RS31165,OANT_RS06815,0,1051,96.756,0,1051,96.756
BAB_RS31170,OANT_RS06805,0,754,93.781,0,731,93.781
BAB_RS31175,OANT_RS06800,0,986,91.461,0,986,91.461
BAB_RS31180,OANT_RS06795,0,516,92.937,0,516,92.937
BAB_RS31185,OANT_RS06790,1.18e-145,401,94.231,7.53e-146,401,94.231
BAB_RS31190,OANT_RS06780,5.34e-38,118,83.824,3.38e-38,118,83.824
BAB_RS31195,OANT_RS06770,5.51e-147,405,86.239,3.49e-147,405,86.239
BAB_RS31200,OANT_RS06765,2.16e-64,187,85.047,1.37e-64,187,85.047
BAB_RS31205,OANT_RS06760,1.98e-17,63.5,100,1.25e-17,63.5,100
BAB_RS31220,OANT_RS22640,5.42e-156,449,48.093,5.66e-152,438,48.093
BAB_RS31230,OANT_RS09555,1.27e-105,310,51.393,7.93e-106,310,51.393
BAB_RS31235,OANT_RS09550,9.54e-104,306,52,6.02e-104,306,52
BAB_RS31255,OANT_RS21220,2.37e-125,367,44.17,4.07e-123,361,44.17
BAB_RS31295,OANT_RS15455,5.46e-66,219,31.154,3.42e-66,219,31.154
BAB_RS31300,OANT_RS15325,1.44e-82,249,44.268,9.12e-83,249,44.268
BAB_RS31305,OANT_RS15465,3.32e-85,254,49.077,5.34e-87,259,49.077
BAB_RS31325,OANT_RS20735,3.49e-25,96.3,35.802,2.12e-25,96.3,35.802
BAB_RS31370,OANT_RS21410,1.23e-43,146,36.885,2.04e-45,150,37.008
BAB_RS31385,OANT_RS17520,3.42e-29,115,26.895,1.26e-32,124,27.494
BAB_RS31390,OANT_RS14785,2.54e-138,409,39.429,1.59e-138,409,39.429
BAB_RS31410,OANT_RS25780,5.2e-20,80.5,73.585,1.71e-19,80.5,73.585
BAB_RS31430,OANT_RS12795,2.2e-10,58.9,33.75,5.96e-11,60.1,24.935
BAB_RS31435,OANT_RS21500,1.14e-11,48.5,100,7.21e-12,48.5,100
BAB_RS31440,OANT_RS21505,4.24e-18,65.9,92.105,2.68e-18,65.9,92.105
BAB_RS31445,OANT_RS21510,9.96e-25,108,85.075,6.35e-25,108,85.075
BAB_RS31455,OANT_RS21515,2.37e-12,50.4,96,1.5e-12,50.4,96
BAB_RS31460,OANT_RS21520,7.05e-11,46.6,100,4.46e-11,46.6,100
BAB_RS31470,OANT_RS21530,2.95e-126,359,71.034,6.87e-145,405,71.034
BAB_RS31475,OANT_RS21535,9.39e-89,252,91.608,9.41e-97,271,91.608
BAB_RS31480,OANT_RS21540,0,728,86.25,0,728,86.25
BAB_RS31485,OANT_RS21550,0,555,83.526,0,553,83.526
BAB_RS31490,OANT_RS21555,1.16e-169,469,88.123,1.95e-169,468,84.477
BAB_RS31495,OANT_RS21560,0,499,92.657,0,499,92.657
BAB_RS31500,OANT_RS21565,5.64e-99,278,93.478,3.39e-99,278,93.478
BAB_RS31505,OANT_RS21570,9.65e-51,153,77.477,1.26e-50,152,77.477
BAB_RS31510,OANT_RS21575,1.18e-97,277,75.978,7.63e-98,277,75.978
BAB_RS31515,OANT_RS21580,2.43e-81,234,81.013,2.33e-88,252,81.013
BAB_RS31520,OANT_RS21585,1.95e-107,304,75.61,6.2e-110,310,79.024
BAB_RS31525,OANT_RS21590,1.11e-57,172,70.543,6.9e-58,172,70.543
BAB_RS31530,OANT_RS21595,1.98e-171,470,91.765,1.25e-171,470,91.765
BAB_RS31540,OANT_RS21600,0,837,94.667,0,814,94.667
BAB_RS31550,OANT_RS21605,4.06e-57,167,97.727,2.57e-57,167,97.727
BAB_RS31555,OANT_RS21610,6.51e-75,216,84.672,7.4e-75,216,84.672
BAB_RS31560,OANT_RS21615,6.64e-95,268,87.5,4.2e-95,268,87.5
BAB_RS31565,OANT_RS21620,1.75e-74,213,91.228,1.11e-74,213,91.228
BAB_RS31570,OANT_RS21625,0,622,89.08,0,638,89.08
BAB_RS31575,OANT_RS21630,0,804,84.504,0,814,84.504
BAB_RS31580,OANT_RS21635,0,692,86.902,0,679,86.902
BAB_RS31585,OANT_RS21640,9.58e-162,443,95.154,6.06e-162,443,95.154
BAB_RS31590,OANT_RS21645,2.13e-119,333,86.592,1.27e-119,333,86.592
BAB_RS31595,OANT_RS21650,4.42e-101,304,51.981,2.36e-95,289,51.402
BAB_RS31600,OANT_RS21655,0,634,76.852,0,634,76.852
BAB_RS31605,OANT_RS21660,0,630,83.558,0,637,83.827
BAB_RS31610,OANT_RS21665,2.58e-112,318,73.617,4.58e-118,333,75.745
BAB_RS31615,OANT_RS21670,0,1061,91.795,0,1062,91.795
BAB_RS31620,OANT_RS21675,6.64e-97,285,57.187,6.43e-91,270,57.187
BAB_RS31625,OANT_RS23210,9.1e-154,504,53.144,1.94e-148,486,53.144
BAB_RS31635,OANT_RS17665,0,640,92.625,0,618,92.625
BAB_RS31640,OANT_RS17670,0,980,92.955,0,980,92.955
BAB_RS31645,OANT_RS17675,0,654,93.041,0,639,93.041
BAB_RS31650,OANT_RS16880,1.64e-10,58.5,26.786,1.09e-10,58.5,26.786
BAB_RS31730,OANT_RS24665,4.4e-123,366,42.083,4.46e-120,358,42.083
BAB_RS31760,OANT_RS21360,6.39e-21,77.8,45.055,3.82e-21,77.8,45.055
BAB_RS31765,OANT_RS21365,1.01e-129,367,71.273,5.42e-136,382,71.273
BAB_RS31770,OANT_RS21370,2.64e-122,345,69.672,1.69e-122,345,69.672
BAB_RS31775,OANT_RS08670,3.7e-143,408,94.444,9.78e-150,424,94.444
BAB_RS31780,OANT_RS08675,4.06e-95,278,94.444,2.28e-96,281,94.444
BAB_RS31785,OANT_RS08680,0,575,96.129,0,554,96.129
BAB_RS31790,OANT_RS08685,0,706,91.837,0,721,91.837
BAB_RS31795,OANT_RS08690,0,528,90.747,0,528,90.747
BAB_RS31800,OANT_RS17210,1.67e-18,85.1,24.821,1.07e-18,85.1,24.821
BAB_RS31810,OANT_RS07375,6.97e-89,262,53.247,2.92e-84,249,51.667
BAB_RS31815,OANT_RS18120,5.35e-40,136,35.628,1.55e-46,153,35.628
BAB_RS31820,OANT_RS12900,2.37e-34,128,31.421,1.09e-35,131,32.219
BAB_RS31855,OANT_RS22800,3.03e-61,190,43.426,2.03e-61,190,43.426
BAB_RS31880,OANT_RS22985,0,791,95.98,0,791,95.98
BAB_RS31885,OANT_RS22980,0,568,83.792,0,568,83.792
BAB_RS31905,OANT_RS25135,1.07e-26,94.7,92.157,7.68e-27,94.7,92.157
BAB_RS31930,OANT_RS25530,4.85e-14,57.4,60.417,3.21e-14,57.4,60.417
BAB_RS31940,OANT_RS00135,3.73e-17,73.2,30.973,2.33e-17,73.2,30.973
BAB_RS31945,OANT_RS25125,1.7e-16,61.2,96.875,1.07e-16,61.2,96.875
BAB_RS31950,OANT_RS00255,0,686,94.865,0,669,94.865
BAB_RS31995,OANT_RS25220,1.44e-28,94.4,82.456,8.99e-29,94.4,82.456
BAB_RS32005,OANT_RS25225,2.05e-32,107,70.513,1.84e-32,106,70.513
BAB_RS32010,OANT_RS00755,1.59e-13,59.7,43.421,1.24e-13,59.7,43.421
BAB_RS32020,OANT_RS00800,0,744,95.288,0,746,93.83
BAB_RS32045,OANT_RS00930,1.65e-19,75.9,61.765,1.05e-19,75.9,61.765
BAB_RS32065,OANT_RS01465,0,879,77.087,2.06e-175,507,87.031
BAB_RS32095,OANT_RS26110,6.99e-24,91.7,65.152,8.77e-20,80.5,65.152
BAB_RS32145,OANT_RS01835,0,961,94.617,0,961,94.617
BAB_RS32150,OANT_RS01850,3.53e-63,186,72.8,1.93e-56,169,72.8
BAB_RS32210,OANT_RS25265,2.84e-24,84.7,92.857,2e-24,84.7,92.857
BAB_RS32215,OANT_RS25270,1.97e-16,66.2,71.429,2.54e-17,67.4,60.938
BAB_RS32220,OANT_RS25275,1.65e-27,92,89.362,1.04e-27,92,89.362
BAB_RS32240,OANT_RS03035,6.21e-08,41.6,65.385,4e-08,41.6,65.385
BAB_RS32270,OANT_RS23325,6.75e-74,230,77.914,5e-74,230,77.914
BAB_RS32285,OANT_RS26090,3.55e-60,187,47.934,6.41e-65,199,48
BAB_RS32305,OANT_RS14105,2.9e-16,67.8,66,6.23e-16,68.2,66
BAB_RS32320,OANT_RS14020,3.04e-59,179,76.471,3.6e-59,179,76.471
BAB_RS32330,OANT_RS14015,2.98e-73,233,86.188,9.22e-82,254,86.188
BAB_RS32365,OANT_RS25720,5.1e-15,59.7,76.316,2.27e-15,59.7,76.316
BAB_RS32410,OANT_RS13260,6.73e-141,404,86.463,8.01e-141,404,86.463
BAB_RS32425,OANT_RS25735,1e-15,62,78.947,2.75e-16,62,78.947
BAB_RS32435,OANT_RS12920,1.59e-22,83.6,76.786,2.34e-30,102,61.682
BAB_RS32445,OANT_RS12450,4.1e-44,148,73.267,4.4e-44,148,73.267
BAB_RS32465,OANT_RS25680,3.36e-23,80.5,68.254,2.09e-23,80.5,68.254
BAB_RS32480,OANT_RS25675,6.46e-10,47.4,70.588,4.21e-10,47.4,70.588
BAB_RS32635,OANT_RS25655,2.04e-28,94.4,80,1.14e-28,94.4,80
BAB_RS32660,OANT_RS25635,8.4e-37,114,95,4.84e-37,114,95
BAB_RS32680,OANT_RS25630,1.18e-27,91.7,78.333,6.69e-28,91.7,78.333
BAB_RS32695,OANT_RS25610,7.37e-36,112,90,5.42e-36,112,90
BAB_RS32705,OANT_RS25605,2.03e-16,67,61.29,1.28e-16,67,61.29
BAB_RS32710,OANT_RS25595,4.79e-08,43.1,40,2.48e-08,43.1,40
BAB_RS32730,OANT_RS08905,4.38e-99,281,95.775,4.44e-99,281,95.775
BAB_RS32750,OANT_RS08825,2.27e-41,131,65.263,2.39e-41,131,65.263
BAB_RS32795,OANT_RS08240,0,991,92.655,0,990,92.655
BAB_RS32800,OANT_RS08235,8.21e-22,83.2,45.745,1.25e-21,83.2,45.745
BAB_RS32830,OANT_RS25865,1.72e-16,63.2,74.419,7e-17,63.2,74.419
BAB_RS32850,OANT_RS25500,2.4e-31,100,100,1.52e-31,100,100
BAB_RS32875,OANT_RS25395,3.32e-14,58.5,52.542,1.88e-14,58.5,52.542
BAB_RS32915,OANT_RS05055,3.04e-86,247,74.843,1.92e-86,247,74.843
BAB_RS32945,OANT_RS05250,3.05e-141,416,75.096,3.65e-133,395,75.096
BAB_RS32980,OANT_RS25205,0,945,49.436,0,914,49.392
BAB_RS32990,OANT_RS25370,6.54e-31,100,76.923,4.14e-31,100,76.923
BAB_RS33005,OANT_RS25360,4.61e-35,111,76.056,2.57e-35,111,76.056
BAB_RS33010,OANT_RS25355,1.02e-22,80.9,73.684,5.38e-23,80.9,73.684
BAB_RS33125,OANT_RS20160,1.76e-08,52.4,34.711,2.17e-09,54.7,36.885
BAB_RS33145,OANT_RS07355,6.59e-52,173,93.976,5.46e-52,172,93.976
BAB_RS33155,OANT_RS25535,2.28e-21,75.9,65.079,1.35e-21,75.9,65.079
BAB_RS33160,OANT_RS25540,5.97e-42,128,87.5,3.78e-42,128,87.5
BAB_RS33170,OANT_RS25800,3.54e-15,60.1,50,2.1e-15,60.1,50
BAB_RS33195,OANT_RS15355,1.97e-76,244,72.05,1.13e-76,244,72.05
BAB_RS33240,OANT_RS25390,6.65e-10,47,67.647,3.96e-10,47,67.647
BAB_RS33260,OANT_RS20065,2.4e-39,128,84.848,1.52e-39,128,84.848
BAB_RS33310,OANT_RS19110,1.97e-56,173,65.116,2.31e-56,173,65.116
BAB_RS33345,OANT_RS18375,1.67e-33,106,83.607,1.09e-33,106,83.607
BAB_RS33360,OANT_RS18325,0,820,94.033,0,820,94.033
BAB_RS33385,OANT_RS15165,4.85e-109,317,89.535,3.35e-109,317,89.535
BAB_RS33390,OANT_RS25775,1.75e-09,46.2,59.524,1.17e-09,46.2,59.524
BAB_RS33400,OANT_RS14820,9.88e-141,398,91.88,5.87e-149,419,91.88
BAB_RS33460,OANT_RS15235,2.36e-45,146,93.151,3.86e-34,118,93.151
BAB_RS33465,OANT_RS16125,0,866,83.665,0,866,83.665
BAB_RS33475,OANT_RS06680,2.4e-86,265,92.258,2.69e-84,259,92.258
BAB_RS33490,OANT_RS07050,3.98e-75,215,92.105,2.52e-75,215,92.105
