O_anthropi,S_meliloti,G1.evalue,G1.bitscore,G1.pident,G2.evalue,G2.bitscore,G2.pident
OANT_RS19835,SM_b20363,0,594,80.966,0,594,80.966
OANT_RS19840,SM_b20364,0,1145,78.869,0,1137,78.869
OANT_RS19845,SM_b20365,0,578,85,0,599,84.731
OANT_RS19850,SMc02181,0,1856,78.164,0,1919,77.732
OANT_RS19860,SMc01501,0,611,62.475,0,611,62.475
OANT_RS19865,SMc01214,2.41e-40,142,30.347,1.98e-40,142,30.347
OANT_RS19870,SMc01500,2.39e-116,331,64.314,1.91e-116,331,64.314
OANT_RS19875,SM_b20002,1.06e-143,409,59.218,8.08e-144,409,59.218
OANT_RS19880,SMc01498,2.4e-128,363,65.649,1.51e-120,343,65.649
OANT_RS19885,SMc01497,1.39e-114,330,56.446,1.99e-109,317,56.446
OANT_RS19890,SMc01496,0,541,62.233,0,520,62.233
OANT_RS19895,SM_b21372,3.18e-173,482,66.372,2.62e-173,482,66.372
OANT_RS19920,SMc02220,2.47e-12,63.5,28.571,9.48e-13,64.3,28.571
OANT_RS19930,SMc02049,0,995,56.684,0,1024,56.684
OANT_RS19935,SMc02048,2.1e-46,143,57.265,1.64e-46,143,57.265
OANT_RS19940,SMc02047,3.8e-108,319,50.132,3.11e-108,319,50.132
OANT_RS19945,SMc02161,1.02e-140,405,55.779,3.44e-141,406,55.779
OANT_RS19950,SM_b20118,3.26e-16,67.8,33.913,2.79e-16,67.8,33.913
OANT_RS19955,SM_b20820,2.11e-76,240,40,1.67e-76,240,40
OANT_RS19995,SMc01602,1.2e-66,207,39.56,1.02e-66,207,39.56
OANT_RS20000,SMc01600,2.91e-61,191,41.667,2.25e-61,191,41.667
OANT_RS20005,SMc04287,3.34e-17,73.9,28.481,3.37e-17,73.9,28.481
OANT_RS20010,SMa0151,1.91e-51,183,31.881,5.98e-52,186,31.034
OANT_RS20020,SMc01594,0,612,66,0,638,66
OANT_RS20025,SMc01588,0,557,58.37,0,548,58.37
OANT_RS20030,SMc01582,0,508,66.053,6.6e-171,479,66.053
OANT_RS20035,SMc04336,2.66e-46,145,50.649,2.17e-46,145,50.649
OANT_RS20045,SMc01970,2.64e-113,326,62.633,5.4e-112,322,62.633
OANT_RS20055,SMc00671,2.54e-80,243,58.371,1.91e-80,243,58.371
OANT_RS20060,SMc00670,3.51e-94,281,52.692,1.95e-94,281,52.692
OANT_RS20065,SM_b21156,4.75e-54,166,52.318,4.52e-54,166,52.318
OANT_RS20070,SM_b21134,2.32e-127,367,52.45,1.83e-127,367,52.45
OANT_RS20075,SM_b21158,8.81e-55,177,39.636,1.08e-56,181,39.928
OANT_RS20085,SM_b21159,5.54e-40,136,39.608,1.37e-42,143,39.608
OANT_RS20090,SM_b21151,6.21e-35,131,28.061,4.96e-35,131,28.061
OANT_RS20095,SM_b21149,1.24e-48,161,32.734,5.59e-46,154,33.083
OANT_RS20100,SM_b21150,6.91e-49,161,36.398,6.88e-50,163,37.008
OANT_RS20105,SM_b21139,1.28e-34,114,47.321,1.05e-34,114,47.321
OANT_RS20110,SM_b21155,0,525,56.237,0,538,56.033
OANT_RS20125,SM_b20981,4.42e-63,200,33.54,9.2e-61,194,33.54
OANT_RS20130,SMc02771,2.5e-54,179,34.824,1.98e-54,179,34.824
OANT_RS20135,SMc02776,3.21e-174,498,52.6,2.49e-174,498,52.6
OANT_RS20140,SM_b20441,4.33e-51,164,42.128,7.81e-55,173,42.128
OANT_RS20150,SMa0206,1.42e-142,396,81.013,1.09e-142,396,81.013
OANT_RS20155,SMa0204,5.12e-177,498,61.787,4.05e-177,498,61.787
OANT_RS20160,SMa0203,0,546,78.402,0,509,78.402
OANT_RS20165,SMa0199,0,578,61.715,0,578,61.715
OANT_RS20170,SMa0198,6.21e-151,423,81.848,1.88e-166,462,81.41
OANT_RS20175,SMa0197,1.23e-170,473,73.333,9.79e-171,473,73.333
OANT_RS20180,SMa0196,7.54e-170,470,75.779,6.3e-170,470,75.779
OANT_RS20185,SM_b20058,1.83e-134,378,74.031,1.47e-134,378,74.031
OANT_RS20190,SM_b20057,0,530,83.282,0,514,84.142
OANT_RS20195,SM_b20056,1.82e-163,458,64.035,6.57e-161,451,64.035
OANT_RS20200,SM_b20724,3.88e-168,467,72.152,3.07e-168,467,72.152
OANT_RS20205,SM_b20725,1.41e-52,162,56.79,1.97e-53,164,56.442
OANT_RS20210,SM_b20726,0,742,77.043,0,706,77.043
OANT_RS20225,SMc00799,4.43e-52,162,48.765,4.56e-52,162,50.658
OANT_RS20240,SMc00776,0,740,48.446,0,736,49.52
OANT_RS20250,SMc00838,2.8e-53,190,26.129,1.93e-57,201,26.164
OANT_RS20255,SMc00773,2.01e-166,459,82.836,1.6e-166,459,82.836
OANT_RS20260,SMc00772,1.81e-153,429,72.607,3.32e-154,431,72.607
OANT_RS20265,SMc00771,0,580,72.032,0,580,72.032
OANT_RS20270,SMc00770,0,543,69.697,0,543,69.697
OANT_RS20275,SMc00769,0,627,66.667,0,630,66.667
OANT_RS20280,SMc00768,0,843,93.939,0,843,93.939
OANT_RS20285,SMc00767,7.76e-42,129,79.487,6.24e-42,129,79.487
OANT_RS20305,SMc00762,0,698,70.299,0,698,70.299
OANT_RS20310,SMc00761,0,593,67.991,0,583,67.991
OANT_RS20320,SMa5033,1.31e-08,53.5,83.333,1.84e-14,69.3,83.333
OANT_RS20330,SMc04167,5.77e-140,396,71.613,1.9e-139,394,71.29
OANT_RS20335,SMc04168,2.46e-31,103,56.044,1.93e-31,103,56.044
OANT_RS20355,SMc00559,9.36e-41,138,39.367,4.3e-47,154,40.586
OANT_RS20365,SM_b20030,1.41e-155,433,81.022,2.46e-168,465,80.142
OANT_RS20370,SM_b20029,2.42e-78,227,73.103,9.62e-81,233,70.513
OANT_RS20375,SMa2319,1.38e-107,306,72.727,1.04e-107,306,72.727
OANT_RS20380,SM_b20847,9.07e-134,379,61.512,7.3e-134,379,61.512
OANT_RS20400,SMc02632,3.36e-89,259,65.865,2.69e-89,259,65.865
OANT_RS20410,SMc03070,0,796,74.745,0,796,74.745
OANT_RS20415,SMc03069,2.33e-73,220,53.478,1.65e-78,233,53.478
OANT_RS20420,SMc03068,0,957,76.949,0,957,76.949
OANT_RS20425,SMc03059,4.56e-151,422,69.595,3.62e-151,422,69.595
OANT_RS20440,SMc04229,7.5e-64,193,45.026,5.84e-64,193,45.026
OANT_RS20445,SMc02677,7.49e-62,194,47.619,2.71e-67,207,47.94
OANT_RS20470,SMa2075,4.25e-115,349,39.444,4.69e-110,336,39.444
OANT_RS20475,SM_b20600,2.31e-16,68.9,37.755,7.84e-17,70.5,37.273
OANT_RS20480,SMc02221,1.31e-36,120,52.632,5.25e-44,138,52.632
OANT_RS20515,SMc02519,0,546,74.788,0,546,74.788
OANT_RS20520,SMc02518,0,555,74.438,0,555,74.438
OANT_RS20525,SMc02517,1.11e-170,471,84.669,2.03e-166,460,84.669
OANT_RS20530,SMc02516,8e-173,476,86.742,5.89e-173,476,86.742
OANT_RS20535,SMc02515,4.29e-42,132,74.157,4.87e-42,132,74.157
OANT_RS20540,SMc02514,0,1074,88.112,0,1074,88.112
OANT_RS20555,SMc01570,3.48e-70,217,41.98,2.75e-78,238,41.98
OANT_RS20565,SMa2029,1.36e-40,135,41.081,1.12e-40,135,41.081
OANT_RS20570,SMc00283,1.65e-41,144,30.421,1.21e-41,144,30.421
OANT_RS20665,SM_b20573,1.85e-38,128,40.881,1.49e-40,133,40.476
OANT_RS20680,SMc03209,4.75e-09,50.1,31.068,3.33e-09,50.1,31.068
OANT_RS20735,SMa1759,1.81e-30,110,32.673,1.43e-30,110,32.673
OANT_RS20770,SMc01459,8.18e-32,116,34,3.3e-31,114,34.156
OANT_RS20780,SMc02222,1.04e-30,114,43.75,9.83e-30,111,41.875
OANT_RS20785,SMc02223,1.52e-91,265,65.297,3.65e-102,292,65.297
OANT_RS20790,SMc02227,0,1100,72.32,0,1100,72.32
OANT_RS20795,SMc02228,0,709,83.831,0,709,83.831
OANT_RS20800,SMc02229,0,994,77.759,0,994,77.759
OANT_RS20805,SMc01546,3.36e-44,134,80.769,2.67e-44,134,80.769
OANT_RS20810,SMc01590,7.48e-12,58.9,46.875,5.19e-12,59.3,46.875
OANT_RS20820,SMc02231,9.09e-74,242,58.59,2.05e-82,264,58.59
OANT_RS20830,SMc02232,2.27e-142,401,68.896,1.24e-131,374,68.896
OANT_RS20835,SMc02234,1.39e-73,224,45.091,1.07e-73,224,45.091
OANT_RS20840,SMc02236,9.13e-77,229,53.363,1.73e-83,246,53.363
OANT_RS20845,SMc02237,0,1241,73.2,0,1203,72.845
OANT_RS20850,SMc03176,0,509,72.997,0,509,72.997
OANT_RS20855,SMc03177,0,672,63.755,0,672,63.755
OANT_RS20860,SMc02149,2.53e-24,99.8,36.62,5.1e-32,120,29.427
OANT_RS20865,SMc02150,6.02e-177,490,78.931,1.22e-179,497,78.931
OANT_RS20870,SMc02183,9.38e-11,46.6,88,7.45e-11,46.6,88
OANT_RS20905,SMc03972,7.93e-85,261,43.651,5.32e-81,251,43.094
OANT_RS20925,SMc00804,2.48e-147,422,62.095,2.71e-147,421,62.095
OANT_RS20930,SMc00805,5.84e-112,317,72.115,4.64e-112,317,72.115
OANT_RS20945,SM_b20318,6.9e-139,395,66.082,5.03e-143,405,66.082
OANT_RS20950,SM_b20317,0,672,66.667,0,672,66.667
OANT_RS20955,SM_b20316,0,532,77.177,0,532,77.177
OANT_RS20960,SM_b20315,3.13e-141,400,67.081,3.83e-151,425,67.081
OANT_RS20970,SM_b20854,5.87e-75,231,44.109,4.62e-75,231,44.109
OANT_RS20975,SM_b20712,4.44e-43,148,35.294,1.42e-41,144,35.496
OANT_RS20980,SMc02041,2.05e-79,237,48.617,3.81e-75,226,49.004
OANT_RS20985,SM_b20314,0,553,88.485,0,574,88.485
OANT_RS20990,SM_b20313,7.42e-128,357,84.434,1.92e-119,336,84.434
OANT_RS21005,SM_b20307,1.84e-82,242,57.746,4.97e-85,248,57.746
OANT_RS21030,SMa2221,4.5e-47,153,36.726,3.58e-47,153,36.726
OANT_RS21080,SMc02890,6.66e-17,82,21.934,5.08e-17,82,21.934
OANT_RS21095,SMa0065,3.82e-67,204,52.404,3.12e-67,204,52.404
OANT_RS21100,SM_b21438,1.96e-66,209,37.209,1.6e-66,209,37.209
OANT_RS21110,SM_b20444,1.13e-107,323,39.046,1.02e-102,310,39.046
OANT_RS21115,SM_b20445,4.35e-137,392,58.166,3.4e-137,392,58.166
OANT_RS21120,SM_b20446,2.3e-172,485,58.543,1.81e-172,485,58.543
OANT_RS21130,SMa0667,3.18e-46,147,50,1.44e-51,160,50
OANT_RS21135,SMa0669,0,595,69.268,0,577,69.268
OANT_RS21145,SM_b20291,6.15e-62,219,40.785,2.54e-66,231,40.785
OANT_RS21160,SM_b20531,1.96e-33,114,39.877,1.64e-33,114,39.877
OANT_RS21275,SMa1227,2.72e-40,134,35.859,2.18e-40,134,35.859
OANT_RS21280,SMa1229,4.09e-33,129,33.333,2.85e-33,129,33.333
OANT_RS21300,SM_b21006,9.91e-22,77.8,68.75,6.99e-28,93.2,68.75
OANT_RS21305,SM_b21007,6.42e-70,204,65.217,4.96e-70,204,65.217
OANT_RS21310,SM_b21008,4.42e-50,152,66.667,3.65e-50,152,66.667
OANT_RS21320,SMc01657,0,1019,67.822,0,1019,67.822
OANT_RS21325,SMc01658,1.22e-75,227,48.954,9.39e-76,227,48.954
OANT_RS21330,SMc01659,1.94e-159,449,58.424,1.59e-159,449,58.424
OANT_RS21390,SMa0498,3.82e-34,124,29.323,2.96e-34,124,29.323
OANT_RS21395,SMc00502,3.48e-26,98.6,34.254,2.8e-26,98.6,34.254
OANT_RS21410,SMa0802,1.84e-50,164,39.07,2.36e-52,169,38.428
OANT_RS21425,SMa2209,3.43e-18,82,25.786,2.59e-18,82,25.786
OANT_RS21430,SM_b20745,0,635,86.431,0,635,86.431
OANT_RS21440,SMc01169,0,666,86.828,0,632,86.828
OANT_RS21445,SMc01168,1.01e-93,265,82.353,7.99e-94,265,82.353
OANT_RS21450,SM_b20676,3.51e-67,209,45.574,1.95e-72,223,45.902
OANT_RS21460,SM_b21555,0,590,52.703,0,601,52.703
OANT_RS21475,SMa0089,2.22e-79,228,78.462,1.87e-79,228,78.462
OANT_RS21490,SMc01036,8.87e-27,91.3,60.976,3.43e-21,76.6,61.194
OANT_RS21500,SMc03075,1.43e-11,48.5,100,1.14e-11,48.5,100
OANT_RS21505,SMc03221,1.35e-12,52,78.947,1.13e-12,52,78.947
OANT_RS21510,SMc03220,0,774,86.815,0,754,86.815
OANT_RS21515,SMc03074,1.29e-09,43.9,84,1.03e-09,43.9,84
OANT_RS21525,SMc03222,4.6e-98,302,94.253,6.76e-98,301,94.253
OANT_RS21550,SMc04245,2.09e-123,356,56.897,3.91e-134,383,57.184
OANT_RS21555,SMc04244,2.23e-139,392,69.403,2.98e-133,377,71.66
OANT_RS21560,SMc04243,3.64e-125,355,67.528,2.81e-125,355,67.528
OANT_RS21565,SMc04242,1.96e-54,165,60.769,1.48e-54,165,60.769
OANT_RS21575,SMc03057,3.84e-20,80.9,26.415,3.2e-20,80.9,26.415
OANT_RS21585,SMc03071,6.77e-29,104,44,4.42e-28,101,44
OANT_RS21595,SMc03055,2.13e-62,194,39.583,1.66e-62,194,39.583
OANT_RS21600,SMc03054,0,958,69.912,0,975,69.912
OANT_RS21605,SMc03053,7.96e-41,127,68.966,6.33e-41,127,68.966
OANT_RS21610,SMc03052,3.72e-44,139,53.435,2.7e-42,134,58.879
OANT_RS21615,SMc03051,4.17e-50,155,57.812,3.25e-50,155,57.812
OANT_RS21620,SMc03050,6.29e-30,101,47,1.71e-35,115,48.246
OANT_RS21625,SMc03049,7.87e-65,206,35.817,8.01e-65,206,35.817
OANT_RS21630,SMc03048,8.35e-99,303,40.619,8.43e-106,320,40.619
OANT_RS21635,SMc03047,1.32e-114,338,48.905,1.07e-114,338,48.905
OANT_RS21640,SMc03046,1.36e-102,294,70.222,3.68e-110,313,70.222
OANT_RS21645,SMc03045,2.08e-81,237,61.798,1.72e-81,237,61.798
OANT_RS21655,SMc03043,7.94e-41,148,32.187,1.31e-44,158,32.187
OANT_RS21660,SMc03042,7.34e-113,332,45.153,9.79e-111,326,47.013
OANT_RS21670,SMc03014,2.23e-154,452,45.307,3.22e-147,433,45.471
OANT_RS21675,SMc03040,7.15e-80,243,43.917,4.61e-71,221,43.917
OANT_RS21685,SMc03036,6.15e-104,299,68.868,1.15e-103,298,68.868
OANT_RS21690,SMc03035,1.65e-28,101,39.286,1.7e-20,80.1,38.462
OANT_RS21695,SMc03034,5.66e-80,238,52.301,4.39e-80,238,52.301
OANT_RS21700,SMc03033,6.31e-38,127,42.197,1.68e-37,125,49.219
OANT_RS21705,SMc03032,7.01e-143,409,58.475,8.73e-147,419,58.475
OANT_RS21710,SMc03031,1.35e-33,114,47.297,5.31e-33,112,50.82
OANT_RS21715,SMc03030,4.13e-144,402,72.137,3.28e-144,402,72.137
OANT_RS21720,SMc03029,1.31e-26,92.8,50.893,1.04e-26,92.8,50.893
OANT_RS21725,SMc03028,1.32e-60,181,60.584,1.04e-60,181,60.584
OANT_RS21730,SMc03027,3.46e-41,130,53.279,2.75e-41,130,53.279
OANT_RS21735,SMc03026,7.42e-15,67,31.122,4.73e-12,59.3,28.723
OANT_RS21740,SMc03025,7.97e-154,442,56.595,9.62e-160,457,56.595
OANT_RS21745,SMc03024,1.54e-70,214,44.444,1.21e-70,214,44.444
OANT_RS21750,SMc03023,1.92e-96,281,54.44,1.51e-96,281,54.44
OANT_RS21755,SMc03022,6.13e-144,404,68.683,8.56e-150,418,68.683
OANT_RS21760,SMc03021,8.11e-14,68.2,25.403,6.4e-14,68.2,25.403
OANT_RS21770,SMc03020,9.68e-27,95.9,61.538,1.68e-26,95.9,61.538
OANT_RS21775,SMc03019,5.65e-66,209,35.588,4.41e-66,209,35.588
OANT_RS21780,SMc03018,3.98e-117,341,50.142,6.14e-122,353,50.142
OANT_RS21785,SMc03017,3.31e-45,142,49.63,2.74e-45,142,49.63
OANT_RS21795,SMc03169,2.3e-59,186,48.325,1.68e-59,186,48.325
OANT_RS21800,SMc03168,1.01e-122,358,59.509,2.3e-139,400,57.726
OANT_RS21805,SMc03167,0,714,70.635,0,760,69.565
OANT_RS21810,SMc01605,0,542,71.662,0,554,71.662
OANT_RS21815,SMc01606,1.05e-160,446,81.648,7.56e-161,446,81.648
OANT_RS21820,SMc01607,4.26e-144,402,76.172,3.32e-144,402,76.172
OANT_RS21825,SMc01608,2.93e-175,488,66.952,2.33e-175,488,66.952
OANT_RS21830,SMc04262,0,579,61.996,0,571,61.996
OANT_RS21855,SMc03058,1.49e-78,241,38.065,1.18e-78,241,38.065
OANT_RS21885,SMc02982,6.11e-73,216,65.497,4.75e-73,216,65.497
OANT_RS21890,SMc02983,0,606,80.371,0,625,80.371
OANT_RS21900,SMc02984,1.11e-136,386,62.585,8.78e-137,386,62.585
OANT_RS21905,SMc02985,2.45e-69,209,50.515,7.03e-72,215,50.495
OANT_RS21910,SMc02986,1.2e-99,296,49.24,1.65e-106,313,49.568
OANT_RS21920,SMc03151,3.07e-67,204,44.395,2.52e-67,204,44.395
OANT_RS21925,SMc03198,3.43e-104,308,48.588,3e-93,280,48.588
OANT_RS21930,SMc03197,4.32e-84,247,65.865,1.81e-81,240,66.19
OANT_RS21935,SMc03196,8.35e-59,185,43.825,1.79e-56,179,45.175
OANT_RS21940,SMc03156,8.38e-131,372,62.333,1.4e-137,389,62.333
OANT_RS21950,SMc03153,1.41e-103,295,70.616,1.12e-103,295,70.616
OANT_RS21955,SMc04010,5.38e-119,363,40.469,1.54e-111,344,65.823
OANT_RS21960,SMc04011,1.71e-113,343,38.462,3.97e-114,344,38.659
OANT_RS21970,SMc04012,0,945,74.043,0,945,74.043
OANT_RS21975,SMc04013,5.3e-166,467,59.424,2.79e-160,452,59.424
OANT_RS21980,SMc04014,5.94e-62,191,51.707,4.58e-62,191,51.707
OANT_RS21985,SMc04016,0,770,73.499,0,770,73.499
OANT_RS21995,SMc04017,4.62e-40,127,66.667,7.95e-43,134,57.6
OANT_RS22000,SMc04019,1.75e-169,473,64.857,1.36e-169,473,64.857
OANT_RS22005,SMc04020,1.14e-175,487,75.767,1.1e-175,487,75.767
OANT_RS22010,SMc04021,1.17e-43,139,52,5.2e-48,149,52
OANT_RS22015,SM_b20830,2.29e-112,327,49.849,3.44e-108,316,49.849
OANT_RS22020,SMc04022,3.03e-77,248,39.486,1.2e-76,246,42.493
OANT_RS22030,SMc04023,4.43e-166,460,74.576,3.5e-166,460,74.576
OANT_RS22035,SMc04024,4.45e-160,454,56.992,4.08e-162,459,55.725
OANT_RS22040,SMc04025,6.52e-88,269,42.602,8.57e-81,251,47.099
OANT_RS22050,SMc04026,0,831,84.948,0,806,84.948
OANT_RS22055,SMc04028,0,2632,80.9,0,2655,80.9
OANT_RS22060,SMc04029,3.14e-167,468,65.205,2.07e-161,452,65.205
OANT_RS22065,SMc04040,5.8e-71,208,69.032,2.88e-76,221,69.032
OANT_RS22075,SMc04041,4.73e-93,278,46.626,3.73e-93,278,46.626
OANT_RS22080,SMc04042,1.58e-105,304,59.073,1.07e-102,296,59.073
OANT_RS22085,SMc04043,1.36e-122,350,62.676,1.07e-122,350,62.676
OANT_RS22090,SMc04044,7.07e-74,213,88.034,5.62e-74,213,88.034
OANT_RS22095,SMc04060,3e-10,45.4,96,2.39e-10,45.4,96
OANT_RS22100,SM_b20088,3.21e-76,239,56.542,4.26e-70,224,56.542
OANT_RS22115,SM_b21454,1.99e-24,85.9,51.807,1.96e-24,85.9,51.807
OANT_RS22125,SM_b20236,1.53e-09,49.7,64.865,1.12e-09,49.7,64.865
OANT_RS22130,SM_b20075,1.08e-17,67,65.306,7.72e-18,67,65.306
OANT_RS22185,SM_b21448,2.06e-72,216,56.044,1.68e-72,216,56.044
OANT_RS22195,SM_b21484,5.55e-46,146,48.98,4.57e-46,146,48.98
OANT_RS22205,SM_b20073,7.6e-158,439,72.085,6.02e-158,439,72.085
OANT_RS22210,SM_b20067,2.63e-45,143,50,4.65e-48,150,50
OANT_RS22220,SMa1948,2.04e-105,302,58.228,1.59e-105,302,58.228
OANT_RS22240,SM_b20491,6.47e-65,196,47.826,4.86e-65,196,47.826
OANT_RS22260,SM_b21445,1.22e-65,210,39.384,9.95e-66,210,39.384
OANT_RS22265,SMa0426,4.5e-111,318,59.69,6.57e-111,318,59.69
OANT_RS22270,SMc03959,0,692,45.412,0,692,45.412
OANT_RS22275,SM_b21406,3.09e-106,308,56.654,2.08e-109,316,54.483
OANT_RS22365,SMa1874,1.61e-19,76.6,52.113,8.66e-20,76.6,52.113
OANT_RS22395,SMa1188,1.06e-88,267,44.932,1e-83,254,44.932
OANT_RS22400,SMa1186,2.62e-75,221,62.712,2.14e-75,221,62.712
OANT_RS22405,SMa1185,1.54e-108,313,67.754,7.06e-110,316,67.754
OANT_RS22410,SMa1184,4.71e-121,347,60.726,8.32e-121,346,60.726
OANT_RS22415,SMa1183,0,574,62.613,0,574,62.613
OANT_RS22420,SMa1182,0,1117,82.786,0,1101,81.69
OANT_RS22425,SMa1179,0,1023,66.621,0,1011,66.531
OANT_RS22460,SMc02256,8.93e-133,384,51.596,6.99e-133,384,51.596
OANT_RS22465,SM_b21691,4.14e-115,343,42.361,3.29e-115,343,42.361
OANT_RS22475,SM_b20994,5.47e-71,209,70.896,1.29e-65,195,70.896
OANT_RS22565,SMc02595,1.57e-75,238,40.209,2.29e-73,232,40.209
OANT_RS22570,SMa1261,8.21e-27,92.4,54.023,7.2e-27,92.4,54.023
OANT_RS22575,SMa1259,1.46e-117,349,49.231,3.57e-135,394,49.231
OANT_RS22580,SMa1256,2.1e-67,201,55.429,1.66e-67,201,55.429
OANT_RS22585,SMa1255,1.27e-28,97.4,53.012,9.9e-29,97.4,53.012
OANT_RS22590,SMa1250,0,639,79.255,0,592,79.255
OANT_RS22595,SMa1247,2.49e-105,307,55.431,2.23e-110,320,52.703
OANT_RS22600,SMa1245,4.39e-117,330,71.028,3.25e-117,330,71.028
OANT_RS22610,SMa1279,3.19e-69,206,56.216,2.55e-69,206,56.216
OANT_RS22620,SMa1276,5.08e-107,299,92,4.03e-107,299,92
OANT_RS22625,SMa1273,0,812,87.723,0,812,87.723
OANT_RS22630,SMa1272,1.26e-165,457,82.963,1.01e-165,457,82.963
OANT_RS22635,SMa1269,0,834,66.244,0,834,66.244
OANT_RS22640,SM_b20378,9.32e-135,395,44.635,4.33e-141,411,44.635
OANT_RS22645,SMa0259,1.26e-24,97.8,28.517,1.47e-25,100,28.517
OANT_RS22710,SM_b20123,3.04e-48,160,32.66,2.33e-48,160,32.66
OANT_RS22720,SM_b21042,9.33e-103,308,43.735,1.54e-106,318,43.735
OANT_RS22725,SM_b20585,0,859,72.289,0,843,71.601
OANT_RS22735,SMa0112,1.11e-70,206,74.242,9.33e-71,206,74.242
OANT_RS22740,SM_b20457,1.67e-98,295,43.695,1.32e-98,295,43.695
OANT_RS22750,SM_b20463,2.57e-38,126,49.231,5.98e-37,122,50.82
OANT_RS22755,SM_b20462,9.83e-131,372,57.556,8.08e-131,372,57.556
OANT_RS22760,SM_b20461,3.02e-45,146,42.458,2.57e-45,146,42.458
OANT_RS22765,SMc02641,0,522,59.039,8.24e-178,503,59.039
OANT_RS22770,SM_b20460,0,890,69.631,0,890,69.631
OANT_RS22775,SM_b20459,2.72e-162,453,67.988,2.16e-162,453,67.988
OANT_RS22780,SM_b20458,2.79e-172,479,72.414,2.4e-172,479,72.414
OANT_RS22785,SMa1654,2.39e-89,261,56.221,1.89e-89,261,56.221
OANT_RS22790,SMa1652,2.2e-68,209,45.267,1.88e-68,209,45.267
OANT_RS22830,SM_b20037,5.17e-105,305,57.295,1.34e-99,291,57.295
OANT_RS22835,SM_b20033,1.69e-91,265,60.476,1.37e-91,265,60.476
OANT_RS22840,SM_b20581,0,839,66.93,0,831,66.93
OANT_RS22845,SM_b20036,0,558,79.042,0,558,79.042
OANT_RS22850,SM_b20035,0,588,77.594,0,614,77.594
OANT_RS22855,SM_b20034,9.99e-80,233,67.456,8.25e-80,233,67.456
OANT_RS22860,SM_b21492,6.78e-74,220,53.927,5.95e-74,220,53.927
OANT_RS22875,SMa2225,2.72e-44,159,32.979,1.64e-44,159,32.979
OANT_RS22895,SMc01965,6.47e-102,301,45.115,5.09e-102,301,45.115
OANT_RS22900,SMc00263,3.31e-35,125,35.965,2.69e-35,125,35.965
OANT_RS22905,SMc02884,3.79e-41,145,33.048,2.7e-41,145,33.048
OANT_RS22930,SMc01105,7.66e-143,403,66.238,1.65e-152,427,66.238
OANT_RS22940,SMc00620,0,694,76.728,0,699,75.278
OANT_RS22945,SMc02634,0,980,71.064,0,980,71.064
OANT_RS22955,SMc01779,5.89e-102,306,46.667,1.27e-98,297,45.96
OANT_RS23065,SMa5029,2.85e-28,99.4,84.483,4.68e-29,99.8,84.483
OANT_RS23120,SMa0643,8.96e-17,66.6,51.389,6.07e-17,66.6,51.389
OANT_RS23125,SMc00676,0,600,85.498,0,585,86.624
OANT_RS23130,SMc02359,2e-78,238,47.35,1.61e-78,238,47.35
OANT_RS23135,SMc02358,6.43e-80,238,51.915,4.62e-80,238,51.915
OANT_RS23140,SMc02356,4.9e-58,191,34.759,1.27e-58,192,35.052
OANT_RS23145,SMc02357,3.47e-64,209,47.436,1.1e-64,209,47.436
OANT_RS23155,SMc02355,1.51e-66,202,48.571,1.18e-66,202,48.571
OANT_RS23160,SMc02352,3.38e-110,329,40.092,2.65e-110,329,40.092
OANT_RS23165,SMc02354,7.76e-58,183,42.562,6.14e-58,183,42.562
OANT_RS23170,SMc02413,4.91e-162,461,54.713,4.64e-155,443,54.713
OANT_RS23180,SMa0405,8.81e-22,85.9,52.632,1.94e-22,85.9,52.632
OANT_RS23185,SMc03248,2.58e-105,300,89.744,3.62e-105,300,89.744
OANT_RS23210,SMc02406,1.68e-95,328,45.874,1.52e-94,326,47.568
OANT_RS23225,SMa1836,0,525,69.169,0,525,69.169
OANT_RS23250,SM_b21098,1.61e-18,82.8,35.16,1.22e-23,96.7,36.53
OANT_RS23295,SMa2251,2.78e-78,235,69.189,3.42e-89,262,69.189
OANT_RS23305,SMa2257,2.28e-177,496,63.281,1.84e-177,496,63.281
OANT_RS23340,SMa2395,0,655,79.082,0,655,79.082
OANT_RS23345,SMa2393,1.31e-110,322,50.153,1.06e-110,322,50.153
OANT_RS23355,SMa0738,3.87e-31,100,78.462,3.03e-31,100,78.462
OANT_RS23390,SMc02709,3.92e-25,85.9,61.29,3.2e-25,85.9,61.29
OANT_RS23395,SM_b21167,4.07e-124,367,48.403,3.13e-124,367,48.403
OANT_RS23400,SMc02710,4.25e-140,397,65.436,2.92e-140,397,65.436
OANT_RS23410,SMc04436,6.58e-45,137,84.81,4.96e-45,137,84.81
OANT_RS23435,SMc01579,4e-18,78.2,28.761,3.19e-18,78.2,28.761
OANT_RS23565,SMc02079,1.01e-155,444,55.046,8.39e-156,444,55.046
OANT_RS23605,SMa1394,8.32e-70,215,42.292,6.77e-70,215,42.292
OANT_RS23635,SM_b20890,0,625,53.805,0,625,53.805
OANT_RS23675,SMc03895,0,2054,85.838,0,2054,85.838
OANT_RS23680,SMa0656,3.31e-99,293,48.632,2.41e-105,309,48.632
OANT_RS23705,SMc02716,2.2e-20,75.1,45.679,1.77e-20,75.1,45.679
OANT_RS23710,SMc02987,1.41e-42,135,47.183,1.13e-42,135,47.183
OANT_RS23725,SMa0841,1.32e-33,120,80,3.97e-34,120,80
OANT_RS23755,SMc04035,1.34e-80,242,47.5,1.52e-81,244,46.667
